Time,Block,WR/2024/21351/A/5075,WR/2024/21355/A/5089,NR/2024/18640/C,NR/2024/18436/A/4936,NER/2024/1922/A/5072,NER/2024/1934/A/5071,NR/2024/18388/A/4894,NR/2024/18641/C,NR/2024/18445/A/5090,NR/2024/18638/C,Total
,,APPCPL,MANIKARAN,SJVNL,IEXL,APPCPL,APPCPL,ITCLH,SJVNL,MANIKARAN,NVVNL,Total

,,DELHI,DELHI,UTTAR PRADESH,MAHARASHTRA,DELHI,DELHI,ANDHRA PRADESH,UTTAR PRADESH,DELHI,NA,
,,BRPL,BRPL,BCMLB001,A_A_Energy_MH_Bio,BRPL,BYPL,ITCWIND,BCMLUH,BRPL,SOLAPUR_SOLAR,
,,GOA,GOA,DELHI,DELHI,MANIPUR,NAGALAND,DELHI,DELHI,HIMACHAL PRADESH,DELHI,
,,GOA_Beneficiary,GOA_Beneficiary,NDMC,MES (Delhi),Manipur_Ben,Nagaland_Ben,ITCLH,NDMC,HP,MES (Delhi),
,,North-West,North-West,North-North,West-East-North,North-East-North East,North-East-North East,South-West-North,North-North,North-North,West-North,
1,00:00-00:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

2,00:15-00:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

3,00:30-00:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

4,00:45-01:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

5,01:00-01:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

6,01:15-01:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

7,01:30-01:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

8,01:45-02:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

9,02:00-02:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

10,02:15-02:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

11,02:30-02:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

12,02:45-03:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

13,03:00-03:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

14,03:15-03:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

15,03:30-03:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

16,03:45-04:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

17,04:00-04:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

18,04:15-04:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

19,04:30-04:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

20,04:45-05:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

21,05:00-05:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

22,05:15-05:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

23,05:30-05:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

24,05:45-06:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.390000,0.000000,0.000000,0,53.1

25,06:00-06:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.430000,0.000000,132.980000,0,186.12

26,06:15-06:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.430000,0.000000,132.980000,0,186.12

27,06:30-06:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.430000,0.000000,132.980000,0,186.12

28,06:45-07:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.430000,0.000000,132.980000,0,186.12

29,07:00-07:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.480000,0.000000,132.980000,0.11,186.28

30,07:15-07:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.480000,0.000000,132.980000,0.43,186.6

31,07:30-07:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.480000,0.000000,132.980000,0.77,186.94

32,07:45:08:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.480000,0.000000,132.980000,0.96,187.13

33,08:00-08:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.870000,0.000000,132.980000,1.64,188.2

34,08:15-08:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.870000,0.000000,132.980000,2.22,188.78

35,08:30-08:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.870000,0.000000,132.980000,2.78,189.34

36,08:45:09:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.870000,0.000000,132.980000,3.35,189.91

37,09:00:09:15,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,3.92,198.19

38,09:15-09:30,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,4.49,198.76

39,09:30-09:45,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,5.02,199.29

40,09:45-10:00,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,5.46,199.73

41,10:00-10:15,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,5.92,200.19

42,10:15-10:30,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,6.32,200.59

43,10:30-10:45,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,6.62,200.89

44,10:45-11:00,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,6.93,201.2

45,11:00-11:15,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.28,201.55

46,11:15-11:30,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.52,201.79

47,11:30-11:45,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.7,201.97

48,11:45-12:00,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.82,202.09

49,12:00-12:15,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.92,202.19

50,12:15-12:30,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,8,202.27

51,12:30-12:45,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,8.04,202.31

52,12:45-13:00,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.99,202.26

53,13:00-13:15,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.91,202.18

54,13:15-13:30,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.79,202.06

55,13:30-13:45,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.66,201.93

56,13:45-14:00,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.45,201.72

57,14:00-14:15,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,7.1,201.37

58,14:15-14:30,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,6.86,201.13

59,14:30-14:45,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,6.56,200.83

60,14:45-15:00,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.870000,3.370000,132.980000,6.22,200.49

61,15:00-15:15,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.670000,3.370000,132.980000,5.86,199.93

62,15:15-15:30,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.670000,3.370000,132.980000,5.46,199.53

63,15:30-15:45,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.670000,3.370000,132.980000,5.05,199.12

64,15:45-16:00,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.670000,3.370000,132.980000,4.53,198.6

65,16:00-16:15,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.530000,3.370000,132.980000,3.96,197.89

66,16:15-16:30,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.530000,3.370000,132.980000,3.37,197.3

67,16:30-16:45,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.530000,3.370000,132.980000,2.79,196.72

68,16:45-17:00,0.000000,0.000000,4.340000,7.710000,25.000000,20.000000,0.530000,3.370000,132.980000,2.21,196.14

69,17:00-17:15,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,132.980000,1.62,187.84

70,17:15-17:30,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,132.980000,1.14,187.36

71,17:30-17:45,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,132.980000,0.79,187.01

72,17:45-18:00,0.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,132.980000,0.44,186.66

73,18:00-18:15,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,132.980000,0.2,266.42

74,18:15-18:30,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,132.980000,0.1,266.32

75,18:30-18:45,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,132.980000,0,266.22

76,18:45-19:00,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,132.980000,0,266.22

77,19:00-19:15,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.630000,0.000000,132.980000,0,266.32

78,19:15-19:30,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.630000,0.000000,132.980000,0,266.32

79,19:30-19:45,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.630000,0.000000,132.980000,0,266.32

80,19:45-20:00,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.630000,0.000000,132.980000,0,266.32

81,20:00-20:15,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.630000,0.000000,132.980000,0,266.32

82,20:15-20:30,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.630000,0.000000,132.980000,0,266.32

83,20:30-20:45,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.630000,0.000000,132.980000,0,266.32

84,20:45-21:00,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.630000,0.000000,132.980000,0,266.32

85,21:00-21:15,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.580000,0.000000,132.980000,0,266.27

86,21:15-21:30,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.580000,0.000000,132.980000,0,266.27

87,21:30-21:45,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.580000,0.000000,132.980000,0,266.27

88,21:45-22:00,55.000000,25.000000,0.000000,7.710000,25.000000,20.000000,0.580000,0.000000,132.980000,0,266.27

89,22:00-22:15,55.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,0.000000,0,108.24

90,22:15-22:30,55.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,0.000000,0,108.24

91,22:30-22:45,55.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,0.000000,0,108.24

92,22:45-23:00,55.000000,0.000000,0.000000,7.710000,25.000000,20.000000,0.530000,0.000000,0.000000,0,108.24

