Block,Time,LT_MEJA_Delhi,LT-36,L_NR_2019_19,LT-05,L_NR_2020_02,L_NR_2012_04,SH-07,LT-31,SH-06,L_NR_2020_07,L_NR_2022_08,L_NR_2022_10,LT-35,L_NR_2021_13,L_NR_2021_17,L_NR_2021_12,L_NR_2021_14,L_NR_2021_16,L_NR_2021_15,L_NR_2012_01,L_NR_2012_02,LT-59,L_NR_2012_07,L_NR_2020_06,L_NR_2020_05,L_NR_2019_05,L_NR_2019_06,L_NR_2018_61,L_NR_2019_11,L_NR_2019_07,L_NR_2022_09
14,03:15-03:30,6.450000,0.000000,0.000000,115.660000,6.530000,270.930000,30.340000,0.000000,30.340000,36.69,15.54,67.71,0.000000,0,0,0,0,0,0,100.910000,260.670000,6.040000,86.890000,36.68,110.05,0,0,10.81,5.970000,0,67.71

15,03:30-03:45,6.450000,0.000000,0.000000,115.660000,6.530000,270.930000,30.340000,0.000000,30.340000,36.66,22.19,67.04,0.000000,0,0,0,0,0,0,100.910000,260.670000,6.040000,86.890000,36.64,109.93,0,0,6.84,5.970000,0,67.04

16,03:45-04:00,6.450000,0.000000,0.000000,115.660000,6.530000,270.930000,30.340000,0.000000,30.340000,36.45,22.2,67.02,0.000000,0,0,0,0,0,0,100.910000,260.670000,6.040000,86.890000,36.44,109.32,0,0,6.99,5.970000,0,67.02

17,04:00-04:15,6.450000,0.000000,0.000000,115.660000,6.400000,270.930000,30.340000,0.000000,30.340000,36.21,22.14,66.37,0.000000,0,0,0,0,0,0,100.910000,260.670000,5.810000,86.890000,36.21,108.63,0,0,6.82,5.750000,0,66.37

18,04:15-04:30,6.450000,0.000000,0.000000,115.660000,6.400000,270.930000,30.340000,0.000000,30.340000,35.95,22.12,66.9,0.000000,0,0,0,0,0,0,100.910000,260.670000,5.810000,86.890000,35.94,107.82,0,0,6.82,5.750000,0,66.9

19,04:30-04:45,6.450000,0.000000,0.000000,115.660000,6.400000,270.930000,30.340000,0.000000,30.340000,38.37,23.8,66.99,0.000000,0,0,0,0,0,0,100.910000,260.670000,5.810000,86.890000,38.38,115.13,0,0,7.05,5.750000,0,66.99

20,04:45-05:00,6.450000,0.000000,0.000000,115.660000,6.400000,270.930000,30.340000,0.000000,30.340000,38.37,24.12,70.25,0.000000,0,0,0,0,0,0,100.910000,260.670000,5.810000,86.890000,38.38,115.13,0,0,7.15,5.750000,0,70.25

21,05:00-05:15,6.450000,0.000000,0.000000,115.660000,6.250000,270.930000,30.340000,0.000000,13.280000,38.37,24.42,70.57,0.000000,0,0,0,0,0,0,100.910000,260.670000,5.810000,86.890000,38.36,115.08,0,0,6.84,5.750000,0,70.57

22,05:15-05:30,6.450000,0.000000,0.000000,115.660000,6.250000,270.930000,30.340000,0.000000,13.280000,38.3,24.66,70.84,0.000000,0,0,0,0,0,0,100.910000,260.670000,5.810000,86.890000,38.31,114.92,0,0,6.99,5.750000,0,70.84

23,05:30-05:45,6.450000,0.000000,0.590000,115.660000,6.250000,270.930000,30.340000,0.000000,13.280000,38.21,15.11,71.42,0.000000,0,0,0,0,0,0,100.910000,260.670000,5.810000,63.170000,38.21,114.63,0,0,6.82,5.750000,0,71.42

24,05:45-06:00,6.450000,0.000000,4.480000,115.660000,6.250000,270.930000,30.340000,0.000000,13.280000,37.94,15.22,71.47,0.000000,0,0.43,0,0,0.86,0,100.910000,260.670000,5.810000,63.170000,37.95,113.84,0,0,6.82,5.750000,0,71.47

25,06:00-06:15,6.450000,0.080000,9.200000,115.660000,6.020000,270.930000,30.340000,0.080000,23.230000,37.89,15.42,72.11,0.080000,0.4,1.49,2.01,0.03,2.99,0.64,100.910000,260.670000,5.580000,63.170000,37.89,113.68,13.7,15.69,6.91,5.520000,1.45,72.11

26,06:15-06:30,5.200000,0.320000,14.190000,94.500000,6.020000,270.930000,30.340000,0.310000,25.410000,37.92,16.11,72.75,0.310000,1.31,2.96,6.57,0.03,5.92,1.74,100.910000,212.500000,5.580000,44.230000,37.92,113.76,22.51,26.2,7,5.520000,4.02,72.75

27,06:30-06:45,5.200000,0.720000,20.110000,66.150000,6.020000,270.930000,30.340000,1.000000,25.410000,30.95,16.75,63.44,1.080000,2.53,4.8,12.63,1.24,9.61,3.1,100.910000,164.340000,6.050000,44.230000,30.94,92.82,33,33,6.92,5.520000,11.64,63.44

28,06:45-07:00,5.200000,1.160000,27.450000,66.150000,6.020000,270.930000,30.340000,1.630000,25.410000,31.21,17.32,64.42,1.760000,4.11,7.13,20.53,3.66,14.26,4.97,100.910000,159.600000,6.050000,44.230000,31.21,93.63,33,33,6.88,5.520000,18,64.42

29,07:00-07:15,5.200000,1.880000,35.750000,66.150000,5.890000,270.930000,30.340000,2.470000,25.410000,31.37,18.75,65.09,2.550000,6.28,11,31.4,7.16,22,7.34,100.910000,159.600000,6.050000,31.100000,31.38,94.13,31.73,31.73,6.86,5.520000,26.99,65.09

30,07:15-07:30,5.200000,2.730000,44.820000,66.150000,5.890000,231.190000,30.340000,3.390000,25.410000,31.61,20.65,66.09,3.510000,8.77,14.33,43.85,11.93,28.67,10.22,90.160000,120.410000,6.050000,31.100000,31.6,94.81,30.15,30.15,6.95,5.520000,30.15,66.09

31,07:30-07:45,5.200000,3.670000,54.220000,66.150000,5.890000,192.660000,30.340000,4.350000,25.410000,32.55,22.03,67.88,4.500000,13.16,17.66,65.81,17.83,35.34,13.22,61.270000,120.410000,6.050000,31.100000,32.54,97.63,30.15,30.15,6.89,5.520000,30.15,67.88

32,07:45:08:00,5.200000,4.680000,62.900000,66.150000,5.890000,150.930000,30.340000,5.380000,25.410000,35.56,22.65,70.08,5.550000,17.04,22.66,85.19,24.55,45.34,16.38,44.770000,120.410000,6.050000,31.100000,35.57,106.69,30.15,30.15,6.83,5.520000,30.15,70.08

33,08:00-08:15,5.200000,5.820000,70.740000,66.150000,5.890000,150.930000,30.340000,6.410000,25.410000,30.95,20.88,72.22,6.620000,20.93,25.66,104.67,31.99,51.34,22.04,44.770000,120.410000,6.050000,31.100000,30.94,92.82,32,32,6.96,5.370000,32,72.22

34,08:15-08:30,5.200000,7.000000,78.730000,66.150000,5.890000,150.930000,30.340000,7.480000,25.410000,31.37,21.31,73.64,7.690000,24.73,27.66,123.63,40.11,55.34,25.76,44.770000,120.410000,6.050000,31.100000,31.38,94.13,32,32,6.96,5.370000,32,73.64

35,08:30-08:45,5.200000,8.230000,87.200000,66.150000,5.890000,150.930000,30.340000,8.530000,25.410000,32.55,21.91,73.64,8.720000,28.66,31,143.3,46.04,62,29.21,44.770000,120.410000,6.050000,31.100000,32.54,97.63,32,32,6.91,5.370000,32,73.64

36,08:45:09:00,5.200000,9.420000,95.740000,66.150000,5.890000,150.930000,30.340000,9.570000,25.410000,38.37,22.33,73.56,9.770000,30.09,34.66,150.47,53.16,69.34,32.35,44.770000,120.410000,6.050000,31.100000,38.38,115.13,32,32,6.89,5.370000,32,73.56

37,09:00:09:15,5.200000,10.460000,103.900000,66.150000,5.690000,150.930000,30.340000,10.510000,25.410000,38.48,22.32,73.55,10.730000,33.15,37,165.75,58.92,74,34.97,44.770000,120.410000,6.050000,31.100000,38.49,115.46,32,32,6.84,5.370000,32,73.55

38,09:15-09:30,5.200000,11.370000,110.980000,66.150000,5.690000,192.660000,30.340000,11.270000,25.410000,38.48,24.77,73.39,11.500000,36.08,39.33,180.39,65.02,78.67,37.2,44.770000,120.410000,6.050000,31.100000,38.49,115.46,32,32,6.91,5.370000,32,73.39

39,09:30-09:45,5.200000,12.320000,117.000000,66.150000,5.690000,231.190000,30.340000,11.980000,25.410000,38.42,24.93,73.57,12.250000,39.01,41.66,195.04,70.44,83.34,39.83,44.770000,120.410000,6.050000,31.100000,38.43,115.29,32,32,6.97,5.370000,32,73.57

40,09:45-10:00,5.200000,13.100000,122.720000,66.150000,5.690000,270.930000,30.340000,12.610000,25.410000,38.34,24.69,73.35,12.870000,41.94,44.33,209.68,75.16,88.67,42.07,44.770000,120.410000,6.050000,31.100000,38.34,115.03,32,32,6.89,5.370000,32,73.35

41,10:00-10:15,5.200000,13.830000,126.860000,66.150000,5.690000,270.930000,29.860000,13.190000,25.450000,38.49,24.7,73.4,13.510000,44.21,46,221.07,79.71,92,43.96,44.770000,161.540000,5.270000,31.100000,38.5,115.5,32,32,6.97,0.000000,32,73.4

42,10:15-10:30,5.200000,14.500000,129.480000,66.150000,5.690000,270.930000,29.860000,13.640000,25.450000,38.41,24.82,73.4,13.990000,46.09,47.33,230.47,83.98,94.67,45.3,44.770000,161.540000,5.270000,50.040000,38.42,115.25,32,32,6.9,0.000000,32,73.4

43,10:30-10:45,5.200000,15.060000,132.040000,66.150000,5.690000,270.930000,26.000000,14.080000,26.000000,38.39,24.78,73.47,14.420000,46.93,49,234.63,86.89,98,46.16,44.770000,161.540000,5.270000,50.040000,38.39,115.17,32,32,6.86,0.000000,32,73.47

44,10:45-11:00,5.200000,15.530000,134.730000,66.150000,5.690000,270.930000,26.000000,14.440000,26.000000,38.41,24.82,73.43,14.800000,46.93,48.66,234.63,88.31,97.34,46.81,44.770000,161.540000,5.270000,50.040000,38.41,115.22,32,32,6.91,0.000000,32,73.43

45,11:00-11:15,5.200000,15.930000,135.980000,66.150000,5.560000,270.930000,26.000000,14.780000,26.000000,38.34,23.45,73.41,15.130000,46.93,48.33,234.63,89.33,96.67,47.63,44.770000,161.540000,5.270000,50.040000,38.36,115.07,32,32,6.9,0.000000,32,73.41

46,11:15-11:30,5.200000,16.250000,135.660000,66.150000,5.560000,270.930000,26.000000,15.040000,26.000000,38.37,23.18,73.42,15.370000,46.93,48.33,234.63,89.85,96.67,48.37,44.770000,161.540000,5.270000,50.040000,38.38,115.14,32,32,6.94,0.000000,32,73.42

47,11:30-11:45,5.200000,16.550000,134.730000,66.150000,5.560000,270.930000,26.000000,15.240000,26.000000,38.47,23.07,73.59,15.580000,49.17,48,245.83,89.92,96,48.83,44.770000,161.540000,5.270000,50.040000,38.47,115.4,32,32,6.92,0.000000,32,73.59

48,11:45-12:00,5.200000,16.790000,132.760000,66.150000,5.560000,270.930000,26.000000,15.410000,26.000000,38.37,22.86,68.62,15.810000,49.17,48,245.83,89.91,96,49.03,44.770000,161.540000,5.270000,50.040000,38.36,115.09,32,32,6.91,0.000000,32,68.62

49,12:00-12:15,5.200000,16.960000,131.550000,115.660000,5.560000,270.930000,26.060000,15.500000,26.060000,34.21,22.74,68.63,15.900000,50,49.66,250,89.89,99.34,48.9,44.770000,161.540000,5.270000,50.040000,34.23,102.68,32,32,6.83,0.000000,32,68.63

50,12:15-12:30,5.200000,16.980000,123.730000,115.660000,5.560000,270.930000,26.060000,15.590000,26.060000,34.39,22.79,68.61,15.960000,50,49.66,250,89.92,99.34,48.57,44.770000,200.720000,5.270000,50.040000,34.39,103.18,32,32,6.92,0.000000,32,68.61

51,12:30-12:45,5.200000,17.040000,121.020000,115.660000,5.560000,270.930000,26.060000,15.620000,26.060000,34.62,21.96,68.63,15.980000,50,50,250,93.33,100,48.97,100.910000,200.720000,5.270000,63.170000,34.61,103.84,32,32,6.88,0.000000,32,68.63

52,12:45-13:00,5.200000,16.880000,118.420000,115.660000,5.560000,270.930000,26.060000,15.490000,26.060000,34.71,21.96,68.65,15.850000,50,50,250,93.33,100,48.96,100.910000,200.720000,5.270000,63.170000,34.73,104.18,32,32,6.81,0.000000,32,68.65

53,13:00-13:15,5.200000,16.760000,115.840000,66.150000,5.560000,270.930000,26.060000,15.500000,26.060000,35.11,21.91,68.52,15.820000,50,50,250,93.33,100,48.67,100.910000,200.720000,5.270000,63.170000,35.11,105.32,32,32,6.85,0.000000,32,68.52

54,13:15-13:30,5.200000,16.600000,113.730000,74.660000,5.560000,270.930000,26.060000,15.370000,26.060000,35.39,21.85,71.94,15.600000,50,48.66,250,93.33,97.34,47.96,100.910000,200.720000,5.270000,63.170000,35.39,106.18,32,32,7,0.000000,32,71.94

55,13:30-13:45,5.200000,16.350000,109.640000,115.660000,5.560000,270.930000,26.060000,15.110000,26.060000,35.89,21.75,71.74,15.440000,50,47.33,250,93.33,94.67,46.81,100.910000,200.720000,5.270000,63.170000,35.89,107.68,32,32,6.95,0.000000,32,71.74

56,13:45-14:00,5.200000,17.590000,102.980000,115.660000,5.560000,270.930000,26.060000,16.410000,26.060000,36.39,24.1,71.69,16.730000,50,46.33,250,93.33,92.67,45.5,100.910000,200.720000,5.270000,63.170000,36.39,109.18,32,32,11.07,0.000000,32,71.69

57,14:00-14:15,5.200000,17.070000,97.690000,115.660000,6.020000,270.930000,26.060000,15.990000,26.060000,36.67,24.18,71.87,16.310000,50,45.33,250,91.45,90.67,43.14,100.910000,229.620000,5.270000,63.170000,36.68,110.04,32,32,11.47,0.000000,32,71.87

58,14:15-14:30,6.450000,16.370000,94.070000,115.660000,6.020000,270.930000,26.060000,15.430000,26.060000,36.8,24.18,71.74,15.580000,50,44.33,250,89.48,88.67,41.56,100.910000,260.670000,5.270000,63.170000,36.8,110.39,32,32,11.87,0.000000,32,71.74

59,14:30-14:45,6.450000,15.870000,89.620000,115.660000,6.020000,270.930000,25.040000,15.170000,25.040000,36.79,24.1,71.8,15.310000,48.39,43.66,241.97,87.04,87.34,40.17,100.910000,260.670000,5.270000,86.890000,36.79,110.37,32,32,12.27,0.000000,32,71.8

60,14:45-15:00,6.450000,15.350000,84.650000,115.660000,6.020000,270.930000,25.040000,14.660000,25.040000,36.72,24.22,71.94,15.040000,47.56,41,237.8,85.28,82,38.52,100.910000,260.670000,5.270000,86.890000,36.72,110.15,32,32,19.19,0.000000,32,71.94

61,15:00-15:15,6.450000,14.630000,78.120000,115.660000,6.200000,270.930000,29.380000,14.110000,23.980000,36.74,24.21,71.74,14.200000,47.48,40.33,237.39,81.23,80.67,36.77,100.910000,260.670000,5.270000,86.890000,36.74,110.21,32,32,19.65,0.000000,32,71.74

62,15:15-15:30,6.450000,13.650000,72.600000,115.660000,6.200000,270.930000,29.380000,13.330000,23.980000,36.72,24.01,71.69,13.460000,45.49,37.66,227.45,76.58,75.34,34.81,100.910000,260.670000,5.270000,86.890000,36.72,110.16,32,32,19.98,0.000000,32,71.69

63,15:30-15:45,6.450000,12.790000,66.900000,115.660000,6.200000,270.930000,29.380000,12.570000,23.980000,36.77,24.22,71.87,12.780000,42.69,35,213.45,72.25,70,34.46,100.910000,260.670000,5.270000,86.890000,36.77,110.3,32,32,20.31,0.000000,32,71.87

64,15:45-16:00,6.450000,11.910000,61.180000,115.660000,6.200000,270.930000,29.380000,11.870000,23.980000,36.71,23.94,71.74,12.070000,39.79,32.66,198.94,66.65,65.34,31.66,100.910000,260.670000,5.270000,86.890000,36.69,110.08,32,32,20.45,0.000000,32,71.74

65,16:00-16:15,6.450000,10.780000,55.730000,115.660000,6.670000,270.930000,29.380000,10.990000,23.980000,36.71,24.19,71.8,11.140000,36.65,30.33,183.28,61.01,60.67,28.55,100.910000,260.670000,5.270000,86.890000,36.72,110.15,32,32,20.68,0.000000,32,71.8

66,16:15-16:30,6.450000,9.690000,49.640000,115.660000,6.670000,270.930000,29.380000,10.040000,23.980000,36.73,24.03,71.94,10.130000,33.47,26.33,167.33,55.35,52.67,25.24,100.910000,260.670000,5.270000,86.890000,36.73,110.18,32,32,20.89,0.000000,32,71.94

67,16:30-16:45,6.450000,8.480000,41.580000,115.660000,7.410000,270.930000,29.380000,9.030000,23.980000,36.7,24.14,71.74,9.130000,29.92,22.66,149.63,49.11,45.34,22.62,100.910000,130.330000,6.360000,86.890000,36.71,110.12,32,32,21.19,0.000000,32,71.74

68,16:45-17:00,6.450000,7.220000,33.430000,115.660000,7.410000,270.930000,29.380000,7.950000,23.980000,36.68,24.18,71.69,7.970000,23.45,19,117.24,42.39,38,19.87,100.910000,130.330000,6.360000,86.890000,36.68,110.04,32,32,14.07,0.000000,32,71.69

69,17:00-17:15,6.450000,6.020000,26.370000,115.660000,7.410000,270.930000,28.000000,6.780000,0.000000,36.79,24.14,71.87,6.830000,20.38,15.33,101.9,35.35,30.67,18.64,100.910000,130.330000,6.360000,86.890000,36.79,110.36,33,33,13.67,0.000000,25,71.87

70,17:15-17:30,6.450000,4.760000,20.460000,115.660000,7.410000,270.930000,28.000000,5.690000,0.000000,36.7,23.98,71.74,5.670000,16.44,13.33,82.18,25.77,26.67,15.62,100.910000,130.330000,6.360000,86.890000,36.71,110.12,33,33,13.28,0.000000,15,71.74

71,17:30-17:45,6.450000,3.680000,15.360000,115.660000,7.410000,270.930000,28.000000,4.550000,0.000000,36.68,23.35,71.8,4.560000,13.38,9.67,66.93,19.64,19.33,12.2,100.910000,130.330000,6.590000,86.890000,36.67,110.03,20.49,27.8,13.06,0.000000,8.74,71.8

72,17:45-18:00,6.450000,2.710000,10.760000,115.660000,7.410000,270.930000,28.000000,3.620000,0.000000,36.74,25.21,71.69,3.620000,10.3,7.33,51.51,13.82,14.67,8.94,100.910000,130.330000,6.590000,86.890000,36.75,110.25,11.73,17.04,7.53,0.000000,2.7,71.69

73,18:00-18:15,6.450000,1.800000,6.520000,115.660000,7.780000,270.930000,28.000000,2.540000,0.000000,36.82,25.13,71.87,2.510000,7.67,5,38.33,8.87,10,6.27,100.910000,130.330000,6.590000,86.890000,36.82,110.46,0,0,7.42,0.000000,0,71.87

74,18:15-18:30,6.450000,1.230000,3.470000,115.660000,7.780000,270.930000,28.000000,1.730000,0.000000,36.8,25.1,71.74,1.670000,5.37,2.33,26.84,5.12,4.67,4.24,100.910000,130.330000,6.590000,86.890000,36.8,110.4,0,0,7.37,0.000000,0,71.74

75,18:30-18:45,6.450000,0.000000,1.680000,115.660000,7.780000,270.930000,29.380000,0.000000,7.150000,36.74,24.93,71.8,0.000000,3.44,1,17.19,2.55,2,2.21,100.910000,130.330000,6.590000,86.890000,36.75,110.25,0,0,7.43,0.000000,0,71.8

76,18:45-19:00,6.450000,0.000000,0.540000,115.660000,7.780000,270.930000,29.380000,0.000000,7.150000,36.73,24.93,71.87,0.000000,1.85,0.67,9.26,0.78,1.33,0.7,100.910000,130.330000,6.590000,86.890000,36.73,110.19,0,0,7.36,0.000000,0,71.87

77,19:00-19:15,6.450000,0.000000,0.000000,115.660000,7.970000,270.930000,29.380000,0.000000,13.740000,36.7,24.9,71.97,0.000000,0.9,0.29,4.53,0.03,0.58,0.03,100.910000,130.330000,6.970000,86.890000,36.7,110.11,0,0,7.3,6.130000,0,71.97

78,19:15-19:30,6.450000,0.000000,0.000000,115.660000,7.970000,270.930000,29.380000,0.000000,13.740000,36.82,24.59,71.89,0.000000,0.26,0.02,1.32,0,0.04,0,100.910000,130.330000,6.970000,86.890000,36.83,110.49,0,0,7.32,6.130000,0,71.89

79,19:30-19:45,6.450000,0.000000,0.000000,115.660000,7.970000,270.930000,28.000000,0.000000,0.000000,36.75,24.13,71.67,0.000000,0.06,0,0.31,0,0,0,100.910000,130.330000,6.970000,86.890000,36.74,110.23,0,0,7.36,6.130000,0,71.67

80,19:45-20:00,6.450000,0.000000,0.000000,115.660000,7.970000,270.930000,28.000000,0.000000,0.000000,36.72,23.9,71.77,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,36.74,110.21,0,0,7.42,6.130000,0,71.77

81,20:00-20:15,6.450000,0.000000,0.000000,115.660000,7.970000,270.930000,28.930000,0.000000,0.000000,36.72,23.53,71.72,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,36.73,110.18,0,0,7.46,6.360000,0,71.72

82,20:15-20:30,6.450000,0.000000,0.000000,115.660000,7.970000,270.930000,28.930000,0.000000,0.000000,36.74,23,71.74,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,36.75,110.25,0,0,7.45,6.360000,0,71.74

83,20:30-20:45,6.450000,0.000000,0.000000,115.660000,7.970000,270.930000,28.930000,0.000000,0.000000,36.7,22.75,71.67,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,36.7,110.1,0,0,7.33,6.360000,0,71.67

84,20:45-21:00,6.450000,0.000000,0.000000,115.660000,7.970000,270.930000,28.930000,0.000000,0.000000,36.75,21.88,71.91,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,36.76,110.27,0,0,7.31,6.360000,0,71.91

85,21:00-21:15,6.450000,0.000000,0.000000,115.660000,7.740000,270.930000,28.930000,0.000000,0.000000,36.08,21.55,71.79,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,36.07,108.21,0,0,7.33,6.360000,0,71.79

86,21:15-21:30,6.450000,0.000000,0.000000,115.660000,7.740000,270.930000,28.930000,0.000000,0.000000,35.36,21.06,71.82,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,35.37,106.11,0,0,7.36,6.360000,0,71.82

87,21:30-21:45,6.450000,0.000000,0.000000,115.660000,7.740000,270.930000,28.930000,0.000000,0.000000,34.72,23.78,71.9,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,34.72,104.16,0,0,7.37,6.360000,0,71.9

88,21:45-22:00,6.450000,0.000000,0.000000,115.660000,7.740000,270.930000,28.930000,0.000000,0.000000,34.23,23.72,71.87,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,34.24,102.71,0,0,7.4,6.360000,0,71.87

89,22:00-22:15,6.450000,0.000000,0.000000,115.660000,7.500000,270.930000,29.870000,0.000000,0.000000,34.22,23.68,71.91,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,34.24,102.71,0,0,7.48,6.200000,0,71.91

90,22:15-22:30,6.450000,0.000000,0.000000,115.660000,7.500000,270.930000,29.870000,0.000000,0.000000,36.92,23.72,70.93,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,36.9,110.71,0,0,7.38,6.200000,0,70.93

91,22:30-22:45,6.450000,0.000000,0.000000,115.660000,7.500000,270.930000,29.870000,0.000000,0.000000,36.86,23.79,73.11,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,36.85,110.56,0,0,7.31,6.200000,0,73.11

92,22:45-23:00,6.450000,0.000000,0.000000,115.660000,7.500000,270.930000,29.870000,0.000000,0.000000,36.84,23.5,69.83,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.970000,86.890000,36.82,110.47,0,0,7.31,6.200000,0,69.83

93,23:00-23:15,6.450000,0.000000,0.000000,115.660000,7.500000,270.930000,29.870000,0.000000,0.000000,36.81,23.74,70.93,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.200000,86.890000,36.82,110.45,0,0,7.42,6.200000,0,70.93

94,23:15-23:30,6.450000,0.000000,0.000000,115.660000,7.500000,270.930000,29.870000,0.000000,0.000000,36.79,23.75,68.91,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.200000,86.890000,36.78,110.34,0,0,7.41,6.200000,0,68.91

95,23:30-23:45,6.450000,0.000000,0.000000,115.660000,7.500000,270.930000,29.870000,0.000000,0.000000,36.84,23.71,68.35,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.200000,86.890000,36.85,110.54,0,0,7.48,6.200000,0,68.35

96,23:45-24:00,6.450000,0.000000,0.000000,115.660000,7.500000,270.930000,29.870000,0.000000,0.000000,36.79,23.58,68.84,0.000000,0,0,0,0,0,0,100.910000,130.330000,6.200000,86.890000,36.78,110.36,0,0,7.39,6.200000,0,68.84

