Block,Time,L_NR_2019_11,LT-35,L_NR_2012_04,LT-31,L_NR_2023_04,L_NR_2012_02,L_NR_2012_07,SH-07,LT-36,L_NR_2012_01,LT-05,L_NR_2020_02,SH-06,LT-59,L_NR_2018_61,L_NR_2021_16,L_NR_2020_07,L_NR_2021_17,L_NR_2021_13,L_NR_2019_06,L_NR_2019_19,L_NR_2021_14,L_NR_2022_10,L_NR_2022_08,L_NR_2022_09,L_NR_2019_07,L_NR_2021_15,L_NR_2019_05,L_NR_2020_05,L_NR_2020_06,L_NR_2021_12
10,02:15-02:30,10.780000,0.000000,134.320000,0.000000,23.230000,204.920000,47.430000,0.000000,0.000000,101.400000,58.100000,11.920000,0.000000,10.360000,28.03,0,28.67,0,0,0,0,0,72.52,24.57,72.52,0,0,0,86,28.67,0

11,02:30-02:45,10.780000,0.000000,134.320000,0.000000,22.260000,166.200000,47.430000,0.000000,0.000000,72.360000,58.100000,11.920000,0.000000,10.360000,27.48,0,28.49,0,0,0,0,0,71.28,24.33,71.28,0,0,0,85.5,28.5,0

12,02:45-03:00,10.780000,0.000000,134.320000,0.000000,22.260000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,27.6,0,28.31,0,0,0,0,0,69.31,24.24,69.31,0,0,0,84.93,28.31,0

13,03:00-03:15,10.780000,0.000000,134.320000,0.000000,22.260000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,27.18,0,27.54,0,0,0,0,0,69.04,24.12,69.04,0,0,0,82.64,27.55,0

14,03:15-03:30,10.780000,0.000000,134.320000,0.000000,23.230000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,26.39,0,28.25,0,0,0,0,0,54.46,24.81,54.46,0,0,0,84.73,28.24,0

15,03:30-03:45,10.780000,0.000000,134.320000,0.000000,23.230000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,29.39,0,25.62,0,0,0,0,0,54.01,18.55,54.01,0,0,0,76.91,25.64,0

16,03:45-04:00,10.780000,0.000000,134.320000,0.000000,22.260000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,29.41,0,25.14,0,0,0,0,0,53.45,18.66,53.45,0,0,0,75.43,25.14,0

17,04:00-04:15,10.780000,0.000000,134.320000,0.000000,23.230000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,29.27,0,24.66,0,0,0,0,0,52.95,18.78,52.95,0,0,0,73.99,24.66,0

18,04:15-04:30,10.780000,0.000000,134.320000,0.000000,23.230000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,29.54,0,24.1,0,0,0,0,0,51.07,18.92,51.07,0,0,0,72.31,24.1,0

19,04:30-04:45,10.780000,0.000000,158.750000,0.000000,24.200000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,28.21,0,23.61,0,0,0,0,0,53.27,18.95,53.27,0,0,0,70.82,23.61,0

20,04:45-05:00,10.780000,0.000000,165.530000,0.000000,24.200000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,27.36,0,22.4,0,0,0,0,0,56.69,18.27,56.69,0,0,0,67.21,22.4,0

21,05:00-05:15,10.780000,0.000000,172.300000,0.000000,24.200000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,23.12,0,23.52,0,0,0,0,0,55.97,20.11,55.97,0,0,0,70.58,23.53,0

22,05:15-05:30,10.780000,0.000000,178.110000,0.000000,24.200000,166.200000,47.430000,0.000000,0.000000,48.400000,58.100000,11.920000,0.000000,10.360000,22.89,0,22.95,0,0,0,0,0,54.59,19.42,54.59,0,0,0,68.86,22.95,0

23,05:30-05:45,10.780000,0.000000,184.890000,0.000000,23.230000,201.700000,47.430000,0.000000,0.000000,77.440000,47.470000,11.920000,0.000000,10.360000,22.67,0,21.74,0,0,0,0.214676,0,52,19.7,52,0,0,0,65.24,21.75,0

24,05:45-06:00,10.780000,0.000000,197.470000,0.000000,23.230000,201.700000,47.430000,0.000000,0.000000,101.400000,35.310000,11.920000,0.000000,10.360000,22.47,0.67,21.06,0.33,0.03,0,1.424668,0,50.45,19.33,50.45,0,0,0,63.17,21.06,0.13

25,06:00-06:15,10.780000,0.000000,211.020000,0.000000,23.230000,201.700000,31.940000,0.000000,0.000000,101.400000,35.310000,11.920000,0.000000,10.360000,22.07,2.67,20.82,1.33,0.48,17.81,2.898126,0.03,49.33,18.69,49.33,1.38,0.64,0,62.51,20.84,2.38

26,06:15-06:30,10.780000,0.380000,211.020000,0.380000,22.260000,201.700000,31.940000,0.000000,0.380000,101.400000,35.310000,11.920000,0.000000,10.360000,21.62,3.33,20.87,1.67,0.92,24.1,4.34231,0.03,49.51,18.72,49.51,3.82,1.66,2.04,62.58,20.86,4.62

27,06:30-06:45,10.780000,0.690000,211.020000,0.690000,21.300000,201.700000,31.940000,0.000000,0.690000,101.400000,35.310000,11.920000,0.000000,10.360000,20.01,4.67,25.08,2.33,2.16,33,6.118266,0.33,56.4,18.33,56.4,11.06,2.92,5.85,75.26,25.09,10.79

28,06:45-07:00,10.780000,1.070000,211.020000,1.070000,23.230000,153.300000,31.940000,0.000000,1.070000,72.360000,35.310000,11.920000,0.000000,10.360000,20.02,4.67,24.77,2.33,3.36,33,8.274784,0.97,56.74,18.08,56.74,16,4.5,13.04,74.26,24.75,16.82

29,07:00-07:15,10.780000,1.550000,211.020000,1.550000,21.300000,133.580000,31.940000,0.000000,1.550000,48.400000,35.310000,11.920000,0.000000,10.360000,20.67,12,24.95,6,4.75,33,10.704526,3.83,56.89,18.08,56.89,21,6.54,22.31,74.85,24.95,23.74

30,07:15-07:30,10.780000,2.100000,211.020000,2.100000,20.330000,133.580000,31.940000,0.000000,2.100000,48.400000,35.310000,11.920000,0.000000,10.360000,21.48,20,24.65,10,6.91,30.48,13.261122,8,55.29,17.68,55.29,28,9.05,30.47,73.96,24.65,34.58

31,07:30-07:45,10.780000,2.750000,211.020000,2.750000,21.300000,112.290000,31.940000,0.000000,2.750000,48.400000,35.310000,11.920000,0.000000,10.360000,14.08,26.67,23.84,13.33,9.49,30.67,16.305618,12.93,54.85,17.63,54.85,30.67,11.71,30.66,71.54,23.85,47.47

32,07:45:08:00,10.780000,3.860000,211.020000,3.860000,21.300000,112.290000,31.940000,0.000000,3.860000,48.400000,35.310000,11.920000,0.000000,10.360000,14.25,34,23.63,17,12.3,30.83,18.559716,19.37,53.97,17.6,53.97,30.83,14.52,30.84,70.89,23.63,61.51

33,08:00-08:15,10.780000,4.930000,226.510000,4.930000,21.300000,112.290000,31.940000,0.000000,4.930000,48.400000,35.310000,11.920000,0.000000,10.360000,14.8,40.67,19.31,20.33,15.53,31.67,20.647928,28.37,53.43,15.98,53.43,31.67,20.93,31.66,57.93,19.31,77.65

34,08:15-08:30,10.780000,6.090000,226.510000,6.090000,21.300000,112.290000,31.940000,0.000000,6.090000,48.400000,35.310000,11.920000,0.000000,10.360000,15.15,48.67,18.62,24.33,19.27,31.83,22.755656,35.43,53.14,15.77,53.14,31.83,24.56,31.84,55.86,18.62,96.33

35,08:30-08:45,10.780000,7.090000,226.510000,7.090000,22.260000,112.290000,31.940000,0.000000,7.090000,48.400000,35.310000,11.920000,0.000000,10.360000,15.63,55.34,17.94,27.66,23.35,32,25.097576,43.47,51.27,15.57,51.27,32,27.75,32,53.83,17.94,116.78

36,08:45:09:00,10.780000,8.460000,226.510000,8.460000,23.230000,112.290000,31.940000,0.000000,8.460000,48.400000,35.310000,11.920000,0.000000,10.360000,15.86,62.67,16.79,31.33,26.07,32.33,27.702962,50.77,48.99,15.56,48.99,32.33,30.49,32.34,50.4,16.8,130.33

37,09:00:09:15,10.780000,9.040000,226.510000,9.040000,23.230000,112.290000,31.940000,0.000000,9.040000,48.400000,35.310000,11.920000,0.000000,10.360000,8.07,70.67,16.83,35.33,29.57,32.33,30.708426,56.87,43.59,14.37,43.59,32.33,32.96,32.34,50.46,16.82,147.86

38,09:15-09:30,10.780000,9.520000,226.510000,9.520000,22.260000,143.260000,31.940000,0.000000,9.520000,48.400000,35.310000,11.920000,0.000000,10.360000,8.07,74,17.07,37,33.84,32.33,33.918808,61.63,42.95,14.45,42.95,32.33,34.96,32.34,51.22,17.07,169.2

39,09:30-09:45,10.780000,9.910000,226.510000,9.910000,22.260000,110.350000,31.940000,0.000000,9.910000,48.400000,35.310000,11.920000,0.000000,10.360000,8.05,78.67,17.4,39.33,36.13,32.33,36.98282,68,42.39,14.54,42.39,32.33,39.31,32.34,52.2,17.4,180.65

40,09:45-10:00,10.780000,10.270000,226.510000,10.270000,22.260000,110.350000,31.940000,0.000000,10.270000,48.400000,35.310000,11.920000,0.000000,10.360000,8.07,82.67,17.68,41.33,38.62,32.33,40.046832,73.23,42.04,14.63,42.04,32.33,41.63,32.34,53.01,17.67,193.11

41,10:00-10:15,10.780000,10.490000,226.510000,10.490000,21.300000,110.350000,31.940000,0.000000,10.490000,48.400000,35.310000,11.920000,0.000000,10.360000,7.85,90.67,17.96,45.33,40.9,32.33,41.930126,77.67,42.04,15.01,42.04,32.33,43.28,32.34,53.83,17.94,204.49

42,10:15-10:30,10.780000,10.590000,226.510000,10.590000,23.230000,158.750000,48.310000,0.000000,10.590000,48.400000,58.100000,11.920000,0.000000,10.360000,7.99,91.34,21.68,45.66,42.98,32.33,42.339962,81.83,55.12,22.77,55.12,32.33,44.12,32.34,65.06,21.69,214.88

43,10:30-10:45,10.780000,10.590000,226.510000,10.590000,21.300000,166.200000,48.310000,0.000000,10.590000,48.400000,58.100000,11.920000,0.000000,10.360000,7.92,92,21.73,46,44.87,32.33,42.535122,84.67,55.87,22.97,55.87,32.33,44.69,32.34,65.17,21.72,224.38

44,10:45-11:00,10.780000,10.590000,226.510000,10.590000,23.230000,166.200000,48.310000,0.000000,10.590000,48.400000,58.100000,11.920000,0.000000,10.360000,7.92,93.34,21.72,46.66,46.73,32.33,43.22794,86.03,56.45,23.04,56.45,32.33,45.07,32.34,65.11,21.7,233.63

45,11:00-11:15,10.780000,10.590000,226.510000,10.590000,24.200000,166.200000,48.310000,0.000000,10.590000,48.400000,58.100000,11.920000,0.000000,10.360000,7.27,94.67,21.97,47.33,47.5,32.67,45.32591,87.03,56.76,23.22,56.76,32.67,47.26,32.66,65.9,21.97,237.5

46,11:15-11:30,10.780000,10.590000,226.510000,10.590000,26.140000,166.200000,48.310000,0.000000,10.590000,48.400000,58.100000,11.920000,0.000000,10.360000,7.32,94.67,22.23,47.33,47.5,32.67,47.86299,87.57,57.11,23.23,57.11,32.67,48.09,32.66,66.71,22.24,237.5

47,11:30-11:45,10.780000,10.590000,244.900000,10.590000,25.170000,166.200000,48.310000,0.000000,10.590000,48.400000,58.100000,11.920000,0.000000,10.360000,7.35,94.67,22.48,47.33,47.5,32.67,49.990234,87.6,57.44,23.49,57.44,32.67,48.54,32.66,67.46,22.49,237.5

48,11:45-12:00,10.780000,10.590000,244.900000,10.590000,26.140000,166.200000,48.310000,0.000000,10.590000,48.400000,58.100000,11.920000,0.000000,10.360000,7.38,94.67,22.27,47.33,47.5,32.67,52.15651,87.6,58.21,23.54,58.21,32.67,48.44,32.66,66.81,22.27,237.5

49,12:00-12:15,10.780000,10.590000,244.900000,10.590000,27.100000,166.200000,48.310000,0.000000,10.590000,48.400000,62.370000,11.920000,0.000000,10.360000,7.4,94.67,22.11,47.33,47.5,32.67,40.671344,87.6,57.45,23.44,57.45,32.67,48.17,32.66,66.33,22.11,237.5

50,12:15-12:30,10.780000,10.590000,244.900000,10.590000,26.140000,166.200000,48.310000,0.000000,10.590000,48.400000,66.650000,11.920000,0.000000,10.360000,7.47,94.67,29.21,47.33,47.5,32.67,40.329814,87.6,56.78,23.11,56.78,32.67,47.74,32.66,87.65,29.22,237.5

51,12:30-12:45,10.780000,10.590000,244.900000,10.590000,25.170000,166.200000,48.310000,0.000000,10.590000,48.400000,70.920000,11.920000,0.000000,10.360000,7.51,94.67,29.28,47.33,47.5,32.67,38.065958,87.6,65.38,22.87,65.38,32.67,50,32.66,87.84,29.28,237.5

52,12:45-13:00,10.780000,10.590000,244.900000,10.590000,23.230000,166.200000,48.310000,0.000000,10.590000,48.400000,70.920000,11.920000,0.000000,10.360000,7.65,94.67,29.35,47.33,47.5,32.67,38.261118,87.6,65.66,22.54,65.66,32.67,49.36,32.66,88.03,29.34,237.5

53,13:00-13:15,10.780000,10.590000,244.900000,10.590000,24.200000,166.200000,48.310000,0.000000,10.590000,48.400000,75.180000,11.920000,0.000000,10.360000,8.32,94.67,29.4,47.33,47.5,32.67,39.041758,87.5,65.33,32.11,65.33,32.67,48.08,32.66,88.22,29.41,237.5

54,13:15-13:30,10.780000,10.590000,244.900000,10.590000,25.170000,166.200000,48.310000,0.000000,10.590000,48.400000,75.180000,11.920000,0.000000,10.360000,8.51,89.34,29.47,44.66,47.5,32.67,40.817714,87.47,65.22,32.6,65.22,32.67,46.55,32.66,88.41,29.47,237.5

55,13:30-13:45,10.780000,10.590000,257.490000,10.590000,24.200000,166.200000,48.310000,0.000000,10.590000,48.400000,79.450000,11.920000,0.000000,10.360000,8.54,88.67,29.53,44.33,47.5,32.67,44.701398,87.5,65.81,32.83,65.81,32.67,45.6,32.66,88.57,29.52,237.5

56,13:45-14:00,10.780000,10.590000,257.490000,10.590000,27.100000,166.200000,48.310000,0.000000,10.590000,48.400000,83.730000,11.920000,0.000000,10.360000,20.81,88.67,31.11,44.33,47.5,32.67,45.921148,87.27,66.69,33.23,66.69,32.67,44.46,32.66,93.35,31.12,237.5

57,14:00-14:15,10.780000,10.590000,257.490000,10.590000,25.170000,166.200000,48.310000,0.000000,10.590000,77.440000,88.000000,11.920000,0.000000,10.360000,21.58,86.67,31.11,43.33,47.5,32.67,46.282194,86.4,66.86,33.62,66.86,32.67,44.88,32.66,93.35,31.12,237.5

58,14:15-14:30,10.780000,10.590000,257.490000,10.590000,23.230000,166.200000,48.310000,0.000000,10.590000,90.600000,92.270000,11.920000,0.000000,10.360000,22.71,84.67,31.18,42.33,47.5,32.67,46.174856,85.87,66.42,33.83,66.42,32.67,43.72,32.66,93.56,31.19,237.5

59,14:30-14:45,10.780000,10.390000,272.250000,10.390000,26.140000,166.420000,48.310000,0.000000,10.390000,101.400000,96.550000,11.920000,0.000000,10.360000,24.04,82.67,31.29,41.33,46.75,32.67,46.00897,84.83,67.17,33.21,67.17,32.67,42.24,32.66,93.92,31.31,233.78

60,14:45-15:00,10.780000,10.250000,272.250000,10.250000,28.070000,166.420000,48.310000,0.000000,10.250000,101.400000,100.820000,11.920000,0.000000,10.360000,25.52,78.67,31.25,39.33,45.1,32.67,45.433248,83.1,67.98,33.41,67.98,32.67,40.4,32.66,93.78,31.26,225.52

61,15:00-15:15,10.780000,10.160000,272.250000,10.160000,27.100000,166.420000,48.310000,0.000000,10.160000,101.400000,105.090000,11.920000,0.000000,10.360000,27.08,75.34,31.74,37.66,42.7,32.67,44.662366,79.17,67.71,32.12,67.71,32.67,38.41,32.66,95.2,31.73,213.48

62,15:15-15:30,10.780000,10.100000,272.250000,10.100000,28.070000,166.420000,48.310000,0.000000,10.100000,101.400000,109.360000,11.920000,0.000000,10.360000,14.74,70.67,29.38,35.33,40.61,32.67,42.681492,73.8,65.42,27.5,65.42,32.67,36.23,32.66,88.12,29.37,203.07

63,15:30-15:45,10.780000,9.990000,272.250000,9.990000,28.070000,214.820000,48.310000,0.000000,9.990000,101.400000,113.630000,11.920000,0.000000,10.360000,15.59,66,29.2,33,40.37,32.67,40.368846,69.63,65.05,27.6,65.05,32.67,35.59,32.66,87.57,29.19,201.88

64,15:45-16:00,10.780000,9.640000,272.250000,9.640000,28.070000,226.660000,48.310000,0.000000,9.640000,101.400000,116.200000,11.920000,0.000000,10.360000,15.75,62,29.37,31,37.47,32.67,37.734186,64.17,64.49,27.86,64.49,32.67,32.83,32.66,88.08,29.36,187.36

65,16:00-16:15,10.780000,9.240000,272.250000,9.240000,27.100000,226.660000,48.310000,0.000000,9.240000,101.400000,116.200000,11.920000,0.000000,10.360000,16.4,54.67,29.3,27.33,34.5,32.67,34.777512,58.43,63.29,27.87,63.29,32.67,29.67,32.66,87.88,29.29,172.51

66,16:15-16:30,10.780000,8.600000,272.250000,8.600000,28.070000,226.660000,48.310000,0.000000,8.600000,101.400000,116.200000,11.920000,0.000000,10.360000,16.95,0,31.74,0,31.47,32.67,31.215842,52.4,63.74,28.04,63.74,32.67,26.21,32.66,95.25,31.75,157.35

67,16:30-16:45,10.780000,8.150000,272.250000,8.150000,27.100000,226.660000,68.320000,0.000000,8.150000,101.400000,116.200000,11.920000,0.000000,10.360000,17.53,0,31.77,0,28.12,33,27.136998,46.3,68.11,30.01,68.11,33,23.48,20.87,95.31,31.77,140.61

68,16:45-17:00,10.780000,6.860000,272.250000,6.860000,27.100000,261.940000,68.320000,0.000000,6.860000,101.400000,116.200000,11.920000,0.000000,10.360000,18.02,0,31.96,0,24.79,33,22.862994,40.23,68.69,30.01,68.69,33,20.73,10.97,95.89,31.96,123.93

69,17:00-17:15,10.780000,5.620000,272.250000,5.620000,28.070000,261.940000,68.320000,0.000000,5.620000,101.400000,116.200000,0.000000,0.000000,10.360000,14.17,0,32.15,0,21.27,33,18.969552,32.27,67.59,30.39,67.59,23.75,19.62,4.08,96.5,32.17,106.38

70,17:15-17:30,10.780000,4.400000,272.250000,4.400000,28.070000,261.940000,68.320000,0.000000,4.400000,101.400000,116.200000,0.000000,0.000000,10.360000,13.92,0,32.62,0,17.94,33,15.593284,26.47,68.28,30.62,68.28,14.25,16.82,0.58,97.84,32.61,89.68

71,17:30-17:45,10.780000,3.160000,272.250000,3.160000,28.070000,261.940000,68.320000,0.000000,3.160000,101.400000,116.200000,0.000000,0.000000,10.360000,13.72,10,32.43,5,14.48,32.19,12.558546,19.4,67.93,30.68,67.93,8.3,13.7,0,97.28,32.43,72.43

72,17:45-18:00,10.780000,2.150000,272.250000,2.150000,27.100000,261.940000,68.320000,0.000000,2.150000,101.400000,116.200000,0.000000,0.000000,10.360000,13.48,10,31.98,5,11.11,26.91,9.631146,10.77,67.33,30.21,67.33,2.57,10.63,0,95.95,31.98,55.55

73,18:00-18:15,10.780000,1.640000,272.250000,1.640000,27.100000,261.940000,68.320000,0.000000,1.640000,101.400000,116.200000,0.000000,0.000000,10.360000,12.88,9.33,31.61,4.67,8.22,0,8.567524,7.17,66.47,30.38,66.47,0,8,0,94.82,31.61,41.1

74,18:15-18:30,10.780000,1.200000,272.250000,1.200000,26.140000,261.940000,68.320000,0.000000,1.200000,101.400000,116.200000,0.000000,0.000000,10.360000,13.28,4.67,30.98,2.33,5.76,0,5.532786,1.93,65.34,30.89,65.34,0,5.83,0,92.89,30.96,28.8

75,18:30-18:45,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,19.68,3.33,32.63,1.67,3.87,0,2.790788,0.97,63.96,31.13,63.96,0,4.02,0,97.86,32.62,19.37

76,18:45-19:00,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,19.76,1.33,32.57,0.67,2.4,0,1.190476,0.33,61.93,30.78,61.93,0,2.47,0,97.69,32.56,11.98

77,19:00-19:15,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,19.98,0,32.44,0,1.26,0,0.351288,0.03,61.82,31.09,61.82,0,1.24,0,97.34,32.45,6.3

78,19:15-19:30,10.780000,0.000000,272.250000,0.000000,27.100000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,20.31,0,32.29,0,0.38,0,0,0,60.77,30.53,60.77,0,0.43,0,96.89,32.3,1.92

79,19:30-19:45,10.780000,0.000000,272.250000,0.000000,27.100000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,20.74,0,31.94,0,0.03,0,0,0,60.18,29.78,60.18,0,0,0,95.8,31.93,0.16

80,19:45-20:00,10.780000,0.000000,272.250000,0.000000,27.100000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,21.14,0,31.6,0,0,0,0,0,59.44,29.27,59.44,0,0,0,94.79,31.6,0

81,20:00-20:15,10.780000,0.000000,272.250000,0.000000,27.100000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,20.91,0,29.42,0,0,0,0,0,57.76,25.42,57.76,0,0,0,88.28,29.43,0

82,20:15-20:30,10.780000,0.000000,272.250000,0.000000,27.100000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,21.15,0,28.78,0,0,0,0,0,56.16,24.76,56.16,0,0,0,86.34,28.78,0

83,20:30-20:45,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,30.14,0,28.74,0,0,0,0,0,55.47,24.72,55.47,0,0,0,86.25,28.75,0

84,20:45-21:00,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,29.94,0,25.38,0,0,0,0,0,54.52,13.55,54.52,0,0,0,76.17,25.39,0

85,21:00-21:15,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,29.74,0,24.95,0,0,0,0,0,52.72,13.42,52.72,0,0,0,74.83,24.94,0

86,21:15-21:30,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,29.34,0,24.59,0,0,0,0,0,50.66,13.33,50.66,0,0,0,73.78,24.59,0

87,21:30-21:45,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,28.88,0,24.26,0,0,0,0,0,53.6,13.28,53.6,0,0,0,72.76,24.25,0

88,21:45-22:00,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,28.66,0,23.75,0,0,0,0,0,52.54,12.88,52.54,0,0,0,71.28,23.76,0

89,22:00-22:15,10.780000,0.000000,272.250000,0.000000,26.140000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,28.43,0,23.27,0,0,0,0,0,51.44,12.57,51.44,0,0,0,69.82,23.27,0

90,22:15-22:30,10.780000,0.000000,272.250000,0.000000,25.170000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,22.54,0,22.72,0,0,0,0,0,56.83,11.96,56.83,0,0,0,68.17,22.72,0

91,22:30-22:45,10.780000,0.000000,272.250000,0.000000,25.170000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,22.74,0,21.71,0,0,0,0,0,56.21,16.05,56.21,0,0,0,65.13,21.71,0

92,22:45-23:00,10.780000,0.000000,272.250000,0.000000,24.200000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,23,0,21.27,0,0,0,0,0,55.44,15.55,55.44,0,0,0,63.81,21.27,0

93,23:00-23:15,10.780000,0.000000,272.250000,0.000000,25.170000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,23.33,0,20.98,0,0,0,0,0,55.11,15.29,55.11,0,0,0,62.94,20.98,0

94,23:15-23:30,10.780000,0.000000,272.250000,0.000000,24.200000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,23.49,0,20.67,0,0,0,0,0,54.77,15.15,54.77,0,0,0,62.04,20.68,0

95,23:30-23:45,10.780000,0.000000,272.250000,0.000000,24.200000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,23.79,0,20.78,0,0,0,0,0,54.42,15.07,54.42,0,0,0,62.31,20.77,0

96,23:45-24:00,10.780000,0.000000,272.250000,0.000000,24.200000,261.940000,78.600000,0.000000,0.000000,101.400000,116.200000,11.920000,0.000000,10.360000,24.01,0,20.72,0,0,0,0,0,54.12,14.69,54.12,0,0,0,62.17,20.72,0

