Block,Time,LT-59,SH-06,L_NR_2012_02,L_NR_2020_02,LT-31,LT-35,L_NR_2012_01,LT-05,L_NR_2019_11,LT-36,L_NR_2012_04,L_NR_2023_04,SH-07,L_NR_2012_07,L_NR_2020_05,L_NR_2021_12,L_NR_2020_06,L_NR_2018_61,L_NR_2019_05,L_NR_2019_19,L_NR_2019_07,L_NR_2022_10,L_NR_2021_14,L_NR_2019_06,L_NR_2023_07,L_NR_2021_16,L_NR_2021_13,L_NR_2020_07,L_NR_2022_09,L_NR_2021_17,L_NR_2021_15,L_NR_2023_10,L_NR_2022_08
9,02:00-02:15,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,74.110000,95.25,0,31.75,41.87,0,0,0,68.33,0,0,0,0,0,31.75,68.33,0,0,0,33.09

10,02:15-02:30,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,74.110000,95.32,0,31.77,41.97,0,0,0,68.33,0,0,0,0,0,31.78,68.33,0,0,0,33.33

11,02:30-02:45,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,74.110000,95.67,0,31.89,41.82,0,0,0,68.33,0,0,0,0,0,31.88,68.33,0,0,0,33.37

12,02:45-03:00,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,74.110000,96.22,0,32.08,41.82,0,0,0,68.33,0,0,0,0,0,32.07,68.33,0,0,0,33.24

13,03:00-03:15,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,74.110000,96.4,0,32.13,41.88,0,0,0,68.33,0,0,0,0,0,32.14,68.33,0,0,0,33.07

14,03:15-03:30,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,74.110000,97.21,0,32.4,41.94,0,0,0,68.33,0,0,0,0,0,32.4,68.33,0,0,0,34.15

15,03:30-03:45,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,56.060000,98.09,0,32.7,40.15,0,0,0,71,0,0,0,0,0,32.69,71,0,0,0,28.83

16,03:45-04:00,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,56.060000,99.12,0,33.04,39.75,0,0,0,71,0,0,0,0,0,33.04,71,0,0,0,29.21

17,04:00-04:15,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,56.060000,99.9,0,33.3,39.28,0,0,0,71,0,0,0,0,0,33.31,71,0,0,0,29.61

18,04:15-04:30,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,56.060000,101.12,0,33.71,38.87,0,0,0,71,0,0,0,0,0,33.71,71,0,0,0,29.94

19,04:30-04:45,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,56.060000,102.44,0,34.15,38.58,0,0,0,78.59,0,0,0,0,0,34.13,78.59,0,0,0,30.51

20,04:45-05:00,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,31.680000,26.090000,56.060000,103.17,0,34.39,43.19,0,0,0,78.48,0,0,0,0,0,34.38,78.48,0,0,0,38.14

21,05:00-05:15,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,30.720000,26.090000,56.060000,104.71,0,34.9,43.17,0,0,0,78.46,0,0,0,0,0,34.9,78.46,0,0,0,38.09

22,05:15-05:30,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,30.720000,26.090000,56.060000,105.34,0,35.11,43.2,0,0,0,78.4,0,0,0,0,0,35.12,78.4,0,0,0,37.89

23,05:30-05:45,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,115.990000,10.770000,0.000000,133.380000,30.720000,26.090000,56.060000,107.95,0,35.98,43.11,0,0,0,78.38,0.03,0,0,0,0,35.99,78.38,0,0,0,37.77

24,05:45-06:00,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,94.770000,10.770000,0.000000,133.380000,30.720000,26.090000,56.060000,110.87,0.05,36.96,43.09,0,0.86775,0,78.33,0.1,0,0,0.67,0.01,36.95,78.33,0.33,0,0,37.55

25,06:00-06:15,10.340000,26.090000,261.530000,11.900000,0.000000,0.000000,0.000000,70.510000,10.770000,0.000000,133.380000,30.720000,26.090000,56.060000,113.14,2.29,37.71,42.56,0,5.66475,1.44,78.18,1.27,12.7,1.46,2,0.46,37.71,78.18,1,0,0.62,37.61

26,06:15-06:30,10.340000,26.090000,261.530000,11.900000,0.420000,0.420000,0.000000,70.510000,10.770000,0.430000,133.380000,30.720000,26.090000,56.060000,120,6.17,40,36.12,0,10.3935,6.66,78.11,3,22.76,4.95,3.33,1.23,40,78.11,1.67,0.7,2.12,38.38

27,06:30-06:45,10.340000,26.090000,261.530000,11.900000,0.860000,0.860000,0.000000,70.510000,10.770000,0.890000,133.380000,30.720000,26.090000,56.060000,120,10.9,40,35.32,0,14.703,10.45,78.06,5.18,32.93,9.81,4,2.18,40,78.06,2,1.56,4.21,38.44

28,06:45-07:00,10.340000,26.090000,230.380000,11.900000,1.380000,1.380000,0.000000,70.510000,10.770000,1.420000,133.380000,30.720000,26.090000,56.060000,120,16.78,40,34.72,25.76,19.968,20.45,78.02,7.6,33,16,7.33,3.36,40,78.02,3.67,2.94,6.86,39.21

29,07:00-07:15,10.340000,26.090000,201.390000,11.900000,2.060000,2.060000,0.000000,70.510000,10.770000,2.120000,133.380000,30.720000,26.090000,56.060000,120,25.2,40,33.72,29.99,26.60775,29.98,77.94,10.85,29.98,23.83,10,5.04,40,77.94,5,4.88,10.21,39.75

30,07:15-07:30,10.340000,26.090000,201.390000,11.900000,2.870000,2.870000,0.000000,70.510000,10.770000,2.940000,133.380000,30.720000,26.090000,56.060000,120,35.93,40,32.52,29.99,33.68625,29.98,81.84,15.15,29.98,33.33,12,7.18,40,81.84,6,7.29,14.28,40.45

31,07:30-07:45,10.340000,26.090000,160.130000,11.900000,3.780000,3.780000,0.000000,70.510000,10.770000,3.870000,133.380000,30.720000,26.090000,41.060000,120,40.15,40,31.12,30.66,40.9695,30.67,81.84,20.4,30.67,44.2,16,8.03,40,81.84,8,9.83,18.94,40.87

32,07:45:08:00,10.340000,26.090000,160.130000,11.900000,4.720000,4.720000,0.000000,70.510000,10.770000,4.840000,133.380000,30.720000,26.090000,41.060000,120,49.48,40,28.12,30.84,48.4185,30.83,81.84,26.18,30.83,56.49,20,9.89,40,81.84,10,12.57,24.21,40.77

33,08:00-08:15,10.340000,26.090000,160.130000,11.900000,5.650000,5.650000,0.000000,70.510000,10.770000,5.790000,133.380000,29.710000,26.090000,41.060000,120,59.85,40,27.52,32.34,56.1405,32.33,81.84,32.31,32.33,63,27.33,11.97,40,81.84,13.67,19.38,27,41.07

34,08:15-08:30,10.340000,26.090000,160.130000,11.900000,6.570000,6.570000,0.000000,70.510000,10.770000,6.730000,133.380000,28.660000,26.090000,41.060000,120,70.9,40,26.51,32.34,63.65775,32.33,81.84,38.54,32.33,73.5,32,14.18,40,81.84,16,23.27,31.5,41.33

35,08:30-08:45,10.340000,26.090000,160.130000,11.900000,7.480000,7.480000,0.000000,70.510000,10.770000,7.660000,133.380000,28.660000,26.090000,41.060000,120,81.08,40,26.11,32.5,71.1945,32.5,81.54,44.59,32.5,87.5,38,16.21,40,81.54,19,26.81,37.5,41.33

36,08:45:09:00,10.340000,26.090000,160.130000,11.900000,8.340000,8.340000,0.000000,94.770000,10.770000,8.550000,133.380000,28.660000,26.090000,41.060000,120,88.62,40,25.51,32.5,78.98475,32.5,82.13,50.75,32.5,98,43.34,17.72,40,82.13,21.66,29.96,42,41.33

37,09:00:09:15,10.340000,26.090000,201.390000,11.900000,9.170000,9.170000,0.000000,115.990000,10.770000,9.400000,133.380000,31.560000,26.090000,56.060000,120,102.21,40,24.91,32.5,86.9115,32.5,82.06,56.56,32.5,108.5,49.34,20.44,40,82.06,24.66,32.48,46.5,41.33

38,09:15-09:30,10.340000,26.090000,201.390000,11.900000,9.970000,9.970000,0.000000,115.990000,10.770000,10.220000,133.380000,31.560000,26.090000,56.060000,120,114.02,40,23.51,32.5,94.7115,32.5,82.6,62.16,32.5,119,52.67,22.8,40,82.6,26.33,34.63,51,41.33

39,09:30-09:45,10.340000,26.090000,201.390000,11.900000,10.660000,10.660000,0.000000,115.990000,10.770000,10.920000,133.380000,31.560000,26.090000,56.060000,120,156.97,40,22.51,32.66,101.79975,32.67,82.96,67.41,32.67,133,56,31.39,40,82.96,28,35.71,57,40

40,09:45-10:00,10.340000,26.090000,201.390000,11.900000,11.190000,11.190000,0.000000,115.990000,10.770000,11.470000,133.380000,31.560000,26.090000,56.060000,120,167.54,40,21.9,32.66,108.03,32.67,82.05,71.99,32.67,143.5,59.34,33.51,40,82.05,29.66,38.3,61.5,40

41,10:00-10:15,10.340000,26.090000,201.390000,11.900000,11.860000,11.860000,0.000000,115.990000,10.770000,12.160000,133.380000,31.560000,26.090000,56.060000,120,177.12,40,20.61,32.66,112.54425,32.67,83.19,76.41,32.67,150.5,60.67,35.42,40,83.19,30.33,40.51,64.5,40

42,10:15-10:30,10.340000,26.090000,201.390000,11.900000,12.380000,12.380000,0.000000,115.990000,10.770000,12.680000,133.380000,31.560000,26.090000,56.060000,120,185.56,40,20.32,32.66,115.167,32.67,83.08,80.68,32.67,157.5,62,37.11,40,83.08,31,42.12,67.5,40

43,10:30-10:45,10.340000,26.090000,201.390000,11.900000,12.760000,12.760000,0.000000,115.990000,10.770000,13.080000,133.380000,31.560000,26.090000,56.060000,120,193.33,40,20.01,32.66,117.06825,32.67,83.04,83.3,32.67,164.5,64,38.67,40,83.04,32,43.07,70.5,40

44,10:45-11:00,10.340000,26.090000,230.380000,11.900000,13.260000,13.260000,0.000000,115.990000,10.770000,13.590000,133.380000,31.560000,26.090000,56.060000,120,204.17,40,19.81,32.66,119.184,32.67,83.87,86.45,32.67,168,66.67,40.83,40,83.87,33.33,43.88,72,40

45,11:00-11:15,10.340000,26.090000,261.530000,11.900000,13.620000,13.620000,0.000000,115.990000,10.770000,13.960000,133.380000,31.560000,26.090000,56.060000,120,212.97,40,18.31,32.66,120.393,32.67,76.94,89.25,32.67,171.5,75.34,42.59,40,76.94,37.66,48.78,73.5,40

46,11:15-11:30,10.340000,26.090000,261.530000,11.900000,13.880000,13.880000,0.000000,115.990000,10.770000,14.220000,133.380000,31.560000,26.090000,56.060000,120,212.97,40,18.47,32.66,120.8805,32.67,77.04,90.3,32.67,175,75.34,42.59,40,77.04,37.66,49.86,75,40

47,11:30-11:45,10.340000,26.090000,230.380000,11.900000,14.070000,14.070000,0.000000,115.990000,10.770000,14.420000,133.380000,31.560000,26.090000,56.060000,120,212.97,40,18.65,32.66,120.549,32.67,77.55,91.39,32.67,175,74.67,42.59,40,77.55,37.33,49.71,75,40

48,11:45-12:00,10.340000,26.090000,201.390000,11.900000,14.070000,14.070000,0.000000,115.990000,10.770000,14.420000,133.380000,31.560000,26.090000,56.060000,120,212.97,40,18.9,32.66,119.52525,32.67,77.65,91.56,32.67,175,73.34,42.59,40,77.65,36.66,48.96,75,40

49,12:00-12:15,0.000000,26.090000,183.340000,11.900000,14.070000,14.070000,0.000000,115.990000,0.000000,14.420000,133.380000,31.560000,26.090000,47.290000,120,225,40,19.25,32.66,122.37225,32.67,77.61,91.91,32.67,175,72,45,40,77.61,36,48.06,75,40

50,12:15-12:30,0.000000,26.090000,193.390000,11.900000,14.070000,14.070000,0.000000,115.990000,0.000000,14.420000,133.380000,31.560000,26.090000,47.290000,120,225,40,19.91,32.66,121.602,32.67,81.95,92.02,32.67,175,72,45,40,81.95,36,46.95,75,40

51,12:30-12:45,0.000000,26.090000,167.250000,11.900000,14.070000,14.070000,0.000000,115.990000,0.000000,14.420000,133.380000,31.560000,26.090000,47.290000,120,225,40,24.07,32.66,122.78175,32.67,81.83,94.45,32.67,175,72,45,40,81.83,36,46.81,75,38.33

52,12:45-13:00,0.000000,26.090000,167.250000,11.900000,14.070000,14.070000,0.000000,115.990000,0.000000,14.420000,133.380000,31.560000,26.090000,47.290000,120,225,40,26.94,32.66,118.3455,32.67,81.8,94.81,32.67,175,73.34,45,40,81.8,36.66,46.57,75,38.33

53,13:00-13:15,0.000000,26.090000,196.250000,11.900000,14.070000,14.070000,0.000000,115.990000,0.000000,14.420000,133.380000,31.560000,26.090000,47.290000,120,229.63,40,30.27,32.66,119.72025,32.67,81.76,94.42,32.67,175,74.67,45.93,40,81.76,37.33,46.1,75,38.33

54,13:15-13:30,0.000000,26.090000,227.400000,11.900000,13.950000,13.950000,0.000000,115.990000,0.000000,14.310000,133.380000,31.560000,26.090000,47.290000,120,229.63,40,32.42,32.66,119.223,32.67,81.66,94.05,32.67,175,76,45.93,40,81.66,38,45.45,75,38.33

55,13:30-13:45,10.340000,26.090000,227.400000,11.900000,13.740000,13.740000,0.000000,115.990000,10.770000,14.090000,133.380000,31.560000,26.090000,47.290000,120,229.63,40,33.68,32.66,109.317,32.67,81.74,93.59,32.67,175,77.34,45.93,40,81.74,38.66,44.29,75,38.33

56,13:45-14:00,10.340000,26.090000,227.400000,11.900000,13.410000,13.410000,0.000000,115.990000,10.770000,13.740000,133.380000,31.560000,26.090000,47.290000,120,229.63,40,36.09,32.66,105.69,32.67,81.77,92.25,32.67,172.9,78.67,45.93,40,81.77,39.33,50,74.1,38.33

57,14:00-14:15,10.340000,26.090000,233.430000,11.900000,12.940000,12.940000,0.000000,115.990000,10.770000,13.260000,133.380000,31.560000,26.090000,65.340000,120,229.63,40,33.29,32.66,101.00025,32.67,81.75,91.57,32.67,171.5,74.67,45.93,40,81.75,37.33,49.75,73.5,38.33

58,14:15-14:30,10.340000,26.090000,233.430000,11.900000,12.630000,12.630000,0.000000,115.990000,10.770000,12.950000,133.380000,31.560000,26.090000,65.340000,120,229.63,40,34.32,32.66,95.199,32.67,81.88,89.91,32.67,168,74.67,45.93,40,81.88,37.33,48.84,72,38.33

59,14:30-14:45,10.340000,26.090000,233.430000,11.900000,12.220000,12.220000,0.000000,115.990000,10.770000,12.530000,133.380000,31.560000,26.090000,47.290000,120,229.63,40,35.74,32.66,89.22225,32.67,81.74,87.6,32.67,164.5,72.67,45.93,40,81.74,36.33,47.66,70.5,38.33

60,14:45-15:00,10.340000,26.090000,243.480000,11.900000,11.690000,11.690000,0.000000,115.990000,10.770000,11.980000,133.380000,31.560000,26.090000,47.290000,120,223.62,40,37,32.66,83.17725,32.67,81.89,84.14,32.67,157.5,72,44.72,40,81.89,36,46.08,67.5,38.33

61,15:00-15:15,10.340000,26.090000,243.480000,11.900000,11.300000,11.300000,0.000000,115.990000,10.770000,11.580000,133.380000,31.560000,26.090000,47.290000,120,212.74,40,38.33,32.66,78.45825,32.67,81.75,80.39,32.67,150.5,66.67,42.55,40,81.75,33.33,43.99,64.5,38.33

62,15:15-15:30,10.340000,26.090000,243.480000,11.900000,10.590000,10.590000,0.000000,115.990000,10.770000,10.860000,133.380000,31.560000,26.090000,47.290000,120,202.68,40,42.02,32.66,72.04275,32.67,81.65,76.32,32.67,140,62,40.53,40,81.65,31,41.61,60,38.33

63,15:30-15:45,10.340000,26.090000,243.480000,11.900000,9.870000,9.870000,0.000000,115.990000,10.770000,10.120000,133.380000,31.560000,26.090000,47.290000,115,190.51,38.33,42.02,32.66,64.82775,32.67,80,71.99,32.67,136.5,58,38.1,38.34,80,29,39.45,58.5,38.33

64,15:45-16:00,10.340000,26.090000,243.480000,11.900000,9.210000,9.210000,0.000000,115.990000,10.770000,9.440000,133.380000,31.560000,26.090000,65.340000,115,175.6,38.33,42.02,32.66,57.45675,32.67,80,67.34,32.67,126,54.67,35.12,38.34,80,27.33,37.14,54,38.33

65,16:00-16:15,10.340000,26.090000,261.530000,11.900000,8.440000,8.440000,0.000000,115.990000,10.770000,8.660000,133.380000,31.560000,26.090000,65.340000,115,161.01,38.33,42.02,32.66,50.41725,32.67,80,61.76,32.67,115.5,45.34,32.2,38.34,80,22.66,34.36,49.5,38.33

66,16:15-16:30,10.340000,26.090000,261.530000,11.900000,7.650000,7.650000,0.000000,115.990000,10.770000,7.840000,133.380000,31.560000,26.090000,65.340000,115,159.38,38.33,42.02,32.66,43.8555,32.67,80,56.56,32.67,105,44,31.87,38.34,80,22,31.12,45,38.33

67,16:30-16:45,10.340000,26.090000,261.530000,11.900000,6.670000,6.670000,0.000000,115.990000,10.770000,6.830000,133.380000,31.560000,26.090000,65.340000,115,140.21,38.33,42.02,32.66,37.56675,32.67,80,50.83,32.67,91,39.34,28.04,38.34,80,19.66,27.79,39,38.33

68,16:45-17:00,10.340000,26.090000,261.530000,11.900000,5.840000,5.840000,0.000000,115.990000,10.770000,5.980000,133.380000,31.560000,26.090000,65.340000,115,126.33,38.33,42.02,33,31.44375,26.62,80,44.41,33,80.5,35.34,25.27,38.34,80,17.66,24.39,34.5,38.02

69,17:00-17:15,10.340000,26.090000,261.530000,11.900000,4.940000,4.940000,0.000000,111.730000,10.770000,5.060000,133.380000,31.560000,26.090000,65.340000,116.29,107.73,38.76,42.02,23,25.53525,12.24,80,38.07,33,70,30.67,21.55,38.77,80,15.33,21.77,30,38.33

70,17:15-17:30,10.340000,26.090000,261.530000,11.900000,4.070000,4.070000,0.000000,107.470000,10.770000,4.170000,133.380000,31.560000,26.090000,65.340000,115.36,87.3,38.46,42.02,0,20.05575,4.44,80,32.19,33,59.5,26.67,17.46,38.45,80,13.33,18.43,25.5,38.33

71,17:30-17:45,10.340000,26.090000,261.530000,11.900000,3.280000,3.280000,0.000000,103.200000,10.770000,3.360000,133.380000,31.560000,26.090000,65.340000,114.68,69.61,38.23,42.02,0,15.41475,1.11,80,26.24,33,49,21.33,13.92,38.21,80,10.67,14.94,21,38.33

72,17:45-18:00,10.340000,26.090000,261.530000,11.900000,2.440000,2.440000,0.000000,98.930000,10.770000,2.500000,133.380000,31.590000,26.090000,65.340000,113.44,51.56,37.81,42.02,0,11.5245,0.05,80,20.73,23.33,38.5,19.33,10.31,37.83,80,9.67,11.5,16.5,38.33

73,18:00-18:15,10.340000,26.090000,261.530000,0.000000,1.680000,1.680000,0.000000,94.670000,10.770000,1.730000,133.380000,31.590000,26.090000,74.110000,111.01,37.06,37,42.02,0,7.32225,0,80,15.61,0,28,17.33,7.41,37.02,80,8.67,8.36,12,38.33

74,18:15-18:30,10.340000,26.090000,261.530000,0.000000,1.250000,1.250000,0.000000,90.410000,10.770000,1.280000,133.380000,31.590000,26.090000,74.110000,109.01,23.53,36.34,42.02,0,4.4655,0,80,11.32,0,21,12.67,4.71,36.34,80,6.33,5.72,9,35.21

75,18:30-18:45,10.340000,23.470000,261.530000,0.000000,0.600000,0.600000,0.000000,87.370000,10.770000,0.620000,133.380000,31.590000,23.470000,74.110000,110.32,15.64,36.77,42.02,0,2.691,0,76.67,6.92,0,14,8,3.13,36.78,76.67,4,2.93,6,35.08

76,18:45-19:00,10.340000,23.470000,261.530000,0.000000,0.130000,0.130000,0.000000,87.370000,10.770000,0.130000,133.380000,31.590000,23.470000,74.110000,110.31,9.41,36.77,42.02,0,1.1115,0,76.67,0.36,0,7,5.33,1.88,36.77,76.67,2.67,1.06,3,34.99

77,19:00-19:15,10.340000,29.720000,261.530000,0.000000,0.080000,0.080000,0.000000,87.370000,10.770000,0.080000,133.380000,31.590000,29.720000,74.110000,110.39,4.71,36.8,42.02,0,0.078,0,76.67,0.04,0,3.5,2.67,0.94,36.8,76.67,1.33,0.15,1.5,34.84

78,19:15-19:30,10.340000,29.720000,261.530000,0.000000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.590000,29.720000,74.110000,110.08,1.37,36.69,42.02,0,0,0,76.67,0,0,1.4,1.33,0.27,36.71,76.67,0.67,0,0.6,34.74

79,19:30-19:45,10.340000,29.720000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.590000,29.720000,74.110000,110.07,0.33,36.69,42.02,0,0,0,76.67,0,0,0,0.67,0.07,36.7,76.67,0.33,0,0,34.62

80,19:45-20:00,10.340000,29.720000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.590000,29.720000,74.110000,110.39,0,36.8,42.02,0,0,0,76.67,0,0,0,0,0,36.79,76.67,0,0,0,34.43

81,20:00-20:15,10.340000,29.720000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.590000,29.720000,74.110000,110,0,36.67,42.02,0,0,0,76.67,0,0,0,0,0,36.66,76.67,0,0,0,35

82,20:15-20:30,10.340000,29.720000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.590000,29.720000,74.110000,110,0,36.67,42.02,0,0,0,76.67,0,0,0,0,0,36.66,76.67,0,0,0,35

83,20:30-20:45,10.340000,29.720000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.590000,29.720000,74.110000,110,0,36.67,42.02,0,0,0,76.67,0,0,0,0,0,36.66,76.67,0,0,0,35

84,20:45-21:00,10.340000,29.720000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.590000,29.720000,74.110000,110,0,36.67,42.02,0,0,0,76.67,0,0,0,0,0,36.66,76.67,0,0,0,35

85,21:00-21:15,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,29.660000,30.210000,74.110000,110,0,36.67,31.54,0,0,0,76.67,0,0,0,0,0,36.66,76.67,0,0,0,35

86,21:15-21:30,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,30.630000,30.210000,74.110000,110,0,36.67,31.08,0,0,0,76.67,0,0,0,0,0,36.66,76.67,0,0,0,35

87,21:30-21:45,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,30.630000,30.210000,74.110000,110,0,36.67,30.66,0,0,0,80,0,0,0,0,0,36.66,80,0,0,0,36.67

88,21:45-22:00,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,29.660000,30.210000,74.110000,110,0,36.67,29.94,0,0,0,80,0,0,0,0,0,36.66,80,0,0,0,36.67

89,22:00-22:15,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,29.660000,30.210000,74.110000,110,0,36.67,29.26,0,0,0,80,0,0,0,0,0,36.66,80,0,0,0,36.67

90,22:15-22:30,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,29.660000,30.210000,74.110000,110,0,36.67,28.54,0,0,0,80,0,0,0,0,0,36.66,80,0,0,0,36.67

91,22:30-22:45,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.680000,30.210000,74.110000,110,0,36.67,27.74,0,0,0,80,0,0,0,0,0,36.66,80,0,0,0,36.67

92,22:45-23:00,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.680000,30.210000,74.110000,110,0,36.67,28.28,0,0,0,80,0,0,0,0,0,36.66,80,0,0,0,36.67

93,23:00-23:15,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.680000,30.210000,74.110000,110,0,36.67,28.86,0,0,0,80,0,0,0,0,0,36.66,80,0,0,0,36.67

94,23:15-23:30,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.680000,30.210000,74.110000,110,0,36.67,33.96,0,0,0,80,0,0,0,0,0,36.66,80,0,0,0,36.67

95,23:30-23:45,10.340000,30.210000,261.530000,11.900000,0.000000,0.000000,0.000000,87.370000,10.770000,0.000000,133.380000,31.680000,30.210000,74.110000,110,0,36.67,34.54,0,0,0,80,0,0,0,0,0,36.66,80,0,0,0,36.67

