Block,Time,DULHASTI,JHAJJAR,KHSTPP-I,KKNP,KKNPPU2,NJPC,RAPPB,SIMHST2,TANDA2,URI,ANTA_RF,DADRI_RF,NLCIIST2,NNTPP,NTPL,PARBATI2,PARBATI3,RSTPSU1TO6,SASAN,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,ANTA_LF,AURY_GF,AURY_LF,AURY_RF,DADRI_GF,BSIUL,CHAMERA2,RAMPUR,SIMHST1,TALA,TALST2,KGSU1AND2,MAPS,NLCIIST1,TEHRI,VALLURNTECL,ANTA_GF,DADRI_CRF,DADRI_LF,BRBCL,KOLDAM,RIHAND2,RSTPSU7,TANAKPUR,URI2,CHAMERA3,KGSU3AND4,KISHANGANGA,KUDGI,RAPPC,RAPPD,SINGRAULI,UNCHAHAR1,UNCHAHAR3,CHAMERA1,DHAULIGNGA,KOTESHWR,NAPP,NLCTS2EXP,SALAL,SEWA2,DADRT2,FSTPP I & II,KHSTPP-II,NLCEXP,RIHAND1,RIHAND3,SINGRAULI_HYDRO,UNCHAHAR2,AURY_CRF
59,14:30-14:45,59.5,273.78,45.53,0,0,55.33,0,0,5.7,50.23,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,12.64,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

60,14:45-15:00,59.5,300.44,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.54,21.64,27.68,12.64,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

61,15:00-15:15,59.5,300.44,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,16.27,2.19,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.54,21.64,27.68,25.91,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

62,15:15-15:30,59.5,300.44,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,16.27,2.19,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.54,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

63,15:30-15:45,59.5,300.44,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,16.27,2.19,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

64,15:45-16:00,59.5,327.11,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,16.27,2.19,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

65,16:00-16:15,59.5,327.11,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,16.27,2.19,0,0,0,0,0,0,12.6,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

66,16:15-16:30,59.5,327.11,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,16.27,2.19,0,0,0,0,0,0,12.6,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

67,16:30-16:45,59.5,327.11,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,16.27,2.19,0,0,0,0,0,0,25.19,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

68,16:45-17:00,59.5,393.78,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,16.27,2.19,0,0,0,0,0,0,25.19,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

69,17:00-17:15,59.5,393.78,45.53,0,0,55.33,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,16.27,2.19,0,0,0,0,0,0,25.19,0,0,0,0,20,0,124.58,0,0,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

70,17:15-17:30,59.5,393.78,45.53,0,0,82.99,0,0,5.7,50.23,50.91,112.08,0,0,0,22.54,19.64,0,413.44,0,2.22,0,0,0,0,84.67,0,0,16.27,3.29,0,0,0,0,0,0,37.8,0,0,0,0,20,0,124.58,0,0,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

71,17:30-17:45,59.5,393.78,45.53,0,0,82.99,0,0,5.7,50.23,51.44,112.08,0,0,0,22.54,19.64,0,413.44,0,2.22,0,0,0,0,84.67,0,0,32.53,3.29,0,0,0,0,0,0,37.8,0,0,0,0,20,0,124.58,0,0,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,44.49,0

72,17:45-18:00,59.5,433.78,45.53,0,0,82.99,0,0,5.7,50.23,51.44,112.08,0,0,0,22.54,19.64,0,413.44,0,2.22,0,0,0,0,84.67,0,0,32.53,3.29,0,0,0,0,0,0,37.8,0,0,0,0,20,1.99,124.58,0,0,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,0,10.43,25.51,0,0,18.9,644.4,18.2,148.3,0,97.23,130.79,1,44.49,0

73,18:00-18:15,59.5,433.78,45.53,0,0,110.67,0,0,5.7,50.23,51.44,112.08,0,0,0,22.54,19.64,0,413.44,0,2.3,0,0,0,0,84.67,0,13.04,32.53,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,4.36,124.58,0,0,35.34,11.67,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

74,18:15-18:30,59.5,223.28,45.53,0,0,110.67,0,0,5.7,50.23,51.44,112.08,0,0,0,22.54,24.55,0,413.44,0,2.3,0,0,0,0,84.67,0,13.04,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,6.25,124.58,0,0,35.34,23.33,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,21.88,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

75,18:30-18:45,60.23,225.18,45.53,0,0,110.67,0,0,5.7,50.23,51.96,112.08,0,0,0,28.56,59.84,0,413.44,0,2.22,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,113.18,0,0,38.56,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

76,18:45-19:00,60.23,210.78,45.53,0,0,110.67,0,0,5.7,50.23,51.96,112.08,0,0,0,28.56,59.84,0,413.44,0,2.22,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,113.18,0,0,38.56,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

77,19:00-19:15,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,51.96,112.08,0,0,0,28.56,59.84,0,413.44,0,2.22,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,112.18,0,0,38.56,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

78,19:15-19:30,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,51.96,112.08,0,0,0,28.56,59.84,0,413.44,0,2.22,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,113.18,0,0,38.56,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

79,19:30-19:45,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,51.96,112.08,0,0,0,28.56,59.84,0,413.44,0,2.22,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,107.18,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

80,19:45-20:00,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,51.96,112.08,0,0,0,28.56,59.84,0,413.44,0,2.22,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,107.18,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

81,20:00-20:15,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,51.96,112.08,0,0,0,28.56,59.84,0,413.44,0,2.22,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,123.18,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

82,20:15-20:30,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,51.96,112.08,0,0,0,28.56,59.84,0,413.44,0,2.22,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,107.18,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

83,20:30-20:45,59.5,259.11,45.53,0,0,110.67,0,0,5.7,50.23,52.22,112.08,0,0,0,15.02,11.51,0,413.44,0,2.3,0,0,0,0,84.67,0,3.3,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,107.18,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

84,20:45-21:00,59.5,259.11,45.53,0,0,110.67,0,0,5.7,50.23,52.22,112.08,0,0,0,15.02,9.2,0,413.44,0,2.3,0,0,0,0,84.67,0,3.3,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,32.83,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

85,21:00-21:15,59.5,259.11,45.53,0,0,110.67,0,0,5.7,50.23,52.74,112.08,0,0,0,15.02,9.2,0,413.44,0,2.3,0,0,0,0,84.67,0,3.3,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,32.83,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

86,21:15-21:30,59.5,259.11,45.53,0,0,110.67,0,0,5.7,50.23,52.74,112.08,0,0,0,15.02,13.81,0,413.44,0,2.3,0,0,0,0,84.67,0,6.52,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,32.83,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

87,21:30-21:45,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,52.74,112.08,0,0,0,28.56,59.84,0,413.44,0,2.3,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

88,21:45-22:00,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,52.74,112.08,0,0,0,28.56,59.84,0,413.44,0,2.3,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

89,22:00-22:15,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,53.14,112.08,0,0,0,28.56,59.84,0,413.44,0,2.3,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

90,22:15-22:30,60.23,259.11,45.53,0,0,110.67,0,0,5.7,50.23,53.14,112.08,0,0,0,28.56,59.84,0,413.44,0,2.3,0,0,0,0,84.67,0,19.56,50.06,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.68,0,68.56,30,150.34,21.64,27.68,42.15,43.78,11.59,25.51,0,0,20.09,688.55,18.2,148.3,0,97.23,130.79,1,44.49,0

91,22:30-22:45,59.5,259.11,45.53,0,0,110.67,0,0,5.7,50.23,53.14,112.08,0,0,0,22.54,23.02,0,413.44,0,2.3,0,0,0,0,84.67,0,13.04,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,21.88,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

92,22:45-23:00,59.5,275.78,45.53,0,0,110.67,0,0,5.7,50.23,53.14,112.08,0,0,0,22.54,23.02,0,413.44,0,2.3,0,0,0,0,84.67,0,13.04,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

93,23:00-23:15,59.5,275.78,45.53,0,0,110.67,0,0,5.7,50.23,53.14,112.08,0,0,0,22.54,23.02,0,413.44,0,2.3,0,0,0,0,84.67,0,13.04,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

94,23:15-23:30,59.5,275.78,45.53,0,0,110.67,0,0,5.7,50.23,53.14,112.08,0,0,0,22.54,23.02,0,413.44,0,2.3,0,0,0,0,84.67,0,13.04,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,124.58,0,0,35.34,35.03,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

95,23:30-23:45,59.5,275.78,45.53,0,0,110.67,0,0,5.7,50.23,53.14,112.08,0,0,0,22.54,23.02,0,413.44,0,2.3,0,0,0,0,84.67,0,13.04,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,113.18,0,0,35.34,35.03,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

96,23:45-24:00,59.5,275.78,45.53,0,0,110.67,0,0,5.7,50.23,53.14,112.08,0,0,0,22.54,23.02,0,413.44,0,2.3,0,0,0,0,84.67,0,13.04,48.81,4.33,0,0,0,0,0,0,37.8,0,0,0,0,20,9.59,113.18,0,0,35.34,35.03,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

