Block,Time,BRBCL,CHAMERA1,CHAMERA3,FSTPP I & II,RIHAND3,SASAN,TANAKPUR,BSIUL,DADRT2,KHSTPP-II,NAPP,RAPPB,RSTPSU1TO6,ANTA_LF,AURY_CRF,AURY_GF,AURY_RF,KISHANGANGA,MAPS,NTPL,RIHAND1,SALAL,SIMHST2,UNCHAHAR1,URI,VALLURNTECL,DADRI_RF,DHAULIGNGA,JHAJJAR,KOLDAM,NLCIIST1,NNTPP,AURY_LF,CHAMERA2,KHSTPP-I,KKNPPU2,NJPC,PARBATI3,RSTPSU7,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR3,UNCHAHAR4,KGSU3AND4,KKNP,KUDGI,NLCEXP,SEWA2,TEHRI,URI2,ANTA_RF,DADRI_CRF,DADRI_GF,DULHASTI,RIHAND2,SIMHST1,TALST2,UNCHAHAR2,ANTA_GF,KGSU1AND2,KOTESHWR,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPC,TALA,TANDA2,ANTA_CRF,DADRI_LF
65,16:00-16:15,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,32.89,26.9,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

66,16:15-16:30,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,32.89,26.9,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

67,16:30-16:45,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,26.34,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,32.89,28.25,26.88,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

68,16:45-17:00,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,83.8,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,26.34,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,32.89,28.25,26.88,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

69,17:00-17:15,20,13.2,9.68,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,87.8,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,26.34,45.83,0,23.39,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,43.84,28.25,26.88,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

70,17:15-17:30,20,24.57,19.35,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,9.24,434.65,0,0,0,0,26.34,45.83,0,46.78,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,43.84,28.25,26.88,0,0,0,118.76,0,0,42.39,0,0,17.75,0,0,0,25.76,0,0,0,0

71,17:30-17:45,20,42.15,29.06,18.2,124.33,414,2.05,19.56,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,27.41,434.65,0,0,0,0,39.51,45.83,0,70.17,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,43.84,28.25,27.09,0,0,0,118.76,0,0,42.39,0,0,39.05,0,0,0,25.76,0,0,0,0

72,17:45-18:00,20,42.15,29.06,18.2,124.33,414,2.05,19.56,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,27.41,434.65,0,0,0,0,39.51,45.83,0,93.56,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,43.84,28.25,27.19,0,0,0,118.76,0,0,42.39,0,0,39.05,0,0,0,25.76,0,0,0,0

73,18:00-18:15,20,36.34,24.19,18.2,124.33,414,2.05,19.56,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,17.44,0,20.85,34.78,0,59.73,27.41,434.65,0,0,0,0,28.79,45.83,0,116.95,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,40.32,28.25,27.3,0,0,16.48,118.76,0,0,42.39,0,0,39.05,0,0,0,25.76,0,0,0,0

74,18:15-18:30,20,42.15,29.06,18.2,124.33,414,2.05,19.56,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,70.88,0,20.85,36.43,0,59.73,27.41,434.65,0,0,0,0,39.51,45.83,0,140.35,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,43.84,28.25,27.41,0,0,32.96,118.76,0,0,42.39,0,0,39.05,0,0,0,25.76,0,0,0,0

75,18:30-18:45,20,42.15,29.06,18.2,124.33,414,1.54,19.56,679,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,70.88,0,20.85,36.43,0,59.73,27.41,434.65,0,0,0,0,39.51,45.83,0,140.35,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,43.84,28.25,27.41,0,0,49.43,118.76,0,0,42.39,0,0,39.05,0,0,0,25.76,0,0,0,0

76,18:45-19:00,20,42.15,29.06,18.2,124.33,414,1.54,19.56,679,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,70.88,0,20.85,34.78,0,59.73,27.41,434.65,0,0,0,0,39.51,45.83,0,140.35,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,43.84,28.25,27.62,0,0,49.43,118.76,0,0,42.39,0,0,39.05,0,0,0,25.76,0,0,0,0

77,19:00-19:15,20,41.28,14.54,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,17.44,0,20.85,36.43,0,59.73,8.72,434.65,0,0,0,0,26.34,45.83,0,116.95,3.82,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,43.84,28.25,27.72,0,0,32.96,118.76,0,0,42.39,0,0,17.75,0,0,0,25.76,0,0,0,0

78,19:15-19:30,20,26.47,9.68,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,93.56,16.54,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,43.84,28.25,27.93,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

79,19:30-19:45,20,26.47,9.68,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,62.51,16.54,0,139.69,0.79,0,26.4,0,0,0,0,0,8.79,36.41,28.25,27.93,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

80,19:45-20:00,20,13.43,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,42.81,16.54,0,139.69,0.79,0,26.4,0,0,0,0,0,8.07,32.89,28.25,27.93,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

81,20:00-20:15,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,21.69,16.54,0,139.69,0.79,0,26.4,0,0,0,0,0,0,32.89,28.25,27.93,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

82,20:15-20:30,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,20.84,16.54,0,139.69,0.79,0,26.4,0,0,0,0,0,0,32.89,28.25,27.93,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

83,20:30-20:45,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,16.54,0,139.69,0.79,0,26.4,0,0,0,0,0,0,32.89,28.25,27.93,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

84,20:45-21:00,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,3.57,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.92,28.25,27.93,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

85,21:00-21:15,20,0,0,18.2,124.33,414,1.54,6.52,679,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.92,28.25,28.14,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

86,21:15-21:30,20,0,0,18.2,124.33,414,1.54,6.52,679,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.92,28.25,28.14,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

87,21:30-21:45,20,0,0,18.2,124.33,414,1.54,6.52,679,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.92,28.25,28.14,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

88,21:45-22:00,20,0,0,18.2,124.33,414,1.54,6.52,679,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.55,28.25,28.14,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

89,22:00-22:15,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.42,28.25,28.14,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

90,22:15-22:30,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.42,28.25,28.14,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

91,22:30-22:45,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.42,28.25,28.14,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

92,22:45-23:00,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,10.71,28.25,28.14,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

93,23:00-23:15,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,10.71,28.25,28.24,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

94,23:15-23:30,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,10.71,28.25,28.24,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

95,23:30-23:45,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,35.88,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,10.71,28.25,28.35,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

96,23:45-24:00,20,0,0,18.2,124.33,414,1.54,6.52,683.14,148.3,39.19,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,36.43,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,0,28.25,28.35,0,0,32.96,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

