Block,Time,PARBATI3,KOTESHWR,RAPPC,RAMPUR,DHAULIGNGA,CHAMERA2,SEWA2,CHAMERA3,DULHASTI,NJPC,KOLDAM,KISHANGANGA,CHAMERA1,UNCHAHAR4,BSIUL,RIHAND1,SINGRAULI,SINGRAULI_HYDRO,TEHRI,RIHAND3,NAPP,TANDA2,DADRI_RF,AURY_RF,AURY_CRF,ANTA_RF,AURY_GF,DADRT2,DADRI_CRF,SALAL,URI,ANTA_LF,DADRI_GF,JHAJJAR,URI2,RAPPB,TANAKPUR,RIHAND2,ANTA_CRF,UNCHAHAR1,DADRI_LF,UNCHAHAR2,ANTA_GF,AURY_LF,UNCHAHAR3,TALA,BRBCL,KHSTPP-I,KUDGI,FSTPP I & II,KHSTPP-II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,6.404083,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,14.388867,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

7,01:30-01:45,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,17.974746,6.404083,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,14.439391,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

8,01:45-02:00,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,68.528718,6.404083,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,16.253631,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

9,02:00-02:15,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,68.528718,9.819594,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,14.565148,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

10,02:15-02:30,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,68.528718,9.819594,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,13.406313,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

11,02:30-02:45,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,68.528718,9.819594,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,15.744050,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

12,02:45-03:00,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,14.604481,9.819594,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,14.521582,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

13,03:00-03:15,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,16.676483,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

14,03:15-03:30,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,16.363151,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

15,03:30-03:45,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,16.458451,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

16,03:45-04:00,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,0.000000,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,4.953883,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,15.893102,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

17,04:00-04:15,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,21.973430,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,11.765473,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,17.572812,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

18,04:15-04:30,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,21.973430,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,11.765473,54.817560,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

19,04:30-04:45,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,21.973430,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,11.765473,69.435576,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

20,04:45-05:00,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,15.931754,21.973430,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,11.765473,74.308151,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

21,05:00-05:15,0.000000,8.579383,25.518879,0.000000,1.277143,12.732795,0.000000,0.000000,31.863508,38.453503,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,74.308151,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

22,05:15-05:30,0.000000,8.579383,25.518879,0.000000,8.812285,12.732795,0.000000,0.000000,31.863508,38.453503,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,14.618016,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,77.962849,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

23,05:30-05:45,0.000000,8.579383,25.518879,0.000000,8.812285,12.732795,0.000000,0.000000,31.863508,57.680255,0.000000,0.000000,0.000000,0.000000,1.063480,88.945600,100.063800,0.573341,15.044375,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,77.962849,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

24,05:45-06:00,3.692209,17.158766,25.518879,0.000000,17.624571,25.465589,5.026103,0.000000,31.863508,82.400364,0.000000,0.000000,6.797571,0.000000,1.063480,88.945600,100.063800,0.573341,30.088750,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,84.053592,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

25,06:00-06:15,15.807578,25.738150,25.518879,0.000000,26.436856,25.465589,10.206856,9.356536,47.795262,109.867152,0.000000,0.000000,13.595142,0.000000,3.190440,88.945600,100.063800,0.573341,45.133124,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,84.053592,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

26,06:15-06:30,15.999573,37.749286,25.518879,0.000000,35.330878,38.198384,15.279354,28.097923,47.795262,128.178344,0.000000,0.000000,25.204476,0.000000,18.912928,88.945600,100.063800,0.573341,60.177499,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

27,06:30-06:45,15.999573,37.749286,25.518879,0.000000,35.330878,38.198384,15.279354,28.097923,47.795262,128.178344,0.000000,0.000000,38.188600,0.000000,18.912928,88.945600,100.063800,0.573341,60.177499,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

28,06:45-07:00,15.999573,37.749286,25.518879,0.000000,33.461141,38.198384,15.279354,28.097923,47.795262,128.178344,0.000000,0.000000,38.188600,0.000000,18.912928,88.945600,100.063800,0.573341,60.177499,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

29,07:00-07:15,15.999573,37.749286,25.518879,0.000000,31.928570,38.198384,15.279354,28.097923,47.795262,128.178344,0.000000,0.000000,38.188600,0.000000,18.912928,88.945600,100.063800,0.573341,60.177499,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,48.030624,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

30,07:15-07:30,15.999573,37.749286,25.518879,0.000000,17.624571,38.198384,15.279354,28.069607,47.795262,109.867152,0.000000,0.000000,25.204476,0.000000,18.912928,88.945600,100.063800,0.573341,60.177499,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,48.030624,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

31,07:30-07:45,3.692209,37.749286,25.518879,0.000000,8.812285,25.465589,15.279354,28.069607,47.795262,105.289354,0.000000,0.000000,12.984124,0.000000,6.304309,88.945600,100.063800,0.573341,60.177499,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

32,07:45:08:00,0.000000,25.738150,25.518879,0.000000,0.000000,12.732795,10.206856,9.356536,47.795262,90.457288,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,60.177499,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

33,08:00-08:15,0.000000,17.158766,25.518879,0.000000,0.000000,12.732795,5.103428,0.000000,47.795262,64.089172,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,60.177499,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,5.336736,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

34,08:15-08:30,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,47.795262,64.089172,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,45.133124,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.357638,10.673472,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

35,08:30-08:45,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,47.795262,45.228644,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,43.854048,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,17.974746,10.673472,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

36,08:45:09:00,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,47.795262,21.973430,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,43.854048,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,68.528718,10.673472,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

37,09:00:09:15,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,47.795262,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,29.357849,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,68.528718,10.673472,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

38,09:15-09:30,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,31.863508,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,15.044375,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,68.528718,10.673472,0.000000,0.000000,630.986951,10.404315,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

39,09:30-09:45,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,31.863508,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,68.528718,10.673472,0.000000,0.000000,630.986951,30.838389,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

40,09:45-10:00,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,31.863508,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,14.604481,48.030624,0.000000,0.000000,630.986951,30.838389,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,17.813736,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

41,10:00-10:15,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,31.863508,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.919348,48.030624,0.000000,0.000000,630.986951,30.838389,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

42,10:15-10:30,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,15.931754,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.919348,12.808166,0.000000,0.000000,630.986951,30.838389,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

43,10:30-10:45,0.000000,8.579383,25.518879,0.000000,0.000000,12.732795,0.000000,0.000000,15.931754,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.919348,12.808166,0.000000,0.000000,630.986951,30.838389,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,17.287415,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

44,10:45-11:00,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.919348,12.808166,0.000000,0.000000,630.986951,30.838389,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

45,11:00-11:15,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.919348,12.808166,0.000000,0.000000,630.986951,11.054585,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,18.453913,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

46,11:15-11:30,0.000000,8.579383,25.518879,0.000000,0.000000,0.000000,0.000000,0.000000,15.931754,20.142311,0.000000,0.000000,0.000000,0.000000,0.000000,88.945600,100.063800,0.573341,0.000000,119.559926,19.308543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,330.220305,0.000000,12.919348,12.808166,0.000000,0.000000,630.986951,9.103776,0.000000,5.573119,88.926264,0.000000,9.658332,0.000000,40.982749,0.000000,0.000000,25.513949,1.136957,19.336023,43.718696,135.35,20.041764,95.075112,404.866836,0,0,0,0,0

