Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,KGSU1AND2,NTPL,MAPS,KGSU3AND4,KKNP,KKNPPU2,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,68.15876,127.380717,121.484996,19.071838,6.745516,94.455943,22.230299,3.094586,1.147846,41.434281,38.350728,27.038981,144.68895,5.534073,21.853313,18.800617,688.415947,179.962454,59.175403,9.274803,34.831253,43.536137,48.849727,5.560434,48.499828,482.443799,27.667514,73.206,0,1.7934,33.672,40.764,13.0416,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,11.954,0,20.0018,418.77

2,00:15-00:30,68.15876,127.380717,121.484996,19.071838,6.745516,94.455943,22.230299,3.094586,1.147846,41.434281,38.350728,27.038981,144.68895,5.534073,21.853313,18.800617,688.415947,179.962454,59.175403,9.274803,34.831253,43.536137,48.849727,5.560434,48.499828,482.443799,27.667514,73.206,0,1.7934,33.672,42.14808,13.0416,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,11.954,0,20.0018,418.77

3,00:30-00:45,68.15876,127.380717,121.484996,19.071838,6.745516,94.455943,22.230299,3.094586,1.147846,41.434281,38.350728,27.038981,144.68895,5.534073,21.853313,18.800617,688.415947,179.962454,59.175403,9.274803,34.831253,43.536137,48.849727,5.560434,48.499828,482.443799,27.667514,73.206,0,1.7934,33.672,42.14808,13.0416,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,11.954,0,20.0018,418.77

4,00:45-01:00,68.15876,127.380717,121.484996,19.071838,6.745516,94.455943,22.230299,3.094586,1.147846,41.434281,38.350728,27.038981,144.68895,5.534073,21.853313,18.800617,688.415947,179.962454,59.175403,9.274803,34.831253,43.536137,48.849727,5.560434,48.499828,482.443799,27.667514,73.206,0,1.7934,33.672,42.14808,13.0416,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,11.954,0,20.0018,418.77

5,01:00-01:15,68.15876,127.380717,121.484996,19.071838,6.745516,94.455943,22.230299,3.094586,1.147846,41.434281,35.154834,27.038981,144.68895,5.534073,21.853313,18.800617,688.315947,179.962454,59.175403,9.274803,34.831253,43.536137,48.849727,5.560434,48.499828,482.443799,27.667514,73.206,0,3.0744,33.672,42.14808,13.0416,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,11.954,0,20.0018,418.77

6,01:15-01:30,68.15876,127.380717,121.484996,19.071838,6.745516,94.455943,22.230299,3.094586,1.147846,41.434281,35.154834,27.038981,144.68895,5.534073,21.853313,18.800617,688.315947,179.962454,59.175403,9.274803,34.831253,32.652103,48.849727,5.560434,48.499828,482.443799,27.667514,73.206,0,3.0744,33.672,42.14808,13.0416,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,11.954,0,20.0018,418.77

