Column1,Time,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/08/22/7956,NR/01102023/30042040/GNA_LT_35,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01082024/31082024/jitpl,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/NR/2024/08/22/6290,NR/01102023/22052037/LT-59,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM)
28,06:45-07:00,7.01,22,33,8,7.34,33,20.33,20.33,20.45,7.33,12,8,14,14.01,5,4,7.94,6,2.8,87.11,273.05,6.39,0,1.12,21.25,1.12,262.19,4.23,70.37,0,96.57,30.28,16.14,1.14,24.68,0,26.8708,0,100.61,26.8708,0,0,96.57,12.44,48.28,24.14

29,07:00-07:15,7.01,21.5,33,8.66,7.16,33,20,20,26.86,7.17,20,10,21,21.72,7,5,10,9,4.34,62.96,251.08,6.39,0,1.63,21.25,1.63,213.9,4.23,70.37,0,96.57,30.28,16.14,1.67,24.68,0,26.8708,0,88.84,26.8708,0,0,96.57,12.44,48.28,24.14

30,07:15-07:30,7.01,21.5,33,9,7.16,33,19.67,19.67,33.5,7.17,30,12,28,31.83,8,6,13,12,6.36,57.65,231.77,6.39,0,2.19,21.25,2.19,172.51,4.23,70.37,0,96.57,30.28,16.14,2.25,24.68,0,26.8708,0,79.19,26.8708,0,0,96.57,12.44,48.28,24.14

31,07:30-07:45,7.01,21.5,32.66,9.66,7.16,32.67,20,20,36.35,7.17,32.67,16,39,44.05,11,8,17,16,8.81,57.65,213.42,6.39,0,2.82,21.25,2.82,172.51,4.23,70.37,0,96.57,30.28,16.14,2.89,24.68,0,26.8708,0,74.36,26.8708,0,0,96.57,12.44,48.28,24.14

32,07:45-08:00,7.01,21.5,33,10.34,7.16,33,20.33,20.33,41.58,7.17,33,24,49,58.04,14.5,11,20,21,11.61,57.65,213.42,6.39,0,3.67,21.25,3.67,172.51,4.23,70.37,0,96.57,30.28,16.14,3.77,24.68,0,26.8708,0,79.19,26.8708,0,0,96.57,12.44,48.28,24.14

33,08:00-08:15,7.01,21.5,33,8,7.16,33,20.67,20.67,46.13,7.17,33,27,70,73.38,20.5,13,24,30,14.67,57.65,213.42,6.39,0,4.54,21.25,4.54,172.51,4.08,70.37,0,96.57,29.27,16.14,4.65,24.68,0,26.8708,0,88.84,26.8708,0,0,96.57,12.44,48.28,24.14

34,08:15-08:30,7.01,21.5,33,7.34,7.16,33,20.33,20.33,50.49,7.17,33,34,84,89.27,23.5,16,30,36,17.85,57.65,213.42,6.39,0,5.4,21.25,5.4,172.51,4.08,70.37,0,96.57,29.27,16.14,5.52,24.68,0,26.8708,0,88.84,26.8708,0,0,96.57,12.44,48.28,24.14

35,08:30-08:45,7.01,21.5,33,7,7.16,33,20,20,54.64,7.17,33,39,83,105.38,24,18,36,35,21.08,57.65,213.42,6.39,0,6.27,21.25,6.27,172.51,4.08,70.37,0,96.57,30.27,16.14,6.43,24.68,0,26.8708,0,88.84,26.8708,0,0,96.57,12.44,48.28,24.14

36,08:45-09:00,7.01,21.5,33,6.34,7.16,33,19.67,19.67,58.4,7.17,33,45,95,121.56,27,22,42,40,24.31,57.65,213.42,6.39,0,7.11,21.25,7.11,172.51,4.08,70.37,0,96.57,29.27,16.14,7.29,24.68,0,26.8708,0,88.84,26.8708,0,0,96.57,12.44,48.28,24.14

37,09:00-09:15,7.01,21.5,33,6,7.16,33,19.33,19.33,50.55,7.17,33,52,109,137.71,26,25,53,46,27.54,57.65,213.42,3.74,0,7.87,0,7.87,172.51,4.08,70.37,0,0,29.77,16.14,8.07,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

38,09:15-09:30,7.01,21.5,33,5.34,7.16,33,19,19,53.88,7.17,33,58,119,153.18,29,28,59,51,30.63,57.65,213.42,3.74,0,8.59,0,8.59,172.51,4.08,70.37,0,0,27.75,16.14,8.81,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

39,09:30-09:45,7.01,21.5,33,5,7.16,33,18.67,18.67,59.13,7.17,33,61,130,167.57,35,29,63,55,33.51,57.65,213.42,0,0,9.75,0,9.75,172.51,4.08,70.37,0,0,28.27,16.14,9.99,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

40,09:45-10:00,7.01,21.5,33,4.66,7.16,33,18.33,18.33,64.29,7.17,33,66,140,180.54,38,32,68,60,36.11,57.65,231.77,0,0,9.17,0,9.17,172.51,4.08,70.37,0,0,28.77,16.14,9.41,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

41,10:00-10:15,7.21,21.5,33,5.66,7.16,33,16.33,16.33,68.91,7.17,33,71,155,192.51,41,34,75,67,38.5,57.65,251.08,0,0,10.05,0,10.05,220.8,3.95,70.37,0,0,28.77,16.14,10.3,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

42,10:15-10:30,7.21,21.5,33,5.66,7.16,33,16.33,16.33,72.73,7.17,33,76,167,203.29,42.5,37,78,71,40.66,76.17,273.05,0,0,10.61,0,10.61,228.47,3.95,70.37,0,0,27.75,16.14,10.88,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

43,10:30-10:45,7.21,21.5,33,5.66,7.16,33,16.33,16.33,70.92,7.17,33,81,175,212.57,43.5,38,82,75,42.51,76.17,273.05,0,0,11.2,0,11.2,228.47,3.95,70.37,0,0,27.75,16.14,11.49,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

44,10:45-11:00,7.21,21.5,33,5.66,7.16,33,16.33,16.33,72.83,7.17,33,86,179,219.63,43.5,41,85,76,43.92,76.17,273.05,0,0,11.79,0,11.79,228.47,3.95,70.37,0,0,27.75,16.14,12.09,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

45,11:00-11:15,7.41,21.5,33,6.66,7.16,33,16.33,16.33,73.95,7.17,33,87,168,223.96,44.5,41,88,72,44.79,76.17,273.05,0,0,12.14,0,12.14,228.47,3.95,70.37,0,0,27.75,16.14,12.44,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

46,11:15-11:30,7.41,21.5,33,8,7.16,33,16.33,16.33,74.45,7.17,33,87,172,226.06,44.5,41,89,73,45.21,76.17,273.05,0,0,12.25,0,12.25,228.47,3.95,70.37,0,0,27.75,16.14,12.56,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

47,11:30-11:45,12.01,21.5,33,7.34,7.16,33,16.67,16.67,74.96,7.17,33,90,179,226.33,43,43,89,76,45.26,76.17,273.05,0,0,12.36,0,12.36,228.47,3.95,70.37,0,0,27.25,16.14,12.66,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

48,11:45-12:00,11.81,22,33,7.34,7.34,33,16.67,16.67,76.07,7.33,33,90,179,225.86,43,43,90,76,45.17,76.17,273.05,0,0,12.45,0,12.45,228.47,3.95,70.37,0,0,27.25,16.14,12.77,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

49,12:00-12:15,17,21.5,33,7.34,7.16,33,16.67,16.67,81.87,7.17,33,85,161,224.83,43,40,90,69,44.97,76.17,273.05,0,0,14.16,0,14.16,228.47,4,70.37,0,0,27.25,15.95,14.5,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

50,12:15-12:30,16.6,22,33,7.34,7.34,33,16.67,16.67,84.37,7.33,33,85,168,224.51,43,40,90,72,44.9,76.17,273.05,0,0,14.18,0,14.18,228.47,4,70.37,0,0,28.26,15.95,14.53,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

51,12:30-12:45,16,23,33,7.34,7.66,33,16.67,16.67,84.9,7.67,33,81,179,230.21,45.5,39,90,76,46.04,76.17,273.05,0,0,14.22,0,14.22,228.47,4,70.37,0,0,28.26,15.95,14.56,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

52,12:45-13:00,15.6,25,33,7.34,8.34,33,16.67,16.67,83.2,8.33,33,81,179,230.21,45.5,39,90,76,46.04,76.17,273.05,0,0,15.16,0,15.16,228.47,4,70.37,0,0,28.26,15.95,15.54,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

53,13:00-13:15,23.41,26.5,33,7.34,8.84,33,17,17,78.69,8.83,33,78,161,230.21,44.5,37,90,69,46.04,57.65,273.05,4.37,0,15.16,0,15.16,180.18,4,70.37,0,0,28.26,15.95,15.54,24.68,0,26.8708,0,71.64,26.8708,0,0,0,12.44,0,0

54,13:15-13:30,23.01,28.5,33,7.66,9.5,33,17.67,17.67,74.16,9.5,33,78,168,230.21,44.5,38,90,72,46.04,57.65,273.05,4.37,0,15.16,0,15.16,172.51,4,70.37,0,0,28.26,15.95,15.54,24.68,0,26.8708,0,53.11,26.8708,0,0,0,12.44,0,0

55,13:30-13:45,22.41,31,33,8,10.34,33,18,18,70.13,10.33,33,78,175,230.21,43.5,37,89,75,46.04,76.57,273.05,4.37,0,15.16,0,15.16,227.5,4,66.22,0,0,28.26,15.95,15.54,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

56,13:45-14:00,21.61,33,33,8.34,11,33,18.67,18.67,69.92,11,33,78,179,230.21,43.5,38,89,76,46.04,76.57,273.05,3.8,0,15.16,0,15.16,227.5,4,66.22,0,0,28.26,15.95,15.54,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

57,14:00-14:15,20.8,35,33,11,11.66,33,25.67,25.67,68.72,11.67,33,81,175,230.21,43.5,39,88,75,46.04,76.57,273.05,3.74,0,14.66,0,14.66,227.5,4.27,66.22,0,0,28.26,16.14,15.04,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

58,14:15-14:30,19.6,36.5,33,11.34,12.16,33,26,26,66.93,12.17,33,87,168,226.88,42.5,41,87,72,45.37,76.57,273.05,3.74,0,14.37,0,14.37,262.19,4.27,66.22,0,0,28.26,16.14,14.73,24.68,0,26.8708,0,100.61,26.8708,0,0,0,12.44,0,0

59,14:30-14:45,16,38,33,11.66,12.66,33,27,27,64.25,12.67,33,81,168,223.33,42.5,39,83,72,44.67,87.11,273.05,3.74,0,13.74,0,13.74,262.19,4.27,66.22,0,0,28.76,16.14,14.08,24.68,0,24.0835,0,100.61,24.0835,0,0,0,12.44,0,0

60,14:45-15:00,16.4,39.5,33,12,13.16,33,28.33,28.33,61.72,13.17,33,78,161,218.85,41.5,37,79,69,43.77,87.11,273.05,3.74,0,13.37,0,13.37,262.19,4.27,66.22,0,0,28.76,16.14,13.7,24.68,0,24.0835,0,100.61,24.0835,0,0,0,12.44,0,0

61,15:00-15:15,13,41,33,12.66,13.66,33,28.33,28.33,61.25,13.67,33,76,160,213.06,38,37,73,69,42.61,87.11,273.05,3.74,0,12.96,0,12.96,262.19,4.65,66.22,0,0,28.76,16.14,13.28,24.68,0,24.0835,0,100.61,24.0835,0,0,0,12.44,0,0

62,15:15-15:30,13.2,43,33,13.66,14.34,33,30.33,30.33,58.54,14.33,33,71,149,203.87,37,34,70,64,40.77,87.11,273.05,3.74,0,12.03,0,12.03,262.19,4.65,66.22,0,0,28.76,16.14,12.33,24.68,0,24.0835,0,100.61,24.0835,0,0,0,12.44,0,0

63,15:30-15:45,13.4,44.5,33,14.34,14.84,33,31.67,31.67,55.22,14.83,33,66,140,193.13,35,32,65,60,38.63,87.11,273.05,3.74,0,11.53,0,11.53,262.19,4.65,66.22,0,0,28.76,16.14,11.81,24.68,0,0,0,100.61,0,0,0,0,12.44,0,0

64,15:45-16:00,14,46,33,14.66,15.34,33,32.33,32.33,51.16,15.33,33,61,130,179.87,32,29,62,55,35.97,87.11,273.05,3.74,0,10.68,0,10.68,262.19,4.65,66.22,0,0,28.76,16.14,10.95,24.68,0,0,0,100.61,0,0,0,0,12.44,0,0

65,16:00-16:15,10.21,48.5,33,15,16.16,33,45.33,45.33,45.67,16.17,33,51,105,164.99,29,24,58,45,33,87.11,273.05,3.74,0,9.73,0,9.73,262.19,5.11,66.22,0,0,28.76,16.87,9.98,24.68,0,0,0,100.61,0,0,0,0,12.44,0,0

66,16:15-16:30,11.21,49,33,15.34,16.34,33,45.67,45.67,39.08,16.33,33,46,95,147.35,26,22,52,40,29.47,87.11,273.05,3.74,0,8.35,0,8.35,262.19,5.11,66.22,0,0,28.76,16.87,8.57,24.68,0,0,0,100.61,0,0,0,0,12.44,0,0

67,16:30-16:45,12.21,57.5,33,15.66,19.16,33,51.67,51.67,32.65,19.17,22,40,84,128.15,24,19,45,36,25.63,87.11,273.05,3.74,0,7.17,0,7.17,262.19,5.11,66.22,0,0,28.76,16.87,7.35,24.68,0,0,0,100.61,0,0,0,0,12.44,0,0

68,16:45-17:00,11.61,58.5,33,16.34,19.5,33,51.67,51.67,26.68,19.5,12,32,74,108.57,20,16,38,31,21.71,87.11,273.05,3.74,0,5.56,0,5.56,262.19,5.11,66.22,0,0,28.76,16.87,5.7,24.68,0,0,0,100.61,0,0,0,0,12.44,0,0

69,17:00-17:15,13,59,31.95,16.66,19.66,31.95,51.33,51.33,21.33,19.67,7,20,60,89.68,15,9,30,25,17.94,87.11,273.05,3.74,0,4.57,21.25,4.57,262.19,5.57,66.22,0,96.57,29.27,16.87,4.67,24.68,0,0,0,100.61,0,0,0,96.57,12.44,48.28,24.14

70,17:15-17:30,17,58.5,25.95,16,19.5,25.95,51,51,16.5,19.5,1,15,49,72.65,11,7,23,21,14.53,87.11,273.05,3.74,0,3.74,21.25,3.74,262.19,5.57,66.22,0,96.57,29.27,16.87,3.82,24.68,0,0,0,100.61,0,0,0,96.57,12.44,48.28,24.14

71,17:30-17:45,21.21,60,20.67,18.34,20,20.67,55,55,11.79,20,0,12,39,57.56,8.5,6,18,16,11.51,87.11,273.05,3.74,0,2.81,21.25,2.81,262.19,5.57,66.22,0,96.57,29.27,16.87,2.89,24.68,0,0,0,100.61,0,0,0,96.57,12.44,48.28,24.14

72,17:45-18:00,23.81,59,16.07,18.34,19.66,16.07,53.33,53.33,7.49,19.67,0,10,28,44.34,7,5,15,12,8.87,87.11,273.05,3.74,0,2.09,21.25,2.09,262.19,5.57,66.22,0,96.57,29.27,16.87,2.14,24.68,0,0,0,100.61,0,0,0,96.57,12.44,48.28,24.14

73,18:00-18:15,14,58,0,18,19.34,0,52.67,52.67,5.01,19.33,0,7,18,32.54,7,3,12,7,6.51,87.11,273.05,4.53,0,1.58,21.25,1.58,262.19,5.9,66.22,0,96.57,30.28,16.87,1.63,24.68,0,0,0,91.22,0,0,0,96.57,12.44,48.28,24.14

74,18:15-18:30,14.4,57.5,0,17.34,19.16,0,51.67,51.67,3.11,19.17,0,3,7,22.05,5,2,8,3,4.41,87.11,273.05,5.32,0,1.17,21.25,1.17,262.19,5.9,66.22,0,96.57,30.28,16.87,1.2,24.68,0,0,0,91.22,0,0,0,96.57,12.44,48.28,24.14

75,18:30-18:45,15,60,0,18.66,20,0,56,56,1.34,20,0,1,4,13.13,3,1,6,1,2.62,77.26,273.05,6.27,0,0.55,21.25,0.55,262.19,5.9,115.4,0,96.57,30.28,16.87,0.57,24.68,0,0,0,91.22,0,0,0,96.57,12.44,48.28,24.14

76,18:45-19:00,15.6,59,0,18.34,19.66,0,55,55,0,19.67,0,0,1,6.86,2,0,4,0,1.37,77.26,273.05,6.39,0,0.32,21.25,0.32,262.19,5.9,115.4,0,96.57,31.29,16.87,0.33,24.68,0,30.5,0,91.22,0,0,0,96.57,12.44,48.28,24.14

77,19:00-19:15,14.8,57.5,0,18.34,19.16,0,51.67,51.67,0,19.17,0,0,1,1.68,1,0,2,0,0.33,77.26,273.05,6.39,96.57,0.06,21.25,0.06,262.19,5.9,115.4,0,96.57,31.29,16.87,0.07,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

