Time,Block,NR/2023/14745/A,NR/2023/12167/A,NR/2023/13635/A,NR/2023/12591/A,NR/2023/14898/A,NR/2023/12168/A,NR/2023/15910/C,NR/2023/15306/F,NR/2023/15057/F,ER/2023/9874/C,NR/2023/13862/A,NR/2023/12422/A,NR/2023/12148/A,NR/2023/15402/F,NR/2023/15309/F,NR/2023/15304/F,NR/2023/12347/A,NR/2023/15900/D,NR/2023/15694/F,NR/2023/14737/A,NR/2023/12052/A,NR/2023/12053/A,NR/2023/15905/C,NR/2023/12592/A,NR/2023/12431/A,NR/2023/15303/F,NR/2023/15898/D,NR/2023/14746/A,NR/2023/15296/F,NR/2023/14895/A,NR/2023/15918/C,NR/2023/15896/D,NR/2023/15919/C,Total
68,16:45-17:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.820000,16.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,1.59,17.37,1144.55

69,17:00-17:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.820000,50.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,38.600000,193.020000,62.730000,62.970000,0.000000,9.080000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,1.35,0,1043.23

70,17:15-17:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.820000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,38.600000,193.020000,62.730000,62.970000,0.000000,9.080000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,2.17,0,994.05

71,17:30-17:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.820000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,38.600000,193.020000,62.730000,62.970000,0.000000,9.080000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,1.62,0,993.5

72,17:45-18:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.820000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,38.600000,193.020000,62.730000,62.970000,0.000000,9.080000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,1.29,0,993.17

73,18:00-18:15,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,9.080000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,15.980000,0.86,0,953.92

74,18:15-18:30,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,9.080000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,15.980000,0.41,0,953.47

75,18:30-18:45,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,9.080000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,15.980000,0.2,0,953.26

76,18:45-19:00,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,9.080000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,15.980000,0,0,953.06

77,19:00-19:15,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,9.080000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,955.97

78,19:15-19:30,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,9.080000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,955.97

79,19:30-19:45,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,9.080000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,955.97

80,19:45-20:00,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,9.080000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,955.97

81,20:00-20:15,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,8.070000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,954.96

82,20:15-20:30,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,8.070000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,954.96

83,20:30-20:45,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,8.070000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,954.96

84,20:45-21:00,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,48.260000,0.000000,193.020000,62.730000,62.970000,36.410000,8.070000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,954.96

85,21:00-21:15,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,8.070000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,998.38

86,21:15-21:30,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,8.070000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,998.38

87,21:30-21:45,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,8.070000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,998.38

88,21:45-22:00,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.840000,0,0,996.36

89,22:00-22:15,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1130.44

90,22:15-22:30,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1130.44

91,22:30-22:45,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1130.44

92,22:45-23:00,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.920000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1130.44

93,23:00-23:15,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1130.39

94,23:15-23:30,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1130.39

95,23:30-23:45,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1130.39

96,23:45-24:00,0.000000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,91.680000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1130.39

