Block,Time,SEWA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,URI,SALAL,RAPPB,RAPPC,RIHAND2,RIHAND3,BSIUL,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NJPC,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DHAULIGNGA,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,15.804048,125.5875,11.7852,0,19.985,42.392196,0,32.41932,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,40.95,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

2,00:15-00:30,15.804048,125.5875,11.7852,0,19.985,42.392196,0,32.41932,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,40.95,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

3,00:30-00:45,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,33.385,345.375

4,00:45-01:00,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,33.385,345.375

5,01:00-01:15,15.804048,124.5,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,33.385,345.375

6,01:15-01:30,15.804048,124.5,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,33.385,345.375

7,01:30-01:45,15.804048,124.5,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

8,01:45-02:00,15.804048,124.5,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,51.888,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

9,02:00-02:15,15.804048,124.5,12.5538,0,19.985,42.392196,0,32.41932,26.39091,65.52,0.99476,51.888,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

10,02:15-02:30,15.804048,124.5,12.5538,0,19.985,42.392196,0,32.41932,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

11,02:30-02:45,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

12,02:45-03:00,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

13,03:00-03:15,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

14,03:15-03:30,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

15,03:30-03:45,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,51.888,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

16,03:45-04:00,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,51.888,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

17,04:00-04:15,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

18,04:15-04:30,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

19,04:30-04:45,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

20,04:45-05:00,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,82.502,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

21,05:00-05:15,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

22,05:15-05:30,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

23,05:30-05:45,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

24,05:45-06:00,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

25,06:00-06:15,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

26,06:15-06:30,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,51.888,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

27,06:30-06:45,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,51.888,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

28,06:45-07:00,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

29,07:00-07:15,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

30,07:15-07:30,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

31,07:30-07:45,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

32,07:45:08:00,15.804048,125.5875,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

33,08:00-08:15,15.804048,124.5,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,30.957,345.375

