Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5428,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31102037/L_NR_2019_11,NR/26072023/25122043/L_NR_2023_10,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/9061,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/1868,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,GNA/NR/2024/11/01/5474,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5444,GNA/WR/2024/10/15/7089,NR/01102023/19072037/LT-05
13,03:00-03:15,0,0,16.21,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.39,0,25.94,0,1.76,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.66,1.81,110.48,8.65,0,26.75,0,190.26,57.35,0,25.94,0,70.04

14,03:15-03:30,0,0,16.81,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.39,0,25.94,0,1.76,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.66,1.81,158.52,8.65,0,26.75,0,190.26,57.35,0,25.94,0,70.04

15,03:30-03:45,0,0,17.01,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.39,0,25.94,0,1.76,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.66,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

16,03:45-04:00,0,0,17.01,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.39,0,25.94,0,1.76,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.66,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

17,04:00-04:15,0,0,17.41,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.39,0,25.94,0,1.68,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.57,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

18,04:15-04:30,0,0,18.01,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.39,0,25.94,0,1.68,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.57,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

19,04:30-04:45,0,0,18.21,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.39,0,25.94,0,1.68,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.57,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

20,04:45-05:00,0,0,18.21,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.39,0,25.94,0,1.68,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.57,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

21,05:00-05:15,0,0,18.21,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.32,0,25.94,0,1.68,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.57,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

22,05:15-05:30,0,0,18.41,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.32,0,25.94,0,1.68,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.57,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

23,05:30-05:45,0,0,17.01,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.32,0,25.94,0,1.68,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.57,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

24,05:45-06:00,0,0,17.21,0,0,25.01,16,6.67,0,0,8.33,16,8.33,0,0,0,1.32,0,25.94,0,1.68,0,52.84,25.94,0,0,17.29,8.65,63.42,149.4,0,2.57,1.81,170.66,8.65,0,0,0,190.26,57.35,0,25.94,0,70.04

25,06:00-06:15,0,0,17.41,0,0,25.01,15.33,6.67,0.89,2.28,8.33,15.34,8.33,0,0,0,1.24,0,25.94,0,1.68,0,52.84,25.94,4,0,17.29,8.65,0,149.4,0,2.57,1.76,218.69,8.65,0,0,0,0,57.35,0,25.94,0,70.04

26,06:15-06:30,0,0,17.61,0,0,25.01,15.33,6.67,1.45,8.01,8.33,15.34,8.33,0,0,0,1.24,0,25.94,0,1.68,0,52.84,25.94,8,0,17.29,8.65,0,149.4,0,2.57,1.76,223.5,8.65,0,0,0,0,57.35,0,25.94,0,70.04

27,06:30-06:45,0,0,17.61,0.01,0,25.01,15,6.67,2.94,18.31,8.33,15,8.33,0,0,0,1.24,0,25.94,0,1.68,0,52.84,25.94,13,0,17.29,8.65,0,192.14,0.1,2.57,1.76,223.5,8.65,0.1,0,0,0,57.35,0.1,25.94,0,70.04

28,06:45-07:00,0.04,0,17.81,0.19,1.56,25.01,15,6.67,9.4,26.29,8.33,15,8.33,0,0,0,1.24,0,25.94,0,1.68,0,52.84,25.94,20,0,17.29,8.65,0,230.57,0.21,2.57,1.76,223.5,8.65,0.22,0,0,0,57.35,0.21,25.94,0,70.04

29,07:00-07:15,0.21,1,18.01,1.03,8.52,19.99,15,6.67,18.9,31.66,6.67,15,6.67,0,2,1,1.24,0,25.94,1,1.6,0,81.66,25.94,28,0,24.98,8.65,0,271.64,0.51,2.57,1.76,226.32,8.65,0.52,0,0,0,57.35,0.51,25.94,0,70.04

30,07:15-07:30,1.02,2,18.01,5.12,16.43,19.99,15,6.67,29.76,29.77,6.67,15,6.67,1,5,4,1.24,0,25.94,2,1.6,1,100.09,25.94,29.77,0,24.98,8.65,0,271.64,0.87,2.57,1.76,226.32,8.65,0.89,0,0,0,57.35,0.87,25.94,0,70.04

31,07:30-07:45,2.66,5,18.01,13.32,25.03,19.99,15,6.67,31.84,31.83,6.67,15,6.67,3,7,7,1.16,0,33.62,5,1.6,3,100.09,34.59,31.83,0,24.98,8.65,0,271.64,1.23,2.57,1.76,226.32,8.65,1.26,0,0,0,57.35,1.23,33.62,0,70.04

32,07:45-08:00,5.06,7,18.01,25.31,33.92,19.99,15,6.67,32.66,32.67,6.67,15,6.67,4,11,18,1.16,0,33.62,8,1.6,7,100.09,34.59,32.67,0,24.98,8.65,0,271.64,1.65,2.57,1.76,226.32,8.65,1.69,0,0,0,57.35,1.65,33.62,0,70.04

33,08:00-08:15,8.06,8,18.01,40.33,43.18,19.99,15,6.67,33,33,6.67,15,6.67,5,18,35,1.16,0,33.62,10,1.6,15,100.09,34.59,33,0,24.98,8.65,0,271.64,2.24,2.57,1.76,226.32,8.65,2.3,0,0,0,76.17,2.24,33.62,0,70.04

34,08:15-08:30,11.73,12,18.01,58.65,52.26,19.99,15,6.67,33,33,6.67,15,6.67,7,27,49,1.16,0,33.62,15,1.6,21,100.09,34.59,33,0,24.98,8.65,0,271.64,2.88,2.57,1.76,226.32,8.65,2.95,0,0,0,76.17,2.88,33.62,0,70.04

35,08:30-08:45,15.53,16,18.01,77.63,60.78,25.01,18.33,6.67,33,33,8.33,18.34,8.33,10,35,63,1.16,0,33.62,20,1.6,27,71.26,34.59,33,0,24.98,8.65,0,271.64,3.59,2.57,1.76,226.32,8.65,3.68,0,0,0,76.17,3.59,33.62,0,70.04

36,08:45-09:00,19.05,20,18.01,95.27,69.03,24.49,18,6.67,33,33,8.17,18,8.17,13,42,77,1.16,0,33.62,27,1.6,33,52.84,34.59,33,0,24.98,8.65,0,271.64,4.37,2.57,1.76,226.32,8.65,4.48,0,0,0,76.17,4.37,33.62,0,70.04

37,09:00-09:15,23.51,23,17.21,117.54,72.07,24,17.33,6.67,33,33,8,17.34,8,17,48,95,1.16,0,28.82,33,1.53,40,52.84,28.82,33,0,24.98,8.65,0,271.64,5.43,2.57,1.76,226.32,8.65,5.57,0,0,0,76.17,5.43,28.82,0,70.04

38,09:15-09:30,27.52,26,17.21,137.61,79.55,23.51,16.67,6.67,33,33,7.83,16.66,7.83,21,55,109,1.16,0,28.82,41,1.53,46,52.84,28.82,33,0,24.98,8.65,0,271.64,6.75,2.57,1.76,178.29,8.65,6.92,0,0,0,57.35,6.75,28.82,0,70.04

39,09:30-09:45,31.2,29,17.01,156,86.67,22.99,16,6.67,33,33,7.67,16,7.67,28,62,123,1.16,0,28.82,57,1.68,52,52.84,28.82,33,0,24.98,8.65,0,271.64,8.07,2.57,1.76,226.32,8.65,8.28,0,0,0,57.35,8.07,28.82,0,70.04

40,09:45-10:00,34.85,32,17.21,174.26,93.26,22.5,15.33,6.67,33,33,7.5,15.34,7.5,32,67,133,1.16,0,28.82,63,1.68,57,52.84,28.82,33,0,24.98,8.65,0,271.64,9.28,2.57,1.76,226.32,8.65,9.51,0,0,0,57.35,9.28,28.82,0,70.04

41,10:00-10:15,38.33,34,20.01,191.66,99.15,22.5,14.67,6.67,33,33,7.5,14.66,7.5,34,72,147,1.16,0,28.82,69,1.68,63,52.84,33.62,33,0,24.98,8.65,0,271.64,10.22,2.57,1.81,226.32,8.65,10.48,0,0,0,57.35,10.22,28.82,0,70.04

42,10:15-10:30,41.13,36,19.61,205.67,104.18,22.5,13.33,6.67,33,33,7.5,13.34,7.5,36,77,158,1.16,0,28.82,72,1.68,67,52.84,33.62,33,0,24.98,8.65,0,271.64,10.9,2.57,1.81,226.32,8.65,11.17,0,0,0,57.35,10.9,28.82,0,70.04

43,10:30-10:45,44,37,19.21,220.02,107.98,22.5,12.67,6.67,33,33,7.5,12.66,7.5,38,83,165,1.16,0,28.82,77,1.68,70,52.84,33.62,33,0,24.98,8.65,0,271.64,11.51,2.57,1.81,226.32,8.65,11.79,0,0,0,57.35,11.51,28.82,0,70.04

44,10:45-11:00,45.65,38,18.61,228.24,111.32,22.5,12,6.67,33,33,7.5,12,7.5,41,86,172,1.16,0,28.82,82,1.68,73,52.84,33.62,33,0,24.98,8.65,0,271.64,12.02,2.57,1.81,226.32,8.65,12.33,0,0,0,57.35,12.02,28.82,0,70.04

45,11:00-11:15,46,40,27.61,230,114.14,22.5,12,6.67,33,33,7.5,12,7.5,45,89,179,1.16,0,28.82,89,1.76,76,52.84,33.62,33,0,24.98,8.65,0,271.64,12.38,2.57,1.81,178.29,8.65,12.68,0,0,0,57.35,12.38,28.82,0,70.04

46,11:15-11:30,46,40,27.01,230,116.47,22.5,12,6.67,33,33,7.5,12,7.5,45,89,186,1.16,0,28.82,90,1.76,79,52.84,33.62,33,0,24.98,8.65,0,271.64,12.76,2.57,1.81,170.66,8.65,13.08,0,0,0,57.35,12.76,28.82,0,70.04

47,11:30-11:45,46,41,31.41,230,117.79,22.5,12,6.67,33,33,7.5,12,7.5,45,89,186,1.16,0,28.82,90,1.76,79,52.84,33.62,33,0,24.98,8.65,0,230.57,13.06,2.57,1.81,122.62,8.65,13.39,0,0,0,57.35,13.06,28.82,0,70.04

48,11:45-12:00,46,42,30.61,230,119.29,19.99,12,6.67,33,33,6.67,12,6.67,45,90,186,1.16,0,28.82,90,1.76,79,52.84,33.62,33,0,24.98,8.65,0,230.57,13.29,2.57,1.81,110.48,8.65,13.62,0,0,0,57.35,13.29,28.82,0,70.04

49,12:00-12:15,46,42,24.81,230,126.36,19.99,12,6.67,33,33,6.67,12,6.67,45,90,186,1.24,0,28.82,90,1.83,79,52.84,33.62,33,0,24.98,8.65,0,230.57,13.4,2.57,1.84,110.48,8.65,13.73,0,0,0,57.35,13.4,28.82,0,70.04

50,12:15-12:30,46,42,24.01,230,125.59,19.99,12,6.67,33,33,6.67,12,6.67,45,90,186,1.24,0,28.82,90,1.83,79,52.84,33.62,33,0,24.98,8.65,0,230.57,13.37,2.57,1.84,110.48,8.65,13.7,0,0,0,57.35,13.37,28.82,0,70.04

51,12:30-12:45,46,42,19.61,230,124.15,19.99,12,6.67,33,33,6.67,12,6.67,45,90,186,1.24,0,28.82,90,1.83,79,52.84,33.62,33,0,24.98,8.65,0,230.57,13.41,2.57,1.84,110.48,8.65,13.74,0,0,0,57.35,13.41,28.82,0,70.04

52,12:45-13:00,46,42,19.01,230,122.17,19.99,12,6.67,33,33,6.67,12,6.67,45,90,186,1.24,0,28.82,90,1.83,79,52.84,33.62,33,0,24.98,8.65,0,230.57,13.32,2.57,1.84,110.48,8.65,13.66,0,0,0,57.35,13.32,28.82,0,70.04

53,13:00-13:15,46,41,18.21,230,119.16,19.99,12,6.67,33,33,6.67,12,6.67,43,89,189,1.32,0,28.82,87,1.91,81,52.84,33.62,33,0,24.98,8.65,0,230.57,13.05,2.57,1.84,110.48,8.65,13.39,0,0,0,57.35,13.05,28.82,0,70.04

54,13:15-13:30,46,40,17.61,230,114.9,19.99,12,6.67,33,33,6.67,12,6.67,42,89,186,1.32,0,28.82,83,1.91,79,52.84,33.62,33,0,24.98,8.65,0,230.57,12.78,2.57,1.84,110.48,8.65,13.1,0,0,0,57.35,12.78,28.82,0,70.04

55,13:30-13:45,46,39,17.01,230,121.66,19.99,12,6.67,33,33,6.67,12,6.67,41,88,182,1.32,0,28.82,82,1.91,78,52.84,33.62,33,0,24.98,8.65,0,230.57,12.55,2.57,1.84,110.48,8.65,12.86,0,0,0,57.35,12.55,28.82,0,70.04

56,13:45-14:00,44.37,38,16.41,221.84,114.52,19.99,12,6.67,33,33,6.67,12,6.67,40,86,175,1.32,0,28.82,80,1.91,75,52.84,33.62,33,0,24.98,8.65,0,230.57,12.41,2.57,1.84,110.48,8.65,12.72,0,0,0,57.35,12.41,28.82,0,70.04

57,14:00-14:15,41.94,36,7.6,209.72,107.16,19.99,12,6.67,33,33,6.67,12,6.67,39,83,168,1.39,0,28.82,79,2.14,72,52.84,33.62,33,0,24.98,8.65,0,230.57,11.99,2.57,1.84,110.48,8.65,12.29,0,0,0,57.35,11.99,28.82,0,70.04

58,14:15-14:30,40.41,34,7.6,202.03,99.73,19.99,12,6.67,33,33,6.67,12,6.67,38,79,158,1.39,0,28.82,75,2.14,67,52.84,33.62,33,0,24.98,8.65,0,230.57,11.33,2.57,1.84,110.48,8.65,11.61,0,0,0,57.35,11.33,28.82,0,70.04

59,14:30-14:45,38.86,32,7.6,194.33,91.81,19.99,12,6.67,33,33,6.67,12,6.67,35,76,147,1.39,0,28.82,71,2.14,63,52.84,33.62,33,0,24.98,8.65,0,271.64,10.7,2.57,1.84,110.48,8.65,10.96,0,0,0,57.35,10.7,28.82,0,70.04

60,14:45-15:00,36.77,30,7.6,183.87,83.67,19.99,12,6.67,33,33,6.67,12,6.67,32,69,137,1.39,0,28.82,65,2.14,58,52.84,33.62,33,0,24.98,8.65,0,271.64,9.96,2.57,1.84,110.48,8.65,10.21,0,0,0,57.35,9.96,28.82,0,70.04

61,15:00-15:15,34.38,29,7.6,171.91,78.84,19.99,12,6.67,33,33,6.67,12,6.67,29,62,123,1.55,0,28.82,58,2.22,52,52.84,33.62,33,0,24.98,8.65,0,271.64,9.23,2.57,1.84,110.48,8.65,9.45,0,0,0,57.35,9.23,28.82,0,70.04

62,15:15-15:30,31.08,25,7.6,155.38,70.23,19.99,12,6.67,33,33,6.67,12,6.67,25,55,109,1.55,0,28.82,50,2.22,46,52.84,33.62,33,0,24.98,8.65,0,271.64,8.23,2.57,1.84,110.48,8.65,8.43,0,0,0,57.35,8.23,28.82,0,70.04

63,15:30-15:45,27.42,22,7.6,137.13,60.9,19.99,12,6.67,33,33,6.67,12,6.67,21,50,93,1.55,0,28.82,43,2.45,40,52.84,33.62,33,0,24.98,8.65,0,271.64,7.3,2.57,1.84,158.52,8.65,7.48,26.75,0,0,76.17,7.3,28.82,0,70.04

64,15:45-16:00,23.45,18,7.6,117.25,51.86,19.99,12,6.67,33,33,6.67,12,6.67,18,43,78,1.55,0,28.82,35,2.45,33,52.84,33.62,33,0,24.98,8.65,0,271.64,6.36,2.57,1.84,206.55,8.65,6.51,26.75,0,0,76.17,6.36,28.82,0,70.04

65,16:00-16:15,20.08,14,8.4,100.42,41.58,19.99,12,6.67,32.96,33,6.67,12,6.67,14,36,63,1.55,0,33.62,28,2.45,27,52.84,34.59,33,0,24.98,8.65,0,271.64,5.4,2.57,1.84,226.32,8.65,5.53,27.26,0,0,76.17,5.4,33.62,0,65.9

66,16:15-16:30,16.26,10,9,81.33,31.03,19.99,12,6.67,21.37,33,6.67,12,6.67,10,29,49,1.55,0,33.62,20,2.45,21,52.84,34.59,30,0,24.98,8.65,0,271.64,4.39,2.57,1.84,226.32,8.65,4.5,27.75,0,0,76.17,4.39,33.62,0,65.9

67,16:30-16:45,12.77,7,10.6,63.83,20.99,19.99,12,6.67,12.44,28.76,6.67,12,6.67,5,21,35,1.55,0,33.62,11,2.45,15,81.66,34.59,24,0,24.98,8.65,0,271.64,3.36,2.57,1.84,260.83,8.65,3.45,27.75,0,0,76.17,3.36,33.62,0,65.9

68,16:45-17:00,9.01,5,12.21,45.03,13.57,19.99,12,6.67,5.57,18.24,6.67,12,6.67,3,15,21,1.55,0,33.62,7,2.45,9,100.09,34.59,16,0,24.98,8.65,0,271.64,2.36,2.57,1.84,260.83,8.65,2.43,27.75,0,0,76.17,2.36,33.62,0,65.9

69,17:00-17:15,5.31,2,12.01,26.58,6.04,19.99,20.67,6.67,1.4,8.01,6.67,20.66,6.67,2,10,11,1.7,0,33.62,3,2.45,4,100.09,34.59,7,0,24.98,8.65,0,271.64,1.68,2.57,1.84,260.83,8.65,1.72,26.75,0,0,86.66,1.68,33.62,0,82.83

70,17:15-17:30,2.59,1,12.41,12.98,0,19.99,20.67,6.67,1.55,3.49,6.67,20.66,6.67,0,7,7,1.7,0,33.62,1,2.45,3,100.09,34.59,1,0,24.98,8.65,0,271.64,1.15,2.57,1.84,260.83,8.65,1.17,26.75,0,0,86.66,1.15,33.62,0,114.86

71,17:30-17:45,0.89,0,12.81,4.43,0,19.99,20.67,6.67,0.93,2.28,6.67,20.66,6.67,0,3,4,1.7,0,33.62,0,2.45,1,100.09,34.59,0,0,24.98,8.65,0,271.64,0.71,2.57,1.84,260.83,8.65,0.73,27.75,0,0,86.66,0.71,33.62,0,114.86

72,17:45-18:00,0.1,0,13.01,0.51,0,25.5,20.33,6.67,0.58,0.86,8.5,20.34,8.5,0,2,1,1.7,0,33.62,0,2.45,0,100.09,34.59,0,0,24.98,8.65,0,271.64,0.39,7.98,1.84,260.83,8.65,0.4,27.75,0,0,86.66,0.39,33.62,0,114.86

73,18:00-18:15,0,0,9.2,0,0,25.99,13.33,6.67,0,0,8.67,13.34,8.67,0,0,0,1.39,0,33.62,0,2.22,0,100.09,34.59,0,0,24.98,8.65,0,271.64,0.22,8.35,1.81,260.83,8.65,0.23,27.75,50,0,86.66,0.22,33.62,150,114.86

74,18:15-18:30,0,0,10,0,0,25.5,13.33,6.67,0,0,8.5,13.34,8.5,0,0,0,1.39,0,33.62,0,2.22,0,100.09,34.59,0,0,24.98,8.65,0,271.64,0,8.35,1.81,260.83,8.65,0,27.26,50,0,86.66,0,33.62,150,114.86

75,18:30-18:45,0,0,10.6,0,0,25.5,13.33,6.67,0,0,8.5,13.34,8.5,0,0,0,1.39,0,33.62,0,2.22,0,100.09,34.59,0,0,24.98,8.65,0,271.64,0,8.35,1.81,260.83,8.65,0,27.26,50,0,86.66,0,33.62,150,114.86

76,18:45-19:00,0,0,10.8,0,0,25.01,13.33,6.67,0,0,8.33,13.34,8.33,0,0,0,1.39,0,33.62,0,2.22,0,100.09,34.59,0,0,24.98,8.65,0,271.64,0,8.35,1.81,260.83,8.65,0,27.26,50,0,86.66,0,33.62,150,114.86

77,19:00-19:15,0,0,10.6,0,0,25.01,13.33,6.67,0,0,8.33,13.34,8.33,0,0,0,1.39,0,33.62,0,2.14,0,81.66,34.59,0,0,24.98,8.65,0,271.64,0,8.17,1.81,226.32,8.65,0,26.75,50,0,76.17,0,33.62,150,65.9

78,19:15-19:30,0,0,10.8,0,0,25.01,13.33,6.67,0,0,8.33,13.34,8.33,0,0,0,1.39,0,33.62,0,2.14,0,76.86,34.59,0,0,24.98,8.65,0,271.64,0,8.17,1.81,226.32,8.65,0,27.75,50,0,76.17,0,33.62,150,65.9

79,19:30-19:45,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.39,0,33.62,0,2.14,0,72.05,33.62,0,0,24.98,8.65,0,271.64,0,8.17,1.81,226.32,8.65,0,27.26,50,0,76.17,0,33.62,150,65.9

80,19:45-20:00,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.39,0,33.62,0,2.14,0,86.46,33.62,0,0,24.98,8.65,0,271.64,0,8.17,1.81,226.32,8.65,0,27.26,50,0,76.17,0,33.62,150,65.9

81,20:00-20:15,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.32,0,28.82,0,2.14,0,100.09,33.62,0,0,24.98,8.65,0,271.64,0,7.98,1.81,250.34,8.65,0,27.26,50,0,76.17,0,28.82,200,65.9

