Block,Time,BSIUL,CHAMERA1,CHAMERA3,DULHASTI,DADRT2,DHAULIGNGA,JHAJJAR,CHAMERA2,UNCHAHAR2,UNCHAHAR4,URI,UNCHAHAR3,URI2,RIHAND3,SALAL,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TEHRI,UNCHAHAR1,KOLDAM,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND2,TANDA2,RIHAND1,SEWA2,NJPC,KISHANGANGA,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
6,01:15-01:30,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,85.988,139.3125,0.97563,13.1943,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.35,147.515625,24.99,15.00135,14.253199,415.125

7,01:30-01:45,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,85.988,139.3125,0.97563,13.1943,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.99,15.00135,14.253199,415.125

8,01:45-02:00,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,48.576,26.39091,31.6122,123.665625,85.988,139.3125,0.97563,13.1943,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.99,15.00135,14.253199,415.125

9,02:00-02:15,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,48.576,26.39091,32.41932,123.665625,85.988,139.3125,0.97563,13.1943,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.99,15.00135,14.253199,415.125

10,02:15-02:30,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,32.41932,123.665625,85.988,139.3125,0.97563,13.1943,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.99,15.00135,14.253199,415.125

11,02:30-02:45,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,85.988,139.3125,0.97563,13.1943,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.108,15.00135,14.253199,415.125

12,02:45-03:00,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,85.988,139.3125,0.97563,13.1943,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.108,15.00135,14.253199,415.125

13,03:00-03:15,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.97563,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.108,15.00135,14.253199,415.125

14,03:15-03:30,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.97563,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.108,15.00135,14.253199,415.125

15,03:30-03:45,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.97563,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,10.55736,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.108,15.00135,14.253199,415.125

16,03:45-04:00,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.97563,12.0414,67.536,19.1285,0,35.496,38.8752,3.1825,0,0,52.029,118.125,0,92,5.1987,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,24.108,15.00135,14.253199,415.125

17,04:00-04:15,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.97563,12.0414,67.536,19.1285,0,35.496,38.8752,3.1825,0,0,52.029,118.125,0,92,5.1987,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,24.108,15.00135,14.253199,415.125

18,04:15-04:30,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.97563,12.0414,67.536,19.1285,0,35.496,38.8752,3.1825,0,0,52.029,118.125,0,92,5.1987,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,23.52,15.00135,14.253199,415.125

19,04:30-04:45,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,48.576,26.39091,31.6122,123.665625,84.5936,139.3125,0.97563,12.0414,67.536,19.1285,0,35.496,38.8752,3.1825,0,0,52.029,118.125,0,92,5.1987,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,415.125

20,04:45-05:00,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,48.576,26.39091,31.6122,123.665625,84.5936,139.3125,0.97563,12.0414,67.536,19.1285,0,35.496,38.8752,3.1825,0,0,52.029,118.125,0,92,5.1987,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,415.125

21,05:00-05:15,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,5.092,0,0,52.029,118.125,0,92,5.1987,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

22,05:15-05:30,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,32.700824,0,0,52.029,118.125,0,92,2.5327,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

23,05:30-05:45,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,32.700824,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

24,05:45-06:00,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,49.051236,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,36.75,0,0,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

25,06:00-06:15,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,49.051236,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,31.5,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

26,06:15-06:30,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,32.700824,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,31.5,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

27,06:30-06:45,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,32.700824,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,31.5,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

28,06:45-07:00,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,6.365,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,31.5,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

29,07:00-07:15,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,3.1825,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,30.45,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

30,07:15-07:30,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,3.1825,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,30.45,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

31,07:30-07:45,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,30.45,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

32,07:45:08:00,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,30.45,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

33,08:00-08:15,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,30.45,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

34,08:15-08:30,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,30.45,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

35,08:30-08:45,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,30.45,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

36,08:45:09:00,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,30.45,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,23.52,15.00135,14.253199,417.375

37,09:00:09:15,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,24.99,15.00135,14.253199,417.375

38,09:15-09:30,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,24.99,15.00135,14.253199,417.375

39,09:30-09:45,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,24.99,15.00135,14.253199,417.375

40,09:45-10:00,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,24.99,15.00135,14.253199,417.375

41,10:00-10:15,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,48.576,26.39091,32.41932,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,24.99,15.00135,14.253199,417.375

42,10:15-10:30,6.5208,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,48.576,26.39091,32.41932,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,24.99,15.00135,14.253199,417.375

43,10:30-10:45,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,32.41932,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,24.99,15.00135,14.253199,416.25

44,10:45-11:00,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,32.41932,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,59.73,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,24.99,15.00135,14.253199,416.25

45,11:00-11:15,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,58.644,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,23.52,15.00135,14.253199,416.25

46,11:15-11:30,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,58.644,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,23.52,15.00135,14.253199,416.25

47,11:30-11:45,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,58.644,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,23.52,15.00135,14.253199,416.25

48,11:45-12:00,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.1285,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,58.644,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,23.52,15.00135,14.253199,416.25

49,12:00-12:15,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.6995,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,58.644,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,23.52,15.00135,14.253199,416.25

50,12:15-12:30,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.6995,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,29.4,0,58.644,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,23.52,15.00135,14.253199,416.25

51,12:30-12:45,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,48.576,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.6995,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,28.35,0,58.644,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,23.52,15.00135,14.253199,416.25

52,12:45-13:00,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,48.576,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.6995,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,28.35,0,58.644,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,23.52,15.00135,14.253199,416.25

53,13:00-13:15,13.0416,42.66,29.062808,49.436556,686.779957,36.5917,435.435,39.51012,42.392196,0,41.952,26.39091,31.6122,123.665625,84.5936,139.3125,0.9565,12.0414,67.536,19.6995,0,35.496,38.8752,0,0,0,52.029,118.125,0,92,0,153.6034,0,0,59.184,0,0,0,5.25,0,28.35,0,58.644,0,2.172,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,23.52,15.00135,14.253199,416.25

