Block,Time,KHSTPP-II,KHSTPP-I,BRBCL,FSTPP I & II,TALA,SASAN,TANAKPUR,AURY_CRF,URI2,DADRI_RF,ANTA_GF,AURY_RF,AURY_LF,ANTA_LF,ANTA_RF,RAMPUR,CHAMERA3,ANTA_CRF,TEHRI,UNCHAHAR4,UNCHAHAR3,BSIUL,UNCHAHAR1,DADRI_LF,NJPC,DULHASTI,KOLDAM,SINGRAULI,RAPPB,KISHANGANGA,SALAL,SEWA2,SINGRAULI_HYDRO,NAPP,TANDA2,PARBATI3,RIHAND3,AURY_GF,KOTESHWR,CHAMERA1,RIHAND1,DADRI_CRF,RAPPC,DHAULIGNGA,JHAJJAR,DADRT2,UNCHAHAR2,URI,DADRI_GF,RIHAND2,CHAMERA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,95.239785,30.989457,12.601655,13.775190,9.629147,330.532312,10.488892,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,2.976597,26.624629,6.281487,10.548231,0.000000,173.357832,57.003666,9.836884,137.308623,0.000000,8.034549,80.593531,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,0.000000,93.493990,0.000000,65.495617,41.938361,320.364681,457.113882,42.068949,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

7,01:30-01:45,95.239785,30.989457,12.979629,13.775190,9.629147,330.532312,10.488892,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,2.976597,26.624629,6.281487,10.548231,0.000000,173.357832,57.003666,9.836884,137.308623,0.000000,8.034549,80.593531,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,0.000000,93.493990,0.000000,65.495617,41.938361,280.302383,426.028287,42.068949,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

8,01:45-02:00,95.239785,30.989457,12.714200,13.775190,9.629147,330.532312,10.488892,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,2.976597,26.624629,6.281487,10.548231,0.000000,173.357832,57.003666,9.836884,137.308623,0.000000,8.034549,80.593531,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,0.000000,93.493990,0.000000,65.495617,41.938361,256.219883,377.863287,42.068949,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

9,02:00-02:15,95.239785,30.989457,12.853369,13.775190,9.770752,330.532312,10.488892,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.439735,26.624629,6.281487,10.548231,0.000000,173.357832,57.003666,9.836884,137.308623,0.000000,8.034549,80.593531,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,13.533748,93.493990,0.000000,65.495617,41.938361,232.137383,329.698287,41.414483,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

10,02:15-02:30,95.239785,30.989457,14.449476,13.775190,9.770752,330.532312,10.488892,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.439735,24.019500,6.281487,9.891550,0.000000,173.357832,57.003666,9.836884,137.308623,0.000000,8.034549,80.593531,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,13.533748,93.493990,0.000000,65.495617,41.938361,212.871383,281.533287,42.629975,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

11,02:30-02:45,95.239785,30.989457,12.607301,13.775190,9.770752,330.532312,10.488892,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.439735,26.624629,6.281487,10.548231,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,80.593531,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,13.533748,93.493990,0.000000,65.495617,41.938361,193.605383,235.294887,42.629975,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

12,02:45-03:00,95.239785,30.989457,14.449476,13.775190,9.770752,330.532312,10.488892,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.439735,26.624629,6.281487,10.548231,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,80.593531,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,164.706383,235.294887,42.629975,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

13,03:00-03:15,95.239785,30.989457,14.449476,13.775190,9.770752,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.439735,26.624629,6.281487,10.548231,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,164.706383,235.294887,41.414483,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

14,03:15-03:30,95.239785,30.989457,14.449476,13.775190,9.770752,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.439735,21.629553,6.281487,8.791654,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,164.706383,235.294887,34.134824,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

15,03:30-03:45,95.239785,30.989457,14.449476,11.578288,9.770752,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.439735,21.629553,6.281487,8.791654,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,164.706383,235.294887,34.134824,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

16,03:45-04:00,95.239785,30.989457,14.449476,11.578288,9.770752,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,2.522401,21.629553,6.281487,8.791654,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,164.706383,235.294887,34.134824,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

17,04:00-04:15,95.239785,30.989457,14.449476,11.578288,9.770752,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,2.522401,21.629553,6.281487,8.791654,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,164.706383,235.294887,34.134824,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

18,04:15-04:30,95.239785,30.989457,14.449476,11.578288,9.770752,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,2.522401,21.629553,6.281487,8.791654,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,164.706383,235.294887,34.134824,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

19,04:30-04:45,95.239785,30.989457,14.449476,11.578288,9.770752,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,21.001192,6.281487,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

20,04:45-05:00,95.239785,30.989457,14.449476,11.578288,9.629147,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.439735,21.001192,6.281487,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

21,05:00-05:15,95.239785,30.989457,14.449476,11.578288,9.345937,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,2.517151,21.001192,6.281487,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,2.939504,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,41.938361,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

22,05:15-05:30,76.530621,25.085295,14.449476,11.578288,9.204332,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,21.001192,6.281487,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,5.879008,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,31.453771,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

23,05:30-05:45,76.530621,25.085295,14.449476,11.578288,9.062726,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,21.001192,6.281487,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,8.818513,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,20.975244,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

24,05:45-06:00,76.530621,25.085295,14.449476,11.578288,9.062726,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,21.001192,6.281487,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,75.509983,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,10.484591,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

25,06:00-06:15,76.530621,25.085295,14.449476,11.578288,9.062726,330.532312,9.625101,0.000000,27.707442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,21.001192,6.281487,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,75.509983,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,0.000000,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

26,06:15-06:30,76.530621,25.085295,14.449476,11.578288,9.062726,330.532312,9.625101,0.000000,27.707442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,21.001192,6.281487,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,75.509983,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,0.000000,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

27,06:30-06:45,76.530621,25.085295,14.449476,10.969290,9.062726,330.532312,9.625101,0.000000,27.707442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,21.001192,12.562973,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,56.632487,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,0.000000,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

28,06:45-07:00,76.530621,25.085295,14.449476,10.969290,8.921121,330.532312,9.625101,0.000000,27.707442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,21.001192,12.562973,8.594370,0.000000,173.357832,57.003666,9.836884,143.512530,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,56.632487,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,0.000000,155.572950,232.508446,33.499046,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

29,07:00-07:15,63.722311,20.875867,14.449476,9.942843,8.921121,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,15.063059,12.562973,6.483009,0.000000,173.357832,57.003666,9.836884,137.308623,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,56.632487,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

30,07:15-07:30,63.686653,20.875867,14.449476,9.692917,8.921121,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,12.562973,6.483009,0.000000,173.357832,57.003666,9.836884,137.308623,0.000000,8.034549,76.116113,0.000000,1.189171,47.815925,5.161459,7.348760,125.787810,0.000000,28.317874,27.067497,93.493990,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

31,07:30-07:45,63.686653,19.266000,14.449476,9.692917,8.921121,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,12.562973,6.483009,0.000000,173.357832,57.003666,9.836884,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,4.115306,125.787810,0.000000,37.757166,27.067497,93.493990,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

32,07:45:08:00,63.686653,19.266000,14.449476,9.692917,8.921121,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,12.562973,6.483009,0.000000,173.357832,57.003666,9.836884,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,4.115306,125.787810,0.000000,37.757166,27.067497,93.493990,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

33,08:00-08:15,76.530621,25.085295,14.449476,9.692917,8.637911,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,12.562973,6.483009,0.000000,173.357832,57.003666,6.700814,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,4.115306,125.787810,0.000000,37.757166,27.067497,93.493990,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

34,08:15-08:30,76.530621,25.085295,14.449476,9.692917,8.637911,330.532312,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,12.562973,6.483009,0.000000,173.357832,57.003666,6.700814,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,4.115306,125.787810,0.000000,37.757166,27.067497,93.493990,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

35,08:30-08:45,76.530621,25.085295,14.449476,9.692917,8.637911,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,6.700814,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,4.115306,125.787810,0.000000,37.757166,27.067497,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

36,08:45:09:00,76.530621,25.085295,14.449476,9.692917,8.637911,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,6.700814,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,4.115306,125.787810,0.000000,37.757166,27.067497,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

37,09:00:09:15,76.530621,25.085295,14.449476,9.692917,10.478777,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,6.700814,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,4.115306,125.787810,0.000000,37.757166,13.533748,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

38,09:15-09:30,76.530621,25.085295,14.449476,9.692917,10.478777,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,6.700814,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,4.115306,125.787810,0.000000,37.757166,13.533748,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

39,09:30-09:45,76.530621,25.085295,14.449476,9.692917,10.903593,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,6.700814,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,37.757166,13.533748,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

40,09:45-10:00,76.530621,25.085295,14.449476,9.692917,10.903593,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,6.700814,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,37.757166,13.533748,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,35.094946,0.000000,119.815254,46.719885,0,0,0,0,0

41,10:00-10:15,76.530621,25.085295,14.449476,8.977956,10.903593,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,4.467208,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,37.757166,0.000000,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,40.412362,0.000000,119.815254,46.719885,0,0,0,0,0

42,10:15-10:30,76.530621,25.085295,14.449476,8.977956,10.903593,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,33.552946,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,4.467208,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,37.757166,0.000000,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,40.412362,0.000000,119.815254,46.719885,0,0,0,0,0

43,10:30-10:45,65.825468,22.030478,14.449476,8.977956,10.903593,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,22.346088,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,4.467208,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,37.757166,0.000000,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,40.412362,0.000000,119.815254,46.719885,0,0,0,0,0

44,10:45-11:00,65.825468,22.030478,14.449476,8.977956,10.903593,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,22.346088,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,4.467208,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,37.757166,0.000000,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,40.412362,0.000000,119.815254,46.719885,0,0,0,0,0

45,11:00-11:15,65.825468,22.030478,14.449476,8.977956,10.903593,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,22.346088,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,2.233605,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,37.757166,0.000000,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,40.412362,0.000000,119.815254,46.719885,0,0,0,0,0

46,11:15-11:30,65.825468,22.030478,14.449476,8.977956,10.903593,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,22.346088,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,2.233605,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,37.757166,0.000000,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,40.412362,0.000000,119.815254,46.719885,0,0,0,0,0

47,11:30-11:45,65.825468,22.030478,14.449476,8.977956,10.903593,333.241594,9.625101,0.000000,36.499938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.497955,22.346088,0.000000,62.940746,1.647243,14.931150,6.281487,6.483009,0.000000,173.357832,57.003666,2.233605,137.308623,0.000000,8.034549,76.675790,0.000000,1.189171,47.815925,5.161459,0.000000,125.787810,0.000000,37.757166,0.000000,65.383699,0.000000,65.495617,0.000000,115.596000,230.228700,24.082500,40.412362,0.000000,119.815254,46.719885,0,0,0,0,0

