Block,Time Block,SALAL,SEWA2,RIHAND3,SINGRAULI_HYDRO,RIHAND2,SASAN,SINGRAULI,RIHAND1,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,TALST2,TANAKPUR,TALA,TEHRI,TANDA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,NTPL,PARBATI3,RAPPB,RAMPUR,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,KKNPPU2,KUDGI,NAPP,KOLDAM,KISHANGANGA,MAPS,KOTESHWR,KHSTPP-II,KKNP,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_RF,DADRI_CRF,ANTA_GF,AURY_CRF,URI,AURY_RF,DADRI_LF,ANTA_CRF,VALLURNTECL,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,KGSU3AND4,KHSTPP-I,TelanganaSTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,14.43,0,0,13.55,0,348.18,0,0,0,0,0,0,0,19.16,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,11.64,0,0,0,0,6.57,29.33,18.77,0,28.43,0,0,0,0,0,0

64,15:45-16:00,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,14.91,0,0,13.55,0,433.19,0,0,0,0,0,0,0,19.16,381.15,0,0,0,0,18.14,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,11.64,0,0,0,0,7.19,29.33,18.77,0,28.43,0,0,0,0,0,0

65,16:00-16:15,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,14.91,0,0,17.74,0,524.45,0,0,0,0,0,0,0,19.16,359.95,0,0,0,0,18.14,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,11.64,0,0,0,0,9.12,32.83,22.63,0,28.43,0,0,0,0,0,0

66,16:15-16:30,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,29.81,0,0,17.74,0,596.8,0,0,0,0,0,0,0,19.16,378.41,0,0,0,0,18.14,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,11.64,0,0,0,0,9.25,36.04,22.7,0,28.43,0,0,0,0,0,0

67,16:30-16:45,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,44.72,0,0,19.93,0,626.82,0,0,0,0,0,0,0,19.16,530.27,0,0,0,0,18.14,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,9.84,40.61,25.28,0,31.34,0,0,0,0,0,0

68,16:45-17:00,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,44.72,0,0,19.93,0,626.82,0,0,0,0,0,0,0,19.16,530.27,0,3.19,0,0,36.29,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

69,17:00-17:15,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.71,0,44.72,0,0,19.93,15.79,598.08,0,0,0,0,0,0,1.05,19.16,599.31,0,12.62,0,0,67.22,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

70,17:15-17:30,3.34,7.57,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.71,0,44.72,0,7.59,19.93,31.57,598.08,0,0,0,0,0,11.53,6.25,19.16,654.45,9.26,25.23,0,0,72.58,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

71,17:30-17:45,3.34,7.57,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.71,0,59.63,0,15.31,19.93,31.57,598.08,0,0,0,0,0,26,12.49,19.16,654.45,18.57,25.23,0,0,95.98,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

72,17:45-18:00,3.34,7.57,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.71,0,59.63,0,15.31,19.93,31.57,598.08,0,0,0,0,0,26,12.49,19.16,654.45,18.57,25.23,0,0,117.94,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

73,18:00-18:15,3.34,7.57,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.71,0,59.63,0,25.44,19.93,31.57,598.08,0,0,0,0,0,26,12.49,19.16,654.45,18.57,25.23,0,0,117.94,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

74,18:15-18:30,3.34,7.57,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.71,0,59.63,0,25.44,19.93,31.57,598.08,0,0,0,0,0,26,12.49,19.16,654.45,18.57,25.23,0,0,117.94,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

75,18:30-18:45,3.34,7.57,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,4.17,0,59.63,0,15.31,19.93,31.57,598.08,0,0,0,0,0,11.53,12.49,19.16,654.45,18.57,25.23,0,0,95.98,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

76,18:45-19:00,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,4.17,0,59.63,0,15.31,19.93,31.57,598.08,0,0,0,0,0,0,6.25,19.16,654.45,9.26,25.23,0,0,86.73,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

77,19:00-19:15,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,4.17,0,44.72,0,10.13,19.93,15.79,626.82,0,0,3.66,0,0,0,1.05,19.16,654.45,9.26,12.62,0,0,45,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,9.84,40.61,25.28,0,32.24,0,0,0,0,0,0

78,19:15-19:30,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.71,0,44.72,0,7.59,19.93,15.79,626.82,0,0,15.85,0,0,0,0,19.16,654.45,9.26,12.62,0,0,22.41,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,9.84,40.61,25.28,0,32.28,0,0,0,0,0,0

79,19:30-19:45,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,29.81,0,0,19.93,15.79,626.82,0,0,15.85,0,0,0,0,19.16,654.45,9.26,0,0,0,22.41,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,9.84,40.61,25.28,0,32.28,0,0,0,0,0,0

80,19:45-20:00,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,28.61,0,0,19.93,15.79,626.82,0,0,15.85,0,0,0,0,19.16,654.45,9.26,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,9.84,40.61,25.28,0,32.28,0,0,0,0,0,0

81,20:00-20:15,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,28.61,0,0,19.93,15.79,626.82,0,0,15.85,0,0,0,0,19.16,626.07,9.26,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,9.84,40.61,25.28,0,32.28,0,0,0,0,0,0

82,20:15-20:30,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,14.91,0,0,19.93,15.79,626.82,0,0,15.85,0,0,0,0,19.16,578.17,9.26,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,9.84,40.61,25.28,0,32.28,0,0,0,0,0,0

83,20:30-20:45,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,19.93,15.79,626.82,0,0,15.85,0,0,0,0,19.16,654.45,9.26,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,25.38,0,0,0,0,9.84,40.61,25.28,0,32.28,0,0,0,0,0,0

84,20:45-21:00,3.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,19.93,15.79,626.82,0,0,3.41,0,0,0,0,19.16,654.45,9.26,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,25.38,0,0,0,0,9.84,40.61,25.28,0,32.28,0,0,0,0,0,0

85,21:00-21:15,3.34,0,119.1,0,113.76,368.85,114.96,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,19.93,15.79,576.65,0,0,0,0,0,0,0,19.16,583.57,9.26,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,32.28,0,0,0,0,0,0

86,21:15-21:30,3.34,0,119.1,0,113.76,336.52,114.96,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,19.93,15.79,550.65,0,0,0,0,0,0,0,19.16,541.67,9.26,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,32.28,0,0,0,0,0,0

87,21:30-21:45,7.79,0,119.1,0,113.76,304.18,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,19.93,15.79,464.43,0,0,0,0,0,0,0,19.16,497.5,9.26,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,10.31,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.87,0,0,0,0,0,0

88,21:45-22:00,7.79,0,119.1,0,113.76,269.44,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,19.93,15.79,376.99,0,0,0,0,0,0,0,19.16,449.6,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,10.31,0,0,0,0,0,0,2.12,0,0,0,0,8.48,35.01,21.78,0,31.87,0,0,0,0,0,0

89,22:00-22:15,7.79,0,119.1,0,113.76,269.44,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,17.17,15.79,344.76,0,0,0,0,0,0,0,19.16,392.38,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,25.38,0,0,0,0,8.48,35.01,21.78,0,27.41,0,0,0,0,0,0

90,22:15-22:30,7.79,0,119.1,0,113.76,269.44,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,17.17,15.79,344.76,0,0,0,0,0,0,0,19.16,283.71,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,8.48,35.01,21.78,0,27.41,0,0,0,0,0,0

91,22:30-22:45,7.79,0,119.1,0,113.76,269.44,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,17.17,15.79,344.76,0,0,0,0,0,0,0,19.16,283.71,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,8.48,35.01,21.78,0,27.41,0,0,0,0,0,0

92,22:45-23:00,7.79,0,119.1,0,113.76,269.44,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,17.17,15.79,344.76,0,0,0,0,0,0,0,19.16,283.71,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,8.48,35.01,21.78,0,27.41,0,0,0,0,0,0

93,23:00-23:15,7.79,0,119.1,0,113.76,269.44,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,17.17,15.79,344.76,0,0,0,0,0,0,0,19.16,283.71,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,8.48,35.01,21.78,0,27.41,0,0,0,0,0,0

94,23:15-23:30,7.79,0,119.1,0,113.76,269.44,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,17.17,15.79,344.76,0,0,0,0,0,0,0,19.16,283.71,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,8.48,35.01,21.78,0,27.41,0,0,0,0,0,0

95,23:30-23:45,7.79,0,119.1,0,113.76,269.44,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,17.17,15.79,344.76,0,0,0,0,0,0,0,19.16,283.71,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,7.89,30.62,19.2,0,27.41,0,0,0,0,0,0

96,23:45-24:00,7.79,0,119.1,0,113.76,269.44,114.96,88.14,0,0,0,24.68,0,0,0,0,0,0,0,17.17,15.79,344.76,0,0,0,0,0,0,0,19.16,283.71,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,0,0,0,7.89,30.44,19.2,0,27.41,0,0,0,0,0,0

