Block,Time,LT-36,LT-05,L_NR_2023_04,L_NR_2012_07,L_NR_2012_01,L_NR_2012_04,L_NR_2019_19,L_NR_2020_05,L_NR_2019_11,LT-31,L_NR_2022_09,L_NR_2021_14,LT-59,L_NR_2020_06,L_NR_2012_02,L_NR_2021_16,L_NR_2020_07,L_NR_2018_61,L_NR_2019_06,SH-06,L_NR_2021_15,L_NR_2023_07,L_NR_2019_07,L_NR_2021_12,L_NR_2020_02,L_NR_2022_08,LT-35,SH-07,L_NR_2022_10,L_NR_2021_17,L_NR_2019_05,L_NR_2021_13,L_NR_2023_10
15,03:30-03:45,0.000000,87.370000,29.710000,64.950000,0.000000,133.380000,0,107.68,10.770000,0.000000,80,0,10.340000,35.89,261.530000,0,35.9,41.54,0,25.360000,0,0,0,0,11.900000,35,0.000000,30.930000,80,0,0,0,0

16,03:45-04:00,0.000000,87.370000,29.710000,64.950000,0.000000,133.380000,0,107.68,10.770000,0.000000,80,0,10.340000,35.89,261.530000,0,35.9,41.47,0,25.360000,0,0,0,0,11.900000,35,0.000000,30.930000,80,0,0,0,0

17,04:00-04:15,0.000000,87.370000,29.710000,74.110000,0.000000,133.380000,0,107.75,10.770000,0.000000,80,0,10.340000,35.92,261.530000,0,35.9,41.5,0,25.360000,0,0,0,0,11.900000,35,0.000000,30.930000,80,0,0,0,0

18,04:15-04:30,0.000000,87.370000,29.710000,74.110000,0.000000,133.380000,0,107.71,10.770000,0.000000,80,0,10.340000,35.9,261.530000,0,35.9,44.02,0,25.360000,0,0,0,0,11.900000,35,0.000000,30.930000,80,0,0,0,0

19,04:30-04:45,0.000000,87.370000,29.710000,74.110000,0.000000,133.380000,0,107.93,10.770000,0.000000,80,0,10.340000,35.98,261.530000,0,35.98,44.02,0,25.360000,0,0,0,0,11.900000,35,0.000000,30.930000,80,0,0,0,0

20,04:45-05:00,0.000000,87.370000,29.710000,74.110000,0.000000,133.380000,0,107.66,10.770000,0.000000,80,0,10.340000,35.89,261.530000,0,35.88,44.02,0,25.360000,0,0,0,0,11.900000,35,0.000000,30.930000,80,0,0,0,0

21,05:00-05:15,0.000000,87.370000,29.750000,74.110000,0.000000,133.380000,0,107.65,10.770000,0.000000,80,0,10.340000,35.88,261.530000,0,35.89,44.02,0,25.360000,0,0,0,0,11.900000,35,0.000000,30.930000,80,0,0,0,0

22,05:15-05:30,0.000000,87.370000,29.750000,56.060000,0.000000,133.380000,0,107.74,10.770000,0.000000,80,0,10.340000,35.91,261.530000,0,35.91,44.02,0,25.360000,0,0,0,0,11.900000,35,0.000000,30.930000,80,0,0,0,0

23,05:30-05:45,0.000000,87.370000,29.750000,56.060000,0.000000,133.380000,0,107.55,10.610000,0.000000,80,0.03,10.340000,35.85,261.530000,0,35.85,43.72,0,25.360000,0,0,0,0,11.900000,35,0.000000,30.930000,80,0,0,0,0

24,05:45-06:00,0.000000,87.370000,29.750000,56.060000,0.000000,133.380000,0.73125,107.9,10.610000,0.000000,80,0.1,10.340000,35.97,261.530000,0.67,35.96,43.32,0,25.360000,0,0,0,0.05,11.900000,35,0.000000,30.930000,80,0.33,0,0.01,0

25,06:00-06:15,0.000000,87.370000,29.750000,56.060000,0.000000,133.380000,4.49475,107.88,10.610000,0.000000,80,1.27,10.340000,35.96,261.530000,2,35.96,43.12,0,25.360000,0,1.39,1.88,2.18,11.900000,35,0.000000,30.930000,80,1,0,0.43,0.6

26,06:15-06:30,0.180000,87.370000,29.750000,56.060000,0.000000,133.380000,8.14125,107.54,10.610000,0.180000,80,3,10.340000,35.85,261.530000,3.33,35.84,32.4,0,25.360000,0.69,4.78,6.66,5.86,11.900000,35,0.180000,30.930000,80,1.67,0,1.17,2.05

27,06:30-06:45,0.540000,87.370000,29.750000,56.060000,0.000000,133.380000,11.33925,107.39,10.610000,0.530000,80,4.93,10.340000,35.8,261.530000,4,35.8,30.64,0,25.360000,1.6,9.57,10.45,10.36,11.900000,35,0.530000,30.930000,80,2,0,2.07,4.1

28,06:45-07:00,1.140000,87.370000,29.750000,56.060000,0.000000,133.380000,15.02475,107.81,10.610000,1.110000,80,7.23,10.340000,35.94,241.980000,6.67,35.93,29.84,23,25.360000,3.08,15.8,20.45,15.94,11.900000,35,1.110000,30.930000,80,3.33,25.76,3.19,6.77

29,07:00-07:15,1.730000,87.370000,29.750000,56.060000,0.000000,133.380000,19.8315,108.16,10.610000,1.690000,80,10.33,10.340000,36.05,201.390000,9.33,36.06,29.08,29.98,25.360000,5.04,23.73,29.99,23.94,11.900000,35,1.690000,30.930000,80,4.67,29.98,4.79,10.17

30,07:15-07:30,2.400000,70.510000,29.750000,41.060000,0.000000,133.380000,25.43775,111.38,10.610000,2.340000,80,14.43,10.340000,37.12,174.630000,12,37.13,28.2,29.98,25.360000,7.36,33.31,29.99,34.13,11.900000,35,2.340000,30.930000,80,6,29.98,6.82,14.28

31,07:30-07:45,3.520000,70.510000,29.750000,41.060000,0.000000,133.380000,30.56625,113.61,10.610000,3.440000,80,19.43,10.340000,37.87,174.630000,21.33,37.88,27.46,30.67,25.360000,9.97,44.27,30.66,46.16,11.900000,35,3.440000,30.930000,80,10.67,30.67,9.23,18.97

32,07:45:08:00,4.520000,70.510000,29.750000,33.810000,0.000000,133.380000,36.3285,115.68,10.610000,4.400000,80,24.93,10.340000,38.56,174.630000,23.33,38.56,28.55,30.83,25.360000,12.94,56.61,30.84,67.8,11.900000,35,4.400000,30.930000,80,11.67,30.83,13.56,24.26

33,08:00-08:15,5.740000,70.510000,29.750000,33.810000,0.000000,133.380000,41.58375,115.51,10.460000,5.600000,80,30.77,10.340000,38.51,174.630000,30.67,38.5,27.13,32.33,25.360000,15.71,63,32.34,81.61,11.900000,35,5.600000,30.930000,80,15.33,32.33,16.32,27

34,08:15-08:30,6.740000,70.510000,30.720000,33.810000,0.000000,133.380000,45.9225,115.51,10.460000,6.580000,80,36.7,10.340000,38.51,160.130000,35.34,38.5,26.68,32.33,25.360000,18.84,77,32.34,95.5,11.900000,35,6.580000,30.930000,80,17.66,32.33,19.1,33

35,08:30-08:45,7.370000,70.510000,30.720000,33.810000,0.000000,133.380000,49.9395,115.06,10.460000,7.200000,80,42.47,10.340000,38.35,160.130000,41.34,38.35,26.06,32.5,25.360000,21.43,91,32.5,108.62,11.900000,35,7.200000,30.930000,80,20.66,32.5,21.72,39

36,08:45:09:00,8.420000,70.510000,30.720000,33.810000,0.000000,133.380000,53.976,114.43,10.460000,8.210000,80,48.33,10.340000,38.15,160.130000,46.67,38.14,25.48,32.5,25.360000,23.9,101.5,32.5,121.5,11.900000,35,8.210000,30.930000,80,23.33,32.5,24.3,43.5

37,09:00:09:15,9.290000,70.510000,29.580000,33.810000,0.000000,133.380000,57.98325,113.81,10.460000,9.070000,80,53.87,10.340000,37.94,160.130000,52.67,37.92,24.68,32.5,25.360000,26.17,112,32.5,134.03,11.900000,35,9.070000,30.930000,80,26.33,32.5,26.8,48

38,09:15-09:30,10.120000,87.370000,29.580000,46.900000,0.000000,133.380000,61.72725,115.08,10.460000,9.870000,80,59.2,10.340000,38.36,201.390000,56,38.36,23.79,32.5,25.360000,28.1,122.5,32.5,146.13,11.900000,35,9.870000,30.930000,80,28,32.5,29.23,52.5

39,09:30-09:45,10.880000,87.370000,29.580000,46.580000,0.000000,133.380000,64.90575,113.1,10.460000,10.610000,80,64.2,10.340000,37.7,201.390000,59.34,37.7,30.07,32.67,25.360000,30.95,129.5,32.66,156.7,11.900000,35,10.610000,30.930000,80,29.66,32.67,31.34,55.5

40,09:45-10:00,11.470000,87.370000,29.580000,46.580000,0.000000,133.380000,67.55775,113.76,10.460000,11.180000,80,68.57,10.340000,37.92,201.390000,62.67,37.93,29.94,32.67,25.360000,33.74,140,32.66,166.73,11.900000,35,11.180000,30.930000,80,31.33,32.67,33.34,60

41,10:00-10:15,12.090000,87.370000,30.550000,46.580000,0.000000,133.380000,69.81,113.64,10.460000,11.800000,80,72.77,10.340000,37.88,201.390000,67.34,37.89,29.74,32.67,25.360000,36.19,147,32.66,176.27,11.900000,35,11.800000,30.930000,80,33.66,32.67,35.25,63

42,10:15-10:30,12.590000,87.370000,30.550000,46.580000,0.000000,133.380000,71.175,113.62,10.460000,12.280000,80,76.83,10.340000,37.87,201.390000,72,37.88,29.86,32.67,25.360000,38.36,154,32.66,185.28,11.900000,35,12.280000,30.930000,80,36,32.67,37.05,66

43,10:30-10:45,13.000000,87.370000,30.550000,46.580000,0.000000,133.380000,71.73075,113.9,10.460000,12.680000,80,79.33,10.340000,37.97,201.390000,74,37.97,30.4,32.67,25.360000,39.21,161,32.66,210.08,11.900000,35,12.680000,30.930000,80,37,32.67,42.02,69

44,10:45-11:00,13.290000,87.370000,30.550000,46.580000,0.000000,133.380000,72.189,114.39,10.460000,12.970000,80,82.33,10.340000,38.13,201.390000,73.34,38.13,31.09,32.67,25.360000,39.89,168,32.66,218.63,11.900000,35,12.970000,30.930000,80,36.66,32.67,43.73,72

45,11:00-11:15,13.620000,87.370000,30.550000,46.580000,0.000000,133.380000,71.994,115.12,10.610000,13.280000,80,85,10.340000,38.37,201.390000,72,38.37,28.69,32.67,25.360000,36.34,168,32.66,225.47,11.900000,35,13.280000,30.930000,80,36,32.67,45.09,72

46,11:15-11:30,13.800000,87.370000,30.550000,46.580000,0.000000,133.380000,71.487,113.44,10.610000,13.470000,80,86,10.340000,37.81,208.160000,72,37.83,29.13,32.67,25.360000,36.57,168,32.66,225.47,11.900000,35,13.470000,30.930000,80,36,32.67,45.09,72

47,11:30-11:45,13.800000,87.850000,30.550000,46.580000,0.000000,133.380000,70.73625,114.33,10.610000,13.470000,80,78.33,10.340000,38.11,193.350000,71.34,38.12,29.14,32.67,25.360000,37.56,175,32.66,225.47,11.900000,35,13.470000,30.930000,80,35.66,32.67,45.09,75

48,11:45-12:00,13.800000,87.850000,30.550000,46.580000,0.000000,133.380000,69.54675,112.53,10.610000,13.470000,80,78.48,10.340000,37.51,201.080000,70,37.51,29.48,32.67,25.360000,38.36,175,32.66,191.67,11.900000,40,13.470000,30.930000,80,35,32.67,38.33,75

49,12:00-12:15,13.800000,87.850000,30.550000,46.580000,0.000000,133.380000,75.92325,115,10.770000,13.470000,80,78.78,10.340000,38.33,240.050000,72,38.33,29.74,32.67,25.360000,39.05,175,32.66,191.67,11.900000,40,13.470000,30.930000,80,36,32.67,38.33,75

50,12:15-12:30,12.310000,87.850000,30.550000,46.580000,0.000000,133.380000,73.1835,114.07,10.770000,12.010000,80,78.87,10.340000,38.02,257.450000,72,38.02,30.08,32.67,25.360000,39.55,175,32.66,191.67,11.900000,40,12.010000,30.930000,80,36,32.67,38.33,75

51,12:30-12:45,12.500000,87.850000,30.550000,46.580000,0.000000,133.380000,69.35175,115.87,10.770000,12.200000,80,78.6,10.340000,38.62,257.450000,72,38.63,30.54,32.67,25.360000,39.63,175,32.66,191.67,11.900000,40,12.200000,30.930000,80,36,32.67,38.33,75

52,12:45-13:00,12.690000,87.850000,30.550000,46.580000,0.000000,133.380000,66.46575,115.44,10.770000,12.390000,80,78.9,10.340000,38.48,257.450000,73.34,38.49,32.08,32.67,25.360000,39.63,175,32.66,191.67,11.900000,40,12.390000,30.930000,80,36.66,32.67,38.33,75

53,13:00-13:15,12.880000,87.850000,30.550000,46.580000,0.000000,133.380000,64.73025,114.51,10.770000,12.570000,80,78.57,10.340000,38.17,257.450000,74.67,38.17,33.74,32.67,26.060000,39.47,175,32.66,200,11.900000,40,12.570000,26.060000,80,37.33,32.67,40,75

54,13:15-13:30,12.990000,87.850000,30.550000,63.970000,0.000000,133.380000,62.3805,116.14,10.770000,12.670000,80,78.27,10.340000,38.71,257.450000,76,38.72,35.4,32.67,26.060000,39.19,175,32.66,200,11.900000,40,12.670000,26.060000,80,38,32.67,40,75

55,13:30-13:45,12.990000,87.850000,30.550000,64.620000,0.000000,133.380000,66.36825,115.7,10.770000,12.670000,80,77.88,10.340000,38.57,261.530000,80.67,38.56,36.6,32.67,26.060000,38.95,175,32.66,200,11.900000,40,12.670000,26.060000,80,40.33,32.67,40,75

56,13:45-14:00,12.990000,87.850000,30.550000,64.630000,0.000000,133.380000,62.54625,117.29,10.770000,12.670000,80,76.77,10.340000,39.1,261.530000,82,39.1,37.78,32.67,26.060000,38.58,175,32.66,200,11.900000,40,12.670000,26.060000,80,41,32.67,40,75

57,14:00-14:15,12.700000,87.850000,30.550000,64.630000,0.000000,133.380000,58.72425,116.86,10.770000,12.400000,80,76.2,10.340000,38.96,261.530000,80,38.95,38.85,32.67,24.090000,37.2,175,32.66,200,11.900000,40,12.400000,24.090000,80,40,32.67,40,75

58,14:15-14:30,12.320000,87.850000,30.550000,64.630000,0.000000,133.380000,54.88275,116.86,10.770000,12.010000,80,74.82,10.340000,38.96,261.530000,78,38.95,40.02,32.67,24.090000,36.72,168,32.66,200,11.900000,40,12.010000,24.090000,80,39,32.67,40,72

59,14:30-14:45,12.070000,87.850000,30.550000,64.630000,0.000000,133.380000,50.895,114.43,10.770000,11.780000,80,72.9,10.340000,38.14,261.530000,76,38.14,41.32,32.67,24.090000,36.03,164.5,32.66,200,11.900000,40,11.780000,24.090000,80,38,32.67,40,70.5

60,14:45-15:00,11.620000,87.850000,30.550000,64.630000,0.000000,133.380000,46.839,114.7,10.770000,11.350000,80,70.02,10.340000,38.23,261.530000,75.34,38.23,43.02,32.67,24.090000,35.12,157.5,32.66,199.7,11.900000,40,11.350000,24.090000,80,37.66,32.67,39.94,67.5

61,15:00-15:15,11.290000,87.850000,30.550000,74.110000,0.000000,133.380000,42.42225,114.64,10.770000,11.020000,80,66.9,10.340000,38.21,261.530000,73.34,38.21,43.02,32.67,24.090000,42.03,157.5,32.66,189.88,11.900000,40,11.020000,24.090000,80,36.66,32.67,37.97,67.5

62,15:15-15:30,10.710000,87.850000,30.550000,74.110000,0.000000,133.380000,38.38575,114.91,10.770000,10.450000,80,63.51,10.340000,38.3,261.530000,68.67,38.3,43.02,32.67,24.090000,39.76,150.5,32.66,181.78,11.900000,40,10.450000,24.090000,80,34.33,32.67,36.36,64.5

63,15:30-15:45,10.130000,87.850000,30.550000,74.110000,0.000000,133.380000,34.086,115.39,10.770000,9.880000,80,59.91,10.340000,38.46,261.530000,64.67,38.47,43.02,32.67,24.090000,36.47,143.5,32.66,171.14,11.900000,40,9.880000,24.090000,80,32.33,32.67,34.23,61.5

64,15:45-16:00,9.520000,87.850000,30.550000,74.110000,0.000000,133.380000,30.11775,116.09,10.770000,9.290000,80,56.04,10.340000,38.7,261.530000,61.34,38.69,43.02,32.67,24.090000,32.96,133,32.66,159.61,11.900000,40,9.290000,24.090000,80,30.66,32.67,31.92,57

65,16:00-16:15,8.790000,87.850000,30.550000,74.110000,0.000000,133.380000,27.17325,115.97,10.770000,8.570000,80,51.39,10.340000,38.66,261.530000,55.34,38.66,43.02,32.67,13.420000,29.19,122.5,32.66,148.39,11.900000,40,8.570000,13.420000,80,27.66,32.67,29.68,52.5

66,16:15-16:30,7.960000,87.850000,30.550000,74.110000,0.000000,133.380000,24.7455,115.12,10.770000,7.750000,80,47.07,10.340000,38.37,261.530000,50.67,38.37,43.02,32.67,13.420000,25.27,112,32.66,137.28,11.900000,40,7.750000,13.420000,80,25.33,32.67,27.45,48

67,16:30-16:45,7.020000,87.850000,30.550000,74.110000,0.000000,133.380000,21.957,114.23,10.770000,6.850000,80,42.3,10.340000,38.08,261.530000,46,38.07,44.02,32.67,13.420000,23.69,101.5,32.66,123.48,11.900000,40,6.850000,13.420000,80,23,32.67,24.7,43.5

68,16:45-17:00,6.140000,87.850000,30.550000,74.110000,0.000000,133.380000,18.82725,114.11,10.770000,6.000000,80,36.96,10.340000,38.04,261.530000,42,38.02,44.02,33,13.420000,21.69,87.5,26.62,110.22,11.900000,40,6.000000,13.420000,80,21,33,22.04,37.5

69,17:00-17:15,5.380000,87.850000,30.550000,74.110000,0.000000,133.380000,15.74625,115,10.770000,5.240000,80,31.68,10.340000,38.33,261.530000,37.34,38.34,44.02,33,13.420000,19.47,73.5,12.24,86.68,11.900000,38.33,5.240000,13.420000,80,18.66,23,17.33,31.5

70,17:15-17:30,4.430000,87.850000,30.550000,74.110000,0.000000,133.380000,12.909,115,10.770000,4.320000,80,26.79,10.340000,38.33,261.530000,33.34,38.34,44.02,13.8,13.420000,16.97,59.5,4.44,74.83,11.900000,38.33,4.320000,13.420000,80,16.66,0,14.97,25.5

71,17:30-17:45,3.580000,87.850000,30.550000,74.110000,0.000000,133.380000,10.22775,115,10.770000,3.490000,80,21.84,10.340000,38.33,261.530000,28,38.34,44.02,0,13.420000,13.46,52.5,1.11,62.16,11.900000,38.33,3.490000,13.420000,80,14,0,12.43,22.5

72,17:45-18:00,2.640000,87.850000,31.560000,74.110000,0.000000,133.380000,7.75125,115,10.770000,2.570000,80,17.25,10.340000,38.33,261.530000,26,38.34,44.02,0,13.420000,10.25,42,0.05,49.39,11.900000,38.33,2.570000,13.420000,80,13,0,9.88,18

73,18:00-18:15,1.930000,87.850000,31.560000,74.110000,0.000000,133.380000,5.3625,115,10.770000,1.880000,80,12.99,10.340000,38.33,261.530000,20.67,38.34,44.02,0,13.420000,7.45,31.5,0,42.02,11.900000,38.33,1.880000,13.420000,80,10.33,0,8.4,13.5

74,18:15-18:30,1.370000,87.850000,31.560000,74.110000,0.000000,133.380000,3.28575,115,10.770000,1.330000,80,9.42,10.340000,38.33,261.530000,12.67,38.34,44.02,0,13.420000,5.05,21,0,29.98,11.900000,38.33,1.330000,13.420000,80,6.33,0,6,9

75,18:30-18:45,0.770000,87.850000,31.560000,74.110000,0.000000,133.380000,1.989,115,10.770000,0.750000,80,5.76,10.340000,38.33,261.530000,11.33,38.34,44.02,0,30.930000,2.6,14,0,17.53,11.900000,38.33,0.750000,0.000000,80,5.67,0,3.5,6

76,18:45-19:00,0.330000,87.850000,31.560000,74.110000,0.000000,133.380000,0.819,115,10.770000,0.320000,80,0.3,10.340000,38.33,261.530000,8.67,38.34,44.02,0,30.930000,0.93,7,0,8.46,11.900000,38.33,0.320000,0.000000,80,4.33,0,1.69,3

77,19:00-19:15,0.120000,87.850000,31.560000,74.110000,0.000000,133.380000,0.039,115,10.770000,0.120000,80,0.03,10.340000,38.33,261.530000,6,38.34,44.02,0,30.930000,0.13,3.5,0,2.68,11.900000,38.33,0.120000,11.010000,80,3,0,0.53,1.5

78,19:15-19:30,0.000000,87.850000,31.560000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,80,0,10.340000,38.33,261.530000,3.33,38.34,43.02,0,30.930000,0,0.7,0,0.04,11.900000,38.33,0.000000,11.010000,80,1.67,0,0.01,0.3

79,19:30-19:45,0.000000,87.850000,31.560000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,80,0,10.340000,38.33,261.530000,0.67,38.34,43.02,0,30.930000,0,0,0,0,11.900000,38.33,0.000000,20.670000,80,0.33,0,0,0

80,19:45-20:00,0.000000,87.850000,31.560000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,42.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,20.670000,78.33,0,0,0,0

81,20:00-20:15,0.000000,87.850000,31.560000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,41.04,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,12.940000,78.33,0,0,0,0

82,20:15-20:30,0.000000,87.850000,31.560000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,39.54,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,12.940000,78.33,0,0,0,0

83,20:30-20:45,0.000000,87.850000,31.560000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,37.74,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,12.940000,78.33,0,0,0,0

84,20:45-21:00,0.000000,87.850000,31.560000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,42.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,12.940000,78.33,0,0,0,0

85,21:00-21:15,0.000000,87.850000,29.620000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,42.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,78.33,0,0,0,0

86,21:15-21:30,0.000000,87.850000,29.620000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,42.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,78.33,0,0,0,0

87,21:30-21:45,0.000000,87.850000,29.620000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,42.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,78.33,0,0,0,0

88,21:45-22:00,0.000000,87.850000,29.620000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,42.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,78.33,0,0,0,0

89,22:00-22:15,0.000000,87.850000,29.620000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,42.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,78.33,0,0,0,0

90,22:15-22:30,0.000000,87.850000,29.620000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,42.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,78.33,0,0,0,0

91,22:30-22:45,0.000000,87.850000,30.680000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,78.33,0,10.340000,38.33,261.530000,0,38.34,38.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,78.33,0,0,0,0

92,22:45-23:00,0.000000,87.850000,30.680000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,80,0,10.340000,38.33,261.530000,0,38.34,38.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,80,0,0,0,0

93,23:00-23:15,0.000000,87.850000,30.680000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,80,0,10.340000,38.33,261.530000,0,38.34,38.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,80,0,0,0,0

94,23:15-23:30,0.000000,87.850000,30.680000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,80,0,10.340000,38.33,261.530000,0,38.34,38.42,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,80,0,0,0,0

95,23:30-23:45,0.000000,87.850000,30.680000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,80,0,10.340000,38.33,261.530000,0,38.34,38.62,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,80,0,0,0,0

96,23:45-24:00,0.000000,87.850000,30.680000,74.110000,0.000000,133.380000,0,115,10.770000,0.000000,80,0,10.340000,38.33,261.530000,0,38.34,39.02,0,30.930000,0,0,0,0,11.900000,36.34,0.000000,30.930000,80,0,0,0,0

