Block,Time,CHAMERA2,KGSU3AND4,KHSTPP-II,RAPPC,RAPPD,SIMHST1,TelanganaSTPP,AURY_RF,DADRI_CRF,KOLDAM,KUDGI,RAMPUR,SINGRAULI_HYDRO,UNCHAHAR3,UNCHAHAR4,ANTA_LF,AURY_CRF,BRBCL,DHAULIGNGA,NLCIIST2,NLCTS2EXP,RAPPB,RIHAND2,SEWA2,URI2,ANTA_GF,DADRI_LF,CHAMERA3,KHSTPP-I,MAPS,SALAL,TANAKPUR,UNCHAHAR2,VALLURNTECL,AURY_GF,NTPL,PARBATI3,TALA,TANDA2,URI,ANTA_CRF,AURY_LF,BSIUL,KKNP,NNTPP,RSTPSU1TO6,TEHRI,UNCHAHAR1,DADRT2,FSTPP I & II,JHAJJAR,KGSU1AND2,KISHANGANGA,KKNPPU2,NJPC,NLCEXP,NLCIIST1,PARBATI2,RIHAND3,SIMHST2,SINGRAULI,DADRI_RF,CHAMERA1,DULHASTI,KOTESHWR,NAPP,RIHAND1,RSTPSU7,SASAN,TALST2,ANTA_RF,DADRI_GF
57,14:00-14:15,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,2.19,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,0,45.53,0,83.67,0.77,45,0,0,0,16.88,0,5.7,52.99,0,0,13.04,0,0,0,0,21.94,548.92,20.8,608.67,0,8.63,0,55.33,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

58,14:15-14:30,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,2.19,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,0,45.53,0,83.67,0.77,45,0,0,0,4.29,0,5.7,52.99,0,0,13.04,0,0,0,0,21.94,548.92,20.8,608.67,0,8.63,0,55.33,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

59,14:30-14:45,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,3.3,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,0,45.53,0,83.67,0.77,45,0,0,0,0,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,608.67,0,8.63,0,82.99,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

60,14:45-15:00,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,3.3,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,0,45.53,0,83.67,0.77,45,0,0,0,0,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,608.67,0,8.63,0,82.99,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

61,15:00-15:15,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,3.3,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,83.67,0.77,45,0,0,0,0,0,5.7,52.36,0,0,13.04,0,0,0,10.91,21.94,548.92,20.8,658.67,0,8.63,0,82.99,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

62,15:15-15:30,32.53,0,148.3,69.23,22.02,0,0,80.77,0,0,0,3.3,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,83.67,0.77,45,0,0,0,0,0,5.7,52.36,0,0,13.04,0,0,0,10.91,21.94,548.92,20.8,658.67,0,8.63,0,82.99,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

63,15:30-15:45,24.7,0,148.3,69.23,22.02,0,0,80.77,0,0,0,3.3,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,18.42,45.53,0,83.67,4.35,45,0,0,0,0,0,5.7,52.36,0,0,13.04,0,0,0,10.91,21.94,548.92,20.8,670.67,0,8.63,0,82.99,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

64,15:45-16:00,24.7,0,148.3,69.23,22.02,0,0,80.77,0,1.93,0,4.4,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,18.42,45.53,0,83.67,4.35,45,0,0,0,0,0,5.7,52.36,0,0,13.04,0,0,0,10.91,21.94,548.92,20.8,670.67,0,8.63,0,110.67,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

65,16:00-16:15,24.7,0,148.3,69.23,22.02,0,0,80.77,0,4.12,0,5.42,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,18.42,45.53,0,83.67,4.35,45,0,0,0,0,0,5.7,52.36,0,0,13.04,0,0,0,21.83,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

66,16:15-16:30,24.7,0,148.3,69.23,22.02,0,0,80.77,0,4.12,0,5.42,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,18.42,45.53,0,83.67,4.35,45,0,0,0,0,0,5.7,52.36,0,0,13.04,0,0,0,21.83,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,18.78,130.79,0,150.34,98.41,12.64,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

67,16:30-16:45,24.7,0,148.3,69.23,22.02,0,0,80.77,0,7,0,5.42,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,18.42,45.53,0,83.67,4.35,45,0,0,0,4.29,0,5.7,52.36,0,0,13.04,0,0,0,32.74,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,18.78,130.79,0,150.34,98.41,12.64,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

68,16:45-17:00,24.7,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.11,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,18.42,45.53,0,83.67,4.35,45,0,0,0,16.88,0,5.7,52.36,0,0,6.52,0,0,0,32.74,21.94,548.92,20.8,670.67,0,8.63,0,128.81,0,0,18.78,130.79,0,150.34,98.41,12.64,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

69,17:00-17:15,24.7,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.11,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,18.42,45.53,0,79.38,4.35,45,0,0,0,16.88,0,5.7,52.36,0,0,6.52,0,0,0,32.74,21.94,548.92,20.8,670.67,0,8.63,0,128.81,0,0,18.78,130.79,0,150.34,98.41,12.64,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

70,17:15-17:30,24.7,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.11,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,18.42,45.53,0,79.38,4.35,45,0,0,0,19.64,0,5.7,52.36,0,0,6.52,0,0,0,32.74,21.94,548.92,20.8,670.67,0,8.63,0,128.81,0,0,18.78,130.79,0,150.34,98.41,13.12,59.5,10.43,26.03,97.23,0,410.62,0,47.89,0

71,17:30-17:45,32.53,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.11,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,18.42,45.53,0,79.38,4.35,45,0,0,0,16.88,0,5.7,52.36,0,0,6.52,0,0,0,32.74,21.94,548.92,20.8,635.67,0,8.63,0,128.81,0,0,22.54,130.79,0,150.34,98.41,14.03,59.5,10.43,26.03,97.23,0,410.62,0,47.89,0

72,17:45-18:00,32.53,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,26.9,0,0,0,124.58,12.61,38.1,0,0,18.42,45.53,0,79.38,4.35,45,0,0,0,16.88,0,5.7,52.36,0,0,6.52,0,0,0,32.74,21.94,548.92,20.8,635.67,0,8.63,0,138.33,0,0,22.54,130.79,0,150.34,98.41,28.1,59.5,10.43,26.03,97.23,0,410.62,0,47.89,0

73,18:00-18:15,32.53,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,32.83,0,0,0,124.58,12.61,38.1,0,0,35,45.53,0,79.38,4.35,45,0,0,0,23.02,0,5.7,52.36,0,0,6.52,0,0,0,32.74,21.94,548.92,20.8,635.67,0,8.63,0,138.33,0,0,30.06,130.79,0,150.34,98.41,28.1,59.5,10.43,26.03,97.23,0,418.77,0,47.89,0

74,18:15-18:30,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,32.83,0,0,0,124.58,12.61,38.1,0,0,35,45.53,0,79.38,4.35,45,0,0,0,23.02,0,5.7,52.36,0,0,6.52,0,0,0,32.74,21.94,548.92,20.8,635.67,0,8.63,0,138.33,0,0,37.57,130.79,0,150.34,98.41,28.1,59.5,10.43,26.03,97.23,0,418.77,0,47.89,0

75,18:30-18:45,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,32.83,0,0,0,124.58,18.9,38.1,0,0,35,45.53,0,79.38,3.07,44.5,0,0,0,27.62,0,5.7,52.36,0,0,13.04,0,0,0,32.74,21.94,548.92,20.8,635.67,0,8.63,0,138.33,0,0,37.57,130.79,0,150.34,98.41,42.15,59.5,20.85,26.03,97.23,0,418.77,0,47.89,0

76,18:45-19:00,50.39,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,79.38,3.07,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,548.92,20.8,635.67,0,8.68,0,138.33,0,0,44.33,130.79,0,150.34,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,47.89,0

77,19:00-19:15,50.39,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,79.38,3.07,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,548.92,20.8,635.67,0,8.68,0,138.33,0,0,44.33,130.79,0,150.34,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,48.55,0

78,19:15-19:30,50.39,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,79.38,3.07,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,635.67,0,8.68,0,138.33,0,0,44.33,130.79,0,150.34,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,48.55,0

79,19:30-19:45,50.39,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,79.38,3.07,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,635.67,0,8.68,0,138.33,0,0,44.33,130.79,0,150.34,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,48.55,0

80,19:45-20:00,50.39,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,79.38,3.07,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,427.09,0,8.68,0,138.33,0,0,44.33,130.79,0,150.34,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,48.55,0

81,20:00-20:15,50.39,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,79.38,1.15,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,635.67,0,8.68,0,138.33,0,0,44.33,130.79,0,150.34,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,48.55,0

82,20:15-20:30,50.39,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,79.38,1.15,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,635.67,0,8.68,0,138.33,0,0,44.33,130.79,0,150.34,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,48.55,0

83,20:30-20:45,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,32.83,0,0,0,124.58,12.61,38.1,0,0,35.03,45.53,0,79.38,0.51,44.5,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,32.74,21.94,246.52,20.8,421.07,0,8.63,0,138.33,0,0,30.06,130.79,0,150.34,98.41,42.15,59.5,31.28,26.03,97.23,0,418.77,0,48.55,0

84,20:45-21:00,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,32.83,0,0,0,124.58,12.61,38.1,0,0,35.03,45.53,0,79.38,0.51,44.5,0,0,0,36.83,0,5.7,52.36,0,0,13.04,0,0,0,32.74,21.94,246.52,20.8,456.07,0,8.63,0,138.33,0,0,30.06,130.79,0,150.34,98.41,42.15,59.5,31.28,26.03,97.23,0,418.77,0,48.55,0

85,21:00-21:15,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,15,32.83,0,0,0,124.58,12.61,38.1,0,0,35.03,45.53,0,81.34,0,44.5,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,32.74,21.94,246.52,20.8,456.07,0,8.63,0,138.33,0,0,30.06,130.79,0,150.34,98.41,42.15,59.5,31.28,26.03,97.23,0,418.77,0,49.2,0

86,21:15-21:30,50.39,0,148.3,69.23,22.02,0,0,80.77,0,7.19,0,5.42,0.98,27.68,2.3,0,0,15,32.83,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,81.34,0,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,456.07,0,8.68,0,138.33,0,0,44.33,130.79,0,137.54,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,49.2,0

87,21:30-21:45,50.39,0,148.3,69.23,22.02,0,0,80.77,0,7.19,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,81.34,0,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,456.07,0,8.68,0,138.33,0,0,44.33,130.79,0,137.54,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,49.2,0

88,21:45-22:00,50.39,0,148.3,69.23,22.02,0,0,80.77,0,7.19,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,81.34,0,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,456.07,0,8.68,0,138.33,0,0,44.33,130.79,0,137.54,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,49.2,0

89,22:00-22:15,50.39,0,148.3,69.23,22.02,0,0,80.77,0,7.19,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,81.34,0,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,456.07,0,8.68,0,138.33,0,0,44.33,130.79,0,137.54,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,49.2,0

90,22:15-22:30,50.39,0,148.3,69.23,22.02,0,0,80.77,0,7.19,0,5.42,0.98,27.68,2.3,0,0,15,43.78,0,0,0,124.58,20.09,40.16,0,0,36.84,45.53,0,81.34,0,44.5,0,0,0,59.84,0,5.7,52.36,0,0,20.46,0,0,0,32.74,21.94,246.52,20.8,456.07,0,8.68,0,138.33,0,0,44.33,130.79,0,137.54,98.41,43.05,60.23,34.76,26.03,97.23,0,418.77,0,49.2,0

91,22:30-22:45,48.81,0,148.3,69.23,22.02,0,0,80.77,0,7.19,0,5.42,0.98,27.68,2.3,0,0,17.14,21.88,0,0,0,124.58,0,38.1,0,0,35.03,45.53,0,81.34,0,44.5,0,0,0,24.55,0,5.7,52.36,0,0,19.56,0,0,0,32.74,21.94,246.53,20.8,456.07,0,8.63,0,138.33,0,0,30.06,130.79,0,150.34,98.41,42.15,59.5,20.85,26.03,97.23,0,418.77,0,49.2,0

92,22:45-23:00,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,17.58,10.95,0,0,0,124.58,0,38.1,0,0,35.03,45.53,0,81.34,0,44.5,0,0,0,23.02,0,5.7,52.36,0,0,19.56,0,0,0,32.74,21.94,246.52,20.8,456.07,0,8.63,0,138.33,0,0,22.54,130.79,0,150.34,98.41,42.15,59.5,10.43,26.03,97.23,0,418.77,0,49.2,0

93,23:00-23:15,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,18.02,10.95,0,0,0,124.58,0,38.1,0,0,35.03,45.53,0,81.34,0,44.5,0,0,0,23.02,0,5.7,52.36,0,0,19.56,0,0,0,33.31,21.94,246.52,20.8,456.07,0,8.63,0,138.33,0,0,22.54,130.79,0,150.34,98.41,42.15,59.5,10.43,26.03,97.23,0,418.77,0,49.86,0

94,23:15-23:30,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,18.46,10.95,0,0,0,124.58,0,38.1,0,0,35.03,45.53,0,81.34,0,44.5,0,0,0,23.02,0,5.7,52.36,0,0,19.56,0,0,0,33.31,21.94,246.52,20.8,456.07,0,8.63,0,138.33,0,0,22.54,130.79,0,150.34,98.41,42.15,59.5,10.43,26.03,97.23,0,418.77,0,49.86,0

95,23:30-23:45,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,18.9,10.95,0,0,0,124.58,0,38.1,0,0,35.03,45.53,0,76.69,0,44.5,0,0,0,23.02,0,5.7,37.53,0,0,19.56,0,0,0,33.31,21.94,246.52,20.8,456.07,0,8.63,0,138.33,0,0,22.54,130.79,0,150.34,98.41,42.15,59.5,10.43,26.03,97.23,0,418.77,0,49.86,0

96,23:45-24:00,48.81,0,148.3,69.23,22.02,0,0,80.77,0,9.59,0,5.42,0.98,27.68,2.3,0,0,19.34,10.95,0,0,0,124.58,0,38.1,0,0,35.03,45.53,0,76.69,0,44.5,0,0,0,23.02,0,5.7,37.53,0,0,19.56,0,0,0,33.31,21.94,246.52,20.8,456.07,0,8.63,0,138.33,0,0,22.54,130.79,0,150.34,98.41,42.15,59.5,10.43,26.03,97.23,0,418.77,0,49.86,0

