Block,Time Block,BSIUL,BRBCL,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KHSTPP-I,KGSU3AND4,KISHANGANGA,KKNP,KKNPPU2,KUDGI,KOLDAM,MAPS,KHSTPP-II,KOTESHWR,NJPC,NAPP,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,RAPPC,RAPPB,NTPL,PARBATI3,RIHAND1,RIHAND2,RSTPSU1TO6,RIHAND3,TANDA2,TEHRI,RSTPSU7,SALAL,TALST2,SINGRAULI_HYDRO,TANAKPUR,SIMHST1,SIMHST2,TALA,SASAN,SINGRAULI,SEWA2,UNCHAHAR4,UNCHAHAR1,VALLURNTECL,UNCHAHAR3,URI2,UNCHAHAR2,TelanganaSTPP,URI,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,19.21,0,1.8,0,0,262.33,13.09,0,230.41,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,3.7,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,11.63,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,19.21,0,1.8,0,0,312.13,13.09,0,230.41,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,4.3,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,11.63,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,19.21,0,1.8,0,0,321.73,13.09,0,230.41,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,4.3,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,11.63,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,19.21,0,1.8,0,0,356.79,16.37,15.83,251.49,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,14.94,0,12.27,0,0,4.3,0,0,0,402.19,134.15,0,0,17.02,0,25.34,4.39,20.35,0,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,19.21,0,1.8,0,0,437.32,16.69,15.83,251.49,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,14.94,0,12.27,0,0,4.3,0,0,0,402.19,134.15,0,0,17.02,0,25.34,4.39,20.35,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,19.21,0,1.8,0,0,472.63,16.69,15.83,251.49,0,43.43,0,0,0,0,0,0,0,94.95,8.52,18.19,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,29.9,0,12.27,0,0,4.93,0,0,0,402.19,134.15,0,0,17.02,0,25.34,4.39,20.35,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,19.21,0,1.8,0,0,474.39,16.69,15.83,289.36,0,43.43,0,0,0,0,0,0,0,94.95,8.52,31.83,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,29.9,0,12.27,0,0,4.93,0,0,0,402.19,134.15,0,0,17.02,0,25.34,4.39,20.35,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,19.21,0,1.8,0,8.77,491.2,16.69,15.83,347.94,0,43.43,0,0,0,0,0,0,0,94.95,8.52,60.02,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,44.84,0,12.27,0,0,4.93,0,0,0,402.19,134.15,0,0,19.75,0,25.34,18.08,20.35,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,1.06,19.21,11.53,3.84,9.3,17.55,527.64,16.69,15.83,398.22,0,43.43,0,0,0,0,0,0,0,94.95,8.52,89.86,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,44.84,0,12.27,0,0,4.93,0,0,0,402.19,134.15,0,0,19.75,0,25.34,18.08,20.35,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,2.11,19.21,25.8,3.84,18.59,26.31,501.9,16.69,31.65,418.93,0,43.43,0,0,0,0,0,0,0,94.95,8.52,134.78,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,59.78,0,13.4,0,0,4.93,0,0,0,402.19,134.15,5.06,0,19.75,0,25.34,18.08,20.35,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,12.52,19.21,39.79,25.3,27.91,35.1,472.95,16.69,31.65,418.93,0,43.43,0,0,0,0,0,0,0,94.95,9.47,134.78,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,59.78,0,53.56,0,0,4.93,0,0,0,402.19,134.15,10.12,0,19.75,0,25.34,18.08,20.35,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,12.52,19.21,40.48,25.3,27.91,35.1,483.98,16.69,31.65,418.93,0,43.43,0,0,0,0,0,0,0,94.95,9.47,134.78,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,59.78,0,53.56,0,0,4.93,0,0,0,402.19,134.15,10.12,0,19.75,0,25.34,18.08,20.35,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,12.52,19.21,40.48,25.3,27.91,35.1,452.04,16.69,31.65,418.93,0,43.43,0,0,0,0,0,0,0,94.95,9.47,134.78,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,59.78,0,53.56,0,0,4.93,0,0,0,402.19,134.15,10.12,0,19.75,0,25.34,18.08,20.35,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,12.52,19.21,40.48,25.3,27.91,35.1,453.55,16.49,31.65,361.94,0,43.43,0,0,0,0,0,0,0,94.95,9.47,134.78,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,59.78,0,53.56,0,0,4.93,0,0,0,402.19,134.15,10.12,0,18.2,0,21.25,4.39,17.8,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,12.52,19.21,40.48,25.3,27.91,35.1,495.98,16.49,31.65,303.35,0,43.43,0,0,0,0,0,0,0,94.95,9.47,134.78,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,59.78,0,12.27,0,0,4.93,0,0,0,402.19,134.15,10.12,0,16.88,0,21.25,4.39,17.8,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,12.52,19.21,40.48,25.3,27.91,35.1,474.15,14.34,31.65,251.49,0,43.43,0,0,0,0,0,0,0,94.95,9.47,134.78,41.74,0,0,0,0,0,0,50.94,0,0,3.67,88.14,114.06,0,119.4,0,59.78,0,1.34,0,0,4.93,0,0,0,402.19,134.15,10.12,0,16.88,0,21.25,4.39,17.8,0,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,12.52,19.21,25.11,25.3,27.91,35.1,469.07,14.34,31.65,231.73,0,43.43,0,0,0,0,0,0,0,94.95,9.47,134.78,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,59.78,0,1.34,0,0,4.93,0,0,0,402.19,134.15,10.12,0,14.75,0,21.25,4.39,17.8,0,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,6.26,19.21,11.53,3.84,9.3,17.55,473.24,14.34,31.65,231.73,0,43.43,0,0,0,0,0,0,0,94.95,8.52,112.32,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,59.78,0,1.34,0,0,4.93,0,0,0,402.19,134.15,5.06,0,14.75,0,21.25,4.39,17.8,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,6.26,19.21,0,1.8,0,8.77,464.61,14.34,31.65,231.73,0,43.43,0,0,0,0,0,0,0,94.95,8.52,89.86,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,59.78,0,1.34,0,0,4.93,0,0,0,402.19,134.15,0,0,14.75,0,21.25,4.39,17.8,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,1.06,19.21,0,1.8,0,0,465.12,14.34,31.65,231.73,0,43.43,0,0,0,0,0,0,0,94.95,8.52,61.85,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,44.84,0,1.34,0,0,4.93,0,0,0,402.19,134.15,0,0,14.75,0,18.71,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,19.21,0,1.8,0,0,458.14,14.34,31.65,231.73,0,43.43,0,0,0,0,0,0,0,94.95,8.52,41.47,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,44.84,0,1.34,0,0,4.93,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,19.21,0,1.8,0,0,453.16,14.34,31.65,231.73,0,32.06,0,0,0,0,0,0,0,94.95,8.52,16.37,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,29.9,0,1.34,0,0,4.93,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,19.21,0,1.8,0,0,436.22,14.34,31.65,231.73,0,32.06,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,3.05,88.14,114.06,0,119.4,0,14.94,0,1.34,0,0,4.93,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,19.21,0,1.8,0,0,451.17,14.34,31.65,231.73,0,32.06,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,13.49,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,19.21,0,1.8,0,0,463.12,12.98,31.65,231.73,0,32.06,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,19.21,0,1.8,0,0,454.16,12.98,15.83,231.73,0,32.06,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,19.21,0,1.8,0,0,452.17,12.98,15.83,231.73,0,32.06,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,19.21,0,1.8,0,0,455.16,12.98,15.83,231.73,0,32.06,0,0,0,0,0,0,0,83.43,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,19.21,0,1.8,0,0,456.15,12.98,15.83,231.73,0,32.06,0,0,0,0,0,0,0,78.31,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,19.21,0,1.8,0,0,458.14,12.98,15.83,231.73,0,32.06,0,0,0,0,0,0,0,78.31,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,19.21,0,1.8,0,0,458.14,12.98,15.83,231.73,0,32.06,0,0,0,0,0,0,0,78.31,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,19.21,0,1.8,0,0,446.59,12.98,15.83,231.73,0,32.06,0,0,0,0,0,0,0,78.31,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,19.21,0,1.8,0,0,445.59,12.98,15.83,231.73,0,32.06,0,0,0,0,0,0,0,78.31,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,4.06,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,19.21,0,1.8,0,0,463.53,12.69,15.83,231.73,0,32.06,0,0,0,0,0,0,0,78.31,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,2.09,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,18.02,0,1.8,0,0,459.54,12.39,15.83,231.73,0,32.06,0,0,0,0,0,0,0,78.31,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,1.34,0,0,2.09,0,0,0,402.19,134.15,0,0,14.75,0,18.66,4.39,15.51,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

