Column1,Block,NR/2025/31138/A/90793,NR/2025/29985/A/90932,NR/2025/31347/A/90237,NR/2025/31138/A/90792,GNARE/NR/2024/12/20/3668,NR/2025/30105/A/90856,NR/2025/29992/A/90640,NR/2025/29628/A/90912,NR/2025/31983/C,NR/2025/31997/C,NR/2025/32009/C,NR/2025/30121/A/90240,NR/2025/29353/A/90750,NR/2025/31998/C,NR/2025/32011/C,NR/2025/27965/A/90745,NR/2025/29167/A/90610,NR/2025/30082/A/90766,NR/2025/31933/C,NR/2025/27966/A/90748,NR/2025/29439/A/90355,NR/2025/31870/A/90698,NR/2025/30083/A/90907,NR/2025/30191/A/90238,NR/2025/29440/A/90228,NR/2025/31971/C,NR/2025/31921/C,NR/2025/31952/C,NR/2025/31970/C,NR/2025/31926/C,NR/2025/29915/A/90608,NR/2025/29352/A/90754,NR/2025/30101/A/90852,NR/2025/30086/A/90905,NR/2025/27975/A/90752,NR/2025/32017/C,NR/2025/27973/A/90749,NR/2025/30067/A/90724,NR/2025/32017/C/Alternate/1,NR/2025/32023/C,NR/2025/31915/C,NR/2025/32026/C,NR/2025/32029/C,NR/2025/32016/C,NR/2025/29910/A/90910,NR/2025/30084/A/90906,NR/2025/30217/A/90854,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/1192,NR/2025/32025/C,NR/2025/32027/C,NR/2025/27978/A/90858,NR/2025/28728/A/90760,NR/2025/31339/A/90931,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/2786,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/8154,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/31420/A/90429,NR/2025/31137/A/90790,NR/2025/31419/A/90431,NR/2025/31136/A/90775,NR/2025/31136/A/90774,NR/2025/31137/A/90791,NR/2025/32034/C,Total
66,16:15-16:30,0.5,91,9.61,0.19,55.09,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.96,0,0,0,0,0,0,28.59,48.06,30.12,96.11,161.99,0,0,0,0,0,0,0,29.79,16.57,30.12,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,26.7,43.68,26.7,15.23,134.79,19.22,20.73,13.16,0,0.29,0,0.48,0.71,0.57,10.75,1960.42

67,16:30-16:45,0.37,88,9.61,0.04,52.66,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.96,0,0,0,0,0,0,28.59,48.06,30.12,96.11,161.99,0,0,0,0,0,0,0,29.79,16.57,30.12,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,26.7,43.68,26.7,15.23,134.79,19.22,20.73,13.16,0,0.06,0,0.1,0.52,0.41,10.75,1953.75

68,16:45-17:00,0.38,77,9.61,0.02,47.47,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.96,0,0,0,0,0,0,28.59,48.06,30.12,96.11,161.99,0,0,0,0,0,0,0,29.79,16.57,30.12,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,26.7,43.68,26.7,15.23,134.79,19.22,20.73,13.16,0,0.03,0,0.05,0.55,0.44,8.8,1935.5800000000002

69,17:00-17:15,0.22,63,0,0.08,43.73,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.86,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,16.57,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,26.7,43.68,26.7,15.23,134.79,19.22,20.73,13.16,0,0.11,0,0.18,0.32,0.25,8.15,1927.7500000000005

70,17:15-17:30,0.19,56,0,0.05,37.61,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.86,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,16.57,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,26.7,43.68,26.7,15.23,134.79,19.22,20.73,13.16,0,0.07,0,0.12,0.28,0.22,7.87,1914.12

71,17:30-17:45,0.12,46,0,0.02,25.43,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.86,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,16.57,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,26.7,43.68,26.7,15.23,134.79,19.22,20.73,13.16,0,0.02,0,0.04,0.17,0.14,7.69,1891.3400000000006

72,17:45-18:00,0.05,35,0,0,20.92,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.86,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,16.57,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,26.7,43.68,26.7,15.23,134.79,19.22,20.73,13.16,0,0,0,0,0.09,0.07,7.76,1875.6

73,18:00-18:15,0.02,28,0,0,17.02,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.86,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,16.57,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,24.6,43.68,29.5,0,134.79,0,20.73,13.16,0,0,0,0,0.04,0.03,8.57,1831.6399999999999

74,18:15-18:30,0,21,0,0.03,13.12,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.86,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,16.57,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,24.6,43.68,29.5,0,134.79,0,20.73,13.16,0,0.04,0,0.07,0,0,6.23,1818.45

75,18:30-18:45,0,14,0,0,8.96,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.86,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,24.6,43.68,29.5,0,134.79,0,20.73,11.77,0,0,0,0,0,0,4.07,1806.2499999999995

76,18:45-19:00,0,11,0,0,5.25,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.86,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,24.6,43.68,29.5,0,134.79,0,20.73,11.77,0,0,0,0,0,0,2.6,1798.07

77,19:00-19:15,0,5,0,0,3.11,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,11.77,0,0,0,0,0,0,0,1792.72

78,19:15-19:30,0,1,0,0,1.49,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,11.77,0,0,0,0,0,0,0,1787.0999999999997

79,19:30-19:45,0,0,0,0,0.47,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,11.77,0,0,0,0,0,0,0,1785.0799999999997

80,19:45-20:00,0,0,0,0,0,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,0,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,11.77,0,0,0,0,0,0,0,1784.61

81,20:00-20:15,0,0,0,0,0,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,11.77,0,0,0,0,0,0,0,1838.6699999999998

82,20:15-20:30,0,0,0,0,0,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,11.77,0,0,0,0,0,0,0,1838.6699999999998

83,20:30-20:45,0,0,0,0,0,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,15.45,0,0,0,0,0,0,0,1842.35

84,20:45-21:00,0,0,0,0,0,29.12,44.21,76.52,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,15.45,0,0,0,0,0,0,0,1842.35

85,21:00-21:15,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,15.45,0,0,0,0,0,0,0,1871.5500000000002

86,21:15-21:30,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,15.45,0,0,0,0,0,0,0,1871.5500000000002

87,21:30-21:45,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,15.45,0,0,0,0,0,0,0,1871.5500000000002

88,21:45-22:00,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,15.45,0,0,0,0,0,0,0,1871.5500000000002

89,22:00-22:15,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,15.45,0,0,0,0,0,0,0,1871.5500000000002

90,22:15-22:30,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,13.46,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,192.22,0,0,0,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,15.45,0,0,0,0,0,0,0,1871.5500000000002

91,22:30-22:45,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,12.49,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,139.61,0,0,52.61,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,18.21,0,0,0,0,0,0,0,1873.3400000000004

92,22:45-23:00,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,12.49,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,139.61,0,0,52.61,0,0,0,0,0,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,18.21,0,0,0,0,0,0,0,1873.3400000000004

93,23:00-23:15,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,12.49,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,18.21,0,0,0,0,0,0,0,1872.9000000000003

94,23:15-23:30,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,12.49,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,18.21,0,0,0,0,0,0,0,1872.9000000000003

95,23:30-23:45,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,12.49,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,18.21,0,0,0,0,0,0,0,1872.9000000000003

96,23:45-24:00,0,0,0,0,0,29.12,44.21,105.72,0,0,0,6.73,81.69,0,0,0,54.06,48.06,0,96.11,25.07,12.49,14.56,48.06,0.91,0,0,0,0,0,0,28.59,48.06,37.14,96.11,161.99,0,0,0,0,0,0,0,29.79,19.22,43.68,7.69,81.69,163.39,0,0,0,96.11,81.69,134.55,29.5,43.68,29.5,0,134.79,0,20.73,18.21,0,0,0,0,0,0,0,1872.9000000000003

