Block,Time Block,KKNPPU2,KOLDAM,KUDGI,KOTESHWR,KKNP,FSTPP I & II,DULHASTI,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,JHAJJAR,KGSU1AND2,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,RSTPSU7,SIMHST2,SALAL,SEWA2,SINGRAULI,SASAN,TALA,DHAULIGNGA,DADRT2,CHAMERA3,KGSU3AND4,KHSTPP-I,KHSTPP-II,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NAPP,NTPL,PARBATI3,RIHAND3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NJPC,NLCIIST2,KISHANGANGA,CHAMERA1,BSIUL,CHAMERA2,BRBCL,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,250.91,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,1.06,0,0,0,0,0,0,53.5,0,120.84,323.76,0,0,292.73,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

64,15:45-16:00,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,250.91,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,1.06,14.93,0,0,0,0,0,40.13,0,120.84,323.76,0,0,292.73,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

65,16:00-16:15,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,306.55,0,0,19.72,0,0,4.26,24.55,0,7.99,0,20.33,1.06,14.93,0,0,0,0,0,40.13,0,120.84,323.76,0,8.76,314.65,0,0,40.75,90.16,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

66,16:15-16:30,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,364.11,0,0,19.72,0,0,4.26,25.32,0,7.99,0,20.33,1.06,29.86,0,0,0,0,0,5.56,0,120.84,323.76,0,8.76,366.45,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

67,16:30-16:45,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,3.07,0,20.33,1.06,44.79,0,0,0,0,0,1.34,0,120.84,323.76,0,8.76,426.89,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

68,16:45-17:00,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,3.07,0,20.33,1.06,59.71,0,0,0,0,0,1.34,0,120.84,323.76,0,17.53,496.92,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,16.36,0,0,0,0,3.19,19.19,0,0,0,0,0,0

69,17:00-17:15,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,1.06,59.71,0,0,0,0,0,1.34,0,120.84,323.76,0,17.53,552.56,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,36.34,0,0,0,0,12.63,19.19,0,0,0,0,0,0

70,17:15-17:30,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,1.06,59.71,0,0,0,0,0,1.34,0,120.84,323.76,0,17.53,587.09,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,56.32,0,0,11.52,1.06,12.63,19.19,0,0,0,0,0,0

71,17:30-17:45,0,0,0,17.03,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,1.06,59.71,0,0,0,0,0,1.34,5.06,120.84,323.76,0,26.28,559.27,9.29,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,72.68,0,0,23.49,6.25,25.27,19.19,0,0,0,0,0,0

72,17:45-18:00,0,0,0,28.95,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,1.06,59.71,0,0,0,0,0,1.34,10.11,120.84,323.76,0,35.06,556.39,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,99.93,0,0,40.43,12.51,25.27,19.19,0,0,0,0,0,0

73,18:00-18:15,0,0,0,28.95,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,1.59,59.71,0,0,0,0,0,1.34,10.11,120.84,323.76,0,35.06,588.2,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,134.63,0,0,40.43,12.51,25.27,19.19,0,0,0,0,0,0

74,18:15-18:30,0,0,0,28.95,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,3.18,59.71,0,0,0,0,0,1.34,10.11,120.84,323.76,0,35.06,591.08,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,134.63,0,0,40.43,12.51,25.27,19.19,0,0,0,0,0,0

75,18:30-18:45,0,0,0,28.95,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,25.41,59.71,0,0,0,0,0,1.34,10.11,120.84,323.76,0,35.06,595.88,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,134.63,0,0,40.43,12.51,25.27,19.19,0,0,0,0,0,0

76,18:45-19:00,0,0,0,28.95,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,25.41,59.71,0,0,0,0,0,1.34,10.11,120.84,323.76,0,35.06,603.55,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,2.45,119.26,0,0,113.93,0,134.63,0,0,40.43,12.51,25.27,19.19,0,0,0,0,0,0

77,19:00-19:15,0,0,0,28.95,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,25.41,59.71,0,0,0,0,0,1.34,5.06,120.84,323.76,0,23.57,641.54,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,6.1,119.26,0,0,113.93,0,134.63,0,0,40.43,12.51,25.27,19.19,0,0,0,0,0,0

78,19:15-19:30,0,0,0,17.03,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,3.18,59.71,0,0,0,0,0,1.34,0,120.84,323.76,0,15.46,646.72,9.29,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,31.75,119.26,0,0,113.93,0,90.85,0,0,23.49,6.25,25.27,19.19,0,0,0,0,0,0

79,19:30-19:45,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,419.75,0,0,19.72,0,0,4.26,25.32,0,1.72,0,20.33,1.59,59.71,0,0,0,0,0,1.34,0,120.84,323.76,0,7.73,650.56,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,31.75,119.26,0,0,113.93,0,72.68,0,0,11.52,6.25,19.19,19.19,0,0,0,0,0,0

80,19:45-20:00,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,359.32,0,0,17.51,0,0,4.26,21.38,0,1.72,0,17.93,1.59,59.71,0,0,0,0,0,1.34,0,120.84,323.76,0,0,651.15,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,31.75,119.26,0,0,113.93,0,49.97,0,0,0,1.06,3.19,19.19,0,0,0,0,0,0

81,20:00-20:15,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,350.68,0,0,17.51,0,0,4.26,21.38,0,3.69,0,17.93,4.23,59.71,0,0,0,0,0,1.34,0,120.84,323.76,0,0,651.15,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,31.75,119.26,0,0,113.93,0,31.79,0,0,0,0,0,19.19,0,0,0,0,0,0

82,20:15-20:30,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,299.84,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,4.23,59.71,0,0,0,0,0,1.34,0,120.84,323.76,0,0,649.6,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,31.75,119.26,0,0,113.93,0,9.08,0,0,0,0,0,19.19,0,0,0,0,0,0

83,20:30-20:45,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,299.84,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,4.23,59.71,0,0,0,0,0,1.34,0,120.84,323.76,0,0,627.38,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,31.75,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

84,20:45-21:00,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,299.84,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,4.23,44.79,0,0,0,0,0,1.34,0,120.84,323.76,0,0,620.67,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,4.88,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

85,21:00-21:15,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,327.66,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,11.66,44.79,0,0,0,0,0,1.34,0,120.84,323.76,0,0,626.06,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,2.45,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

86,21:15-21:30,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,327.66,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,11.66,44.79,0,0,0,0,0,1.34,0,120.84,323.76,0,0,616.83,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

87,21:30-21:45,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,327.66,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,11.66,29.86,0,0,0,0,0,1.34,0,120.84,323.76,0,0,607.24,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

88,21:45-22:00,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,327.66,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,11.66,29.86,0,0,0,0,0,1.34,0,120.84,323.76,0,0,602.44,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

89,22:00-22:15,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,327.66,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,11.66,29.86,0,0,0,0,0,1.34,0,120.84,323.76,0,0,549.68,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

90,22:15-22:30,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,327.66,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,11.66,29.86,0,0,0,0,0,1.34,0,120.84,323.76,0,0,520.9,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

91,22:30-22:45,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,327.66,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,13.77,29.86,0,0,0,0,0,1.34,0,120.84,323.76,0,0,520.9,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

92,22:45-23:00,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,299.84,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,13.77,14.93,0,0,0,0,0,12.26,0,120.84,323.76,0,0,535.29,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

93,23:00-23:15,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,291.21,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,11.66,14.93,0,0,0,0,0,40.13,0,120.84,323.76,0,0,501.71,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

94,23:15-23:30,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,281.61,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,11.66,0,0,0,0,0,0,40.13,0,120.84,323.76,0,0,492.12,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

95,23:30-23:45,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,272.02,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,4.23,0,0,0,0,0,0,40.13,0,120.84,323.76,0,0,472.93,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

96,23:45-24:00,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,250.91,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,4.23,0,0,0,0,0,0,40.13,0,120.84,323.76,0,0,444.16,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

