Block,Time,DHAULIGNGA,KGSU1AND2,KHSTPP-II,KKNP,MAPS,RAPPC,SIMHST1,TEHRIPSP,URI,DADRI_RF,CHAMERA2,DULHASTI,RAPPB,TALST2,ANTA_GF,ANTA_LF,BRBCL,FSTPP I & II,RIHAND3,SEWA2,AURY_LF,KHSTPP-I,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPD,RIHAND2,RSTPSU7,SINGRAULI,TALA,UNCHAHAR1,UNCHAHAR2,ANTA_RF,AURY_RF,DADRI_GF,BSIUL,DADRT2,JHAJJAR,KUDGI,NJPC,NLCEXP,NTPL,PARBATI2,RSTPSU1TO6,SALAL,SIMHST2,TANAKPUR,KKNPPU2,KOLDAM,NAPP,NNTPP,SASAN,TEHRI,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,AURY_CRF,DADRI_CRF,CHAMERA3,KISHANGANGA,KOTESHWR,PARBATI3,TANDA2,UNCHAHAR3,URI2,VALLURNTECL,AURY_GF,CHAMERA1,KGSU3AND4,RAMPUR,RIHAND1,SINGRAULI_HYDRO,DADRI_LF
56,13:45-14:00,0,0,148.3,0,0,65.42,0,0,35.33,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,16.88,21.65,45,47.41,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,343.12,0,0,3.22,0,0,0,33.94,7.05,10.14,22.3,5.73,27.69,28.06,0,0,28.1,0,5.7,98.32,0.96,0

57,14:00-14:15,0,0,148.3,0,0,65.42,0,0,35.33,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,16.88,21.65,45,46.78,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,343.12,0,0,3.22,0,0,0,26.77,7.05,10.14,35.68,5.73,27.69,32.74,0,0,42.15,0,5.7,98.32,0.96,0

58,14:15-14:30,0,0,148.3,0,0,65.42,0,0,35.33,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,16.93,21.65,45,46.78,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,343.12,0,0,3.22,0,0,0,26.77,7.05,10.14,35.68,5.73,27.69,32.74,0,0,42.15,0,5.7,98.32,0.96,0

59,14:30-14:45,0,0,148.3,0,0,65.42,0,0,37.53,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,16.93,21.65,45,46.78,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,326.25,0,0,3.22,0,0,0,26.77,7.05,10.14,32.71,5.73,27.69,28.06,0,0,42.15,0,5.7,98.32,0.96,0

60,14:45-15:00,0,0,148.3,0,0,65.42,0,0,37.53,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,16.93,21.65,45,46.78,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,309.38,0,0,3.22,0,0,0,26.77,7.05,10.14,32.71,5.73,27.69,28.06,0,0,42.15,0,5.7,98.32,0.96,0

61,15:00-15:15,0,0,148.3,0,0,65.42,0,0,38.64,79.04,33.38,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,16.79,21.65,45,46.78,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,309.38,0,0,3.22,0,0,0,26.77,7.05,10.14,22.3,5.73,27.69,28.06,0,0,42.15,0,5.7,98.32,0.96,0

62,15:15-15:30,0,0,148.3,0,0,65.42,0,0,38.64,79.04,33.38,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,16.79,21.65,45,46.78,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,309.38,0,0,3.22,0,0,0,26.77,7.05,10.14,22.3,5.73,27.69,28.06,0,0,42.15,0,5.7,98.32,0.96,0

63,15:30-15:45,10.62,0,148.3,0,0,65.42,0,0,52.36,79.04,33.38,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,14.44,21.65,45,46.78,76.62,0,6.52,689.38,667.25,0,175.79,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,309.38,14.88,0,3.22,0,0,0,26.77,7.05,10.14,7.43,5.73,27.69,31.17,0,0,42.15,0,5.7,98.32,0.96,0

64,15:45-16:00,10.62,0,148.3,0,0,65.42,0,0,52.36,79.04,33.38,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,14.44,21.65,45,46.78,76.62,0,6.52,689.38,667.25,0,175.79,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,309.38,29.76,0,3.22,0,0,0,26.77,7.05,10.14,7.43,5.73,27.69,31.17,0,0,42.15,0,5.7,98.32,0.96,0

65,16:00-16:15,10.62,0,148.3,0,0,65.42,0,0,30.91,79.04,33.38,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,14.35,21.65,45,46.15,76.62,0,6.52,549.38,667.25,0,175.79,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,309.38,44.64,0,3.22,0,0,0,26.77,7.05,10.14,19.32,5.73,27.69,31.17,0,0,42.15,0,5.7,98.32,0.96,0

66,16:15-16:30,10.62,0,148.3,0,0,65.42,0,0,30.91,79.04,33.38,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,14.29,21.65,45,46.15,76.62,0,6.52,549.38,667.25,0,175.79,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,309.38,59.52,0,3.22,0,0,0,26.77,7.05,10.14,19.32,5.73,27.69,31.17,0,0,42.15,0,5.7,98.32,0.96,0

67,16:30-16:45,10.62,0,148.3,0,0,65.42,0,0,30.91,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,13.97,21.65,45,45.51,76.62,0,6.52,549.38,667.25,0,175.79,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,309.38,59.52,0,3.22,0,0,0,26.77,7.05,10.14,22.3,5.73,27.69,31.17,0,0,42.15,0,5.7,98.32,0.96,0

68,16:45-17:00,10.62,0,148.3,0,0,65.42,0,0,30.91,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,150.71,13.97,21.65,45,45.51,76.62,0,6.52,549.38,667.25,0,175.79,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,309.38,59.52,0,3.22,0,0,0,26.77,7.05,10.14,22.3,5.73,27.69,31.17,0,0,42.15,0,5.7,98.32,0.96,0

69,17:00-17:15,10.62,0,148.3,0,0,65.42,0,0,52.36,79.04,38.14,55.38,0,0,0,0,24.99,20.8,130.84,6.12,0,45.53,0,0,0,0,125.27,0,150.71,13.97,21.65,45,45.51,76.62,0,6.52,549.38,667.25,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,309.38,59.52,0,3.22,0,0,0,26.77,7.05,10.14,22.3,5.73,27.69,32.74,0,0,42.15,0,5.7,98.32,0.96,0

70,17:15-17:30,10.62,0,148.3,0,0,65.42,0,0,52.36,79.04,38.14,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,150.71,13.94,21.65,45,45.51,76.62,0,6.52,549.38,667.25,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,309.38,59.52,0,3.22,0,0,0,26.77,7.05,10.14,22.3,5.73,27.69,32.74,0,0,42.15,0,5.7,98.32,0.96,0

71,17:30-17:45,10.62,0,148.3,0,0,65.42,0,0,37.53,79.04,38.14,55.38,0,0,0,0,24.99,20.8,130.84,18.34,0,45.53,0,0,0,0,125.27,0,150.71,13.88,21.65,45,45.51,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,320.62,59.52,0,3.22,0,0,0,26.77,7.05,10.14,32.71,5.73,27.69,31.17,0,0,42.15,0,5.7,98.32,0.96,0

72,17:45-18:00,21.23,0,148.3,0,0,65.42,0,0,37.53,79.04,38.14,55.38,0,0,0,0,24.99,20.8,130.84,18.34,0,45.53,0,0,0,0,125.27,0,150.71,13.7,21.65,45,45.51,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,331.88,59.52,0,3.22,0,0,0,26.77,7.05,10.14,32.71,5.73,27.69,31.17,0,0,42.15,0,5.7,98.32,0.96,0

73,18:00-18:15,21.23,0,148.3,0,0,65.42,0,0,37.53,79.04,38.14,55.38,0,0,0,0,24.99,20.8,130.84,18.34,0,45.53,0,0,0,0,125.27,0,150.71,12.49,21.65,45,45.51,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,59.52,0,3.22,0,0,0,26.77,7.05,10.14,32.71,5.73,27.69,26.5,0,0,42.15,0,5.7,98.32,0.96,0

74,18:15-18:30,21.23,0,148.3,0,0,65.42,0,0,37.53,79.04,38.14,55.38,0,0,0,0,24.99,20.8,130.84,18.34,0,45.53,0,0,0,0,125.27,0,150.71,12.17,21.65,45,45.51,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,59.52,0,3.22,0,0,0,26.77,7.05,10.14,32.71,5.73,27.69,26.5,0,0,42.15,0,5.7,98.32,0.96,0

75,18:30-18:45,21.23,0,148.3,0,0,65.42,0,0,37.53,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,150.71,11.97,21.65,45,45.51,76.62,0,13.04,549.38,581.45,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,59.52,0,3.22,0,0,0,26.77,7.05,10.14,22.3,5.73,27.69,26.5,0,0,42.15,0,5.7,98.32,0.96,0

76,18:45-19:00,21.23,0,148.3,0,0,65.42,0,0,37.53,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,150.71,11.76,21.65,45,45.51,76.62,0,13.04,549.38,581.45,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,26.77,7.05,20.29,22.3,5.73,27.69,26.5,0,0,42.15,0,5.7,98.32,0.96,0

77,19:00-19:15,21.23,0,148.3,0,0,65.42,0,81.1,37.53,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,150.71,11.58,21.65,45,45.77,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,33.94,7.05,30.43,37.17,5.73,27.69,26.5,0,0,42.15,0,5.7,98.32,0.96,0

78,19:15-19:30,21.49,0,148.3,0,0,65.42,0,162.21,37.53,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,150.71,11.58,21.65,45,45.77,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,38.65,5.73,27.69,26.5,0,0,42.27,0,5.84,98.32,0.96,0

79,19:30-19:45,21.49,0,148.3,0,0,65.42,0,162.21,37.53,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,150.71,11.76,20.46,45,46.15,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,38.65,5.73,27.69,26.5,0,0,42.27,0,5.84,98.32,0.96,0

80,19:45-20:00,21.49,0,148.3,0,0,65.42,0,162.21,37.53,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,150.71,12.14,20.46,45,46.15,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,38.65,5.73,27.69,26.5,0,0,42.27,0,5.84,98.32,0.96,0

81,20:00-20:15,21.49,0,148.3,0,0,65.42,0,162.21,37.53,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,150.71,12.76,20.46,45,46.78,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,38.65,5.73,27.69,26.5,0,0,42.27,0,5.84,98.32,0.96,0

82,20:15-20:30,21.49,0,148.3,0,0,65.42,0,162.21,37.53,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,150.71,13.03,20.46,45,46.78,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,38.65,5.73,27.69,26.5,0,0,42.27,0,5.84,98.32,0.96,0

83,20:30-20:45,21.49,0,148.3,0,0,65.42,0,162.21,37.53,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,150.71,13.23,20.46,45,46.78,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,49.06,5.73,27.69,26.5,0,0,42.27,0,5.84,98.32,0.96,0

84,20:45-21:00,21.49,0,148.3,0,0,65.42,0,162.21,37.53,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,150.71,13.43,20.46,45,46.78,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,49.06,5.73,27.69,26.5,0,0,42.27,0,5.84,98.32,0.96,0

85,21:00-21:15,21.49,0,148.3,0,0,65.42,0,162.21,4.41,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,150.71,13.55,20.46,45,47.41,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,49.06,5.73,27.69,21.82,0,0,42.27,0,5.84,98.32,0.96,0

86,21:15-21:30,21.23,0,148.3,0,0,65.42,0,162.21,4.41,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,138.71,13.73,20.46,45,47.41,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,11.91,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,33.94,7.05,40.57,34.19,5.73,27.69,21.82,0,0,42.15,0,5.7,98.32,0.96,0

87,21:30-21:45,21.23,0,148.3,0,0,65.42,0,162.21,17.67,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,138.71,13.97,21.65,45,47.41,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,33.94,7.05,40.57,29.73,5.73,27.69,21.82,0,0,42.15,0,5.7,98.32,0.96,0

88,21:45-22:00,21.23,0,148.3,0,0,65.42,0,162.21,24.29,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,138.71,14.09,21.65,45,47.41,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,56.49,5.73,27.69,21.82,0,0,42.27,0,5.84,98.32,0.96,0

89,22:00-22:15,32.23,0,148.3,0,0,65.42,0,162.21,11.04,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,138.71,14.25,21.65,45,49.31,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,56.49,5.73,27.69,10.92,0,0,42.27,0,5.84,98.32,0.96,0

90,22:15-22:30,32.23,0,148.3,0,0,65.42,0,162.21,37.53,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,138.71,14.35,21.65,45,49.31,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,56.49,5.73,27.69,10.92,0,0,42.27,0,5.84,98.32,0.96,0

91,22:30-22:45,32.23,0,140.43,0,0,65.42,0,162.21,37.53,79.04,49.59,57.67,0,0,0,0,24.99,20.8,130.84,12.99,0,45.53,0,0,0,0,125.27,0,150.71,14.41,21.65,45,49.31,76.62,0,20.46,549.38,667.25,0,177.44,0,0,0,0,81.34,0,9.99,0,8.62,24.48,0,345.94,60.14,0,3.22,0,0,0,35.69,7.18,44.64,56.49,5.73,27.69,10.92,0,0,42.27,0,5.84,98.32,0.96,0

92,22:45-23:00,31.85,0,132.57,0,0,65.42,0,162.21,37.53,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,150.71,14.41,21.65,45,49.31,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,10.37,0,8.62,24.48,0,345.94,59.52,0,3.22,0,0,0,33.94,7.05,40.57,49.06,5.73,27.69,10.92,0,0,42.15,0,5.7,98.32,0.96,0

93,23:00-23:15,31.85,0,124.7,0,0,65.42,0,81.1,37.53,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,150.71,14.41,21.65,45,50.57,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,10.37,0,8.62,24.48,0,345.94,59.52,0,3.22,0,0,0,33.94,7.05,40.57,49.06,5.73,27.69,10.92,0,0,42.15,0,5.7,98.32,0.96,0

94,23:15-23:30,31.85,0,116.83,0,0,65.42,0,81.1,37.53,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,150.71,14.35,21.65,45,50.57,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,10.37,0,8.62,24.48,0,345.94,59.52,0,3.22,0,0,0,33.94,7.05,40.57,49.06,5.73,27.69,10.92,0,0,42.15,0,5.7,98.32,0.96,0

95,23:30-23:45,31.85,0,108.96,0,0,65.42,0,81.1,37.53,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,150.71,14.32,21.65,45,50.57,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,10.37,0,8.62,24.48,0,345.94,59.52,0,3.22,0,0,0,33.94,7.05,40.57,49.06,5.73,27.69,10.92,0,0,42.15,0,5.7,98.32,0.96,0

96,23:45-24:00,31.85,0,101.1,0,0,65.42,0,81.1,37.53,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,12.22,0,45.53,0,0,0,0,125.27,0,150.71,14.23,21.65,45,50.57,76.62,0,13.04,549.38,667.25,0,175.79,0,0,0,0,81.34,0,10.37,0,8.62,24.48,0,345.94,59.52,0,3.22,0,0,0,33.94,7.05,40.57,49.06,5.73,27.69,10.92,0,0,42.15,0,5.7,98.32,0.96,0

