Block,Time,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/10072024/10072024/IEX_240709_01453,NR/01102023/22052037/LT-59,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01042024/31072024/LT_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/15072024/NR/01072024/15072024/717759,NR/30092023/31122025/SH-07,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/R2,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02
1,00:00-00:15,15,6.66,7.33,0,0,42.01,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,15,10.580000,14.530000,29.890000,28.760000,115.150000,7.410000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,29.890000,32.750000,0.000000,20.470000,132.160000,81.880000

2,00:15-00:30,15,6.66,7.33,0,0,42.01,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,15,10.580000,14.530000,29.890000,28.760000,115.150000,7.410000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,29.890000,32.750000,0.000000,20.470000,132.160000,81.880000

3,00:30-00:45,15,6.66,7.33,0,0,42.01,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,15,10.580000,14.530000,29.890000,28.260000,115.150000,7.410000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,29.890000,32.750000,0.000000,20.470000,132.160000,81.880000

4,00:45-01:00,15,6.66,7.33,0,0,42.01,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,15,10.580000,14.530000,29.890000,28.260000,115.150000,7.410000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,29.890000,32.750000,0.000000,20.470000,132.160000,81.880000

5,01:00-01:15,15,6.66,7.33,0,0,42.01,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,15,10.580000,14.530000,29.890000,28.260000,115.150000,7.220000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,29.890000,32.750000,0.000000,20.470000,132.160000,81.880000

6,01:15-01:30,15,6.66,7.33,0,0,42.01,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,15,10.580000,14.530000,30.830000,28.260000,115.150000,7.220000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,30.830000,32.750000,0.000000,20.470000,132.160000,81.880000

7,01:30-01:45,15,6.66,7.33,0,0,37.02,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,15,10.580000,14.530000,30.830000,28.260000,115.150000,7.220000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,30.830000,32.750000,0.000000,20.470000,132.160000,81.880000

8,01:45-02:00,15,6.66,7.33,0,0,36.22,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,15,10.580000,14.530000,30.830000,28.260000,115.150000,7.220000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,30.830000,32.750000,0.000000,20.470000,132.160000,81.880000

9,02:00-02:15,22.67,9,7.33,0,0,35.42,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,22.67,10.350000,14.530000,30.830000,28.260000,115.150000,7.040000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,30.830000,32.750000,0.000000,20.470000,132.160000,81.880000

10,02:15-02:30,22,9,7.33,0,0,34.42,0,0,0,7.34,0,0,0,22,0,0,0,0,0,0,22,10.350000,14.530000,30.830000,28.260000,115.150000,7.040000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,30.830000,32.750000,0.000000,20.470000,132.160000,81.880000

11,02:30-02:45,29.33,8.66,9.33,0,0,30.02,0,0,0,9.34,0,0,0,28,0,0,0,0,0,0,29.33,10.350000,14.530000,30.830000,28.260000,115.150000,7.040000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,30.830000,32.750000,0.000000,20.470000,132.160000,81.880000

12,02:45-03:00,28.67,8.66,9.17,0,0,29.22,0,0,0,9.16,0,0,0,27.5,0,0,0,0,0,0,28.67,10.350000,14.530000,30.830000,28.260000,115.150000,7.040000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,86.890000,0.000000,163.760000,30.830000,32.750000,0.000000,20.470000,132.160000,81.880000

13,03:00-03:15,28.33,8.66,9.17,0,0,30.02,0,0,0,9.16,0,0,0,27.5,0,0,0,0,0,0,28.33,10.350000,14.530000,30.830000,28.260000,66.070000,6.300000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,76.380000,0.000000,163.760000,30.830000,0.000000,0.000000,20.470000,132.160000,81.880000

14,03:15-03:30,28,8.34,9.17,0,0,29.62,0,0,0,9.16,0,0,0,27.5,0,0,0,0,0,0,28,10.350000,14.530000,30.830000,28.260000,66.070000,6.300000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,76.380000,0.000000,163.760000,30.830000,0.000000,0.000000,20.470000,132.160000,81.880000

15,03:30-03:45,27.33,7.34,8.33,0,0,33.62,0,0,0,8.34,0,0,0,25,0,0,0,0,0,0,27.33,10.350000,14.530000,25.880000,28.260000,66.070000,6.300000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,76.380000,0.000000,163.760000,25.880000,0.000000,0.000000,20.470000,132.160000,81.880000

16,03:45-04:00,26.67,7.34,8.17,0,0,33.02,0,0,0,8.16,0,0,0,24.5,0,0,0,0,0,0,26.67,10.350000,14.530000,25.880000,28.260000,66.070000,6.300000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,76.380000,0.000000,163.760000,25.880000,0.000000,0.000000,20.470000,132.160000,81.880000

17,04:00-04:15,15,7.34,8,0,0,32.02,0,0,0,8,0,0,0,24,0,0,0,0,0,0,15,10.110000,14.530000,25.880000,28.260000,66.070000,6.120000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,76.380000,0.000000,163.760000,25.880000,0.000000,0.000000,20.470000,132.160000,81.880000

18,04:15-04:30,15,7.34,7.83,0,0,31.02,0,0,0,7.84,0,0,0,23.5,0,0,0,0,0,0,15,10.110000,14.530000,25.880000,28.260000,70.220000,6.120000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,76.380000,0.000000,163.760000,25.880000,0.000000,0.000000,20.470000,132.160000,81.880000

19,04:30-04:45,15,7.34,7.67,0,0,26.81,0,0,0,7.66,0,0,0,23,0,0,0,0,0,0,15,10.110000,14.530000,25.880000,28.260000,70.220000,6.120000,100.360000,0.000000,0.000000,0.000000,0.000000,10.380000,12.410000,81.880000,15.320000,13.720000,61.410000,261.540000,0.000000,57.510000,0.000000,163.760000,25.880000,0.000000,0.000000,20.470000,132.160000,81.880000

