Block,Time,CHAMERA1,CHAMERA3,DULHASTI,KGSU1AND2,KOLDAM,NLCIIST1,PARBATI2,RSTPSU1TO6,URI,ANTA_LF,AURY_CRF,AURY_GF,KUDGI,NJPC,RAMPUR,RAPPC,SEWA2,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,UNCHAHAR4,URI2,ANTA_CRF,KHSTPP-I,KKNPPU2,NLCEXP,NTPL,RSTPSU7,TelanganaSTPP,UNCHAHAR3,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,NAPP,SIMHST1,SIMHST2,ANTA_GF,AURY_LF,KHSTPP-II,KOTESHWR,NNTPP,PARBATI3,RAPPB,RIHAND3,SALAL,ANTA_RF,KISHANGANGA,NLCIIST2,RIHAND1,RIHAND2,TEHRIPSP,DADRI_CRF,BSIUL,MAPS,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR2,AURY_RF,DADRI_LF,DADRT2,JHAJJAR,KKNP,NLCTS2EXP,RAPPD,SASAN,SINGRAULI,VALLURNTECL,DADRI_GF,DADRI_RF
56,13:45-14:00,0,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,28.4,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,68.56,48.16,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

57,14:00-14:15,0,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,28.4,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,47.53,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

58,14:15-14:30,0,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,28.4,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,47.53,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

59,14:30-14:45,0,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,0,0.9,28.4,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,68.56,47.53,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

60,14:45-15:00,0,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,0,0.9,28.4,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,68.56,47.53,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

61,15:00-15:15,0,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,0,0.9,27.34,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,31.22,0,130.84,68.56,47.53,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

62,15:15-15:30,0,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,0,0.9,27.34,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,22.3,0,130.84,68.56,47.53,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,14.04,343.12,150.71,0,0,79.04

63,15:30-15:45,0,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,0,0.9,27.34,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,22.3,0,130.84,68.56,47.53,7.05,0,47.02,125.27,0,0,13.04,0,5.73,29.76,21.65,45,76.62,0,689.38,667.25,0,0,14.04,343.12,150.71,0,0,79.04

64,15:45-16:00,0,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,0,0.9,27.34,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,22.3,0,130.84,68.56,47.53,7.05,0,47.02,125.27,0,0,13.04,0,5.73,29.76,21.65,45,76.62,0,689.38,667.25,0,0,14.04,343.12,150.71,0,0,79.04

65,16:00-16:15,0,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,0,0.9,27.34,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,31.22,0,130.84,68.56,46.9,7.05,0,47.02,125.27,0,0,6.52,0,5.73,44.64,21.65,45,76.62,0,549.38,667.25,0,0,14.04,343.12,150.71,0,0,79.04

66,16:15-16:30,14.05,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,4.57,0.9,27.34,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,31.22,0,130.84,68.56,46.9,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,15.91,343.12,150.71,0,0,79.04

67,16:30-16:45,28.1,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,12.22,0.9,27.31,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,37.17,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,15.91,343.12,150.71,0,0,79.04

68,16:45-17:00,28.1,33.94,55.38,0,8.62,0,0,0,39.75,0,0,0,0,175.79,5.7,65.42,12.22,0.9,27.31,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,37.17,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,15.91,343.12,150.71,0,0,79.04

69,17:00-17:15,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,12.22,0.9,27.31,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,37.17,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,15.91,343.12,150.71,0,0,79.04

70,17:15-17:30,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,12.22,0.9,27.22,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,37.17,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,16.85,343.12,150.71,0,0,79.04

71,17:30-17:45,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,12.22,0.9,26.79,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,35.68,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,16.85,343.12,150.71,0,0,79.04

72,17:45-18:00,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,12.22,0.9,26.67,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,35.68,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,16.85,343.12,150.71,0,0,79.04

73,18:00-18:15,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,12.22,0.9,26.52,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,37.17,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,16.85,343.12,150.71,0,0,79.04

74,18:15-18:30,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,12.22,0.9,26.4,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,37.17,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,17.78,343.12,150.71,0,0,79.04

75,18:30-18:45,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,12.22,0.9,25.66,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,37.17,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,17.78,343.12,150.71,0,0,79.04

76,18:45-19:00,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,12.22,0.9,25.58,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.29,0,37.17,0,130.84,66.82,46.27,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,76.62,0,549.38,667.25,0,0,17.78,343.12,150.71,0,0,79.04

77,19:00-19:15,42.15,33.94,55.38,0,8.62,0,0,0,52.36,0,0,0,0,175.79,5.7,65.42,12.22,0.9,25.58,0,11.91,3.22,32.74,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,30.43,0,37.17,0,130.84,66.82,46.53,7.05,0,47.02,125.27,81.1,0,13.04,0,5.73,59.52,20.46,45,76.62,0,549.38,667.25,0,0,17.78,348.98,150.71,0,0,79.04

78,19:15-19:30,42.27,35.69,57.67,0,8.62,0,0,0,52.36,0,0,0,0,177.44,5.84,65.42,12.99,0.9,25.64,0,11.91,3.22,32.74,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.8,0,24.62,0,0,0,0,98.87,44.64,0,49.06,0,130.84,66.82,46.53,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,20.46,45,76.62,0,549.38,667.25,0,0,19.65,348.98,150.71,0,0,79.04

79,19:30-19:45,42.27,35.69,57.67,0,8.62,0,0,0,52.36,0,0,0,0,177.44,5.84,65.42,12.99,0.9,25.87,0,11.91,3.22,32.74,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.8,0,24.62,0,0,0,0,98.87,44.64,0,49.06,0,130.84,66.82,46.9,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,20.46,45,76.62,0,549.38,667.25,0,0,19.65,348.98,150.71,0,0,79.04

80,19:45-20:00,42.27,35.69,57.67,0,8.62,0,0,0,37.53,0,0,0,0,177.44,5.84,65.42,12.99,0.9,26.01,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.8,0,24.62,0,0,0,0,98.87,44.64,0,49.06,0,130.84,66.82,46.9,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,20.46,45,76.62,0,549.38,667.25,0,0,19.65,348.98,150.71,0,0,79.04

81,20:00-20:15,42.27,35.69,57.67,0,8.62,0,0,0,37.53,0,0,0,0,177.44,5.84,65.42,12.99,0.9,26.08,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.8,0,24.62,0,0,0,0,98.87,44.64,0,49.06,0,130.84,66.82,47.53,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,19.65,348.98,150.71,0,0,79.04

82,20:15-20:30,42.27,35.69,57.67,0,8.62,0,0,0,39.75,0,0,0,0,177.44,5.84,65.42,12.99,0.9,26.2,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.8,0,24.62,0,0,0,0,98.87,44.64,0,38.65,0,130.84,66.82,47.53,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,20.59,348.98,150.71,0,0,79.04

83,20:30-20:45,42.27,35.69,57.67,0,8.62,0,0,0,39.75,0,0,0,0,177.44,5.84,65.42,12.99,0.9,26.22,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.02,0,24.62,0,0,0,0,98.87,44.64,0,38.65,0,130.84,66.82,47.53,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,20.59,348.98,150.71,0,0,79.04

84,20:45-21:00,42.27,35.69,57.67,0,8.62,0,0,0,39.75,0,0,0,0,177.44,5.84,65.42,12.99,0.9,26.34,0,11.91,3.22,31.17,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.02,0,24.62,0,0,0,0,98.87,44.64,0,52.03,0,130.84,66.82,47.53,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,20.59,348.98,150.71,0,0,79.04

85,21:00-21:15,42.27,35.69,57.67,0,8.62,0,0,0,44.16,0,0,0,0,177.44,5.84,65.42,12.99,0.9,21.66,0,11.91,3.22,32.74,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.02,0,24.62,0,0,0,0,98.87,44.64,0,56.49,0,130.84,66.82,48.16,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,20.59,348.98,150.71,0,0,79.04

86,21:15-21:30,42.15,33.94,55.38,0,8.62,0,0,0,44.16,0,0,0,0,175.79,5.7,65.42,12.22,0.9,21.76,0,11.91,3.22,32.74,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.02,0,24.62,0,0,0,0,98.87,40.57,0,37.17,0,130.84,66.82,48.16,7.05,0,47.02,125.27,162.21,0,19.56,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,22.46,348.98,150.71,0,0,79.04

87,21:30-21:45,42.15,33.94,55.38,0,8.62,0,0,0,44.16,0,0,0,0,175.79,5.7,65.42,12.22,0.9,21.9,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.02,0,24.62,0,0,0,0,98.87,40.57,0,53.53,0,130.84,66.82,48.16,7.05,0,47.02,125.27,162.21,0,19.56,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,22.46,348.98,150.71,0,0,79.04

88,21:45-22:00,42.27,35.69,57.67,0,8.62,0,0,0,44.16,0,0,0,0,177.44,5.84,65.42,12.99,0.9,22.05,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.02,0,24.62,0,0,0,0,98.87,44.64,0,66.9,0,130.84,66.82,48.16,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,22.46,348.98,150.71,0,0,79.04

89,22:00-22:15,42.27,35.69,57.67,0,8.62,0,0,0,46.37,0,0,0,0,177.44,5.84,65.42,12.99,0.9,22.2,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.02,0,24.62,0,0,0,0,98.87,44.64,0,66.9,0,130.84,65.07,50.06,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,22.46,348.98,147.44,0,0,79.04

90,22:15-22:30,42.27,35.69,57.67,0,8.62,0,0,0,46.37,0,0,0,0,177.44,5.84,65.42,12.99,0.9,22.34,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.02,0,24.62,0,0,0,0,98.87,44.64,0,66.9,0,130.84,65.07,50.06,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,23.39,348.98,147.44,0,0,79.04

91,22:30-22:45,42.27,35.69,57.67,0,8.62,0,0,0,46.37,0,0,0,0,177.44,5.84,65.42,12.99,0.9,22.49,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,49.59,44.58,20.02,0,24.62,0,0,0,0,98.87,44.64,0,66.9,0,130.84,65.07,50.06,7.18,0,47.02,125.27,162.21,0,20.46,0,5.73,60.14,19.57,45,76.62,0,549.38,667.25,0,0,0,348.98,147.44,0,0,79.04

92,22:45-23:00,42.15,33.94,55.38,0,8.62,0,0,0,46.37,0,0,0,0,175.79,5.7,65.42,12.22,0.9,22.58,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.02,0,24.62,0,0,0,0,98.87,40.8,0,37.17,0,130.84,65.07,50.06,7.05,0,47.02,125.27,81.1,0,19.56,0,5.73,59.52,19.57,45,76.62,0,549.38,667.25,0,0,0,348.98,147.44,0,0,79.04

93,23:00-23:15,42.15,33.94,55.38,0,8.62,0,0,0,44.16,0,0,0,0,175.79,5.7,65.42,12.22,0.9,19.7,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.02,0,24.62,0,0,0,0,98.87,40.57,0,41.62,0,130.84,65.07,51.33,7.05,0,47.02,125.27,81.1,0,19.56,0,5.73,59.52,19.57,45,76.62,0,549.38,667.25,0,0,0,348.98,147.44,0,0,79.04

94,23:15-23:30,42.15,33.94,55.38,0,8.62,0,0,0,44.16,0,0,0,0,175.79,5.7,65.42,12.22,0.9,19.76,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.02,0,24.62,0,0,0,0,98.87,40.57,0,41.62,0,130.84,65.07,51.33,7.05,0,47.02,125.27,81.1,0,19.56,0,5.73,59.52,19.57,45,76.62,0,549.38,667.25,0,0,0,348.98,147.44,0,0,79.04

95,23:30-23:45,42.15,33.94,55.38,0,8.62,0,0,0,44.16,0,0,0,0,175.79,5.7,65.42,12.22,0.9,19.85,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.02,0,24.62,0,0,0,0,98.87,40.57,0,41.62,0,130.84,65.07,51.33,7.05,0,47.02,125.27,81.1,0,19.56,0,5.73,59.52,19.57,45,76.62,0,549.38,667.25,0,0,0,348.98,147.44,0,0,79.04

96,23:45-24:00,42.15,33.94,55.38,0,8.62,0,0,0,44.16,0,0,0,0,175.79,5.7,65.42,12.22,0.9,19.99,0,11.91,3.22,34.3,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.02,0,24.62,0,0,0,0,98.87,40.57,0,41.62,0,130.84,65.07,51.33,7.05,0,47.02,125.27,81.1,0,19.56,0,5.73,59.52,19.57,45,76.62,0,549.38,667.25,0,0,0,348.98,147.44,0,0,79.04

