Block,Time,ANTA_GF,CHAMERA2,PARBATI3,DADRI_RF,AURY_LF,BSIUL,SALAL,DADRI_CRF,ANTA_LF,RIHAND1,KOLDAM,RAPPC,RAPPB,RIHAND3,DADRT2,NAPP,SINGRAULI,UNCHAHAR4,RAMPUR,DULHASTI,AURY_CRF,UNCHAHAR3,AURY_RF,DADRI_GF,JHAJJAR,TANDA2,CHAMERA3,RIHAND2,ANTA_RF,CHAMERA1,KOTESHWR,KISHANGANGA,DADRI_LF,URI,SEWA2,AURY_GF,DHAULIGNGA,UNCHAHAR1,TANAKPUR,ANTA_CRF,TEHRI,SINGRAULI_HYDRO,UNCHAHAR2,URI2,NJPC,SASAN,KHSTPP-II,KHSTPP-I,BRBCL,TALA,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,0.000000,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,39.320285,10.162515,0.000000,0.000000,7.219500,6.165453,0.000000,0.000000,0.644509,23.102400,23.308011,0.000000,373.609125,114.163590,35.925291,11.569181,0.000000,7.546784,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,23.308011,0.000000,373.609125,114.163590,35.925291,11.926583,0.000000,7.546784,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,23.308011,0.000000,373.609125,114.163590,35.925291,12.910952,0.000000,7.546784,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,23.308011,0.000000,373.609125,114.163590,35.925291,14.051432,0.000000,7.546784,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,26.844989,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,23.308011,0.000000,373.609125,114.163590,35.925291,15.734571,0.000000,7.546784,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,39.320285,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,24.602901,0.000000,373.609125,114.163590,35.925291,17.793163,0.000000,7.546784,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,39.320285,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,24.602901,0.000000,373.609125,114.163590,35.925291,18.923558,0.000000,7.546784,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,24.602901,0.000000,373.609125,114.163590,35.925291,18.203308,0.000000,7.546784,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,24.602901,0.000000,373.609125,114.163590,35.925291,17.714503,0.000000,7.546784,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,30.704420,0.000000,373.609125,114.163590,35.925291,18.944131,0.000000,7.546784,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,30.704420,0.000000,373.609125,114.163590,35.925291,19.252017,0.000000,7.546784,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,39.320285,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,31.336326,0.000000,373.609125,114.163590,35.925291,19.252017,0.000000,7.546784,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,39.320285,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,0.000000,0.644509,23.102400,31.336326,0.000000,373.609125,114.163590,35.925291,19.252017,0.000000,7.546784,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,12.189404,0.644509,23.102400,31.336326,22.516080,373.609125,141.998541,35.925291,19.252017,0.000000,7.546784,0,0,0,0,0

22,05:15-05:30,0.000000,3.207864,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,12.189404,0.644509,23.102400,31.336326,42.479731,373.609125,141.998541,44.581365,19.252017,0.000000,7.546784,0,0,0,0,0

23,05:30-05:45,0.000000,12.677481,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,0.000000,113.707125,0.000000,27.047828,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,12.250048,0.644509,23.102400,31.336326,57.429679,373.609125,141.998541,44.663754,19.252017,0.000000,7.546784,0,0,0,0,0

24,05:45-06:00,0.000000,12.677481,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,9.315889,113.707125,0.000000,27.047828,16.135101,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,7.219500,0.000000,0.000000,36.568211,0.644509,23.102400,31.336326,90.064321,373.609125,141.998541,44.663754,19.252017,0.000000,7.546784,0,0,0,0,0

25,06:00-06:15,0.000000,25.354961,0.000000,0.000000,0.000000,6.276922,17.896659,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,13.976952,0.000000,0.000000,346.362732,0.000000,18.631778,113.707125,0.000000,40.571742,24.202652,0.000000,0.000000,39.320285,10.162515,0.000000,7.629568,7.219500,0.000000,0.000000,48.636328,0.644509,27.477855,25.897790,90.064321,373.609125,141.998541,44.663754,19.252017,0.000000,7.546784,0,0,0,0,0

26,06:15-06:30,0.000000,38.032442,0.000000,0.000000,0.000000,18.830766,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,31.725086,0.000000,13.976952,0.000000,0.000000,441.833400,0.000000,27.975859,113.707125,0.000000,40.571742,32.270202,0.000000,0.000000,39.320285,10.162515,0.000000,17.588697,7.553715,0.000000,0.000000,48.636328,0.644509,27.691210,25.897790,112.580402,373.609125,141.998541,44.663754,19.252017,0.000000,7.546784,0,0,0,0,0

27,06:30-06:45,0.000000,38.032442,0.000000,0.000000,0.000000,18.830766,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.204675,0.000000,0.000000,31.725086,0.000000,18.382291,0.000000,0.000000,517.386918,0.000000,27.975859,113.707125,0.000000,40.571742,32.270202,0.000000,0.000000,33.475378,15.212977,0.000000,26.383045,7.553715,0.000000,0.000000,48.636328,0.644509,40.804710,25.897790,112.580402,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

28,06:45-07:00,0.000000,38.032442,0.000000,0.000000,0.000000,18.830766,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,399.479000,41.739106,120.204675,0.000000,0.000000,31.725086,0.000000,22.801106,0.000000,0.000000,542.352905,0.000000,27.975859,113.707125,0.000000,40.571742,32.270202,0.000000,0.000000,33.475378,15.212977,0.000000,26.383045,9.615315,0.000000,0.000000,48.636328,0.644509,40.804710,25.897790,112.580402,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

29,07:00-07:15,0.000000,38.032442,0.000000,0.000000,0.000000,18.830766,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,446.646400,41.739106,120.204675,0.000000,0.000000,31.725086,0.000000,22.801106,0.000000,0.000000,467.341078,0.000000,27.975859,113.707125,0.000000,40.571742,32.270202,0.000000,0.000000,33.475378,15.212977,0.000000,26.383045,9.615315,0.000000,0.000000,48.636328,0.644509,40.804710,25.897790,112.580402,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

30,07:15-07:30,0.000000,38.032442,0.000000,0.000000,0.000000,18.830766,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,483.225200,41.739106,120.204675,0.000000,0.000000,31.725086,0.000000,22.801106,0.000000,0.000000,510.690064,0.000000,27.975859,113.707125,0.000000,40.571742,32.270202,0.000000,0.000000,33.475378,15.212977,0.000000,26.383045,9.615315,0.000000,0.000000,48.636328,0.644509,40.804710,25.897790,112.580402,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

31,07:30-07:45,0.000000,38.032442,0.000000,0.000000,0.000000,18.830766,64.875390,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,492.851200,41.739106,120.204675,0.000000,0.000000,31.725086,0.000000,22.801106,0.000000,0.000000,468.808189,0.000000,27.975859,113.707125,0.000000,40.571742,32.270202,0.000000,0.000000,33.475378,10.162515,0.000000,26.383045,9.615315,0.000000,0.000000,48.636328,0.644509,40.804710,25.897790,112.580402,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

32,07:45:08:00,0.000000,38.032442,0.000000,0.000000,0.000000,6.276922,14.541036,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,535.205600,41.739106,120.204675,0.000000,0.000000,31.725086,0.000000,17.895215,0.000000,0.000000,347.907705,0.000000,18.631778,113.707125,0.000000,40.571742,16.135101,0.000000,0.000000,33.475378,10.162515,0.000000,17.588697,9.281100,0.000000,0.000000,48.636328,0.644509,40.804710,25.897790,90.064321,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

33,08:00-08:15,0.000000,25.354961,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,553.687068,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,17.895215,0.000000,0.000000,345.881432,0.000000,9.315889,113.707125,0.000000,27.047828,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,7.634654,9.281100,0.000000,0.000000,36.568211,0.644509,36.215900,25.897790,58.341261,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

34,08:15-08:30,0.000000,12.677481,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,555.420200,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,17.895215,0.000000,0.000000,345.881432,0.000000,9.315889,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,9.281100,0.000000,0.000000,36.568211,0.644509,36.215900,25.897790,58.341261,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,557.345400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,17.895215,0.000000,0.000000,347.907705,0.000000,9.315889,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,9.281100,0.000000,0.000000,24.378808,0.644509,36.215900,25.897790,36.463288,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,538.093400,41.739106,120.204675,0.000000,0.000000,15.862543,0.000000,17.895215,0.000000,0.000000,347.907705,0.000000,0.000000,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,9.281100,0.000000,0.000000,24.378808,0.644509,36.004128,25.897790,18.231644,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,535.205600,41.739106,120.877600,0.000000,0.000000,15.862543,0.000000,22.801106,0.000000,0.000000,347.907705,0.000000,0.000000,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,39.320285,10.162515,0.000000,0.000000,9.281100,0.000000,0.000000,12.189404,0.644509,36.004128,25.897790,0.000000,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,515.953600,41.739106,120.890528,0.000000,0.000000,15.862543,0.000000,22.801106,0.000000,0.000000,347.907705,0.000000,0.000000,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,39.320285,10.162515,0.000000,0.000000,9.615315,0.000000,0.000000,12.189404,0.644509,36.004128,25.897790,0.000000,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,477.035801,41.739106,120.209488,0.000000,0.000000,15.862543,0.000000,22.801106,0.000000,0.000000,365.032359,0.000000,0.000000,113.707125,0.000000,13.523914,8.067551,0.000000,0.000000,34.006733,10.162515,0.000000,0.000000,9.615315,0.000000,0.000000,12.189404,0.644509,36.004128,25.897790,0.000000,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,412.390067,41.739106,120.209488,0.000000,0.000000,15.862543,0.000000,22.801106,0.000000,0.000000,383.562409,0.000000,0.000000,113.707125,0.000000,9.770313,8.067551,0.000000,0.000000,34.006733,10.162515,0.000000,0.000000,9.615315,0.000000,0.000000,6.306955,0.644509,36.004128,25.897790,0.000000,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,379.264400,41.739106,120.209488,0.000000,0.000000,15.862543,0.000000,22.801106,0.000000,0.000000,383.562409,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,9.615315,0.000000,0.000000,0.000000,0.644509,36.004128,31.336326,0.000000,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.209488,0.000000,0.000000,15.862543,0.000000,22.801106,0.000000,0.000000,383.562409,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,9.615315,0.000000,0.000000,0.000000,0.644509,36.004128,31.336326,0.000000,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.209488,0.000000,0.000000,15.862543,0.000000,22.801106,0.000000,0.000000,383.562409,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,9.615315,0.000000,0.000000,0.000000,0.644509,36.004128,31.336326,0.000000,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.209488,0.000000,0.000000,15.862543,0.000000,22.801106,0.000000,0.000000,383.562409,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,33.475378,10.162515,0.000000,0.000000,9.615315,0.000000,0.000000,0.000000,0.644509,36.004128,31.336326,0.000000,373.609125,141.998541,44.663754,19.252017,0.000000,10.035105,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.209488,0.000000,0.000000,0.000000,0.000000,22.801106,0.000000,0.000000,383.562409,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,34.006733,10.162515,0.000000,0.000000,9.615315,0.000000,0.000000,0.000000,0.644509,36.004128,31.336326,0.000000,373.609125,141.998541,44.663754,19.069585,0.000000,8.789308,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.209488,0.000000,0.000000,0.000000,0.000000,22.801106,0.000000,0.000000,383.562409,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,34.006733,10.162515,0.000000,0.000000,9.615315,0.000000,0.000000,0.000000,0.644509,36.004128,31.336326,0.000000,373.609125,141.998541,44.663754,19.252017,0.000000,8.789308,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.000000,0.000000,0.000000,6.276922,12.303953,0.000000,0.000000,80.858400,0.000000,51.426809,0.000000,119.040531,360.012400,41.739106,120.209488,0.000000,0.000000,0.000000,0.000000,22.801106,0.000000,0.000000,365.032359,0.000000,0.000000,113.707125,0.000000,0.000000,8.067551,0.000000,0.000000,34.006733,10.162515,0.000000,0.000000,9.615315,6.165453,0.000000,0.000000,0.644509,36.004128,23.308011,0.000000,373.609125,141.998541,44.663754,18.606697,0.000000,8.673892,0,0,0,0,0

