Block,Time,FSTPP I & II,KKNP,KOTESHWR,NLCIIST1,RAPPC,RIHAND1,RSTPSU7,TANAKPUR,TelanganaSTPP,UNCHAHAR2,AURY_CRF,DADRT2,JHAJJAR,KGSU3AND4,KHSTPP-I,NAPP,NJPC,NTPL,RAPPB,RIHAND2,UNCHAHAR3,AURY_LF,AURY_RF,DADRI_CRF,CHAMERA1,SALAL,TALST2,URI2,DADRI_RF,BRBCL,KUDGI,MAPS,NLCEXP,SASAN,TALA,UNCHAHAR4,URI,DADRI_GF,CHAMERA2,KHSTPP-II,PARBATI3,SIMHST1,SIMHST2,BSIUL,DULHASTI,KISHANGANGA,KKNPPU2,KOLDAM,NLCTS2EXP,TANDA2,TEHRI,ANTA_LF,ANTA_RF,DHAULIGNGA,KGSU1AND2,RSTPSU1TO6,SEWA2,SINGRAULI,VALLURNTECL,ANTA_CRF,AURY_GF,DADRI_LF,CHAMERA3,NLCIIST2,NNTPP,RAMPUR,RIHAND3,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_GF
65,16:00-16:15,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,0.55,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.49,0,42.73,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

66,16:15-16:30,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,23.39,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,0.55,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.49,0,42.73,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

67,16:30-16:45,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,42.61,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,0.55,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,45.74,0,42.73,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

68,16:45-17:00,20.8,0,8.87,0,53.3,83.8,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,46.5,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,0.55,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,45.74,0,42.73,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

69,17:00-17:15,20.8,0,17.75,0,53.3,87.8,0,2.56,0,42.39,0,601.98,651.98,0,33.69,43.79,70.17,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,191.25,0,0,0.55,0,2,148.3,0,0,0,0,16.48,0,0,0,0,0,45.74,0,43.05,7.92,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

70,17:15-17:30,20.8,0,26.62,0,53.3,92,0,2.56,0,42.39,0,683.14,634.98,0,33.69,43.79,93.56,0,0,118.76,26.4,0,53.75,0,12.04,1.4,0,4.31,69.05,20,0,0,0,180,0,0,0.55,0,4,148.3,0,0,0,2.2,32.96,0,0,0,0,0,45.74,0,43.37,17.56,0,0,0,104.15,0,0,0,23.56,9.68,0,0,0,124.33,0,10.28,0

71,17:30-17:45,20.8,0,39.05,0,53.3,92,0,2.56,0,42.39,0,683.14,614.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,0,24.09,1.4,0,4.31,69.05,20,0,0,0,168.75,0,0,0.55,0,26.34,148.3,0,0,0,13.04,32.96,0,0,0,0,0,60.99,0,43.89,27.41,0,0,7.9,104.15,0,0,0,23.56,19.38,0,0,0,124.33,0,10.28,0

72,17:45-18:00,20.8,0,39.05,0,53.3,92,0,2.56,0,42.39,0,443.22,614.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,0,27.14,1.4,0,4.31,69.05,20,0,0,0,157.5,0,0,0.55,0,26.34,148.3,0,0,0,13.04,32.96,0,0,0,0,0,60.99,0,43.89,27.41,0,0,7.9,104.15,0,0,0,23.56,19.38,0,0,0,124.33,0,10.28,0

73,18:00-18:15,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,614.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,0,27.14,1.4,0,4.31,69.05,20,0,0,0,180,0,0,0.55,0,26.34,148.3,0,0,0,13.04,32.96,0,0,0,0,0,60.99,0,43.89,27.41,0,0,7.9,104.15,0,0,0,23.56,19.38,0,0,0,124.33,0,10.28,0

74,18:15-18:30,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,614.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,0,12.04,1.4,0,4.31,69.05,20,0,0,0,191.25,0,0,0.55,0,26.34,148.3,0,0,0,13.04,32.96,0,0,0,0,0,60.99,0,43.89,27.41,0,0,7.9,104.15,0,0,0,23.56,19.38,0,0,0,124.33,0,10.28,0

75,18:30-18:45,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,629.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,0,12.04,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,0.55,0,26.34,148.3,0,0,0,13.04,32.96,0,0,0,0,0,60.99,0,44.1,17.81,0,0,7.9,104.15,0,0,0,23.56,19.38,0,0,0,124.33,0,10.28,0

76,18:45-19:00,20.8,0,19.72,0,53.3,92,0,2.05,0,42.39,0,443.22,651.98,0,33.69,43.79,93.56,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,213.75,0,0,0.55,0,2,148.3,0,0,0,2.2,32.96,0,0,0,0,0,60.99,0,44.1,9.11,0,0,0,104.15,0,0,0,23.56,1.91,0,0,0,124.33,0,10.28,0

77,19:00-19:15,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,443.22,651.98,0,33.69,43.79,70.17,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,225,0,0,4.41,0,0,148.3,3.82,0,0,0,32.96,0,0,0,0,0,60.99,0,44.1,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

78,19:15-19:30,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,443.22,651.98,0,33.69,43.79,40.62,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,4.41,0,0,148.3,16.54,0,0,0,32.96,0,0,0,0,0,60.99,0,44.1,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

79,19:30-19:45,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,443.22,651.98,0,33.69,43.79,18.94,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,26.49,0,0,148.3,16.54,0,0,0,16.48,0,0,0,0,0,45.74,0,44.21,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

80,19:45-20:00,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,443.22,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,26.49,0,0,148.3,16.54,0,0,0,16.48,0,0,0,0,0,45.74,0,44.21,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

81,20:00-20:15,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,443.19,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,9.29,0,10.76,69.05,20,0,0,0,236.25,0,0,26.49,0,0,148.3,16.54,0,0,0,16.48,0,0,0,0,0,45.74,0,44.21,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

82,20:15-20:30,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,556.97,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,41.83,0,10.76,69.05,20,0,0,0,236.25,0,0,26.49,0,0,148.3,16.54,0,0,0,16.48,0,0,0,0,0,30.49,0,44.21,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

83,20:30-20:45,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,41.83,0,10.76,69.05,20,0,0,0,236.25,0,0,26.49,0,0,148.3,16.54,0,0,0,16.48,0,0,0,0,0,30.49,0,44.21,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

84,20:45-21:00,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,41.83,0,10.76,69.05,20,0,0,0,236.25,0,0,26.49,0,0,148.3,3.57,0,0,0,16.48,0,0,0,0,0,30.49,0,44.21,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

85,21:00-21:15,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,27.89,0,10.76,69.05,20,0,0,0,236.25,0,0,12.15,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.25,0,44.31,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

86,21:15-21:30,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,27.89,0,10.76,69.05,20,0,0,0,236.25,0,0,12.15,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.31,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

87,21:30-21:45,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,27.89,0,4.31,69.05,20,0,0,0,236.25,0,0,12.15,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.31,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

88,21:45-22:00,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,4.65,0,4.31,69.05,20,0,0,0,236.25,0,0,12.15,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.31,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

89,22:00-22:15,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,3.31,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.42,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

90,22:15-22:30,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,3.31,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.62,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

91,22:30-22:45,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.62,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

92,22:45-23:00,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.62,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

93,23:00-23:15,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,1.66,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.62,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

94,23:15-23:30,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,1.66,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.84,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

95,23:30-23:45,20.8,0,8.87,0,53.3,92,0,1.28,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,1.66,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.84,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

96,23:45-24:00,20.8,0,8.87,0,53.3,92,0,1.28,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,236.25,0,0,1.66,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,44.84,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

