Block,Time Block,KOTESHWR,KUDGI,DADRI_RF,DADRI_LF,KKNP,KHSTPP-II,KKNPPU2,KISHANGANGA,KHSTPP-I,KOLDAM,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,ANTA_LF,ANTA_GF,ANTA_CRF,VALLURNTECL,URI2,TelanganaSTPP,UNCHAHAR4,UNCHAHAR1,UNCHAHAR2,URI,UNCHAHAR3,RSTPSU7,SIMHST1,SALAL,SEWA2,SASAN,SINGRAULI_HYDRO,TALST2,TEHRI,TANAKPUR,SINGRAULI,TANDA2,TALA,SIMHST2,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DADRT2,CHAMERA1,NLCIIST2,MAPS,NLCEXP,NJPC,NLCIIST1,NAPP,RAPPB,RSTPSU1TO6,NLCTS2EXP,PARBATI3,RIHAND3,NTPL,RAPPC,RIHAND1,RIHAND2,NNTPP,RAMPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,8.51,0,0,0,0,93.76,0,0,28.35,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,22.26,0.24,134.07,0,0,0,0,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

62,15:15-15:30,8.51,0,0,0,0,93.76,0,0,29.02,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,22.26,0.24,134.07,0,0,0,0,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

63,15:30-15:45,8.51,0,0,0,0,93.76,0,0,29.02,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.37,34.97,13.94,0,0,12.82,0,399.52,0.74,0,22.26,0.24,134.07,0,0,0,0,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

64,15:45-16:00,8.51,0,0,0,0,93.76,0,0,29.02,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.37,34.97,13.94,0,0,12.82,10.11,399.52,0.74,0,22.26,0.24,134.07,0,0,0,0,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

65,16:00-16:15,8.51,0,0,0,0,94.56,0,0,29.02,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.37,34.97,13.94,0,0,12.82,10.11,399.52,0.74,0,33.37,0.24,134.07,0,0,0,0,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

66,16:15-16:30,8.51,0,0,0,0,94.56,0,0,29.02,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.37,34.97,13.94,0,0,12.82,10.11,399.52,0.74,0,33.37,0.24,134.07,0,0,0,0,0,0,19.2,361.03,13.43,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

67,16:30-16:45,8.51,0,0,0,0,115.55,0,0,37.66,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.37,34.97,13.94,0,0,25.66,15.17,399.52,0.74,0,33.37,0.24,134.07,0,0,0,0,0,0,19.2,361.03,26.96,0,0,0,20,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

68,16:45-17:00,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,284.1,0,0,7.6,11.23,0,0,0,0,30.62,0,0,7.66,25.91,34.97,16.41,0,0,25.66,15.17,399.52,0.74,0,33.37,0.24,134.07,0,0,0,6.26,0,3.84,19.2,365.07,26.96,0,0,0,40.63,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

69,17:00-17:15,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,294.66,0,0,7.6,11.23,0,0,0,0,30.62,0,0,9.32,39.75,38.15,22.08,0,0,25.66,15.17,396.82,0.74,0,44.02,0.24,134.07,0,0,0,6.26,0,12.64,19.2,413.06,40.46,0,0,0,63.63,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

70,17:15-17:30,17.04,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,31.64,304.26,0,0,15.72,11.23,0,0,0,0,30.62,0,0,9.32,40.69,38.15,25.34,0,0,25.66,15.17,396.82,0.74,0,44.02,0.24,134.07,0,0,0,6.26,9.29,25.28,19.2,461.05,40.46,0,0,0,86.35,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

71,17:30-17:45,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,333.44,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.69,38.15,25.34,0,0,25.66,15.17,396.82,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,509.04,40.46,0,0,0,109.07,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

72,17:45-18:00,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,352.64,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.69,38.15,25.34,0,0,25.66,15.17,396.82,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,585.46,40.46,0,0,0,109.07,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

73,18:00-18:15,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,379.92,0,0,26.31,11.23,0,0,0,0,31.89,0,0,7.91,35.69,34.97,22.39,0,0,25.66,15.17,396.82,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,585.46,40.46,0,0,0,112.25,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

74,18:15-18:30,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,413.35,0,0,26.31,11.23,0,0,0,0,31.89,0,0,7.91,35.69,34.97,22.39,0,0,25.66,15.17,396.82,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,585.46,40.46,0,0,0,134.71,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

75,18:30-18:45,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,417.18,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.47,34.97,25.16,0,0,25.66,15.17,396.82,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,617.13,40.46,0,0,0,134.71,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

76,18:45-19:00,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,417.18,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,655.62,40.46,0,0,0,112.25,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

77,19:00-19:15,17.04,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,31.64,417.18,0,0,15.21,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,44.02,0.24,134.07,0,0,0,6.26,1.22,37.92,19.2,655.68,26.96,0,0,0,89.8,0,19.78,0,0,0,3.67,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

78,19:15-19:30,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,31.64,417.18,0,0,7.6,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,33.37,0.24,134.07,0,0,0,6.26,0,25.28,19.2,655.68,26.96,0,0,0,67.35,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

79,19:30-19:45,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,417.18,0,0,7.6,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,33.37,1.1,134.07,0,0,0,6.26,0,3.84,19.2,655.68,26.96,0,0,0,44.9,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

80,19:45-20:00,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,417.18,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,33.37,1.1,134.07,0,0,0,6.26,0,0,19.2,655.68,24.26,0,0,0,18.91,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

81,20:00-20:15,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,417.18,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,33.37,1.48,134.07,0,0,0,6.26,0,0,19.2,655.68,13.43,0,0,0,0,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

82,20:15-20:30,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,417.18,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,33.37,1.48,134.07,0,0,0,6.26,0,0,19.2,655.68,12.13,0,0,0,0,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

83,20:30-20:45,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,417.18,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,33.37,1.48,134.07,0,0,0,6.26,0,0,19.2,655.68,12.13,0,0,0,0,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

84,20:45-21:00,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,417.18,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,22.26,1.48,134.07,0,0,0,6.26,0,0,19.2,655.68,12.13,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

85,21:00-21:15,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,362.24,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,22.26,1.48,134.07,0,0,0,6.26,0,0,19.2,655.68,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

86,21:15-21:30,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,304.65,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,396.82,0.74,0,22.26,1.48,134.07,0,0,0,6.26,0,0,19.2,655.68,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

87,21:30-21:45,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,268.44,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,331.5,0.74,0,22.26,1.48,134.07,0,0,0,6.26,0,0,19.2,655.68,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

88,21:45-22:00,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,251.16,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,331.5,0.74,0,22.26,1.48,134.07,0,0,0,6.26,0,0,19.2,651.71,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

89,22:00-22:15,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,251.16,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,331.5,0.74,0,22.26,0.49,134.07,0,0,0,6.26,0,0,19.2,655.68,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

90,22:15-22:30,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,251.16,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,10.11,331.5,0.74,0,22.26,0.49,134.07,0,0,0,6.26,0,0,19.2,655.68,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

91,22:30-22:45,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,251.16,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,10.11,331.5,0.74,0,10.94,0.49,134.07,0,0,0,6.26,0,0,19.2,655.68,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

92,22:45-23:00,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,251.16,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,10.11,331.5,0.74,0,10.94,0.49,134.07,0,0,0,6.26,0,0,19.2,655.68,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

93,23:00-23:15,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,248.98,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,10.11,331.5,0.74,0,10.94,0.49,134.07,0,0,0,6.26,0,0,19.2,655.68,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

94,23:15-23:30,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,248.98,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,10.11,331.5,0.74,0,10.94,0.49,134.07,0,0,0,6.26,0,0,19.2,651.71,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

95,23:30-23:45,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,302.62,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,0,331.5,0.74,0,10.94,0.49,134.07,0,0,0,6.26,0,0,19.2,651.71,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

96,23:45-24:00,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,362.24,0,0,0,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,0,331.5,0.74,0,10.94,0.49,134.07,0,0,0,6.26,0,0,18.67,651.71,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

