Block,Time,DADRI_GF,RIHAND1,SEWA2,ANTA_GF,BSIUL,URI,DHAULIGNGA,SINGRAULI,DADRT2,CHAMERA1,RAMPUR,KOTESHWR,TANDA2,UNCHAHAR2,AURY_LF,KISHANGANGA,DULHASTI,URI2,KOLDAM,AURY_CRF,ANTA_RF,TEHRI,NJPC,ANTA_LF,CHAMERA3,DADRI_RF,TANAKPUR,RIHAND3,PARBATI3,RIHAND2,ANTA_CRF,JHAJJAR,DADRI_LF,UNCHAHAR3,AURY_GF,NAPP,SALAL,UNCHAHAR4,DADRI_CRF,RAPPC,RAPPB,SINGRAULI_HYDRO,CHAMERA2,SASAN,FSTPP I & II,KHSTPP-I,KHSTPP-II,BRBCL,UNCHAHAR1,AURY_RF,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
18,04:15-04:30,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,433.785294,27.134934,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,252.545036,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,0.000000,144.844329,433.785294,13.503383,0.907221,20.038889,5.174307,37.762829,0.000000,5.305275,55.615157,27.776474,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,297.932936,0.000000,23.219581,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,0.000000,144.844329,433.785294,13.503383,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,55.615157,27.776474,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,365.531936,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,0.000000,144.844329,462.756294,13.503383,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,38.097125,27.776474,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,450.513536,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314017,10.927039,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,482.070294,13.503383,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,38.097125,27.776474,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,450.513536,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314004,10.927039,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,10.486395,144.844329,482.070294,13.503383,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,450.513536,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,10.486395,144.844329,482.070294,27.083056,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,34.780605,23.674144,0.000000,22.401763,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,450.513536,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

25,06:00-06:15,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,10.486395,144.844329,570.117154,27.083056,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,34.780605,23.674144,0.000000,22.401763,0.000000,0.000000,60.876730,3.683535,120.113766,0.000000,440.856536,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,13.810222,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

26,06:15-06:30,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,10.486395,144.844329,610.692649,27.083056,0.000000,20.038889,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,34.780605,0.000000,0.000000,22.401763,0.000000,0.000000,60.876730,5.893656,120.113766,0.000000,331.732436,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,13.810222,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

27,06:30-06:45,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,10.486395,144.844329,610.692649,27.083056,0.000000,20.038889,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,34.780605,0.000000,0.000000,22.401763,0.000000,0.000000,60.876730,37.849056,120.113766,0.000000,439.280030,0.000000,26.690964,0.000000,49.583614,74.061464,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,13.810222,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

28,06:45-07:00,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,10.486395,144.844329,581.721649,27.083056,0.000000,20.038889,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,23.392265,0.000000,0.000000,22.401763,0.000000,0.000000,60.876730,37.849056,120.113766,0.000000,453.695517,0.000000,26.690964,0.000000,49.583614,74.061464,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,13.810222,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

29,07:00-07:15,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,10.486395,144.844329,543.093649,27.083056,0.000000,20.038889,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,11.696133,0.000000,0.000000,22.401763,0.000000,0.000000,60.876730,37.849056,120.113766,0.000000,440.856536,0.000000,26.690964,0.000000,49.583614,64.523246,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,13.810222,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

30,07:15-07:30,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,10.486395,144.844329,504.465649,27.083056,0.000000,8.906173,5.174307,37.762829,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.401763,0.000000,0.000000,60.876730,37.849056,120.113766,0.000000,355.874936,0.000000,23.990983,0.000000,49.583614,64.523246,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,13.810222,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

31,07:30-07:45,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,10.486395,144.844329,447.898824,27.083056,0.000000,8.906173,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.401763,0.000000,0.000000,60.876730,37.849056,120.113766,0.000000,267.030536,0.000000,26.690964,0.000000,49.583614,65.084317,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,13.810222,44.807592,142.732005,19.314000,10.186010,0.000000,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.401763,0.000000,0.000000,60.876730,37.849056,120.113766,0.000000,250.613636,0.000000,26.690964,0.000000,49.583614,65.084317,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,13.810222,44.807592,142.732005,19.314000,10.186010,0.000000,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,4.420242,120.113766,0.000000,243.853736,0.000000,21.902016,0.000000,49.583614,65.084317,2.984013,0.000000,32.748337,0.000000,0.752926,31.224190,404.406189,13.810222,44.807592,142.732005,19.314000,9.013458,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,37.762829,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,2.946828,120.113766,0.000000,243.853736,0.000000,14.688297,0.000000,49.583614,65.084317,2.984013,0.000000,32.748337,0.000000,0.752926,31.224190,404.406189,13.810222,44.807592,142.732005,19.314000,9.013458,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,31.749467,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,5.690484,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,14.688297,0.000000,49.583614,65.084317,2.984013,0.000000,32.748337,0.000000,0.752926,31.224190,404.406189,13.810222,44.807592,142.732005,19.314000,9.013458,0.000000,0.000000,0,0,0,0,0

36,08:45:09:00,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,30.247462,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,5.690484,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,15.207940,0.000000,49.583614,65.084317,2.653482,0.000000,32.748337,0.000000,0.752926,31.224190,404.406189,13.810222,44.807592,142.732005,19.314003,9.013458,0.000000,0.000000,0,0,0,0,0

37,09:00:09:15,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,24.640705,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,5.690484,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,14.688297,0.000000,49.583614,63.962174,2.345202,0.000000,32.748337,0.000000,0.752926,31.224190,404.406189,13.810222,44.807592,142.732005,19.314013,8.267647,0.000000,0.000000,0,0,0,0,0

38,09:15-09:30,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,24.640705,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,5.690484,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,14.688297,0.000000,49.583614,63.962174,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.810222,44.807592,142.732005,19.314016,8.267647,0.000000,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,45.841779,18.682542,0.000000,0.000000,39.446914,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,24.640705,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,14.688297,0.000000,49.583614,51.618596,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.810222,44.807592,142.732005,19.314022,8.267647,0.000000,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,24.640705,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,14.688297,0.000000,49.583614,51.618596,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.810222,44.807592,142.732005,19.314020,8.267647,0.000000,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,24.640705,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,15.207940,0.000000,49.583614,51.618596,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.198994,40.187026,125.669824,19.314039,8.267647,0.000000,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,30.247462,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,15.207940,0.000000,49.583614,51.618596,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.198994,40.187026,125.669824,19.314039,8.267647,0.000000,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,24.640705,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,14.688297,0.000000,49.583614,51.618596,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.198994,40.187026,125.669824,19.314039,8.267647,0.000000,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,24.640705,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,14.688297,0.000000,49.583614,51.618596,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.198994,40.187026,125.669824,19.314039,8.267647,0.000000,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,27.083056,0.000000,8.906173,5.174307,30.247462,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,14.688297,0.000000,49.583614,51.618596,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.198994,40.187026,125.669824,19.314039,8.267647,0.000000,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,40.702401,0.000000,8.906173,5.174307,30.247462,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,15.207940,0.000000,49.583614,51.618596,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.198994,40.187026,125.669824,19.314039,8.267647,0.000000,0.000000,0,0,0,0,0

47,11:30-11:45,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,368.117694,40.702401,0.000000,8.906173,5.174307,30.247462,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200881,0.000000,0.000000,60.876730,0.000000,120.113766,0.000000,243.853736,0.000000,14.775210,0.000000,49.583614,51.618596,2.345202,0.000000,32.748337,0.000000,0.752926,15.612094,404.406189,13.198994,40.187026,125.669824,19.314039,6.964339,0.000000,0.000000,0,0,0,0,0

