Block,Time,DADRI_GF,RIHAND1,SEWA2,ANTA_GF,BSIUL,URI,DHAULIGNGA,SINGRAULI,DADRT2,CHAMERA1,RAMPUR,KOTESHWR,TANDA2,UNCHAHAR2,AURY_LF,KISHANGANGA,DULHASTI,URI2,KOLDAM,AURY_CRF,ANTA_RF,TEHRI,NJPC,ANTA_LF,CHAMERA3,DADRI_RF,TANAKPUR,RIHAND3,PARBATI3,RIHAND2,ANTA_CRF,JHAJJAR,DADRI_LF,UNCHAHAR3,AURY_GF,NAPP,SALAL,UNCHAHAR4,DADRI_CRF,RAPPC,RAPPB,SINGRAULI_HYDRO,CHAMERA2,SASAN,FSTPP I & II,KHSTPP-I,KHSTPP-II,BRBCL,UNCHAHAR1,AURY_RF,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,45.844691,18.682542,0.000000,0.000000,38.380781,0.000000,144.844329,664.803280,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,19.048563,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,435.992305,0.000000,26.690964,0.000000,49.583614,76.653616,2.988442,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,0.000000,45.844691,18.682542,0.000000,0.000000,38.380781,0.000000,144.844329,664.803280,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,19.048563,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,435.992305,0.000000,26.690964,0.000000,49.583614,76.653616,2.988442,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,0.000000,45.844691,18.682542,0.000000,0.000000,34.116250,0.000000,144.844329,664.803280,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,435.992305,0.000000,26.690964,0.000000,49.583614,76.653616,2.988442,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,16.623639,10.927039,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,0.000000,45.844691,18.682542,0.000000,0.000000,34.116250,0.000000,144.844329,664.803280,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,38.097125,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,435.992305,0.000000,26.690964,0.000000,49.583614,76.653616,2.988442,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,13.223780,10.927039,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,0.000000,45.844691,18.682542,0.000000,0.000000,12.793594,0.000000,144.844329,660.884038,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,435.992305,0.000000,26.690964,0.000000,49.583614,76.653616,2.988442,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,13.620009,10.927039,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,0.000000,45.844691,18.682542,0.000000,0.000000,4.264531,0.000000,144.844329,660.884038,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,435.992305,0.000000,26.690964,0.000000,49.583614,76.653616,2.988442,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,12.387354,10.927039,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,0.000000,45.844691,18.682542,0.000000,0.000000,4.264531,0.000000,144.844329,660.884038,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,435.992305,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,11.584208,10.927039,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,0.000000,45.844691,18.682542,0.000000,0.000000,12.793594,0.000000,144.844329,608.837636,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,435.992305,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,10.621927,10.927039,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,0.000000,45.844691,18.682542,0.000000,0.000000,34.116250,0.000000,144.844329,559.326294,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,535.459405,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,10.621927,10.927039,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,0.000000,45.844691,18.682542,0.000000,0.000000,34.116250,0.000000,144.844329,540.012294,27.134934,0.907221,10.019445,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,450.513536,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,13.029447,10.927039,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,45.844691,18.682542,0.000000,0.000000,34.116250,0.000000,144.844329,501.384294,27.134934,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,23.392265,23.674144,0.000000,33.636541,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,450.513536,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,14.761195,10.927039,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,45.844691,18.682542,0.000000,0.000000,34.116250,0.000000,144.844329,482.070294,27.134934,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,450.513536,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,18.662264,10.927039,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,45.841779,18.682542,0.000000,0.000000,38.380781,0.000000,144.844329,482.070294,27.134934,0.907221,20.038889,5.174307,37.762829,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,365.531936,0.000000,23.219581,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,17.303992,44.807592,142.732005,18.853772,10.927039,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,45.841779,18.682542,0.000000,0.000000,38.380781,0.000000,144.844329,482.070294,27.134934,0.907221,20.038889,5.174307,42.746349,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,297.932936,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,18.427995,10.927039,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,45.841779,18.682542,0.000000,0.000000,34.116250,0.000000,144.844329,482.070294,27.134934,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,252.545036,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,18.029347,10.927039,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,45.841779,18.682542,0.000000,0.000000,34.116250,0.000000,144.844329,491.727294,27.134934,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,252.545036,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,18.818375,10.927039,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,45.841779,18.682542,0.000000,0.000000,34.649316,0.000000,144.844329,433.785294,27.134934,0.907221,20.038889,5.174307,43.366328,0.000000,5.305275,55.615157,33.949023,0.000000,0.000000,0.000000,34.626708,23.674144,0.000000,22.401763,0.000000,0.494825,60.876730,0.000000,120.113766,0.000000,252.545036,0.000000,26.690964,0.000000,49.583614,76.653616,2.984013,0.000000,32.748337,0.000000,0.752926,46.836284,404.406189,20.086560,44.807592,142.732005,19.314000,10.927039,0.000000,0.000000,0,0,0,0,0

