Block,Time Block,BRBCL,CHAMERA1,BSIUL,TANDA2,TALST2,SINGRAULI_HYDRO,SASAN,TANAKPUR,TALA,SIMHST1,SIMHST2,SINGRAULI,RSTPSU7,SALAL,SEWA2,RIHAND3,RAMPUR,RIHAND1,RSTPSU1TO6,RIHAND2,PARBATI2,PARBATI3,RAPPC,RAPPB,MAPS,NAPP,NTPL,NLCEXP,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KOLDAM,KOTESHWR,KUDGI,KKNPPU2,KGSU1AND2,KGSU3AND4,KHSTPP-I,JHAJJAR,ANTA_CRF,ANTA_LF,ANTA_RF,ANTA_GF,DADRI_LF,AURY_CRF,DADRI_GF,AURY_LF,DADRI_CRF,DADRI_RF,AURY_GF,AURY_RF,DHAULIGNGA,DULHASTI,FSTPP I & II,VALLURNTECL,CHAMERA3,CHAMERA2,DADRT2,URI2,URI,TelanganaSTPP,UNCHAHAR4,UNCHAHAR2,TEHRI,UNCHAHAR1,UNCHAHAR3,KISHANGANGA,KHSTPP-II,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,12.69,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,15.99,20.65,8.24,123.03,0,0,0,0,0,0

56,13:45-14:00,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,12.69,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,15.99,20.65,8.24,123.03,0,0,0,0,0,0

57,14:00-14:15,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,12.69,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,15.99,20.65,8.24,123.03,0,0,0,0,0,0

58,14:15-14:30,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,15.99,20.65,8.24,142.74,0,0,0,0,0,0

59,14:30-14:45,19.25,0,12.55,3.94,0,0.91,403.07,1.72,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,15.99,20.65,8.24,142.74,0,0,0,0,0,0

60,14:45-15:00,19.25,0,12.55,3.94,0,0.91,403.07,1.72,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,0,291.49,36.62,33.48,0,2.13,35.22,0,15.99,22.07,8.24,142.74,0,0,0,0,0,0

61,15:00-15:15,19.25,0,12.55,3.94,0,0.91,403.07,6.03,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,0,291.49,36.62,33.48,0,2.13,35.22,0,16.67,22.07,8.24,142.74,0,0,0,0,0,0

62,15:15-15:30,19.25,0,12.55,3.94,0,0.91,403.07,6.03,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,0,291.49,36.62,33.48,0,2.13,35.22,0,16.67,22.07,8.24,142.74,0,0,0,0,0,0

63,15:30-15:45,19.25,0,6.28,3.94,0,0.91,403.07,6.03,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,0,331.51,36.62,33.48,0,2.13,35.22,0,16.67,22.07,8.24,142.74,0,0,0,0,0,0

64,15:45-16:00,19.25,0,6.28,3.94,0,0.91,403.07,6.03,0,0,0,144.62,0,25.73,18.17,125.85,3.15,93.54,0,119.86,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,491.77,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,0,331.51,36.62,33.48,0,2.13,35.22,0,16.67,22.07,8.24,142.74,0,0,0,0,0,0

65,16:00-16:15,19.25,0,6.28,3.94,0,0.91,403.07,5.43,0,0,0,144.62,0,38.59,18.17,125.85,3.15,93.54,0,57.23,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,491.77,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,0,331.51,36.62,33.48,0,2.13,42.8,11.88,18.47,25.08,8.24,142.74,0,0,0,0,0,0

66,16:15-16:30,19.25,0,6.28,3.94,0,0.91,403.07,5.43,0,0,0,144.62,0,38.59,18.17,125.85,3.15,93.54,0,57.23,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,491.77,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,0,331.51,36.62,33.48,0,2.13,42.8,11.88,20.82,26.63,8.24,142.74,0,0,0,0,0,0

67,16:30-16:45,19.25,0,6.28,3.94,0,0.91,403.07,1.72,0,0,0,144.62,0,38.59,18.17,125.85,3.15,93.54,0,57.23,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,577.99,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,3.96,331.51,36.62,33.48,0,2.13,42.8,23.9,20.82,26.63,8.24,142.74,0,0,0,0,0,0

68,16:45-17:00,19.25,13.08,6.28,3.94,0,0.91,403.07,1.72,0,0,0,144.62,0,38.59,18.17,125.85,3.15,93.54,0,57.23,10.82,4.13,66.51,0,0,49.03,0,0,79.78,0,0,0,0,0,10.02,0,0,0,0,44.11,577.99,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,15.64,331.51,36.62,33.48,0,2.13,42.8,24.91,20.82,26.63,8.24,142.74,0,0,0,0,0,0

69,17:00-17:15,19.25,27.05,12.55,3.94,0,0.96,403.07,1.72,0,0,0,144.62,0,38.59,18.17,125.85,2.54,93.54,0,57.23,10.82,4.13,66.51,0,0,49.03,0,0,64.6,0,0,0,0,0,10.02,0,0,0,0,44.11,626.12,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,0,15.64,331.51,36.62,33.48,0,1.45,42.8,24.91,20.82,26.63,8.24,142.74,0,0,0,0,0,0

70,17:15-17:30,19.25,27.05,12.55,3.94,0,0.96,403.07,1.72,0,0,0,144.62,0,38.59,18.17,125.85,2.54,93.54,0,57.23,10.82,4.13,66.51,0,0,49.03,0,0,64.6,0,0,0,0,0,10.02,0,0,0,0,44.11,626.12,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,11.21,15.64,331.51,36.62,33.48,0,1.59,42.8,37.48,20.82,26.63,8.24,142.74,0,0,0,0,0,0

71,17:30-17:45,19.25,40.57,12.55,3.94,0,0.96,403.07,4.19,0,0,0,144.62,0,38.59,18.17,125.85,2.54,93.54,0,57.23,10.82,4.13,66.51,0,0,49.03,0,0,64.6,0,0,0,0,1.85,10.02,0,0,0,0,44.11,587.56,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,22.43,31.27,331.51,36.62,33.48,0,1.59,42.33,37.48,20.82,26.63,8.24,142.74,0,0,0,0,0,0

72,17:45-18:00,19.25,40.57,12.55,3.94,0,0.96,403.07,4.19,0,0,0,144.62,0,38.59,18.17,125.85,2.54,93.54,0,57.23,10.82,4.13,66.51,0,0,49.03,0,0,64.6,0,0,0,0,3.71,10.02,0,0,0,0,44.11,402.82,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,22.43,31.27,331.51,36.62,33.48,0,1.59,42.33,37.48,20.82,26.63,8.24,142.74,0,0,0,0,0,0

73,18:00-18:15,19.25,40.57,12.55,3.94,0,0.96,389.81,4.19,0,0,0,144.62,0,49.21,18.17,125.85,2.54,93.54,0,57.23,10.82,16.23,66.51,0,0,49.03,0,0,64.6,0,0,0,0,5.54,10.02,0,0,0,0,44.11,402.82,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,14.72,0,22.43,31.27,331.51,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.24,142.74,0,0,0,0,0,0

74,18:15-18:30,19.25,40.57,12.55,3.94,0,0.96,389.81,4.19,0,0,0,144.62,0,49.21,18.17,125.85,2.54,93.54,0,57.23,14.42,20.65,66.51,0,0,49.03,0,0,64.6,0,0,0,0,7.4,10.02,0,0,0,0,44.11,402.82,0,0,0,0,0,0,0,0,0,0,0,0,21.04,38.13,14.72,0,22.43,31.27,331.51,36.62,38.26,0,1.63,42.33,37.48,20.82,26.63,8.24,142.74,0,0,0,0,0,0

75,18:30-18:45,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,57.23,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,402.82,0,0,12.33,0,0,0,0,0,0,17.32,0,19.25,42.08,57.2,14.72,0,33.67,46.91,331.51,36.62,38.26,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

76,18:45-19:00,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,57.23,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,402.82,0,0,12.33,0,0,0,0,0,0,17.32,0,19.25,42.08,57.2,14.72,0,33.67,46.91,331.51,36.62,38.26,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

77,19:00-19:15,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,57.23,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,402.82,0,0,35.7,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,331.51,36.62,38.26,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

78,19:15-19:30,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,57.23,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,402.82,0,0,35.7,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,331.51,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

79,19:30-19:45,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,57.23,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,402.82,0,0,35.7,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,331.51,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

80,19:45-20:00,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,57.23,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,402.82,0,0,35.7,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,331.51,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

81,20:00-20:15,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,69.94,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,402.82,0,0,35.7,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,355.38,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

82,20:15-20:30,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,84.57,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,402.82,0,0,35.7,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,388.68,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

83,20:30-20:45,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,18.17,125.85,4.03,93.54,0,94.27,14.42,8.85,66.51,0,0,49.03,0,0,102.28,0,0,0,0,5.54,10.02,0,0,0,0,44.11,402.82,0,0,35.7,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,396.92,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

84,20:45-21:00,19.25,40.57,18.83,3.94,0,0.96,389.81,2.95,0,0,0,144.62,0,49.21,18.17,125.85,4.03,93.54,0,95.38,14.42,7.38,66.51,0,0,49.03,0,0,102.28,0,0,0,0,5.54,10.02,0,0,0,0,44.11,393.19,0,0,35.7,0,0,0,0,0,0,50.64,0,57.42,21.04,57.2,14.72,0,33.67,46.91,418.15,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

85,21:00-21:15,19.25,40.57,18.83,3.94,0,0.96,389.81,1.23,0,0,0,144.62,0,49.21,18.17,125.85,4.03,93.54,0,95.38,14.42,7.38,66.51,0,0,49.03,0,0,102.28,0,0,0,0,5.54,10.02,0,0,0,0,44.11,393.19,0,0,36.29,0,0,0,0,0,0,50.64,0,57.42,21.04,57.2,14.72,0,33.67,46.91,447.12,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

86,21:15-21:30,19.25,40.57,18.83,3.94,0,0.96,389.81,1.23,0,0,0,144.62,0,49.21,18.17,125.85,4.03,93.54,0,100.63,14.42,8.85,66.51,0,0,49.03,0,0,102.28,0,0,0,0,5.54,10.02,0,0,0,0,44.11,393.19,0,0,36.29,0,0,0,0,0,0,50.64,0,57.42,21.04,57.2,14.72,0,33.67,46.91,454.65,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

87,21:30-21:45,19.25,40.57,18.83,3.94,0,0.96,389.81,1.23,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,106.99,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,393.19,0,0,36.29,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,476.08,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

88,21:45-22:00,19.25,40.57,18.83,3.94,0,0.96,389.81,1.23,0,0,0,144.62,0,49.21,19.32,125.85,4.14,93.54,0,113.35,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,393.19,0,0,36.29,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,505.05,36.62,33.48,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

89,22:00-22:15,19.25,40.57,18.83,3.94,0,0.96,389.81,0,0,0,0,144.62,0,38.59,19.32,125.85,4.14,93.54,0,119.07,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,393.19,0,0,36.4,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,512.39,36.62,45.16,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

90,22:15-22:30,19.25,40.57,18.83,3.94,0,0.96,389.81,0,0,0,0,144.62,0,38.59,19.32,125.85,4.14,93.54,0,119.86,28.86,38.35,66.51,0,0,49.03,0,0,106.39,0,0,0,0,9.16,11.14,0,0,0,0,44.11,393.19,0,0,36.4,0,0,0,0,0,0,50.64,0,57.42,42.08,57.2,14.72,0,33.67,46.91,534.01,36.62,45.16,0,1.63,42.33,37.48,20.82,26.63,8.29,142.74,0,0,0,0,0,0

91,22:30-22:45,19.25,40.57,18.83,3.94,0,0.96,389.81,0,0,0,0,144.62,0,38.59,18.17,125.85,4.14,93.54,0,119.86,14.42,32.45,66.51,0,0,49.03,0,0,106.39,0,0,0,0,6.87,10.02,0,0,0,0,44.11,393.19,0,0,36.4,0,0,0,0,0,0,50.64,0,57.42,21.04,57.2,14.72,0,33.67,46.91,563,36.62,45.16,0,1.63,42.33,37.48,20.82,26.63,8.24,142.74,0,0,0,0,0,0

92,22:45-23:00,19.25,40.57,18.83,3.94,0,0.96,389.81,0,0,0,0,144.62,0,38.59,18.17,125.85,4.14,93.54,0,119.86,10.82,23.59,66.51,0,0,49.03,0,0,106.39,0,0,0,0,4.58,10.02,0,0,0,0,44.11,393.19,0,0,36.4,0,0,0,0,0,0,50.64,0,57.42,10.52,57.2,14.72,0,33.67,46.91,570.12,36.62,45.16,0,1.63,42.33,37.48,20.82,26.63,8.24,142.74,0,0,0,0,0,0

93,23:00-23:15,19.25,40.57,18.83,3.94,0,0.96,389.81,0,0,0,0,144.62,0,38.59,18.17,125.85,4.14,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,106.39,0,0,0,0,2.29,10.02,0,0,0,0,44.11,393.19,0,0,36.4,0,0,0,0,0,0,50.64,0,57.42,0,57.2,14.72,0,33.67,46.91,591.95,36.62,45.16,0,1.63,42.33,37.48,20.82,26.63,8.24,142.74,0,0,0,0,0,0

94,23:15-23:30,19.25,40.57,18.83,3.94,0,0.96,389.81,0,0,0,0,144.62,0,38.59,18.17,125.85,3.95,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,100.14,0,0,0,0,2.18,10.02,0,0,0,0,44.11,393.19,0,0,36.4,0,0,0,0,0,0,50.64,0,57.42,0,57.2,14.72,0,33.67,46.91,620.92,36.62,45.16,0,1.63,42.33,24.99,20.82,26.63,8.24,142.74,0,0,0,0,0,0

95,23:30-23:45,19.25,40.57,18.83,3.94,0,0.96,389.81,0,0,0,0,144.62,0,38.59,18.17,125.85,3.95,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,100.14,0,0,0,0,0,10.02,0,0,0,0,44.11,479.82,0,0,36.4,0,0,0,0,0,0,50.64,0,57.42,0,57.2,14.72,0,33.67,46.91,652.34,36.62,47.82,0,1.63,42.33,24.99,20.82,26.63,8.24,142.74,0,0,0,0,0,0

96,23:45-24:00,17.78,40.57,18.83,3.94,0,0.96,389.81,0,0,0,0,144.62,0,38.59,18.17,125.85,3.95,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,100.14,0,0,0,0,0,10.02,0,0,0,0,44.11,479.82,0,0,36.4,0,0,0,0,0,0,50.64,0,57.42,0,57.2,14.72,0,33.67,46.91,663.04,36.62,47.82,0,1.63,42.33,24.99,20.82,26.63,8.24,142.74,0,0,0,0,0,0

