Block,Time Block,DULHASTI,FSTPP I & II,DHAULIGNGA,DADRT2,KISHANGANGA,KHSTPP-II,AURY_LF,ANTA_RF,UNCHAHAR2,URI,ANTA_LF,UNCHAHAR1,AURY_GF,UNCHAHAR4,AURY_RF,VALLURNTECL,ANTA_GF,AURY_CRF,UNCHAHAR3,URI2,ANTA_CRF,TANDA2,TANAKPUR,TEHRI,TelanganaSTPP,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,CHAMERA3,RSTPSU1TO6,NNTPP,SIMHST2,RAPPC,RSTPSU7,NTPL,SALAL,SEWA2,PARBATI3,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST1,RAMPUR,TALA,SINGRAULI,TALST2,SINGRAULI_HYDRO,BRBCL,CHAMERA2,CHAMERA1,BSIUL,KGSU3AND4,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NAPP,NLCTS2EXP,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,KHSTPP-I,KKNP,KGSU1AND2,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,11,0,361.78,0,114.44,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,42.72,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,22.58,0,0,229.93,0,0,0,0,0

64,15:45-16:00,0,11,0,361.78,0,114.44,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,42.72,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,22.58,0,0,229.93,0,0,0,0,0

65,16:00-16:15,15.85,13.22,0,361.78,0,142.63,0,0,29.46,1.07,0,6.96,0,0,0,0,0,0,17.25,4.15,0,0,0,42.72,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,32.4,0,0,232.05,0,0,0,0,0

66,16:15-16:30,15.85,15.88,0,361.78,0,142.63,0,0,30.56,1.07,0,6.96,0,0,0,0,0,0,19.27,4.15,0,0,0,42.72,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,17.07,0,0,32.4,0,0,232.05,0,0,0,0,0

67,16:30-16:45,15.85,15.88,0,361.78,0,142.63,0,0,30.56,1.07,0,6.96,0,0,0,0,0,0,19.27,4.15,0,0,0,42.72,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,18.22,42.32,0,0,17.07,0,0,32.4,0,0,232.05,0,0,0,0,0

68,16:45-17:00,15.85,15.88,0,361.78,0,142.63,0,0,35.14,1.07,0,8.52,0,0,0,0,0,0,21.88,4.15,0,0,0,42.72,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,80.6,0,0,0,134.35,0,0.54,18.22,0,0,0,0,0,0,0,0,40.08,42.32,0,0,17.07,0,0,32.4,0,0,232.05,0,0,0,0,0

69,17:00-17:15,31.7,15.88,7.62,361.78,0,142.63,0,0,35.14,1.07,0,8.52,0,0,0,0,0,0,21.88,4.15,0,0,0,56.96,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,84.45,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,60.12,42.32,0,0,25.6,0,0,32.4,0,0,232.05,0,0,0,0,0

70,17:15-17:30,31.7,18.04,15.49,361.78,0,142.63,0,0,35.14,1.07,0,8.52,0,0,0,0,0,0,21.88,4.15,0,0,0,56.96,0,0,0,0,0,1.84,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,3.6,12.73,2.12,0,0,0,0,0,80.15,42.32,0,0,25.6,0,0,32.4,0,0,232.05,0,0,0,0,0

71,17:30-17:45,31.7,18.04,26.36,361.78,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,25.39,4.15,0,0,0,56.96,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.6,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,38,23.17,12.54,0,0,0,0,0,112.48,42.32,0,0,37.56,0,0,32.4,0,0,272.43,0,0,0,0,0

72,17:45-18:00,31.7,18.04,26.36,421.09,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,25.39,4.15,0,0,0,56.96,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.6,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,38,23.17,12.54,0,0,0,0,0,112.48,42.32,0,0,37.56,0,0,32.4,0,0,341.91,0,0,0,0,0

73,18:00-18:15,31.7,18.04,26.36,544.75,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,25.39,4.15,0,0,0,56.96,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.6,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,38,23.17,12.54,0,0,0,0,0,112.48,42.32,0,0,37.56,0,0,32.4,0,0,406.35,0,0,0,0,0

74,18:15-18:30,31.7,18.04,26.36,645.33,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,25.39,4.15,0,0,0,56.96,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.6,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,38,12.73,12.54,0,0,0,0,0,109.3,42.32,0,0,37.56,0,0,32.4,0,0,418.05,0,0,0,0,0

75,18:30-18:45,31.7,18.04,17.41,656.71,0,142.63,0,0,40.77,4.24,0,9.89,0,0,0,0,0,0,25.39,4.15,0,0,0,56.96,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.6,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,38,0,12.54,0,0,0,0,0,109.3,42.32,0,0,37.56,0,0,32.4,0,0,418.05,0,0,0,0,0

76,18:45-19:00,31.7,18.04,7.62,656.71,0,142.63,0,0,40.77,4.24,0,9.89,0,0,0,0,0,0,25.39,4.15,0,0,0,56.96,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.6,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,38,0,12.54,0,0,0,0,0,80.24,42.32,0,0,37.56,0,0,32.4,0,0,418.05,0,0,0,0,0

77,19:00-19:15,31.7,18.04,0,656.71,0,142.63,0,0,40.77,2.13,0,9.89,0,0,0,0,0,0,25.39,4.15,0,0,0,42.72,0,0,0,0,0,1.22,0,0,0,51.87,0,0,8.94,0,3.67,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,2.56,0,6.27,0,0,0,0,0,60.12,42.32,0,0,25.6,0,0,32.4,0,0,418.05,0,0,0,0,0

78,19:15-19:30,15.85,18.04,0,656.71,0,142.63,0,0,40.77,2.13,0,9.89,0,0,0,0,0,0,25.39,10.35,0,0,0,42.72,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,15.91,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,0,0,6.27,0,0,0,0,0,40.08,42.32,0,0,25.6,0,0,32.4,0,0,418.05,0,0,0,0,0

79,19:30-19:45,15.85,18.04,0,609.23,0,142.63,0,0,40.77,8.49,0,9.89,0,0,0,0,0,0,25.39,10.35,0,0,0,42.72,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,15.91,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,0,0,0,0,0,0,0,0,18.22,42.32,0,0,25.6,0,0,32.4,0,0,418.05,0,0,0,0,0

80,19:45-20:00,15.85,18.04,0,532.38,0,142.63,0,0,40.77,25.48,0,9.89,0,0,0,0,0,0,25.39,10.35,0,0,0,42.72,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,15.91,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,25.6,0,0,32.4,0,0,418.05,0,0,0,0,0

81,20:00-20:15,15.85,18.04,0,447.38,0,142.63,0,0,40.77,25.48,0,9.89,0,0,0,0,0,0,25.39,10.35,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,15.91,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,25.6,0,0,32.4,0,0,365.18,0,0,0,0,0

82,20:15-20:30,15.85,18.04,0,408.91,0,142.63,0,0,40.77,25.48,0,9.89,0,0,0,0,0,0,25.39,10.35,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,15.91,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,25.6,0,0,32.4,0,0,304.76,0,0,0,0,0

83,20:30-20:45,15.85,18.04,0,399.29,0,142.63,0,0,40.77,25.48,0,9.89,0,0,0,0,0,0,25.39,10.35,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,15.91,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,17.07,0,0,32.4,0,0,263.67,0,0,0,0,0

84,20:45-21:00,15.85,18.04,0,408.91,0,142.63,0,0,40.77,25.48,0,9.89,0,0,0,0,0,0,25.39,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,8.94,0,3.43,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,17.07,0,0,32.4,0,0,248.97,0,0,0,0,0

85,21:00-21:15,15.85,18.04,0,408.91,0,142.63,0,0,40.77,25.48,0,9.89,0,0,0,0,0,0,25.39,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,17.07,0,0,32.4,0,0,248.97,0,0,0,0,0

86,21:15-21:30,15.85,18.04,0,408.91,0,142.63,0,0,27.08,14.86,0,6.56,0,0,0,0,0,0,16.87,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,17.07,0,0,32.4,0,0,248.97,0,0,0,0,0

87,21:30-21:45,15.85,18.04,0,384.86,0,142.63,0,0,27.08,14.86,0,6.56,0,0,0,0,0,0,16.87,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,17.07,0,0,32.4,0,0,248.97,0,0,0,0,0

88,21:45-22:00,15.85,15.88,0,312.73,0,142.63,0,0,27.08,14.86,0,6.56,0,0,0,0,0,0,16.87,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,17.07,0,0,32.4,0,0,248.97,0,0,0,0,0

89,22:00-22:15,15.85,15.88,0,284.84,0,142.63,0,0,22.77,14.86,0,5.77,0,0,0,0,0,0,14.67,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,17.07,0,0,27.92,0,0,229.93,0,0,0,0,0

90,22:15-22:30,15.85,12.79,0,284.84,0,142.63,0,0,22.42,14.86,0,5.77,0,0,0,0,0,0,14.12,4.15,0,0,0,14.23,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,17.07,0,0,27.92,0,0,229.93,0,0,0,0,0

91,22:30-22:45,15.85,11,0,284.84,0,142.63,0,0,22.42,3.18,0,5.77,0,0,0,0,0,0,14.12,4.15,0,0,0,14.23,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,27.92,0,0,229.93,0,0,0,0,0

92,22:45-23:00,15.85,11,0,284.84,0,142.63,0,0,22.42,3.18,0,5.77,0,0,0,0,0,0,14.12,4.15,0,0,0,14.23,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,27.92,0,0,229.93,0,0,0,0,0

93,23:00-23:15,0,11,0,284.84,0,142.63,0,0,22.42,1.07,0,5.77,0,0,0,0,0,0,14.12,4.15,0,0,0,14.23,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,27.92,0,0,229.93,0,0,0,0,0

94,23:15-23:30,0,11,0,284.84,0,142.63,0,0,22.42,1.07,0,5.77,0,0,0,0,0,0,14.12,4.15,0,0,0,14.23,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,27.92,0,0,229.93,0,0,0,0,0

95,23:30-23:45,0,11,0,284.84,0,142.63,0,0,22.42,1.07,0,5.77,0,0,0,0,0,0,14.12,4.15,0,0,0,14.23,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,27.92,0,0,229.93,0,0,0,0,0

96,23:45-24:00,0,11,0,284.84,0,142.63,0,0,22.42,1.07,0,5.77,0,0,0,0,0,0,14.12,4.15,0,0,0,14.23,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.37,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,27.92,0,0,229.93,0,0,0,0,0

