Block,Time,CHAMERA2,KOTESHWR,NLCIIST1,RIHAND1,RIHAND3,RSTPSU7,SEWA2,SINGRAULI_HYDRO,TALST2,UNCHAHAR2,VALLURNTECL,DADRI_GF,DADRI_LF,CHAMERA3,KGSU3AND4,KOLDAM,NLCTS2EXP,NTPL,RAPPC,RSTPSU1TO6,SASAN,SIMHST1,SINGRAULI,TALA,TelanganaSTPP,FSTPP I & II,KUDGI,MAPS,NLCEXP,SALAL,SIMHST2,URI,DADRI_CRF,BRBCL,NLCIIST2,RAPPB,TANAKPUR,URI2,ANTA_RF,DADRI_RF,DHAULIGNGA,KHSTPP-I,NJPC,RAMPUR,RIHAND2,UNCHAHAR4,ANTA_CRF,ANTA_LF,BSIUL,DULHASTI,JHAJJAR,NAPP,TANDA2,TEHRI,UNCHAHAR3,ANTA_GF,AURY_LF,AURY_RF,CHAMERA1,DADRT2,KISHANGANGA,KKNP,KKNPPU2,NNTPP,AURY_CRF,KGSU1AND2,KHSTPP-II,PARBATI3,UNCHAHAR1,AURY_GF
64,15:45-16:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,0.88,0,20,0,0,11.91,4.57,41.16,65.76,0,33.99,46.78,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.05,0,0,0,0,0,0,0,0,148.3,0,20.56,0

65,16:00-16:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,40.11,65.76,0,33.99,46.78,0,118.76,0,0,0,0,32.96,429.66,42.08,0,14.93,26.39,0,0,70.05,0,0,0,0,0,0,0,0,148.3,0,20.56,0

66,16:15-16:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,40.11,65.76,0,33.99,70.17,0,118.76,0,0,0,0,32.96,429.66,42.08,0,30.87,26.39,0,0,70.05,0,0,0,0,0,0,0,0,148.3,0,20.56,0

67,16:30-16:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,40.11,65.76,9.11,33.99,70.17,0,118.76,0,0,0,0,32.96,429.66,42.08,0,30.87,26.39,0,0,70.05,0,0,0,0,0,0,0,0,148.3,0,20.56,0

68,16:45-17:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,40.11,65.76,9.11,33.99,70.17,0,118.76,0,0,0,0,32.96,429.66,42.08,0,46.31,26.39,0,0,70.05,0,0,0,0,0,0,0,0,148.3,0,20.56,0

69,17:00-17:15,4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,40.11,65.76,9.11,33.99,93.56,0,118.76,0,0,0,1.1,32.96,429.66,42.08,0,46.31,26.39,0,0,70.05,11.85,0,0,0,0,0,0,0,148.3,0,20.56,0

70,17:15-17:30,8,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,40.11,65.76,18.23,33.99,93.56,0,118.76,0,0,0,2.2,32.96,429.66,42.08,0,46.31,26.39,0,0,70.05,27.17,0,0,0,0,0,0,0,148.3,0,20.56,0

71,17:30-17:45,15.99,8.87,0,92,124.32,0,5.27,0,0,21.19,0,0,21.92,19.36,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,40.11,65.76,27.48,33.99,116.95,0,118.76,0,0,0,6.52,32.96,429.66,42.08,0,62.24,26.39,0,0,70.05,42.15,0,0,0,0,0,0,0,148.3,0,20.56,0

72,17:45-18:00,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,13.95,0,0.66,0,20,0,0,5.76,4.57,40.11,65.76,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.05,42.15,0,0,0,0,0,0,0,148.3,0,20.56,0

73,18:00-18:15,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,79.38,0,0.66,0,20,0,0,5.76,4.57,40.63,65.76,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.05,42.15,0,0,0,0,0,0,0,148.3,0,20.56,0

74,18:15-18:30,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,79.38,0,0.66,0,20,0,0,5.76,4.57,40.63,65.76,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.05,42.15,0,0,0,0,0,0,0,148.3,0,20.56,0

75,18:30-18:45,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,79.38,0,0.66,0,20,0,0,11.91,4.57,40.63,65.76,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.05,42.15,0,0,0,0,0,0,0,148.3,0,20.56,0

76,18:45-19:00,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,79.38,0,0.66,0,20,0,0,7.05,4.57,40.95,65.76,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.05,42.15,0,0,0,0,0,0,0,148.3,2.55,20.56,0

77,19:00-19:15,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,13.95,0,0.66,0,20,0,0,5.76,4.57,41.16,65.76,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.05,42.15,0,0,0,0,0,0,0,148.3,6.36,20.56,0

78,19:15-19:30,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,41.16,65.76,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.05,42.15,0,0,0,0,0,0,0,148.3,33.1,20.56,0

79,19:30-19:45,26.34,8.87,0,92,124.32,0,5.27,0,0,21.19,0,0,21.92,19.36,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,35.33,0,20,0,0,5.76,4.57,41.16,65.76,27.48,33.99,116.95,0,118.76,0,0,0,1.1,32.96,429.66,42.08,0,62.24,26.39,0,0,70.05,42.15,0,0,0,0,0,0,0,148.3,33.1,20.56,0

80,19:45-20:00,12,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,35.33,0,20,0,0,5.76,4.57,41.16,65.76,18.23,33.99,116.95,0,118.76,0,0,0,0,32.96,429.66,42.08,0,62.24,26.39,0,0,70.05,27.17,0,0,0,0,0,0,0,148.3,33.1,20.56,0

81,20:00-20:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.99,0,0,0,2.33,0,1.66,0,20,0,0,5.76,4.57,41.16,65.76,9.11,33.99,93.56,0,118.76,0,0,0,0,32.96,429.66,42.08,0,62.24,26.39,0,0,70.16,11.85,0,0,0,0,0,0,0,148.3,33.1,20.56,0

82,20:15-20:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,15.71,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,41.16,65.76,9.11,33.99,93.56,0,118.76,0,0,0,0,16.48,429.66,42.08,0,46.69,26.39,0,0,70.16,0,0,0,0,0,0,0,0,148.3,33.1,20.56,0

83,20:30-20:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,15.71,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,41.16,65.76,9.11,33.99,70.17,0,118.76,0,0,0,0,16.48,429.66,42.08,0,46.31,26.39,0,0,70.16,0,0,0,0,0,0,0,0,148.3,33.1,20.56,0

84,20:45-21:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,16.4,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,41.16,65.76,9.11,33.99,70.17,0,118.76,0,0,0,0,16.48,429.66,42.08,0,46.31,26.39,0,0,70.16,0,0,0,0,0,0,0,0,148.3,5.09,20.56,0

85,21:00-21:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,16.4,0,0,0,2.33,0,0.66,0,20,0,0,5.76,4.57,41.16,65.76,9.11,33.99,70.17,0,118.76,0,0,0,0,16.48,429.66,42.08,0,30.87,26.39,0,0,70.16,0,0,0,0,0,0,0,0,148.3,2.55,20.56,0

86,21:15-21:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,17.1,0,0,0,2.33,0,2.21,0,20,0,0,5.76,4.57,41.16,65.76,9.11,33.99,46.78,0,118.76,0,0,0,0,16.48,429.66,42.08,0,30.87,26.39,0,0,70.16,0,0,0,0,0,0,0,0,148.3,0,20.56,0

87,21:30-21:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,17.1,0,0,0,2.33,0,35.33,0,20,0,0,5.76,10.76,41.16,65.76,9.11,33.99,46.78,0,118.76,0,0,0,0,16.48,429.66,42.08,0,30.87,26.39,0,0,70.16,0,0,0,0,0,0,0,0,148.3,0,20.56,0

88,21:45-22:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,348.98,0,102.75,0,0,17.79,0,0,0,2.33,0,35.33,0,20,0,0,5.76,10.76,41.16,65.76,9.11,33.99,23.39,0,118.76,0,0,0,0,16.48,429.66,42.08,0,15.44,26.39,0,0,70.16,0,0,0,0,0,0,0,0,148.3,0,20.56,0

89,22:00-22:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,17.79,0,0,0,2.33,0,1.66,0,20,0,0,5.76,10.76,41.68,65.76,9.11,33.99,23.39,0,118.76,0,0,0,0,16.48,429.66,42.08,0,15.44,26.39,0,0,70.16,0,37.18,0,0,0,0,0,0,148.3,0,20.56,0

90,22:15-22:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,18.48,0,0,0,2.33,0,1.11,0,20,0,0,5.76,10.76,41.68,65.76,9.11,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,14.93,26.39,0,0,70.16,0,52.05,0,0,0,0,0,0,148.3,0,20.56,0

91,22:30-22:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,18.48,0,0,0,2.33,0,1.11,0,20,0,0,5.76,10.76,41.68,65.76,9.11,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,52.05,0,0,0,0,0,0,148.3,0,20.56,0

92,22:45-23:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,19.18,0,0,0,2.33,0,1.11,0,20,0,0,5.76,10.76,41.68,65.76,9.11,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,74.35,0,0,0,0,0,0,148.3,0,20.56,0

93,23:00-23:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,19.88,0,0,0,2.33,0,1.11,0,20,0,0,5.76,4.57,42.74,65.76,9.11,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,96.66,0,0,0,0,0,0,148.3,0,20.56,0

94,23:15-23:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,20.8,0,0,0,2.33,0,1.11,0,20,0,0,5.76,4.57,42.74,65.76,9.11,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,126.41,0,0,0,0,0,0,148.3,0,20.56,0

95,23:30-23:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,20.8,0,0,0,2.33,0,1.11,0,20,0,0,5.76,4.57,42.74,65.76,9.11,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,148.71,0,0,0,0,0,0,148.3,0,20.56,0

96,23:45-24:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,20.8,0,0,0,2.33,0,1.11,0,20,0,0,5.76,4.57,42.74,65.76,9.11,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,178.45,0,0,0,0,0,0,148.3,0,20.56,0

