Block,Time,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KISHANGANGA,CHAMERA3,CHAMERA2,DADRT2,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,NJPC,RAPPC,URI2,TANDA2,UNCHAHAR2,RIHAND3,SINGRAULI,NAPP,SEWA2,UNCHAHAR1,RIHAND2,UNCHAHAR4,KOTESHWR,CHAMERA1,BSIUL,SALAL,URI,RAPPB,TANAKPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.567,4.57368,0,42.392196,0,139.3125,20.826,0,21.82362,118.125,0,9.0712,0,0,1.3944,1.5456,0,0,0,4.384,0,66.308,0,71.2416,0,0,0,3.15,15.225,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

2,00:15-00:30,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.567,4.57368,0,42.392196,0,139.3125,20.826,0,21.82362,118.125,0,9.0712,0,0,1.3944,1.5456,0,0,0,4.384,0,66.308,0,71.2416,0,0,0,3.15,15.225,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

3,00:30-00:45,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.567,4.57368,0,42.392196,0,139.3125,20.826,0,21.82362,118.125,0,9.0712,0,0,1.3944,1.5456,0,0,0,4.384,0,66.308,0,71.2416,0,0,0,3.15,15.225,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

4,00:45-01:00,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.567,4.57368,0,42.392196,0,139.3125,20.826,0,21.82362,118.125,0,9.0712,0,0,1.3944,1.5456,0,0,0,4.384,0,66.308,0,71.2416,0,0,0,3.15,15.225,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

5,01:00-01:15,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.567,4.57368,0,42.392196,0,139.3125,20.826,0,21.82362,118.125,0,9.0712,0,0,1.3944,1.5456,0,6.2769,0,4.384,0,66.308,0,71.2416,0,0,0,3.15,15.225,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

6,01:15-01:30,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.567,4.57368,0,42.392196,0,139.3125,20.826,0,21.82362,118.125,0,9.0712,0,0,1.3944,1.5456,0,6.2769,0,4.384,0,66.308,0,71.2416,0,0,0,3.15,15.225,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

7,01:30-01:45,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.567,4.57368,0,42.392196,0,139.3125,20.826,0,21.82362,118.125,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,4.384,0,66.308,0,71.2416,0,0,0,3.15,15.225,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

8,01:45-02:00,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.567,4.57368,0,42.392196,0,139.3125,20.826,0,21.82362,118.125,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,4.384,0,66.308,0,71.2416,0,0,0,3.15,15.225,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

9,02:00-02:15,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.567,4.57368,0,42.392196,0,139.3125,20.826,0,21.82362,118.125,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,4.384,0,66.308,0,71.2416,0,0,0,3.15,15.225,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

