Block,Time,KUDGI,PARBATI3,RAMPUR,SASAN,TANAKPUR,UNCHAHAR2,AURY_LF,DADRI_GF,DHAULIGNGA,KHSTPP-I,NLCIIST1,NNTPP,NTPL,RAPPB,RSTPSU7,SEWA2,SIMHST2,UNCHAHAR3,ANTA_GF,DADRI_CRF,DADRI_LF,DADRI_RF,CHAMERA2,KHSTPP-II,KOTESHWR,NJPC,NLCTS2EXP,RAPPC,RIHAND1,RIHAND2,RIHAND3,SALAL,SINGRAULI,ANTA_LF,FSTPP I & II,NAPP,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR4,AURY_CRF,DULHASTI,JHAJJAR,MAPS,NLCIIST2,TALA,ANTA_CRF,CHAMERA1,KGSU3AND4,KISHANGANGA,SIMHST1,KGSU1AND2,KKNP,KKNPPU2,NLCEXP,RSTPSU1TO6,TALST2,URI,URI2,VALLURNTECL,ANTA_RF,AURY_GF,BRBCL,BSIUL,CHAMERA3,DADRT2,KOLDAM,TelanganaSTPP,AURY_RF
57,14:00-14:15,0,17.56,3.54,405,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,29.93,0,20.01,6.52,32.08,686.07,5.35,0,59.67

58,14:15-14:30,0,17.56,3.54,405,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,29.93,0,20.01,6.52,32.08,686.07,5.35,0,59.67

59,14:30-14:45,0,17.56,3.54,405,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,9.85,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,25.85,0,29.93,0,20.01,6.52,32.08,686.07,5.35,0,59.67

60,14:45-15:00,0,17.56,3.54,405,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,9.85,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,25.85,0,30.04,0,20.01,6.52,32.08,686.07,5.35,0,59.67

61,15:00-15:15,0,17.56,3.54,405,11.78,43.71,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,53.45,93.48,0,14.3,45.34,0.45,2.89,70.87,20.96,1.62,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,33.12,25.85,0,30.64,0,20.01,6.52,32.08,686.07,5.35,0,59.67

62,15:15-15:30,0,17.56,3.54,405,11.78,43.71,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,53.45,93.48,0,14.3,45.34,0.45,2.89,70.87,20.96,1.62,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,46.37,25.85,0,30.64,0,20.01,6.52,32.08,686.07,5.35,0,59.67

63,15:30-15:45,0,3.94,3.54,405,11.78,43.71,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,53.45,93.48,0,14.3,45.34,0.45,2.89,70.87,20.96,1.62,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,46.37,29.56,0,30.64,0,20.01,13.04,32.08,686.07,5.35,0,59.67

64,15:45-16:00,0,3.94,3.54,405,11.78,43.71,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,70.87,20.96,1.62,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,33.12,29.56,0,30.64,0,20.01,13.04,32.08,686.07,5.35,0,59.67

65,16:00-16:15,0,3.94,3.54,405,11.78,43.71,0,0,40.4,44.31,0,0,0,0,0,5.79,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,80.18,93.48,0,14.3,45.34,0.45,2.89,70.87,20.96,1.62,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,33.12,29.56,0,30.64,0,20.01,13.04,32.08,686.07,5.35,0,59.67

66,16:15-16:30,0,3.94,3.54,405,11.78,43.71,0,0,40.4,44.31,0,0,0,0,0,5.79,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,80.18,93.48,0,14.3,45.34,0.45,0.19,70.87,20.96,1.62,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,33.12,29.56,0,30.64,0,20.01,13.04,32.08,686.07,5.35,0,59.67

67,16:30-16:45,0,17.56,3.54,405,11.78,42.41,0,0,40.4,44.31,0,0,0,0,0,5.79,0,27.05,0,0,0,74.03,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,80.18,93.48,0,14.3,45.34,0.45,0.19,70.87,20.96,0,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,33.12,25.85,0,30.64,0,20.01,6.52,32.08,686.07,5.35,0,59.67

68,16:45-17:00,0,17.56,3.54,405,11.78,42.41,0,0,40.4,44.31,0,0,0,0,0,5.79,0,27.05,0,0,0,7.4,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,80.18,93.48,0,14.3,45.34,0.45,0.19,70.87,20.96,0,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,33.12,25.85,0,30.64,0,20.01,6.52,32.08,686.07,5.35,0,59.67

69,17:00-17:15,0,17.56,3.54,405,11.78,42.41,0,0,40.4,44.31,0,0,0,0,0,5.79,0,27.05,0,0,0,14.8,44.22,148.3,38.64,167.1,0,60.53,72.01,121.71,127.6,80.18,93.48,0,14.3,45.34,0.45,0.19,70.87,20.96,0,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,46.37,25.85,0,2.36,0,20.01,6.52,32.08,686.07,5.35,0,59.67

70,17:15-17:30,0,17.56,3.54,405,11.78,42.41,0,0,40.4,44.31,0,0,0,0,0,11.58,0,27.05,0,0,0,20.96,44.22,148.3,38.64,167.1,0,60.53,72.01,121.71,127.6,80.18,93.48,0,14.3,45.34,0.45,0.19,70.87,20.96,0,0,53.79,413.81,0,0,9.85,0,28.44,0,2.88,0,0,0,0,0,0,0,46.37,25.85,0,9.46,0,20.01,6.52,32.08,686.07,5.35,0,59.67

71,17:30-17:45,0,21.08,3.54,405,11.78,42.41,0,0,40.4,44.31,0,0,0,0,0,11.58,0,27.05,0,0,0,29.59,44.22,148.3,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.96,0,0,53.79,413.81,0,0,9.7,0,28.44,0,2.88,0,0,0,0,0,0,0,38.64,25.85,0,19.39,0,20.01,6.52,32.08,686.07,5.35,0,7.31

72,17:45-18:00,0,21.08,3.54,405,11.78,42.41,0,0,40.4,44.31,0,0,0,0,0,11.58,0,27.05,0,0,0,43.16,44.22,148.3,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.96,0,0,53.79,413.81,0,0,8.82,0,28.44,0,2.88,0,0,0,0,0,0,0,38.64,25.85,0,19.39,0,20.01,6.52,32.08,686.07,5.35,0,14.61

73,18:00-18:15,0,25.3,3.54,405,9.74,42.41,0,0,40.4,44.31,0,0,0,0,0,11.58,0,26.41,0,0,0,43.16,44.22,137.42,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.57,0.01,0,53.79,413.81,0,0,8.82,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,25.85,0,19.39,0,20.01,6.52,32.08,686.07,5.35,0,24.35

74,18:15-18:30,0,36.54,3.54,405,9.74,42.41,0,0,40.4,44.31,0,0,0,0,0,11.58,0,26.41,0,0,0,43.16,44.22,137.42,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.57,0.01,0,53.79,413.81,0,0,8.53,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,25.85,0,19.39,0,20.01,6.52,32.08,682.83,5.35,0,38.36

75,18:30-18:45,0,36.54,3.54,405,9.74,42.405115681,0,0,40.4,44.31,0,0,0,0,0,11.58,0,26.423,0,0,0,43.16,44.22,137.42,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.57,0,0,53.79,406.41,0,0,7.82,0,42.15,0,4.32,0,0,0,0,0,0,0,38.64,23.65,0,19.39,0,20.01,6.52,32.08,682.83,5.35,0,38.97

76,18:45-19:00,0,36.54,3.62,405,10.63,42.405115681,0,0,41.42,44.31,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,137.42,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.569375,0,0,56.89,406.41,0,0,7.82,0,42.66,0,4.32,0,0,0,0,0,0,0,38.64,23.65,0,19.39,0,20.01,20.21,33.74,682.83,5.35,0,38.97

77,19:00-19:15,0,50.59,3.62,402.19,10.63,42.405115681,0,0,41.42,44.31,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,137.42,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.569375,0,0,56.89,406.41,0,0,7.82,0,42.66,0,4.32,0,0,0,0,0,0,0,38.64,23.65,0,19.52,0,20.01,20.21,33.74,682.83,5.35,0,38.97

78,19:15-19:30,0,50.59,3.62,402.19,10.63,42.405115681,0,0,41.42,44.31,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,137.42,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.569375,0,0,56.89,406.41,0,0,7.82,0,42.66,0,4.32,0,0,0,0,0,0,0,38.64,23.65,0,19.63,0,20.01,20.21,33.74,682.83,5.35,0,38.97

79,19:30-19:45,0,50.59,3.62,402.19,10.63,42.405115681,0,0,41.42,44.31,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,137.42,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.569375,0,0,56.89,406.41,0,0,7.82,0,42.66,0,4.32,0,0,0,0,0,0,0,35.33,25.85,0,19.75,0,20.01,20.21,33.74,682.83,5.35,0,38.97

80,19:45-20:00,0,21.08,3.62,402.19,10.63,42.405115681,0,0,41.42,44.31,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,137.42,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.569375,0,0,56.89,406.41,0,0,8.23,0,42.66,0,4.32,0,0,0,0,0,0,0,35.33,25.85,0,19.75,0,20.01,20.21,33.74,682.83,5.35,0,38.97

81,20:00-20:15,0,21.08,3.62,402.19,10.63,42.405115681,0,0,41.42,44.31,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,137.42,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.569375,0,0,56.89,406.41,0,0,8.53,0,42.66,0,4.32,0,0,0,0,0,0,0,38.64,25.85,0,19.75,0,20.01,20.21,33.74,682.83,5.35,0,38.97

82,20:15-20:30,0,21.08,3.62,402.19,10.63,42.405115681,0,0,41.42,44.31,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,137.42,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.569375,0,0,56.89,406.41,0,0,8.82,0,42.66,0,4.32,0,0,0,0,0,0,0,38.64,25.85,0,19.75,0,20.01,20.21,33.74,682.83,5.35,0,38.97

83,20:30-20:45,0,21.08,3.62,402.19,10.63,42.405115681,0,0,41.42,44.31,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,137.42,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.569375,0,0,56.89,406.41,0,0,9.41,0,42.66,0,4.32,0,0,0,0,0,0,0,38.64,25.85,0,19.75,0,20.01,20.21,33.74,682.83,5.35,0,38.97

84,20:45-21:00,0,21.08,3.54,402.19,9.74,42.405115681,0,0,40.4,44.31,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,44.22,137.42,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,20.569375,0,0,53.79,406.41,0,0,9.7,0,42.15,0,4.32,0,0,0,0,0,0,0,38.64,25.85,0,19.75,0,20.01,6.52,32.08,682.83,5.35,0,38.97

85,21:00-21:15,0,21.08,3.54,402.19,9.99,42.405115681,0,0,40.4,43.4,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,44.22,133.75,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,53.79,406.41,0,0,9.85,0,42.15,0,4.32,0,0,0,0,0,0,0,34.23,28.07,0,19.87,0,20.01,6.52,32.08,682.83,5.35,0,38.97

86,21:15-21:30,0,21.08,3.54,402.19,9.99,42.405115681,0,0,40.4,43.4,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,44.22,133.75,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,53.79,406.41,0,0,9.85,0,42.15,0,4.32,0,0,0,0,0,0,0,34.23,28.07,0,19.87,0,20.01,6.52,32.08,682.83,5.35,0,38.97

87,21:30-21:45,0,35.14,3.54,402.19,9.99,42.405115681,0,0,40.4,43.4,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,44.22,133.75,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,53.79,406.41,0,0,9.85,0,42.15,0,4.32,0,0,0,0,0,0,0,34.23,28.07,0,19.87,0,20.01,6.52,32.08,682.83,5.35,0,38.97

88,21:45-22:00,0,35.14,3.62,402.19,10.63,42.405115681,0,0,41.42,43.4,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,133.75,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,56.89,406.41,0,0,9.85,0,42.66,0,4.32,0,0,0,0,0,0,0,34.23,28.07,0,19.87,0,20.01,20.21,33.74,682.83,5.35,0,38.97

89,22:00-22:15,0,35.14,3.62,402.19,10.63,42.405115681,0,0,41.42,43.4,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,133.75,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,56.89,406.41,0,0,9.85,0,42.66,0,4.32,0,0,0,0,0,0,0,38.64,28.07,0,19.87,0,20.01,20.21,33.74,682.83,5.35,0,38.97

90,22:15-22:30,0,35.14,3.62,402.19,10.63,42.405115681,0,0,41.42,43.4,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,133.75,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,56.89,406.41,0,0,9.85,0,42.66,0,4.32,0,0,0,0,0,0,0,38.64,28.07,0,19.87,0,20.01,20.21,33.74,682.83,5.35,0,38.97

91,22:30-22:45,0,35.14,3.62,402.19,10.63,42.405115681,0,0,41.42,43.4,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,45.65,133.75,42.51,168.66,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,56.89,406.41,0,0,9.85,0,42.66,0,4.32,0,0,0,0,0,0,0,38.64,26.6,0,19.99,0,20.01,20.21,33.74,682.83,5.35,0,38.97

92,22:45-23:00,0,30.92,3.54,402.19,9.74,42.405115681,0,0,40.4,43.4,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,44.22,133.75,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,53.79,406.41,0,0,9.85,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,26.6,0,19.99,0,20.01,13.04,32.08,682.83,5.35,0,38.97

93,23:00-23:15,0,30.92,3.54,402.19,9.74,42.405115681,0,0,40.4,43.4,0,0,0,0,0,17.37,0,26.423,0,0,0,43.16,44.22,133.75,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,53.79,406.41,0,0,9.85,0,42.15,0,2.88,0,0,0,0,0,0,0,34.23,23.65,0,19.99,0,20.01,13.04,32.08,682.83,5.35,0,38.97

94,23:15-23:30,0,30.92,3.54,402.19,9.74,42.405115681,0,0,40.4,43.4,0,0,0,0,0,12.6,0,26.423,0,0,0,43.16,44.22,133.75,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,53.79,406.41,0,0,9.85,0,42.15,0,2.88,0,0,0,0,0,0,0,34.23,23.65,0,19.99,0,20.01,13.04,32.08,682.83,5.35,0,38.97

95,23:30-23:45,0,30.92,3.54,402.19,9.74,42.405115681,0,0,40.4,43.71,0,0,0,0,0,11.58,0,26.423,0,0,0,43.16,44.22,133.75,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,53.79,406.41,0,0,9.85,0,42.15,0,2.88,0,0,0,0,0,0,0,34.23,20.68,0,19.99,0,20.01,13.04,32.08,682.83,5.35,0,38.97

96,23:45-24:00,0,30.92,3.54,402.19,9.74,42.405115681,0,0,40.4,43.71,0,0,0,0,0,11.58,0,26.423,0,0,0,43.16,44.22,133.75,38.64,167.1,0,60.53,72.01,121.71,127.6,79.38,93.48,0,14.3,45.34,0.45,0.19,70.87,19.689375,0,0,53.79,406.41,0,0,9.85,0,42.15,0,2.88,0,0,0,0,0,0,0,34.23,20.68,0,19.99,0,20.01,13.04,32.08,682.83,5.35,0,38.97

