Block,Time,L_NR_2019_07,L_NR_2021_15,L_NR_2019_11,LT-31,L_NR_2021_14,LT-05,L_NR_2022_09,SH-07,SH-06,L_NR_2012_02,L_NR_2020_02,L_NR_2019_19,L_NR_2021_17,L_NR_2012_07,L_NR_2012_04,L_NR_2020_07,L_NR_2012_01,LT-35,LT-59,L_NR_2018_61,L_NR_2023_04,L_NR_2019_06,L_NR_2021_12,L_NR_2023_07,LT-36,L_NR_2019_05,L_NR_2021_13,L_NR_2021_16,L_NR_2020_06,L_NR_2020_05,L_NR_2023_10,L_NR_2022_08,L_NR_2022_10
11,02:30-02:45,0,0,4.770000,0.000000,0,115.990000,28.92,24.360000,30.930000,258.960000,0.000000,0,0,74.120000,271.860000,13.01,101.250000,0.000000,5.210000,14.96,27.820000,0,0,0,0.000000,0,0,0,13,39.01,0,12.01,28.92

12,02:45-03:00,0,0,4.770000,0.000000,0,115.990000,28.91,24.360000,30.930000,258.960000,0.000000,0,0,74.120000,271.860000,12.71,101.250000,0.000000,5.210000,14.97,27.820000,0,0,0,0.000000,0,0,0,12.71,38.12,0,12.13,28.91

13,03:00-03:15,0,0,4.610000,0.000000,0,115.990000,29.21,24.520000,24.520000,258.960000,0.000000,0,0,74.120000,271.860000,12.68,101.250000,0.000000,5.130000,10.01,27.820000,0,0,0,0.000000,0,0,0,12.66,37.99,0,12.01,29.21

14,03:15-03:30,0,0,4.610000,0.000000,0,115.990000,28.94,24.520000,24.520000,258.960000,0.000000,0,0,74.120000,271.860000,12.67,101.250000,0.000000,5.130000,10.36,27.820000,0,0,0,0.000000,0,0,0,12.67,38.01,0,11.76,28.94

15,03:30-03:45,0,0,4.610000,0.000000,0,115.990000,36.75,24.520000,24.520000,258.960000,0.000000,0,0,74.120000,271.860000,12.51,101.250000,0.000000,5.130000,10.73,27.820000,0,0,0,0.000000,0,0,0,12.5,37.51,0,8.67,36.75

16,03:45-04:00,0,0,4.610000,0.000000,0,115.990000,36.01,24.520000,24.520000,258.960000,0.000000,0,0,74.120000,271.860000,12.49,101.250000,0.000000,5.130000,10.72,27.820000,0,0,0,0.000000,0,0,0,12.47,37.42,0,8.51,36.01

17,04:00-04:15,0,0,4.610000,0.000000,0,94.770000,35.51,26.060000,26.060000,258.960000,4.470000,0,0,74.120000,271.860000,12.01,101.250000,0.000000,5.130000,10.67,27.820000,0,0,0,0.000000,0,0,0,12,36.01,0,8.34,35.51

18,04:15-04:30,0,0,4.610000,0.000000,0,66.340000,35.01,26.060000,26.060000,258.960000,4.470000,0,0,74.120000,271.860000,11.33,101.250000,0.000000,5.130000,10.98,27.820000,0,0,0,0.000000,0,0,0,11.34,34.01,0,8.28,35.01

19,04:30-04:45,0,0,4.610000,0.000000,0,66.340000,45,26.060000,26.060000,258.960000,0.000000,0,0,74.120000,271.860000,18.95,101.250000,0.000000,5.130000,11.14,27.820000,0,0,0,0.000000,0,0,0,18.94,56.83,0,13.79,45

20,04:45-05:00,0,0,4.610000,0.000000,0,94.770000,43.67,26.060000,26.060000,258.960000,0.000000,0,0,74.120000,271.860000,18.66,101.250000,0.000000,5.130000,11.12,27.820000,0,0,0,0.000000,0,0,0,18.66,55.98,0,13.47,43.67

21,05:00-05:15,0,0,4.610000,0.000000,0,66.340000,42.34,24.520000,24.520000,258.960000,0.000000,0,0,74.120000,271.860000,18.42,101.250000,0.000000,5.130000,16.41,28.790000,0,0,0,0.000000,0,0,0,18.43,55.28,0,13.19,42.34

22,05:15-05:30,0,0,4.610000,0.000000,0,115.990000,41.67,24.520000,24.520000,258.960000,0.000000,0,0,74.120000,271.860000,18.21,101.250000,0.000000,5.130000,17.21,28.790000,0,0,0,0.000000,0,0,0,18.21,54.63,0,12.95,41.67

23,05:30-05:45,0,0,4.610000,0.000000,0,115.990000,40.67,22.160000,22.160000,258.960000,4.470000,0,0,74.120000,271.860000,17.94,101.250000,0.000000,5.130000,17.81,28.790000,0,0,0,0.000000,0,0,0,17.95,53.85,0,12.77,40.67

24,05:45-06:00,0,0,4.610000,0.000000,0.18,115.990000,39.34,22.650000,22.650000,258.960000,4.470000,0,0,74.120000,271.860000,17.59,101.250000,0.000000,5.130000,18.41,28.790000,0,0,0,0.000000,0,0,0,17.6,52.78,0,12.51,39.34

25,06:00-06:15,1.06,0,4.610000,0.000000,1.66,115.990000,38.01,14.350000,30.930000,258.960000,4.470000,0.09744,0,74.120000,271.860000,17.25,101.250000,0.000000,5.130000,18.78,28.790000,0,0,0,0.000000,0,0,1,17.25,51.74,0,12.19,38.01

26,06:15-06:30,2.2,0,4.610000,0.010000,3.79,115.990000,22.01,14.350000,30.930000,258.960000,4.470000,4.209408,2,74.120000,271.860000,16.92,101.250000,0.010000,5.130000,19.21,28.790000,0,0,0,0.010000,2.04,0,3,16.93,50.78,0,11.92,22.01

27,06:30-06:45,5.87,0.32,4.610000,0.200000,6.53,115.990000,21.01,14.350000,30.930000,258.960000,4.470000,13.709808,3,74.120000,271.860000,13.67,101.250000,0.200000,5.130000,11.05,29.800000,1,0.27,1.48,0.200000,5.85,0.05,5,13.67,41.01,0.64,8.95,21.01

28,06:45-07:00,11,1.08,4.610000,0.640000,9.75,115.990000,20.01,14.350000,30.930000,258.960000,4.470000,22.859424,4,74.120000,271.860000,13.01,101.250000,0.640000,5.130000,10.65,29.800000,15.3,3.52,5.47,0.650000,15.49,0.7,9,13,39.01,2.34,8.42,20.01

29,07:00-07:15,16.13,2.55,4.530000,1.310000,13.28,115.990000,19.99,14.350000,30.930000,258.960000,4.370000,31.950576,6,74.120000,271.860000,12.67,101.250000,1.310000,5.060000,10.45,27.870000,29.78,13.88,12.29,1.340000,28.58,2.78,11,12.67,38.01,5.27,8.34,19.99

30,07:15-07:30,21.99,4.69,4.530000,2.120000,6.33,115.990000,19.67,14.350000,30.930000,258.960000,4.370000,42.298704,8,74.120000,271.860000,12.51,101.250000,2.120000,5.060000,10.35,27.870000,32.09,23.69,21,2.180000,32.09,4.74,16,12.5,37.51,9,8.01,19.67

31,07:30-07:45,29.33,7.47,4.530000,3.140000,9.5,115.990000,19.62,22.610000,30.930000,258.960000,4.370000,53.416608,10,74.120000,271.860000,12.17,101.250000,3.140000,5.060000,7.4,27.870000,29.56,39.47,39,3.220000,29.56,7.89,19,12.17,36.51,16,7.67,19.62

32,07:45:08:00,29.65,11.72,4.530000,4.280000,20.3,115.990000,19.34,22.610000,30.930000,258.960000,4.370000,64.583232,11,74.120000,271.860000,10.66,101.250000,4.280000,5.060000,7.4,27.870000,29.65,61.03,53,4.380000,29.65,12.21,22,10.65,31.96,22,7.62,19.34

33,08:00-08:15,31.19,15.27,4.530000,5.480000,26.99,94.770000,22.84,22.610000,30.930000,258.960000,4.370000,74.941104,10,74.120000,271.860000,10.51,101.250000,5.480000,3.890000,7.4,28.830000,31.18,80.88,67,5.620000,31.18,16.17,21,10.5,31.51,28,7.34,22.84

34,08:15-08:30,31.19,18.99,4.530000,6.710000,34.04,66.340000,22.51,22.610000,30.930000,258.960000,4.370000,84.490224,13,74.120000,271.860000,10.21,101.250000,6.710000,4.510000,7.4,28.830000,31.18,102.39,81,6.880000,31.18,20.48,27,10.2,30.61,34,6.9,22.51

35,08:30-08:45,31.51,22.66,4.530000,7.920000,41.06,66.340000,22.17,25.460000,30.930000,258.960000,4.370000,93.2988,18,74.120000,271.860000,9.91,101.250000,7.920000,4.510000,7.4,27.820000,31.52,122.65,95,8.120000,31.52,24.53,37,9.9,29.71,40,6.33,22.17

36,08:45:09:00,31.51,26.01,4.530000,9.100000,47.9,66.340000,21.84,25.460000,30.930000,258.960000,4.370000,101.318112,22,74.120000,271.860000,9.76,101.250000,9.100000,4.510000,7.4,27.820000,31.52,142.73,109,9.330000,31.52,28.55,44,9.75,29.26,46,6.33,21.84

37,09:00:09:15,31.85,29.02,4.460000,10.200000,54.34,66.340000,21.17,25.460000,30.930000,258.960000,4.370000,96.41688,26,74.120000,271.860000,9.31,101.250000,10.200000,4.670000,7.4,27.780000,31.85,162.79,126,10.460000,31.85,32.56,52,9.3,27.91,54,6.33,21.17

38,09:15-09:30,31.85,31.75,4.460000,11.250000,60.5,70.500000,20.51,25.460000,30.930000,258.960000,4.370000,103.305888,28,74.120000,271.860000,8.86,101.250000,11.250000,4.670000,8.05,26.810000,31.85,179.88,137,11.540000,31.85,35.97,57,8.85,26.56,58,5.67,20.51

39,09:30-09:45,32.54,34.19,4.460000,12.190000,66.34,115.990000,13.33,25.460000,30.930000,258.960000,4.370000,109.512816,31,74.120000,271.860000,5.84,101.250000,12.190000,4.670000,7.2,26.810000,32.53,196.33,147,12.490000,32.53,39.26,62,5.83,17.5,63,5.67,13.33

40,09:45-10:00,32.54,36.33,4.460000,13.030000,71.47,115.990000,13.33,25.460000,30.930000,258.960000,4.370000,115.203312,33,74.120000,271.860000,5.84,101.250000,13.030000,4.670000,7.2,25.800000,32.53,210.83,158,13.350000,32.53,42.17,65,5.83,17.5,67,5.67,13.33

41,10:00-10:15,32.54,38.19,4.460000,13.730000,76.22,115.990000,13.33,26.060000,26.060000,258.960000,4.370000,119.987616,34,74.120000,271.860000,5.84,101.250000,13.730000,4.670000,7.2,25.800000,32.53,224.4,168,14.080000,32.53,44.88,69,5.83,17.5,72,5.67,13.33

42,10:15-10:30,32.54,39.8,4.460000,14.300000,80.36,115.990000,13.33,26.060000,26.060000,258.960000,4.370000,124.109328,36,74.120000,271.860000,5.84,101.250000,14.300000,4.670000,7.2,25.800000,32.53,229.17,175,14.660000,32.53,45.83,73,5.83,17.5,75,5.67,13.33

43,10:30-10:45,32.54,40.25,4.460000,14.790000,82.17,115.990000,13.33,26.060000,26.060000,258.960000,4.370000,130.355232,38,74.120000,271.860000,5.84,101.250000,14.790000,4.670000,7.2,25.800000,32.53,229.17,182,15.170000,32.53,45.83,75,5.83,17.5,78,5.67,13.33

44,10:45-11:00,32.66,41.61,4.460000,15.200000,84.14,115.990000,13.33,26.060000,26.060000,258.960000,4.370000,133.34664,39,74.120000,271.860000,5.84,101.250000,15.200000,4.670000,7.2,25.800000,32.67,229.17,186,15.590000,32.67,45.83,78,5.83,17.5,79,5.67,13.33

45,11:00-11:15,32.66,42.67,4.460000,15.530000,84.97,115.990000,13.33,26.060000,26.060000,258.960000,4.270000,135.967776,40,74.120000,271.860000,5.84,101.250000,15.530000,4.670000,17.28,23.790000,32.67,229.17,189,15.910000,32.67,45.83,81,5.83,17.5,81,5.67,13.33

46,11:15-11:30,32.66,43.47,4.460000,15.750000,86.58,115.990000,13.33,26.060000,26.060000,258.960000,4.270000,137.936064,40,74.120000,271.860000,5.84,101.250000,15.750000,4.670000,17.54,23.790000,32.67,229.17,193,16.140000,32.67,45.83,81,5.83,17.5,82,5.67,13.33

47,11:30-11:45,32.66,43.5,4.460000,15.820000,86.76,115.990000,13.33,26.060000,26.060000,258.960000,4.270000,138.725328,40,74.120000,271.860000,5.84,101.250000,15.820000,4.670000,17.75,23.790000,32.67,229.17,193,16.230000,32.67,45.83,81,5.83,17.5,82,5.67,13.33

48,11:45-12:00,32.66,43.5,4.460000,15.910000,86.76,115.990000,13.33,26.060000,26.060000,258.960000,4.270000,138.939696,40,74.120000,271.860000,5.84,101.250000,15.910000,4.670000,17.88,23.790000,32.67,229.17,193,16.310000,32.67,45.83,80,5.83,17.5,82,5.67,13.33

49,12:00-12:15,32.66,43.5,4.530000,15.930000,86.76,115.990000,13.33,30.930000,25.540000,258.960000,4.270000,145.594848,40,74.120000,271.860000,5.84,101.250000,15.930000,4.750000,18.14,24.790000,32.67,229.17,193,16.320000,32.67,45.83,80,5.83,17.5,82,5.67,13.33

50,12:15-12:30,32.66,43.5,4.530000,15.860000,86.79,115.990000,13.33,30.930000,25.540000,258.960000,4.270000,144.639936,40,74.120000,271.860000,5.84,101.250000,15.860000,4.750000,18.28,24.790000,32.67,229.17,193,16.260000,32.67,45.83,81,5.83,17.5,82,5.67,13.33

51,12:30-12:45,32.66,43.5,4.530000,15.870000,86.81,115.990000,15.67,30.930000,23.360000,258.960000,4.270000,143.119872,40,74.120000,271.860000,5.84,101.250000,15.870000,4.750000,32.15,24.790000,32.67,233.33,193,16.260000,32.67,46.67,81,5.83,17.5,82,5.67,15.67

52,12:45-13:00,32.66,43.5,4.530000,15.850000,86.75,115.990000,15.67,30.930000,23.360000,258.960000,4.270000,140.888496,40,74.120000,271.860000,5.84,101.250000,15.850000,4.750000,32.68,24.790000,32.67,233.33,193,16.250000,32.67,46.67,81,5.83,17.5,82,5.67,15.67

53,13:00-13:15,32.66,43.5,4.610000,15.810000,86.76,115.990000,15.67,30.930000,25.540000,258.960000,4.270000,138.052992,40,74.120000,271.860000,5.84,101.250000,15.810000,4.820000,33.55,24.790000,32.67,233.33,186,16.220000,32.67,46.67,81,5.83,17.5,79,5.67,15.67

54,13:15-13:30,32.66,43.5,4.610000,15.800000,86.75,115.990000,15.67,30.930000,25.540000,258.960000,4.270000,134.36976,41,74.120000,271.860000,5.84,101.250000,15.800000,4.820000,40.02,24.790000,32.67,233.33,186,16.190000,32.67,46.67,81,5.83,17.5,79,5.67,15.67

55,13:30-13:45,32.66,43.5,4.610000,15.760000,86.58,115.990000,15.67,30.930000,25.540000,258.960000,4.270000,132.12864,41,74.120000,271.860000,5.84,101.250000,15.760000,4.820000,40.02,24.790000,32.67,233.33,186,16.150000,32.67,46.67,81,5.83,17.5,79,5.67,15.67

56,13:45-14:00,32.66,42,4.610000,15.330000,85.49,115.990000,15.67,30.930000,23.360000,258.960000,4.270000,126.564816,41,74.120000,271.860000,5.84,101.250000,15.330000,4.820000,40.02,24.790000,32.67,233.33,186,15.710000,32.67,46.67,82,5.83,17.5,79,6.68,15.67

57,14:00-14:15,32.66,40,5.000000,14.970000,84.79,115.990000,18.27,30.930000,23.360000,258.960000,4.270000,120.513792,39,74.120000,271.860000,5.84,101.250000,14.970000,5.060000,40.02,24.790000,32.67,233.33,182,15.350000,32.67,46.67,77,5.83,17.5,78,6.79,18.27

58,14:15-14:30,32.66,39,5.000000,14.590000,83.58,115.990000,18.92,30.930000,23.360000,258.960000,4.270000,114.121728,37,74.120000,271.860000,5.84,101.250000,14.590000,5.060000,40.02,24.790000,32.67,233.33,175,14.960000,32.67,46.67,73,5.83,17.5,75,6.15,18.92

59,14:30-14:45,32.66,38.61,5.000000,14.020000,81.64,115.990000,19.42,30.930000,23.360000,258.960000,4.270000,107.895312,35,74.120000,271.860000,5.84,101.250000,14.020000,5.060000,40.02,24.790000,32.67,229.17,172,14.360000,32.67,45.83,71,5.83,17.5,73,6.18,19.42

60,14:45-15:00,32.66,36.71,5.000000,13.440000,79.82,115.990000,20.07,30.930000,23.360000,258.960000,4.270000,100.772448,34,74.120000,271.860000,5.84,101.250000,13.440000,5.060000,40.02,24.790000,32.67,229.17,165,13.770000,32.67,45.83,69,5.83,17.5,70,6.2,20.07

61,15:00-15:15,32.66,34.79,5.230000,12.930000,75.73,115.990000,20.58,30.930000,23.360000,258.960000,4.370000,92.285424,33,74.120000,271.860000,5.84,101.250000,12.930000,5.440000,40.02,25.760000,32.67,218.22,154,13.260000,32.67,43.64,67,5.83,17.5,66,6.37,20.58

62,15:15-15:30,32.66,32.61,5.230000,12.390000,71.19,115.990000,17.36,30.930000,23.360000,258.960000,4.370000,83.65224,31,74.120000,271.860000,5.84,101.250000,12.390000,5.440000,40.02,25.760000,32.67,204.48,144,12.690000,32.67,40.89,63,5.83,17.5,61,6.48,17.36

63,15:30-15:45,32.66,30.22,5.230000,11.600000,66.21,115.990000,17.64,30.930000,23.360000,258.960000,4.370000,74.327232,29,74.120000,271.860000,7.5,101.250000,11.600000,5.440000,36.14,25.760000,32.67,189.63,133,11.890000,32.67,37.92,58,7.5,22.5,57,6.65,17.64

64,15:45-16:00,32.66,27.64,5.230000,10.720000,60.58,115.990000,18.05,30.930000,23.360000,258.960000,4.370000,64.739136,25,74.120000,271.860000,7.5,101.250000,10.720000,5.440000,36.14,25.760000,32.67,174.09,119,10.980000,32.67,34.82,51,7.5,22.5,51,6.7,18.05

65,16:00-16:15,32.66,24.79,5.230000,9.660000,43.33,115.990000,18.08,30.930000,23.360000,258.960000,4.370000,54.839232,24,74.120000,271.860000,7.83,101.250000,9.660000,5.600000,36.14,25.760000,32.67,156.8,105,9.890000,32.67,31.36,47,7.83,23.49,45,6.79,18.08

66,16:15-16:30,32.66,22.62,5.230000,8.530000,38.33,115.990000,18.23,30.930000,23.360000,258.960000,4.370000,44.549568,20,74.120000,271.860000,8.08,101.250000,8.530000,5.600000,36.14,25.760000,32.67,138.98,91,8.740000,32.67,27.79,41,8.07,24.22,39,7.09,18.23

67,16:30-16:45,30.06,19.18,5.230000,7.430000,35,115.990000,20.02,30.930000,23.360000,258.960000,4.370000,35.8092,19,74.120000,271.860000,7.5,101.250000,7.430000,5.600000,36.14,26.730000,33,120.88,77,7.620000,33,24.17,37,7.5,22.5,33,7.25,20.02

68,16:45-17:00,18.33,15.44,5.230000,6.270000,30,115.990000,22.4,30.930000,23.360000,258.960000,4.370000,25.607232,17,74.120000,271.860000,7.5,101.250000,6.270000,5.600000,39.95,26.730000,33,102.03,63,6.430000,33,20.41,34,7.5,22.5,27,7.99,22.4

69,17:00-17:15,14.67,11.58,5.380000,5.130000,25,115.990000,18.56,30.930000,23.360000,258.960000,4.470000,15.989904,15,74.120000,271.860000,7.5,101.250000,5.130000,5.670000,39.88,27.690000,22.31,83.72,49,5.250000,32.07,16.74,30,7.5,22.5,21,8.25,18.56

70,17:15-17:30,11,9.82,5.380000,3.930000,20,115.990000,19.31,30.930000,23.360000,258.960000,4.470000,9.30552,12,74.120000,271.860000,7.5,101.250000,3.930000,5.670000,39.55,27.690000,10.4,54.17,39,4.040000,17.22,10.83,25,7.5,22.5,16,8.43,19.31

71,17:30-17:45,6.41,6.46,5.380000,2.940000,16.3,115.990000,20.01,30.930000,23.360000,258.960000,4.470000,4.102224,11,74.120000,271.860000,7.5,101.250000,2.940000,5.670000,39.35,27.690000,0.36,38.55,28,3.020000,7.21,7.71,22,7.5,22.5,12,8.58,20.01

72,17:45-18:00,1.98,3.79,5.380000,2.010000,10.5,115.990000,20.38,30.930000,23.360000,258.960000,4.470000,1.218,9,74.120000,271.860000,7.5,101.250000,2.010000,5.670000,39.09,27.690000,0,16.95,18,2.050000,1.22,3.39,18,7.5,22.5,7,8.8,20.38

73,18:00-18:15,0,1.92,5.380000,1.210000,0.96,115.990000,20.81,30.930000,14.350000,258.960000,4.470000,0.116928,6,74.120000,271.860000,7.5,101.250000,1.210000,5.670000,39.01,27.690000,0,9.53,11,1.240000,0,1.91,13,7.5,22.5,4,8.91,20.81

74,18:15-18:30,0,0.6,5.380000,0.600000,0.32,115.990000,21.16,30.930000,14.350000,258.960000,4.470000,0,3,74.120000,271.860000,7.5,101.250000,0.600000,5.670000,33.94,27.690000,0,4.23,4,0.620000,0,0.85,7,7.5,22.5,1,8.87,21.16

75,18:30-18:45,0,0,5.380000,0.150000,0,115.990000,21.68,30.930000,14.350000,258.960000,4.470000,0,2,74.120000,271.860000,7.5,101.250000,0.150000,5.670000,33.14,27.690000,0,1.06,0,0.150000,0,0.21,3,7.5,22.5,0,8.77,21.68

76,18:45-19:00,0,0,5.380000,0.000000,0,115.990000,22.2,30.930000,14.350000,258.960000,4.470000,0,0,74.120000,271.860000,7.5,101.250000,0.000000,5.670000,19.55,27.690000,0,0,0,0.000000,0,0,1,7.5,22.5,0,8.54,22.2

77,19:00-19:15,0,0,5.380000,0.000000,0,115.990000,23.07,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,7.5,101.250000,0.000000,5.670000,18.67,27.690000,0,0,0,0.000000,0,0,0,7.5,22.5,0,8.57,23.07

78,19:15-19:30,0,0,5.380000,0.000000,0,115.990000,23.82,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,7.5,101.250000,0.000000,5.670000,18.02,27.690000,0,0,0,0.000000,0,0,0,7.5,22.5,0,8.6,23.82

79,19:30-19:45,0,0,5.380000,0.000000,0,115.990000,23.96,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,7.5,101.250000,0.000000,5.670000,17.53,25.760000,0,0,0,0.000000,0,0,0,7.5,22.5,0,8.6,23.96

80,19:45-20:00,0,0,5.380000,0.000000,0,115.990000,24.31,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,7.5,101.250000,0.000000,5.600000,17,25.760000,0,0,0,0.000000,0,0,0,7.5,22.5,0,8.5,24.31

81,20:00-20:15,0,0,4.840000,0.000000,0,115.990000,26.42,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,7.5,101.250000,0.000000,5.130000,16.58,25.760000,0,0,0,0.000000,0,0,0,7.5,22.5,0,8.3,26.42

82,20:15-20:30,0,0,4.840000,0.000000,0,115.990000,26.23,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,7.5,101.250000,0.000000,5.130000,16.39,25.760000,0,0,0,0.000000,0,0,0,7.5,22.5,0,8.26,26.23

83,20:30-20:45,0,0,4.840000,0.000000,0,115.990000,26.06,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,7.5,101.250000,0.000000,5.130000,8.07,25.760000,0,0,0,0.000000,0,0,0,7.5,22.5,0,7.98,26.06

84,20:45-21:00,0,0,4.840000,0.000000,0,115.990000,25.79,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,7.66,101.250000,0.000000,5.130000,8.6,25.760000,0,0,0,0.000000,0,0,0,7.64,22.93,0,7.68,25.79

85,21:00-21:15,0,0,4.770000,0.000000,0,115.990000,25.47,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,8.04,101.250000,0.000000,4.980000,8.81,25.760000,0,0,0,0.000000,0,0,0,8.05,24.14,0,7.63,25.47

86,21:15-21:30,0,0,4.770000,0.000000,0,115.990000,25.59,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,8.38,101.250000,0.000000,4.980000,9.04,25.760000,0,0,0,0.000000,0,0,0,8.39,25.17,0,7.6,25.59

87,21:30-21:45,0,0,4.770000,0.000000,0,115.990000,25.76,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,8.78,101.250000,0.000000,4.980000,9.35,25.760000,0,0,0,0.000000,0,0,0,8.78,26.34,0,7.51,25.76

88,21:45-22:00,0,0,4.770000,0.000000,0,115.990000,26.11,30.930000,14.350000,258.960000,4.650000,0,0,74.120000,271.860000,9.18,101.250000,0.000000,4.980000,9.85,25.760000,0,0,0,0.000000,0,0,0,9.19,27.56,0,7.57,26.11

89,22:00-22:15,0,0,4.770000,0.000000,0,115.990000,26.42,30.930000,14.350000,258.960000,4.550000,0,0,74.120000,271.860000,9.44,101.250000,0.000000,5.130000,10.46,27.780000,0,0,0,0.000000,0,0,0,9.44,28.33,0,7.33,26.42

90,22:15-22:30,0,0,4.770000,0.000000,0,115.990000,26.58,30.930000,14.350000,258.960000,4.550000,0,0,74.120000,271.860000,9.78,101.250000,0.000000,5.130000,8,27.780000,0,0,0,0.000000,0,0,0,9.77,29.33,0,7.33,26.58

91,22:30-22:45,0,0,4.770000,0.000000,0,115.990000,26.9,30.930000,14.350000,258.960000,4.550000,0,0,74.120000,271.860000,10.02,101.250000,0.000000,5.130000,8,27.780000,0,0,0,0.000000,0,0,0,10.01,30.04,0,7.33,26.9

92,22:45-23:00,0,0,4.770000,0.000000,0,115.990000,26.99,30.930000,14.350000,258.960000,4.550000,0,0,74.120000,271.860000,8.34,101.250000,0.000000,5.130000,8,27.780000,0,0,0,0.000000,0,0,0,8.33,25,0,7.33,26.99

93,23:00-23:15,0,0,4.610000,0.000000,0,115.990000,27.6,30.930000,14.350000,258.960000,4.550000,0,0,74.120000,271.860000,8.34,101.250000,0.000000,5.130000,8,27.820000,0,0,0,0.000000,0,0,0,8.33,25,0,7.33,27.6

94,23:15-23:30,0,0,4.610000,0.000000,0,115.990000,29.48,30.930000,14.350000,258.960000,4.550000,0,0,74.120000,271.860000,8.34,101.250000,0.000000,5.130000,8,27.820000,0,0,0,0.000000,0,0,0,8.33,25,0,7.33,29.48

