Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,8.874,32.8448,0,0,19.35568,27.3447,0,93.5636,39.51012,0,50.76,38.2344,653.1525,19.414,1.01389,123.665625,45.36,0,102.75,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5208,39.5,48.576,11.2728,85.988,0,59.732,0,0,0,61.902,0,0,0,32.025,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.704,147.515625,19.11,20.0018,18.140334,346.5

2,00:15-00:30,686.779957,8.874,32.8448,0,0,19.35568,27.3447,0,93.5636,39.51012,0,50.76,38.2344,653.1525,19.414,1.01389,123.665625,45.36,0,102.75,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5208,39.105,48.576,11.2728,85.988,0,59.732,0,0,0,61.902,0,0,0,32.025,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.704,147.515625,19.11,20.0018,18.140334,346.5

3,00:30-00:45,686.779957,8.874,32.8448,0,0,19.35568,27.3447,0,93.5636,39.51012,0,50.76,38.2344,653.1525,19.414,1.01389,123.665625,30.24,0,102.75,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5208,39.105,8.832,11.2728,85.988,0,59.732,0,0,0,61.902,0,0,0,32.025,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.704,147.515625,19.11,20.0018,18.140334,346.5

4,00:45-01:00,686.779957,8.874,32.8448,0,0,19.35568,27.3447,0,93.5636,39.51012,0,50.76,38.2344,653.1525,19.414,1.01389,123.665625,30.24,0,102.75,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5208,28.09082,8.832,11.2728,85.988,0,59.732,0,0,0,61.902,0,0,0,32.025,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.704,147.515625,19.11,20.0018,18.140334,346.5

5,01:00-01:15,686.779957,8.874,32.8448,0,0,19.35568,27.3447,0,93.5636,39.51012,0,50.76,38.2344,653.1525,19.414,1.01389,123.665625,15.12,0,102.75,118.125,0,26.39091,92,0,10.7616,42.392196,0,0,13.983,8.832,11.2728,85.988,0,59.732,0,0,0,61.902,0,0,0,33.075,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.704,147.515625,19.11,20.0018,18.140334,346.5

