Block,Time,DHAULIGNGA,NLCIIST2,RSTPSU1TO6,SINGRAULI,SINGRAULI_HYDRO,TALA,CHAMERA1,FSTPP I & II,NLCEXP,TALST2,URI2,BSIUL,NAPP,NTPL,SALAL,TelanganaSTPP,DADRI_CRF,DADRI_RF,CHAMERA2,KHSTPP-II,RAPPB,SASAN,AURY_CRF,AURY_GF,DADRI_LF,KGSU1AND2,KKNPPU2,KOLDAM,KOTESHWR,RIHAND2,TANAKPUR,UNCHAHAR1,URI,VALLURNTECL,DADRI_GF,CHAMERA3,JHAJJAR,KUDGI,NNTPP,RAMPUR,RIHAND1,SIMHST1,SIMHST2,TANDA2,UNCHAHAR4,ANTA_RF,AURY_LF,DULHASTI,KGSU3AND4,NLCIIST1,NLCTS2EXP,PARBATI3,RAPPC,SEWA2,TEHRI,UNCHAHAR3,ANTA_CRF,AURY_RF,BRBCL,DADRT2,KHSTPP-I,KISHANGANGA,KKNP,MAPS,NJPC,RIHAND3,RSTPSU7,UNCHAHAR2,ANTA_GF,ANTA_LF
7,01:30-01:45,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,79.38,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,32.96,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,21.78,124.32,0,42.4,0,0

8,01:45-02:00,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,79.38,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,32.96,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

9,02:00-02:15,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,11.91,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

10,02:15-02:30,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,11.91,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

11,02:30-02:45,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

12,02:45-03:00,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

13,03:00-03:15,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

14,03:15-03:30,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

15,03:30-03:45,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

16,03:45-04:00,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

17,04:00-04:15,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,11.91,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

18,04:15-04:30,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,16.48,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,0,124.32,0,42.4,0,0

19,04:30-04:45,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,32.96,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,21.78,124.32,0,42.4,0,0

20,04:45-05:00,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,32.96,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,21.78,124.32,0,42.4,0,0

21,05:00-05:15,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,49.43,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,42.62,124.32,0,42.4,0,0

22,05:15-05:30,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,1.1,41.65,0,2.33,0,0,66.85,2,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,42.74,0,49.43,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,70.17,124.32,0,42.4,0,0

23,05:30-05:45,18.23,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,2.33,0,0,66.85,4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,42.74,0,49.43,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,85.23,124.32,0,42.4,0,0

24,05:45-06:00,27.48,0,0,139.68,0,0,11.85,20.8,0,0,4.57,6.52,41.65,0,2.33,0,0,66.85,12,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,19.36,654.31,0,0,0,92,0,0,0,0,42.74,0,49.43,0,0,0,2.55,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,113.64,124.32,0,42.4,0,0

25,06:00-06:15,37.65,0,0,139.68,0,0,14.05,20.8,0,0,4.57,19.56,41.65,0,2.33,0,0,66.85,39.51,148.3,0,418.77,0,0,21.92,0,0,0,19.72,118.76,11.91,20.56,2.21,0,0,29.06,654.31,0,0,0,92,0,0,0,0,41.68,0,49.43,0,0,0,6.36,51.9,0,31.13,26.39,0,70.16,15,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

26,06:15-06:30,37.65,0,0,139.68,0,0,14.05,20.8,0,0,4.57,19.56,41.65,0,2.33,0,0,66.85,39.51,148.3,0,418.77,0,0,21.92,0,0,0,19.72,118.76,11.91,20.56,2.21,0,0,29.06,654.31,0,0,0,92,0,0,0,0,41.68,0,49.43,0,0,0,33.1,51.9,0,31.13,26.39,0,70.16,15,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

27,06:30-06:45,37.65,0,0,139.68,0,0,14.05,20.8,0,0,4.57,19.56,41.65,0,2.33,0,0,66.85,39.51,148.3,0,418.77,0,0,21.92,0,0,0,19.72,118.76,8.96,20.56,3.31,0,0,29.06,654.31,0,0,0,92,0,0,0,0,41.68,0,49.43,0,0,0,33.1,51.9,0,31.13,26.39,0,70.16,15,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

28,06:45-07:00,37.65,0,0,139.68,0,0,14.05,20.8,0,0,4.57,19.56,41.65,0,2.33,0,0,66.85,39.51,148.3,0,418.77,0,0,21.92,0,0,0,19.72,118.76,8.96,20.56,39.19,0,0,29.06,654.31,0,0,0,92,0,0,0,0,41.68,0,49.43,0,0,0,33.1,51.9,0,30.68,26.39,0,70.16,15,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

29,07:00-07:15,27.48,0,0,139.68,0,0,11.85,20.8,0,0,4.57,6.52,41.65,0,2.33,0,0,66.85,12,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,39.19,0,0,19.36,654.31,0,0,0,92,0,0,0,0,41.68,0,49.43,0,0,0,33.1,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,116.95,124.32,0,42.4,0,0

30,07:15-07:30,18.23,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,2.33,0,0,66.85,12,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,3.31,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,32.96,0,0,0,33.1,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,116.95,124.32,0,42.4,0,0

31,07:30-07:45,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,18.59,0,0,66.85,12,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,32.96,0,0,0,33.1,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,93.56,124.32,0,42.4,0,0

32,07:45-08:00,1.32,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,79.38,0,0,66.85,12,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,32.96,0,0,0,5.09,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,70.17,124.32,0,42.4,0,0

33,08:00-08:15,1.32,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,79.38,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,16.48,0,0,0,2.55,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.68,124.32,0,42.4,0,0

34,08:15-08:30,1.32,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,79.38,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

35,08:30-08:45,1.32,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,79.38,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

36,08:45-09:00,1.32,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,3.31,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

37,09:00-09:15,0,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,11.91,20.56,39.19,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

38,09:15-09:30,0,0,0,139.68,0,0,0,20.8,0,0,4.57,6.52,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,39.19,0,0,0,654.31,0,0,0,92,0,0,0,0,41.68,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

39,09:30-09:45,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,3.31,0,0,0,654.31,0,0,0,92,0,0,0,0,41.68,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

40,09:45-10:00,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.68,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

41,10:00-10:15,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,11.91,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.48,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

42,10:15-10:30,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.48,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

43,10:30-10:45,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.48,0,16.48,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

44,10:45-11:00,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.48,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

45,11:00-11:15,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.48,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

46,11:15-11:30,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.48,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

47,11:30-11:45,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.48,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

48,11:45-12:00,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,66.85,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.48,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

49,12:00-12:15,0,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,11.91,20.56,39.19,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

50,12:15-12:30,0,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,39.19,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

51,12:30-12:45,0,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,3.31,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

52,12:45-13:00,0,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

53,13:00-13:15,0,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,11.91,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

54,13:15-13:30,0,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

55,13:30-13:45,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

56,13:45-14:00,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

57,14:00-14:15,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

58,14:15-14:30,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

59,14:30-14:45,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

60,14:45-15:00,0,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

61,15:00-15:15,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

62,15:15-15:30,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,2.21,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

63,15:30-15:45,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.33,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0
