Block,Time Block,TALA,TALST2,BSIUL,BRBCL,CHAMERA1,FSTPP I & II,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA3,CHAMERA2,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,KUDGI,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,NJPC,NAPP,MAPS,NLCEXP,NNTPP,NTPL,NLCIIST1,NLCIIST2,NLCTS2EXP,RAMPUR,PARBATI3,RAPPB,RSTPSU1TO6,SIMHST1,RAPPC,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,RIHAND3,SALAL,SEWA2,SINGRAULI,RIHAND2,RIHAND1,SASAN,TEHRI,VALLURNTECL,URI,TANDA2,UNCHAHAR1,UNCHAHAR4,TANAKPUR,UNCHAHAR3,URI2,TelanganaSTPP,UNCHAHAR2,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,8.76,0,12.54,19.23,40.54,8.68,0,34.97,408.72,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,16.35,0,37.16,0,12.94,0,11.09,18.84,28.43,0,25.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,9.05,0,12.54,19.23,40.54,8.68,0,34.97,476.04,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,16.35,0,37.16,0,12.94,0,12.44,18.84,23.45,0,25.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,9.05,0,12.54,19.23,40.54,8.68,0,34.97,495.28,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,16.35,0,37.16,0,12.94,0,12.44,18.84,23.45,0,25.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,9.25,0,12.54,19.23,40.54,8.68,0,34.97,581.45,30.85,42.53,142.77,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,91.02,389.49,16.35,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,9.25,0,12.54,19.23,40.54,8.68,0,34.97,581.45,30.85,42.53,142.77,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,91.02,389.49,34.08,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,9.25,0,12.54,19.23,40.54,8.68,0,34.97,581.45,30.85,42.53,162.81,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,91.02,389.49,34.08,0,28.67,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,9.25,0,12.54,19.23,40.54,8.68,0,34.97,581.45,30.85,42.53,172.83,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,91.02,389.49,34.08,0,28.67,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,9.25,0,12.54,19.23,40.54,8.68,0,34.97,581.45,30.85,42.53,110.69,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,91.02,389.49,34.08,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,9.25,0,12.54,19.23,40.54,8.68,0,34.97,581.45,30.85,42.53,110.69,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,91.02,389.49,32.71,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,9.25,0,12.54,19.23,40.54,8.68,0,34.97,581.45,30.85,42.53,110.69,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,91.02,389.49,51.12,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,9.25,0,12.54,19.23,40.54,8.68,0,34.97,581.45,30.85,42.53,110.69,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,91.02,389.49,51.12,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,9.67,0,12.54,19.23,40.54,8.68,0,34.97,508.54,30.85,42.53,110.69,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,62.58,11.14,94.9,117.05,91.02,389.49,51.12,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,9.67,0,12.54,19.23,40.54,8.68,0,34.97,476.04,30.85,42.53,110.69,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,62.58,11.14,94.9,117.05,91.02,389.49,51.12,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,9.67,0,0,19.23,40.54,8.68,0,34.97,476.04,30.85,42.53,110.69,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,11.14,94.9,117.05,91.02,389.49,51.12,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,9.9,0,0,19.23,40.54,8.68,0,34.97,476.04,30.85,42.53,110.69,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,11.14,94.9,117.05,91.02,389.49,51.12,0,37.16,0,15.47,0,11.33,22.78,23.45,0,31.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,8.91,0,0,19.23,40.54,8.68,0,34.97,507.78,30.85,42.53,138.23,0,0,133.16,0,18.58,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,11.14,94.9,117.05,91.02,389.49,68.16,0,37.16,0,18.57,0,11.33,25.39,23.45,0,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,8.91,0,0,19.23,40.54,8.68,0,34.97,502.97,30.85,42.53,138.23,0,0,133.16,0,27.87,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,11.14,94.9,117.05,91.02,389.49,68.16,0,37.16,0,18.57,0,11.33,25.39,23.45,0,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,9.05,0,0,19.23,40.54,8.68,0,35.39,567.88,30.85,42.53,189.34,0,0,133.16,0,27.87,0,0,5.15,4.15,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,11.14,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,11.33,25.39,23.45,0,40.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,9.27,0,0,19.23,40.54,8.68,0,35.39,645.14,30.85,42.53,291.7,0,0,133.16,0,27.87,0,0,5.15,4.15,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,51.35,0,0,0,58.21,0,0,0.38,122.71,62.58,11.14,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,11.33,25.39,23.45,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,9.9,0,0,19.23,40.54,8.68,0,35.39,656.62,30.85,42.53,387.55,0,0,133.16,0,37.16,0,0,5.15,4.15,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,51.35,0,0,0,58.21,0,0,0.38,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,11.33,25.39,25.58,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,9.9,0,0,19.23,40.54,8.68,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,51.35,0,0,0,58.21,0,0,0.38,122.71,64.26,16.7,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,12.19,25.39,25.58,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,8.91,0,0,19.23,40.54,8.68,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,51.35,0,0,0,58.21,0,0,0.34,122.71,64.26,16.7,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,12.19,25.39,25.58,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,8.91,0,0,19.23,40.54,8.68,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,51.35,0,0,0,58.21,0,0,0.34,122.71,64.26,16.7,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,12.19,25.39,25.58,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,9.05,0,0,19.23,40.54,8.68,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,51.35,0,0,0,58.21,0,0,0.34,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,12.19,25.39,25.58,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,9.27,0,0,19.23,40.54,8.68,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,6.76,0,0,0,58.21,0,0,0.34,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,12.19,25.39,25.58,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,9.67,0,0,19.23,40.54,8.68,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,33.79,0,0,0,58.21,0,0,0.34,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,12.19,25.39,28.43,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,9.9,0,0,19.23,40.54,8.68,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,33.79,0,0,0,58.21,0,0,0.34,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,12.19,25.39,28.43,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,8.35,0,0,19.23,40.54,8.68,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,33.79,0,0,0,58.21,0,0,0.34,122.71,64.26,14.1,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,12.19,25.39,28.43,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,8.35,0,0,19.23,40.54,8.68,0,35.39,656.62,30.85,42.53,388.96,0,0,133.16,0,37.16,0,0,5.15,4.15,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,33.79,0,0,0,58.21,0,0,0.34,122.71,64.26,14.1,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,11.33,25.39,28.43,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,8.48,0,0,19.23,40.54,8.68,0,35.39,656.62,30.85,42.53,388.96,0,0,133.16,0,37.16,0,0,5.15,4.15,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,47.31,0,0,0,58.21,0,0,0.34,122.71,64.26,14.1,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,11.33,25.39,28.43,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,8.48,0,0,19.23,40.54,8.68,0,35.39,656.62,30.85,42.53,388.96,0,0,133.16,0,37.16,0,0,5.15,4.15,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,47.31,0,0,0,58.21,0,0,0.34,122.71,64.26,14.1,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,11.33,25.39,28.43,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,8.76,0,0,19.23,40.54,8.68,0,35.39,656.62,30.85,42.53,388.96,0,0,133.16,0,37.16,0,0,5.15,4.15,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,47.31,0,0,0,58.21,0,0,0.34,122.71,64.26,14.1,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,11.33,25.39,26.29,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,8.91,0,0,19.23,40.54,8.68,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,47.31,0,0,0,58.21,0,0,0.34,122.71,64.26,14.1,94.9,117.05,91.02,389.49,68.16,0,37.16,2.1,19.77,0.86,12.19,25.39,26.29,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,9.75,0,0,19.23,40.54,9.22,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,29.74,0,0,0,58.21,0,0,0.34,122.71,64.26,14.1,94.9,117.05,91.02,389.49,68.16,0,38.23,2.1,16.79,0.86,12.19,25.39,26.29,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,9.75,0,0,19.23,40.54,9.9,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,29.74,0,0,0,58.21,0,0,0.34,122.71,64.26,14.1,94.9,117.05,91.02,389.49,68.16,0,38.23,2.1,16.79,0.86,12.19,25.39,26.29,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,9.82,0,0,19.23,40.54,10.57,0,35.39,656.62,32.45,43.9,388.96,0,0,133.16,0,40.88,0,0,5.15,4.15,33.51,162.2,43.14,0,0,0,0,0,0,0,3.48,33.79,0,0,0,58.21,0,0,0,122.71,64.26,14.1,94.9,117.05,91.02,389.49,68.16,0,38.23,2.1,16.79,0.86,12.19,25.39,26.29,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,9.95,0,0,19.23,40.54,11.26,0,35.39,656.62,30.85,42.53,388.96,0,0,133.16,0,37.16,0,0,5.15,2.77,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,33.79,0,0,0,58.21,0,0,0,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,38.23,2.1,16.79,0.86,11.33,25.39,26.29,0,19.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,10.09,0,0,19.23,40.54,11.37,0,35.39,656.62,30.85,42.53,388.96,0,0,133.16,0,37.16,0,0,5.15,2.77,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,33.79,0,0,0,58.21,0,0,0,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,38.23,2.1,16.79,0.86,11.33,25.39,26.29,0,19.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,10.61,0,0,19.23,40.54,11.37,0,35.39,656.68,30.85,42.53,388.96,0,0,133.16,0,37.16,0,0,5.15,2.77,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,33.79,0,0,0,58.21,0,0,0,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,38.23,2.1,16.79,0.86,11.33,25.39,26.29,0,19.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,10.09,0,0,19.23,40.54,11.37,0,35.39,656.68,30.85,42.53,388.96,0,0,133.16,0,37.16,0,0,5.15,2.77,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,38.23,2.1,16.79,0.86,11.33,25.39,26.29,0,19.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,10.09,0,0,19.23,40.54,11.37,0,35.39,656.68,30.85,42.53,388.96,0,0,133.16,0,37.16,0,0,5.15,2.77,33.51,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0,122.71,64.26,11.14,94.9,117.05,91.02,389.49,68.16,0,38.23,2.1,16.79,0.86,11.33,25.39,26.29,0,19.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

