Block,Time Block,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,NTPL,PARBATI3,NLCEXP,RAMPUR,PARBATI2,NLCIIST1,NJPC,RAPPB,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,CHAMERA3,CHAMERA2,KHSTPP-II,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,CHAMERA1,BRBCL,BSIUL,KKNPPU2,KUDGI,KKNP,KOLDAM,MAPS,KISHANGANGA,KOTESHWR,UNCHAHAR2,URI,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,TALST2,URI2,TANAKPUR,UNCHAHAR3,TEHRI,TelanganaSTPP,SIMHST2,RSTPSU7,SALAL,SEWA2,SASAN,SINGRAULI_HYDRO,SIMHST1,TALA,SINGRAULI,RIHAND3,RAPPC,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPD,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,20.32,12.6,0,0,0,10.29,0,8.42,10.09,31.77,42.68,5.07,14.92,2.41,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,25.2,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

55,13:30-13:45,92.05,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,20.9,12.6,0,0,0,10.29,0,8.42,10.09,31.77,34.14,5.07,14.92,2.41,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,28.33,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

56,13:45-14:00,140.37,31.78,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,17.5,12.6,0,0,0,10.29,0,8.42,10.09,31.77,34.14,5.07,14.92,2.41,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,28.33,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

57,14:00-14:15,162.11,31.78,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.45,12.6,0,0,0,10.29,0,8.42,10.09,31.77,29.87,5.07,14.92,2.41,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,29.32,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

58,14:15-14:30,237.01,31.78,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,20.64,12.6,0,0,0,10.29,0,8.42,10.09,31.77,29.87,5.07,14.92,2.41,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,29.32,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

59,14:30-14:45,237.01,22.72,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,22.43,12.6,0,0,0,10.29,0,8.42,10.09,31.77,29.87,5.07,14.92,2.41,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,29.32,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

60,14:45-15:00,237.01,22.72,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,19.64,12.6,0,0,0,10.29,0,8.42,10.09,31.77,29.87,5.07,14.92,2.41,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,29.32,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

61,15:00-15:15,304.66,22.72,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,19.56,12.6,0,0,0,10.29,0,8.42,10.09,31.77,34.14,5.07,14.92,2.15,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.09,0,27.84,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

62,15:15-15:30,372.31,22.72,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,22.58,12.6,0,0,0,10.29,0,8.42,10.09,31.77,34.14,5.07,14.92,2.15,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.09,0,27.84,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

63,15:30-15:45,439.95,22.72,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,22.69,12.6,0,0,0,10.29,0,8.42,10.09,43.31,34.14,5.07,19.27,2.15,0,0,0,31.1,11.51,27.05,0,0,0,0,79.17,0,337.25,1.09,0,28.28,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

64,15:45-16:00,439.95,22.72,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.94,12.6,0,0,0,10.29,0,8.42,10.09,43.31,34.14,5.07,21.1,2.15,0,0,0,31.1,11.51,27.05,0,0,0,0,79.17,0,337.25,1.09,0,28.28,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

65,16:00-16:15,439.95,31.78,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.14,6.3,0,0,0,10.29,0,8.42,10.09,43.31,36.27,5.07,21.1,2.15,0,0,0,31.1,5.57,27.05,0,0,0,0,79.17,0,337.25,1.09,0,26.93,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

66,16:15-16:30,441.26,31.78,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,19.91,6.3,0,0,0,10.29,0,8.42,10.09,43.31,36.27,5.07,21.1,2.15,0,0,0,31.1,5.57,27.05,0,0,0,0,79.17,0,337.25,1.09,0,26.93,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

67,16:30-16:45,482.81,31.78,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,126.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,17.14,6.3,0,0,0,10.29,0,8.42,10.09,43.31,36.27,5.07,21.1,2.15,0,0,0,31.1,5.57,27.05,0,0,0,0,79.17,0,337.25,1.13,0,20.55,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

68,16:45-17:00,521.47,31.78,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,139.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,16.44,6.3,0,0,0,10.29,0,8.42,10.09,43.31,36.27,5.07,21.1,2.15,0,0,0,31.1,12.38,27.05,0,0,0,0,79.17,0,337.25,1.13,0,20.57,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

69,17:00-17:15,536.16,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,139.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.32,6.3,0,0,0,10.29,0,8.42,10.09,43.31,36.27,5.07,21.1,2.15,0,0,0,31.1,12.38,27.05,0,0,0,0,79.17,0,337.25,1.13,0,20.66,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

70,17:15-17:30,555.49,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,139.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.28,6.3,0,0,0,10.29,0,8.42,10.09,43.31,36.27,5.07,21.1,2.15,0,0,0,31.1,12.38,27.05,0,0,0,0,79.17,0,337.25,1.13,0,20.78,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

71,17:30-17:45,565.95,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,139.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.82,6.3,0,0,0,10.29,0,8.42,10.09,43.31,42.68,5.07,21.1,2.15,0,0,0,26.43,12.38,27.05,0,0,0,0,78.61,6.1,337.25,1.13,0,20.46,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

72,17:45-18:00,565.95,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,139.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,23.44,6.3,0,0,0,10.29,0,8.42,10.09,43.31,42.68,5.07,21.1,2.15,0,0,0,26.43,12.38,27.05,0,0,0,0,78.61,12.2,337.25,1.13,0,20.32,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

73,18:00-18:15,565.95,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,139.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.42,6.3,0,0,0,10.29,0,8.42,10.09,43.31,42.68,5.07,21.1,2.15,0,60.29,0,26.43,12.38,27.05,10.87,0,0,0,78.61,18.29,337.25,1.13,0,20.17,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

74,18:15-18:30,565.95,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,168.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,19.67,12.6,0,0,0,10.29,0,8.42,10.09,43.31,50.6,4.97,21.1,1.21,0,60.29,0,26.43,12.38,27.05,21.76,0,0,0,78.61,18.29,337.25,1.13,0,19.89,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

75,18:30-18:45,565.95,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.31,12.6,0,0,0,10.29,0,8.42,10.09,42.56,50.6,4.26,21.1,2.15,0,60.29,0,26.43,12.38,27.05,32.64,0,0,0,78.61,18.29,337.25,1.13,0,19.75,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

76,18:45-19:00,570.01,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,223.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,17.98,12.6,0,0,0,10.29,0,8.42,10.09,42.56,50.6,4.26,21.1,2.15,0,60.29,0,26.43,12.38,27.05,43.53,0,0,0,78.61,18.29,337.25,1.13,0,19.61,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

77,19:00-19:15,571,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,227.08,0,0,0,0,11.3,0,0,0,0,0,18.24,0,0,19.33,40.73,19.13,12.6,0,0,0,10.29,0,8.42,22.43,43.09,50.6,5.99,21.1,2.31,0,60.29,0,26.43,12.38,27.05,43.53,0,0,0,78.61,18.29,337.25,1.12,0,19.45,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

78,19:15-19:30,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,227.08,0,0,0,0,11.3,0,0,0,0,0,18.24,0,0,19.33,40.85,21.87,19.77,0,0,0,10.29,0,8.57,44.41,43.09,36.27,5.99,21.1,2.31,0,60.29,0,26.43,12.38,27.05,45.07,0,0,0,78.61,19.44,337.25,1.12,0,19.45,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

79,19:30-19:45,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,40.38,0,0,0,0,0,56.89,0,0,57.98,40.85,22.41,19.77,0,0,0,10.29,0,8.57,44.41,43.09,36.27,6.15,21.1,2.31,0,60.29,0,26.43,12.38,27.05,45.07,0,0,0,78.61,19.44,337.25,1.12,0,19.32,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

80,19:45-20:00,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,40.38,0,0,0,0,0,56.89,0,0,57.98,40.85,23.15,19.77,0,0,0,10.29,0,8.57,44.41,43.09,36.27,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,78.61,19.44,337.25,1.12,0,19.32,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

81,20:00-20:15,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,46.38,0,0,0,0,0,74.1,0,0,79.51,40.85,22.34,19.77,0,0,0,10.29,0,8.57,44.41,43.11,36.27,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,78.61,19.44,337.25,1.12,0,19.61,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

82,20:15-20:30,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,46.38,0,0,0,0,0,74.1,0,0,79.51,40.85,22.31,19.77,0,0,0,10.29,0,8.57,44.41,43.11,36.27,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,78.61,19.44,337.25,1.12,0,19.89,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

83,20:30-20:45,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,46.38,0,0,0,0,0,74.1,0,0,79.51,40.85,23.39,19.77,0,0,0,10.29,0,8.57,44.41,43.11,36.27,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,77.49,19.44,337.25,1.12,0,20.17,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

84,20:45-21:00,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,46.38,0,0,0,0,0,74.1,0,0,79.51,40.85,22.83,19.77,0,0,0,10.29,0,8.57,44.41,43.11,36.27,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,77.49,19.44,337.25,1.12,0,20.28,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

85,21:00-21:15,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,47.01,0,0,0,0,0,74.1,0,0,79.51,40.85,22.92,19.77,0,0,0,10.29,0,8.57,44.41,43.11,36.27,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,77.49,19.44,337.25,1.12,0,20.46,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

86,21:15-21:30,571,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,245.45,0,0,0,0,47.01,0,0,0,0,0,74.1,0,0,79.51,40.73,19.94,6.3,0,0,0,10.29,0,8.42,40.36,43.11,36.27,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,77.49,18.29,337.25,1.12,0,20.74,136.53,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

87,21:30-21:45,571,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,245.45,0,0,0,0,47.01,0,0,0,0,0,74.1,0,0,79.51,40.73,20.83,6.3,0,0,0,10.29,0,8.42,40.36,43.11,36.27,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,77.49,18.29,337.25,1.12,0,20.88,136.53,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

88,21:45-22:00,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,47.01,0,0,0,0,0,74.1,0,0,79.51,40.85,22.14,19.77,0,0,0,10.29,0,8.57,44.41,43.11,36.27,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,77.49,19.44,337.25,1.12,0,21.03,136.53,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

89,22:00-22:15,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,47.27,0,0,0,0,0,74.1,0,0,79.51,40.85,19.15,19.77,0,0,0,10.29,0,8.57,44.41,43.11,42.68,6.15,21.1,2.31,0,60.29,0,26.43,11.51,27.05,45.07,0,0,0,77.49,19.44,337.25,1.12,0,21.16,136.53,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

90,22:15-22:30,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,47.27,0,0,0,0,0,74.1,0,0,79.51,40.85,22.06,19.77,0,0,0,10.29,0,8.57,44.41,43.11,42.68,6.15,21.1,2.31,0,60.29,0,34.22,11.51,27.05,45.07,0,0,0,77.49,19.44,337.25,1.12,0,21.31,136.53,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

91,22:30-22:45,571,44.49,20.1,57.61,0,0,0,6.98,0,0,176.73,0,0,0,24.31,0,35.65,49.74,143.32,44,245.45,0,0,0,0,47.27,0,0,0,0,0,74.1,0,0,79.51,40.85,22.49,19.77,0,0,0,10.29,0,8.57,44.41,43.11,42.68,6.15,21.1,2.31,0,60.29,0,34.22,11.51,27.05,45.07,0,0,0,77.49,19.44,337.25,1.12,0,21.31,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

92,22:45-23:00,571,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,245.45,0,0,0,0,47.27,0,0,0,0,0,74.1,0,0,79.51,40.73,23.45,18.9,0,0,0,10.29,0,8.42,30.27,43.11,42.68,6.15,21.1,2.31,0,60.29,0,34.22,11.51,27.05,43.53,0,0,0,77.49,18.29,337.25,1.12,0,21.31,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

93,23:00-23:15,571,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,245.45,0,0,0,0,47.64,0,0,0,0,0,74.1,0,0,79.51,40.73,21.72,18.9,0,0,0,10.29,0,8.42,20.4,43.11,36.27,6.1,21.1,2.31,0,60.29,0,34.22,11.51,27.05,43.53,0,0,0,77.49,18.29,337.25,1.12,0,21.31,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

94,23:15-23:30,571,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,245.45,0,0,0,0,47.64,0,0,0,0,0,74.1,0,0,79.51,40.73,19.46,18.9,0,0,0,10.29,0,8.42,20.18,43.11,36.27,6.1,21.1,2.31,0,60.29,0,34.22,11.51,27.05,43.53,0,0,0,77.49,18.29,337.25,1.12,0,21.31,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

95,23:30-23:45,571,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,245.45,0,0,0,0,47.64,0,0,0,0,0,74.1,0,0,79.51,40.73,16.12,18.9,0,0,0,10.29,0,8.42,10.09,43.11,36.27,6.1,21.1,2.31,0,60.29,0,34.22,11.51,27.05,43.53,0,0,0,77.49,18.29,337.25,1.12,0,21.31,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

96,23:45-24:00,571,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,245.45,0,0,0,0,47.64,0,0,0,0,0,74.1,0,0,79.51,40.73,15.28,18.9,0,0,0,10.29,0,8.42,10.09,43.11,36.27,6.1,21.1,2.31,0,60.29,0,34.22,11.51,27.05,43.53,0,0,0,77.49,18.29,337.25,1.12,0,21.31,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

