Block,Time,DADRT2,KGSU3AND4,NNTPP,RAPPD,SALAL,SASAN,SIMHST1,SIMHST2,VALLURNTECL,ANTA_CRF,DADRI_CRF,KOTESHWR,MAPS,NLCIIST2,NLCTS2EXP,NTPL,RIHAND2,RIHAND3,RSTPSU7,UNCHAHAR2,ANTA_LF,KKNPPU2,NLCIIST1,PARBATI2,RAMPUR,RIHAND1,SEWA2,TALA,URI,AURY_LF,BRBCL,DHAULIGNGA,KGSU1AND2,KISHANGANGA,KKNP,NJPC,RSTPSU1TO6,UNCHAHAR1,KHSTPP-II,TelanganaSTPP,UNCHAHAR4,DADRI_GF,CHAMERA3,FSTPP I & II,JHAJJAR,KUDGI,PARBATI3,RAPPB,SINGRAULI,TALST2,TEHRI,TEHRIPSP,UNCHAHAR3,DADRI_LF,CHAMERA1,CHAMERA2,KHSTPP-I,KOLDAM,NAPP,NLCEXP,RAPPC,TANDA2,URI2,AURY_CRF,AURY_GF,AURY_RF,DADRI_RF,BSIUL,DULHASTI,SINGRAULI_HYDRO,TANAKPUR,ANTA_GF,ANTA_RF
55,13:30-13:45,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,0,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,26.49,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,49.84,1.08,3.85,0,47.41

56,13:45-14:00,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,0,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,26.49,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,13.11,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,49.84,1.08,3.85,0,47.41

57,14:00-14:15,549.38,0,0,24.61,51.13,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.99,26.49,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,26.21,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,3.85,0,46.78

58,14:15-14:30,549.38,0,0,24.61,51.13,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.99,26.49,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,39.33,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,46.78

59,14:30-14:45,549.38,0,0,24.61,51.13,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,32.28,26.49,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,46.78

60,14:45-15:00,549.38,0,0,24.61,51.13,337.5,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,32.28,26.49,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,46.78

61,15:00-15:15,549.38,0,0,24.61,51.13,337.5,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,32.28,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,1.1,55.38,1.08,11.91,0,46.78

62,15:15-15:30,549.38,0,0,24.61,51.13,337.5,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,32.28,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,6.52,55.38,1.08,11.91,0,46.78

63,15:30-15:45,549.38,0,0,24.61,51.13,337.5,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,32.28,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,7.7,55.38,1.08,11.91,0,46.78

64,15:45-16:00,549.38,0,0,24.61,51.13,337.5,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,32.28,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,46.78

65,16:00-16:15,549.38,0,0,24.61,65.07,337.5,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,29.87,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,7.43,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,46.15

66,16:15-16:30,549.38,0,0,24.61,65.07,337.5,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,29.87,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,7.43,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,46.15

67,16:30-16:45,549.38,0,0,24.61,82.5,337.5,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,29.87,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,45.51

68,16:45-17:00,549.38,0,0,24.61,82.5,337.5,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,29.81,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,45.51

69,17:00-17:15,549.38,0,0,24.61,82.5,329.06,0,0,0,0,0,30.43,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,29.69,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,45.51

70,17:15-17:30,549.38,0,0,24.61,82.5,329.06,0,0,0,0,0,30.43,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,29.61,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,45.51

71,17:30-17:45,549.38,0,0,24.61,82.5,329.06,0,0,0,0,0,30.43,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,28.49,34.23,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,45.51

72,17:45-18:00,549.38,0,0,24.61,82.5,329.06,0,0,0,0,0,30.43,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,28.13,34.23,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,45.51

73,18:00-18:15,549.38,0,0,24.61,82.5,329.06,0,0,0,0,0,30.43,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,27.98,34.23,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.17,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,45.51

74,18:15-18:30,549.38,0,0,24.61,82.5,329.06,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,28.14,34.23,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.17,0,137.6,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,45.51

75,18:30-18:45,549.38,0,0,24.61,82.5,329.06,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,0,28.08,34.23,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.17,0,140.88,0,52.43,72.79,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,45.51

76,18:45-19:00,549.38,0,0,24.61,82.5,329.06,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,21.39,0,0,0,0,5.7,98.32,6.12,27.88,34.23,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.17,0,140.88,0,52.43,72.79,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,45.51

77,19:00-19:15,549.38,0,0,24.61,81.92,329.06,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,24.95,0,0,0,0,5.7,98.32,12.22,27.9,34.23,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,38.65,0,140.88,0,52.43,72.79,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,45.77

78,19:15-19:30,549.38,0,0,24.61,81.92,329.06,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,28.51,0,0,0,0,5.84,98.32,19.49,28.02,34.23,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,57.98,0,140.88,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,45.77

79,19:30-19:45,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,29.7,0,0,0,0,5.84,98.32,19.49,28.16,37.53,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,57.98,0,140.88,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,46.15

80,19:45-20:00,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,33.27,0,0,0,0,5.84,98.32,19.49,28.16,37.53,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,57.98,0,140.88,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,46.15

81,20:00-20:15,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,36.84,0,0,0,0,5.84,98.32,19.49,28.58,52.36,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,57.98,0,140.88,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,46.78

82,20:15-20:30,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,40.39,0,0,0,0,5.84,98.32,19.49,28.6,52.36,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,57.98,0,140.88,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,46.78

83,20:30-20:45,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,40.39,0,0,0,0,5.84,98.32,19.49,28.81,52.35,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,57.98,0,140.88,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,46.78

84,20:45-21:00,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.84,98.32,19.49,28.84,52.35,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,41.62,0,140.88,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,46.78

85,21:00-21:15,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.84,98.32,19.49,29.03,37.53,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,38.65,0,140.88,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,47.41

86,21:15-21:30,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,18.34,29.4,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,7.43,0,133.68,0,53.66,72.79,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,7.7,55.38,1.08,11.91,0,47.41

87,21:30-21:45,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,18.34,29.37,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,8.92,0,136.14,0,53.66,72.79,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,7.7,55.38,1.08,11.91,0,47.41

88,21:45-22:00,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.84,98.32,19.49,29.37,37.53,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,38.65,0,136.14,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,47.41

89,22:00-22:15,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.84,98.32,19.49,29.34,37.53,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,38.65,0,136.14,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,49.31

90,22:15-22:30,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.84,98.32,19.49,29.37,37.53,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,38.65,0,136.14,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,49.31

91,22:30-22:45,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,44.64,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.84,98.32,19.49,29.11,37.53,0,24.99,44.58,0,7.18,0,177.44,0,21.65,148.3,0,3.22,0,35.69,20.8,667.25,0,38.65,0,143.34,0,53.66,72.79,27.69,0,42.27,49.59,45.53,8.62,24.36,0,65.42,5.73,28.06,0,0,75.32,79.04,20.46,57.67,1.08,11.91,0,49.31

92,22:45-23:00,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,18.34,29.19,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,143.34,0,53.66,72.79,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,28.06,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,49.31

93,23:00-23:15,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,18.34,29.25,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.91,0,143.34,0,53.66,72.79,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,28.06,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,50.57

94,23:15-23:30,549.38,0,0,24.61,81.92,247.5,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,18.34,29.31,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.91,0,143.34,0,53.66,72.79,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,26.5,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,50.57

95,23:30-23:45,549.38,0,0,24.61,82.5,247.5,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,18.34,29.4,30.91,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.91,0,143.34,0,53.66,72.79,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,26.5,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,50.57

96,23:45-24:00,549.38,0,0,24.61,82.5,247.5,0,0,0,0,0,40.57,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,18.34,29.54,30.91,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.91,0,143.34,0,53.66,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,26.5,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,50.57

