Column1,Time,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/5126,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/5784,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/2414,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/6187,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/6475,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/1196,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/07/5932,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6209,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/3698,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19
67,16:30-16:45,10.46,70,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,9.75,28.86,269.94,0,26.96,20.4,20.71,9.54,19.2,86.57,7.38,-0,14.54,3.19,15.21,81.58,9.54,14.54,21,21.7,20.01,41,39,38.1,47,21.43,64.29,23,62.74,108.5,0,23.08,33,21.43,62.75,33,8,53.68

68,16:45-17:00,10.46,70,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,9.75,28.86,269.94,0,26.96,20.4,20.71,7.71,19.2,84.42,5.96,-0,14.54,3.19,15.21,81.58,7.71,14.54,19,18.58,20.01,37,33,34.4,40,21.53,64.6,20,63.57,92.92,0,23.34,33,21.53,63.58,29.3,5,47.03

69,17:00-17:15,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,9.75,28.86,269.94,0,26.96,20.4,20.71,6.82,19.2,84.72,5.27,-0,14.54,3.19,15.21,81.58,6.82,14.54,16,20.15,20.01,33,30,27.69,33,25.1,75.29,17,63.68,100.76,0,22.96,33,25.1,63.67,24,2,40.37

70,17:15-17:30,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,9.75,28.86,269.94,0,26.96,20.4,20.71,5.92,19.2,86.57,4.58,-0,14.54,3.19,15.21,81.58,5.92,14.54,12,16.81,20.41,29,25,24.9,27,25.16,75.48,13,62.62,84.05,0,22.36,27.6,25.16,62.62,19,0,33.83

71,17:30-17:45,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,9.75,28.86,269.94,0,26.96,20.4,20.71,4.95,19.2,86.57,3.83,-0,7.2,3.19,15.21,81.58,4.95,14.54,9,13.79,12.41,22,21,21.99,20,25.18,75.55,10,61.73,68.93,0,21.63,19.6,25.18,61.73,13.7,0,22.59

72,17:45-18:00,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,9.75,28.86,269.94,0,26.96,20.4,20.71,3.39,19.2,86.57,2.62,-0,7.2,3.19,15.21,81.58,3.39,14.54,7,11.04,12.8,13,16,17.81,17,25.15,75.45,8,60.38,55.19,0,20.92,12,25.15,60.39,8.7,0,16.41

73,18:00-18:15,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.75,99.99,40.79,9.75,28.86,269.94,0,26.75,20.4,20.71,2.73,0,86.57,2.11,-0,7.2,0.59,0,33.59,2.73,14.54,5,8.8,8.01,10,12,13.47,13,31.5,94.5,7,71.66,43.99,0,33.33,0,31.5,71.67,0,0,10.72

74,18:15-18:30,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.75,99.99,40.79,9.75,28.86,269.94,0,26.75,20.4,20.71,2.17,0,86.57,1.67,-0,7.2,0.59,0,33.59,2.17,14.54,3,6.69,8.01,7,7,10.1,9,29.83,89.51,4,70.66,33.45,0,32.67,0,29.83,70.67,0,0,5.9

75,18:30-18:45,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,21.92,99.99,40.79,9.75,28.86,269.94,0,21.92,20.4,20.71,0.14,0,86.57,0.11,-0,7.2,0.59,0,33.59,0.14,14.54,1,4.62,8.01,3,4,4.95,5,28.17,84.49,3,70,23.12,0,31.67,0,28.17,70,0,0,2.21

76,18:45-19:00,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,21.92,99.99,40.79,9.75,28.86,269.94,0,21.92,20.4,20.71,0.06,0,86.57,0.05,-0,7.2,0.59,0,33.59,0.06,14.54,1,2.8,8.01,2,3,2.49,3,26.17,78.49,1,69.34,13.97,0,31,0,26.17,69.33,0,0,0

77,19:00-19:15,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,14.35,99.99,40.79,9.75,28.86,269.94,0,29.5,20.4,20.71,0.06,0,86.57,0.05,-0,7.2,0.59,0,33.59,0.06,14.54,0,1.18,19,1,1,1.44,1,24.33,73.01,0,68.34,5.87,0,30,0,24.33,68.33,0,0,0

78,19:15-19:30,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,14.35,99.99,40.79,9.75,28.86,269.94,0,29.5,20.4,20.71,0.03,0,86.57,0.03,-0,7.2,0.59,0,33.59,0.03,14.54,0,0.32,20.2,0,0,0,0,22.33,67.01,0,66,1.6,0,29.33,0,22.33,66,0,0,0

79,19:30-19:45,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,0.96,99.99,40.79,9.75,28.86,269.94,0,29.5,20.4,20.71,0.02,0,86.57,0.02,-0,7.2,0.59,0,33.59,0.02,14.54,0,0.04,24.61,0,0,0,0,20.17,60.49,0,58.34,0.19,0,24.67,0,20.17,58.33,0,0,0

80,19:45-20:00,10.46,115.17,129.86,6.61,20.4,14.33,28.27,81.58,10.71,0.96,99.99,40.79,9.75,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,0.59,0,33.59,0,14.54,0,0,24.41,0,0,0,0,18.17,54.49,0,58,0,0,22,0,18.17,58,0,0,0

81,20:00-20:15,10.46,115.17,129.86,6.61,20.4,14.33,27.25,81.58,10.71,0,99.99,40.79,9.75,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,0.59,0,33.59,0,14.54,0,0,24.21,0,0,0,0,16.33,49.01,0,55.66,0,0,19.33,0,16.33,55.67,0,0,0

82,20:15-20:30,10.46,115.17,129.86,6.61,20.4,14.33,27.25,81.58,10.71,0,99.99,40.79,9.75,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,0.59,0,33.59,0,14.54,0,0,24.01,0,0,0,0,15.17,45.49,0,53,0,0,18,0,15.17,53,0,0,0

83,20:30-20:45,10.46,115.17,129.86,6.61,20.4,14.33,26.24,81.58,10.71,0,99.99,40.79,9.75,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,0.59,0,33.59,0,14.54,0,0,24.01,0,0,0,0,19.16,57.49,0,50.34,0,0,16.67,0,19.16,50.33,0,0,0

84,20:45-21:00,10.46,115.17,129.86,6.61,20.4,14.33,26.24,81.58,10.71,0,99.99,40.79,9.75,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,0.59,0,33.59,0,14.54,0,0,25.01,0,0,0,0,17.75,53.27,0,48.34,0,0,15.33,0,17.75,48.33,0,0,0

85,21:00-21:15,10.46,115.17,129.86,8.49,20.4,14.33,26.24,81.58,10.71,0.96,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,5.88,0,33.59,0,14.54,0,0,24.81,0,0,0,0,16.52,49.53,0,53.34,0,0,16.67,0,16.52,53.33,0,0,0

86,21:15-21:30,10.46,115.17,129.86,8.49,20.4,14.33,25.23,81.58,10.71,0.96,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,5.88,0,33.59,0,14.54,0,0,24.61,0,0,0,0,15.33,46,0,51.66,0,0,16,0,15.33,51.67,0,0,0

87,21:30-21:45,10.46,115.17,129.86,8.49,20.4,14.33,25.23,81.58,10.71,0,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,5.88,0,33.59,0,14.54,0,0,27.01,0,0,0,0,13.96,41.85,0,42.34,0,0,15.67,0,13.96,42.33,0,0,0

88,21:45-22:00,10.46,115.17,129.86,8.49,20.4,14.33,25.23,81.58,10.71,0,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,5.88,0,33.59,0,14.54,0,0,25.61,0,0,0,0,12.64,37.92,0,41.34,0,0,15.33,0,12.64,41.33,0,0,0

89,22:00-22:15,10.46,115.17,129.86,8.49,20.4,14.33,25.23,81.58,10.71,0,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,5.88,0,33.59,0,14.54,0,0,25.01,0,0,0,0,12.33,37.01,0,40,0,0,14.67,0,12.33,40,0,0,0

90,22:15-22:30,10.46,115.17,129.86,8.49,20.4,14.33,25.23,81.58,10.71,0,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,5.88,0,33.59,0,14.54,0,0,25.01,0,0,0,0,12.17,36.49,0,38.66,0,0,14,0,12.17,38.67,0,0,0

91,22:30-22:45,10.46,115.17,129.86,8.49,20.4,14.33,26.24,81.58,10.71,0,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,7.2,5.88,0,33.59,0,14.54,0,0,24.01,0,0,0,0,11.67,34.99,0,37.66,0,0,14,0,11.67,37.67,0,0,0

92,22:45-23:00,10.46,115.17,129.86,8.49,20.4,14.33,26.24,81.58,10.71,0,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,14.54,5.88,0,33.59,0,14.54,0,0,23.41,0,0,0,0,11.33,34.01,0,37.34,0,0,15,0,11.33,37.33,0,0,0

93,23:00-23:15,10.46,115.17,129.86,8.49,20.4,14.33,27.25,81.58,10.71,0,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,14.54,5.88,0,33.59,0,14.54,0,0,22.81,0,0,0,0,11.17,33.49,0,37,0,0,8.29,0,11.17,37,0,0,0

94,23:15-23:30,10.46,115.17,129.86,8.49,20.4,14.33,27.25,81.58,10.71,0,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,14.54,5.88,0,33.59,0,14.54,0,0,21.41,0,0,0,0,10.83,32.51,0,36.34,0,0,7.81,0,10.83,36.33,0,0,0

95,23:30-23:45,10.46,115.17,129.86,8.49,20.4,14.33,26.75,81.58,10.71,0.96,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,14.54,5.88,0,33.59,0,14.54,0,0,19.61,0,0,0,0,10.83,32.51,0,36,0,0,7.38,0,10.83,36,0,0,0

96,23:45-24:00,10.46,115.17,129.86,8.49,20.4,14.33,26.75,81.58,10.71,0.96,99.99,40.79,12.62,28.86,269.94,0,29.5,20.4,20.71,0,0,86.57,0,-0,14.54,5.88,0,33.59,0,14.54,0,0,19.21,0,0,0,0,10.83,32.51,0,35.34,0,0,6.95,0,10.83,35.33,0,0,0

