Block,Time,KOLDAM,MAPS,NNTPP,PARBATI3,RAPPB,RIHAND2,TANAKPUR,UNCHAHAR1,UNCHAHAR4,AURY_LF,DADRI_CRF,DADRT2,KHSTPP-II,KUDGI,NLCIIST2,RSTPSU1TO6,TEHRI,AURY_CRF,BSIUL,KGSU1AND2,PARBATI2,RIHAND1,TANDA2,ANTA_LF,CHAMERA3,DULHASTI,KISHANGANGA,KKNPPU2,NAPP,NLCTS2EXP,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_RF,DADRI_GF,DADRI_LF,DHAULIGNGA,FSTPP I & II,JHAJJAR,NLCEXP,NLCIIST1,SASAN,TALA,UNCHAHAR2,ANTA_GF,AURY_GF,BRBCL,CHAMERA1,KGSU3AND4,KHSTPP-I,RIHAND3,SALAL,SIMHST2,UNCHAHAR3,URI,KOTESHWR,NJPC,NTPL,RAPPC,SIMHST1,TALST2,VALLURNTECL,CHAMERA2,KKNP,RAMPUR,RSTPSU7,SEWA2,URI2,ANTA_CRF,AURY_RF,DADRI_RF
13,03:00-03:15,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,53.97,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,2.33,0,27.67,34.78,10.41,0,0,70.28,0,0,0,0,0,0,0,12.59,35.29,0,85.35,74.38

14,03:15-03:30,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,2.33,0,27.67,34.78,10.41,0,0,70.28,0,0,0,0,0,0,0,6.29,35.29,0,85.35,74.38

15,03:30-03:45,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,2.33,0,27.67,34.78,10.41,0,0,70.28,0,0,0,0,0,0,0,0,35.29,0,85.35,74.38

16,03:45-04:00,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,13.3,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,34.78,10.41,0,0,70.28,0,0,0,0,0,0,0,0,35.29,0,85.35,74.38

17,04:00-04:15,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,13.3,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,34.78,10.41,0,0,70.28,0,0,0,0,0,0,0,0,35.29,0,85.35,74.38

18,04:15-04:30,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,13.3,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,34.78,10.41,0,0,70.28,0,0,0,0,0,0,0,0,35.29,0,85.35,74.38

19,04:30-04:45,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,70.88,0,27.67,34.78,10.41,0,0,70.28,0,0,0,0,0,0,0,0,35.29,0,85.35,74.38

20,04:45-05:00,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,70.88,0,27.67,34.78,10.41,27.63,0,70.28,0,0,0,0,0,1.09,0,0,35.29,0,85.35,74.38

21,05:00-05:15,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,70.88,0,27.67,34.78,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,35.29,0,85.35,74.38

22,05:15-05:30,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,70.88,0,27.67,34.78,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,35.29,0,85.35,74.38

23,05:30-05:45,0,0,0,0,0,123.13,7.05,21.63,1.88,0,0,344.43,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,70.88,0,27.67,34.78,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,35.29,0,85.35,74.38

24,05:45-06:00,0,0,0,0,0,123.13,7.05,21.63,1.88,0,0,342.6,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,0,19.81,8.45,0,52.68,0,103.38,0.71,0,54.37,0,0,0,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,70.88,0,27.67,34.78,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,35.29,0,85.35,74.38

25,06:00-06:15,0,0,0,0,0,123.13,6.27,21.63,1.88,0,0,342.6,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,0,39.62,8.45,0,52.68,0,109.74,0.71,0,54.37,0,0,0,15.6,643.21,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,39.75,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,35.29,0,85.35,74.38

26,06:15-06:30,0,0,0,0,0,123.13,6.27,21.63,1.88,0,0,342.6,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,0,39.62,8.45,0,52.68,0,109.74,0.71,0,54.37,0,0,0,15.6,643.21,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,39.75,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,35.29,0,85.35,74.38

27,06:30-06:45,0,0,0,0,0,123.13,6.27,21.63,1.88,0,0,342.6,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,11.65,39.62,8.45,0,52.68,0,109.74,0.71,0,54.37,0,0,10.93,15.6,593.21,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,39.75,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,35.29,0,85.35,74.38

28,06:45-07:00,0,0,0,0,0,123.13,6.27,21.63,1.88,0,0,342.6,148.3,0,0,0,26.6,0,13.04,0,0,92.78,4.35,0,11.65,39.62,8.45,0,52.68,0,109.74,0.71,0,54.37,0,0,10.93,15.6,593.21,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,39.75,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,35.29,0,85.35,74.38

29,07:00-07:15,0,0,0,0,0,123.13,6.27,21.63,1.88,0,0,342.6,148.3,0,0,0,26.6,0,13.04,0,0,95.98,4.35,0,11.65,39.62,8.45,0,52.68,0,109.74,0.71,0,54.11,0,0,10.93,15.6,543.21,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,35.33,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,39.63,0,85.35,74.38

30,07:15-07:30,0,0,0,0,0,123.13,6.27,21.63,1.88,0,0,342.6,148.3,0,0,0,26.44,0,13.04,0,0,95.98,4.35,0,11.65,39.62,8.45,0,52.68,0,109.74,0.71,0,54.11,0,0,10.93,15.6,543.21,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,35.33,10.41,55.26,0,70.28,0,0,0,0,0,2.18,0,0,39.63,0,85.35,74.38

31,07:30-07:45,0,0,0,0,0,123.13,0,21.63,1.88,0,0,344.43,148.3,0,0,0,25.32,0,13.04,0,0,95.98,4.35,0,11.65,39.62,8.45,0,52.68,0,109.74,0.71,0,54.11,0,0,10.93,15.6,670.51,0,0,418.77,0,36.7,0,0,20,0,0,45.83,129.05,13.36,0,27.67,35.33,10.41,55.26,0,70.28,0,0,0,3.29,0,2.18,0,0,39.63,0,85.35,74.38

32,07:45-08:00,0,0,0,0,0,123.13,0,21.63,3.18,0,0,344.43,148.3,0,0,0,12.66,0,13.04,0,0,95.98,5.65,0,0,39.62,8.45,0,52.68,0,109.74,0.71,0,54.11,0,0,10.93,15.6,670.51,0,0,418.77,0,36.8,0,0,20,0,0,45.83,129.05,13.36,0,27.67,35.33,10.41,55.26,0,70.28,0,0,0,16.25,0,2.18,0,0,39.63,0,85.35,74.38

33,08:00-08:15,0,0,0,0,0,123.13,0,21.63,3.18,0,0,344.43,148.3,0,0,0,12.66,0,13.04,0,0,95.98,5.65,0,0,39.62,8.45,0,52.68,0,109.74,0.71,0,54.11,0,0,10.93,15.6,670.51,0,0,418.77,0,40.36,0,0,20,0,0,45.83,129.05,70.88,0,27.67,35.33,10.41,55.26,0,70.28,0,0,0,16.25,0,2.18,0,0,39.63,0,85.35,74.38

34,08:15-08:30,0,0,0,0,0,123.13,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,95.98,5.65,0,0,39.62,8.45,0,52.68,0,109.74,0.71,0,54.11,0,0,10.93,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,129.05,70.88,0,27.67,39.75,10.41,44.74,0,70.28,0,0,0,16.25,0,1.76,0,0,39.63,0,85.35,74.38

35,08:30-08:45,0,0,0,0,0,123.13,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,95.98,5.65,0,0,19.81,8.45,0,52.68,0,109.74,0.71,0,54.11,0,0,10.93,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,129.05,70.88,0,27.67,39.75,10.41,44.74,0,70.28,0,0,0,16.25,0,1.76,0,0,36.1,0,85.35,74.38

36,08:45-09:00,0,0,0,0,0,123.13,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,95.98,5.65,0,0,19.81,8.45,0,52.68,0,109.74,0.71,0,54.11,0,0,10.93,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,129.05,70.88,0,27.67,39.75,10.41,44.74,0,70.28,0,0,0,0,0,1.76,0,0,36.1,0,85.35,74.38

37,09:00-09:15,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,54.11,0,0,10.93,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,70.88,0,27.67,39.75,10.41,44.74,0,70.28,0,0,0,0,0,1.76,0,0,36.1,0,85.35,74.38

38,09:15-09:30,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,54.11,0,0,10.93,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,70.88,0,27.67,35.33,10.41,44.74,0,70.28,0,0,0,0,0,1.76,0,0,36.1,0,85.35,74.38

39,09:30-09:45,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,53.97,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,26.73,0,27.67,35.33,10.41,44.74,0,70.28,0,0,0,0,0,1.76,0,0,36.1,0,85.35,74.38

40,09:45-10:00,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,53.97,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,26.73,0,27.67,35.33,10.41,44.74,0,70.28,0,0,0,0,0,1.76,0,0,36.1,0,85.35,74.38

41,10:00-10:15,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,53.44,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,26.73,0,27.67,35.33,10.41,44.74,0,70.28,0,0,0,0,0,1.76,0,0,39.63,0,85.35,74.38

42,10:15-10:30,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,53.44,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,26.73,0,27.67,35.33,10.41,27.63,0,70.28,0,0,0,0,0,1.09,0,0,39.63,0,85.35,74.38

43,10:30-10:45,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,53.44,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,26.73,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,39.63,0,85.35,74.38

44,10:45-11:00,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,53.44,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,26.73,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,39.63,0,85.35,74.38

45,11:00-11:15,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,53.05,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,26.73,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,39.63,0,85.35,74.38

46,11:15-11:30,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,13.04,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,53.05,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,26.73,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,39.63,0,85.35,74.38

47,11:30-11:45,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,53.05,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

48,11:45-12:00,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,52.66,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

49,12:00-12:15,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,52.66,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

50,12:15-12:30,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

51,12:30-12:45,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

52,12:45-13:00,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

53,13:00-13:15,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

54,13:15-13:30,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

55,13:30-13:45,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

56,13:45-14:00,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,40.09,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,36.1,0,85.35,74.38

57,14:00-14:15,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,13.36,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,38.05,0,85.35,74.38

58,14:15-14:30,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,13.36,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,38.05,0,85.35,74.38

59,14:30-14:45,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,96.98,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,13.36,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,38.05,0,85.35,74.38

60,14:45-15:00,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,96.98,5.65,0,0,0,8.45,0,52.68,0,112.04,0.71,0,51.09,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,13.36,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,38.05,0,85.35,74.38

