Block,Time,UNCHAHAR2,ANTA_CRF,UNCHAHAR1,NAPP,JHAJJAR,RAMPUR,RIHAND3,AURY_RF,TANDA2,DADRI_LF,UNCHAHAR4,DADRI_RF,NJPC,UNCHAHAR3,BSIUL,KOTESHWR,PARBATI3,DADRI_CRF,DADRT2,RIHAND2,RAPPC,SEWA2,ANTA_RF,CHAMERA2,ANTA_GF,URI,DHAULIGNGA,SINGRAULI_HYDRO,AURY_LF,CHAMERA3,ANTA_LF,RIHAND1,SALAL,KISHANGANGA,TANAKPUR,AURY_CRF,RAPPB,DULHASTI,TEHRI,KOLDAM,URI2,SINGRAULI,TALA,CHAMERA1,DADRI_GF,AURY_GF,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,43.329748,0.000000,21.843305,47.305891,404.398424,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,28.952346,173.807738,26.673271,6.297789,0.000000,0.000000,0.000000,664.682007,119.937487,65.341319,12.098965,0.000000,46.841134,0.000000,31.987296,21.023601,0.773921,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,19.315955,42.794598,143.228140,394.287850,0,0,0,0,0

2,00:15-00:30,43.329748,0.000000,21.843305,47.305891,404.398424,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,69.515946,173.807738,26.673271,6.297789,0.000000,0.000000,0.000000,664.682007,119.937487,65.341319,12.098965,0.000000,46.841134,0.000000,31.987296,21.023601,0.773921,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,19.315955,42.794598,143.228140,394.408575,0,0,0,0,0

3,00:30-00:45,43.329748,0.000000,21.843305,47.305891,406.426604,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,47.210676,173.807738,26.673271,6.297789,0.000000,0.000000,0.000000,664.682007,119.937487,65.341319,12.098965,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,18.275212,42.794598,143.228140,394.408575,0,0,0,0,0

4,00:45-01:00,43.329748,0.000000,21.843305,47.305891,404.591584,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,47.210676,173.807738,26.673271,6.297789,0.000000,0.000000,0.000000,664.805919,119.937487,65.341319,12.098965,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,17.793667,42.794598,143.228140,394.408575,0,0,0,0,0

5,01:00-01:15,43.329748,0.000000,21.843305,47.305891,337.459985,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,47.210676,173.807738,26.673271,12.595577,0.000000,0.000000,0.000000,664.805919,119.937487,65.341319,12.098965,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,15.197559,42.794598,143.228140,394.408575,0,0,0,0,0

6,01:15-01:30,43.329748,0.000000,21.843305,47.305891,356.582825,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,47.210676,173.807738,26.673271,12.595577,0.000000,0.000000,0.000000,664.805919,119.937487,65.341319,12.098965,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,15.694534,42.794598,143.228140,394.408575,0,0,0,0,0

7,01:30-01:45,43.149143,0.000000,21.804673,47.305891,317.950825,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,47.210676,173.807738,26.673271,12.595577,0.000000,0.000000,0.000000,664.805919,119.937487,65.341319,12.098965,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,13.612143,42.794598,143.228140,394.408575,0,0,0,0,0

8,01:45-02:00,43.149143,0.000000,21.804673,47.305891,366.240825,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,47.210676,173.807738,26.673271,12.595577,0.000000,0.000000,0.000000,610.762884,119.937487,65.341319,12.098965,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,12.500908,42.794598,143.228140,394.408575,0,0,0,0,0

9,02:00-02:15,43.242826,0.000000,21.804673,47.305891,385.556825,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,26.928876,173.807738,26.673271,12.595577,0.000000,0.000000,0.000000,659.427887,119.937487,65.341319,12.098965,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,13.526018,42.794598,143.228140,386.802900,0,0,0,0,0

10,02:15-02:30,43.242826,0.000000,21.804673,47.305891,385.556825,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,3.474003,173.807738,26.673271,12.595577,0.000000,0.000000,0.000000,664.805919,119.937487,65.341319,10.261146,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,13.598024,42.794598,143.228140,386.802900,0,0,0,0,0

11,02:30-02:45,43.242826,0.000000,21.804673,47.305891,385.556825,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,0.000000,173.807738,26.673271,12.595577,0.000000,0.000000,0.000000,664.805919,119.937487,65.341319,5.972906,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,15.087666,42.794598,143.228140,386.802900,0,0,0,0,0

12,02:45-03:00,43.242826,0.000000,21.804673,47.305891,375.898825,6.514819,125.916175,0.000000,5.174842,0.000000,2.927823,0.000000,173.807738,26.673271,12.595577,0.000000,0.000000,0.000000,664.805919,119.937487,65.341319,5.972906,0.000000,46.841134,0.000000,31.987296,21.023601,1.150422,0.000000,33.640024,0.000000,93.653819,75.191393,8.055401,1.732066,0.000000,0.000000,57.151604,0.000000,8.957605,36.594663,144.593781,0.000000,40.706616,0.000000,0.000000,20.088640,15.637657,42.794598,143.228140,386.802900,0,0,0,0,0

