Block,Time Block,SALAL,SEWA2,SASAN,UNCHAHAR1,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,TANAKPUR,SINGRAULI,TelanganaSTPP,UNCHAHAR3,TALA,UNCHAHAR2,TEHRI,TANDA2,VALLURNTECL,UNCHAHAR4,DADRI_CRF,ANTA_GF,AURY_CRF,URI2,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_LF,URI,DADRI_GF,ANTA_LF,AURY_GF,KOLDAM,KKNPPU2,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KUDGI,NLCEXP,NLCIIST1,MAPS,NJPC,KOTESHWR,NLCIIST2,NAPP,NLCTS2EXP,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,RIHAND1,RAMPUR,RSTPSU1TO6,RSTPSU7,RAPPC,NNTPP,JHAJJAR,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,DADRT2,CHAMERA1,FSTPP I & II,DULHASTI,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,76.3,0,365.03,6.66,0,0,0,0,11.13,79.07,0,19.35,12.21,30.68,0,1.49,0,0,0,0,0,25.69,0,0,0,0,0,15.99,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,103.33,87.43,3.42,0,0,58.16,0,111.15,12.59,20.64,27.37,39.01,19.31,429.87,27.14,14.65,51.95,0,0,0,0,0,0

58,14:15-14:30,76.3,0,365.03,6.66,0,0,0,0,11.13,79.07,0,19.35,12.18,30.68,0,1.49,0,0,0,0,0,25.69,0,0,0,0,0,15.99,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,12.59,20.64,27.37,39.01,19.31,478.16,27.14,14.65,51.95,0,0,0,0,0,0

59,14:30-14:45,76.3,0,365.03,6.66,0,0,0,0,11.13,98.41,0,19.35,12.44,30.68,0,1.49,0,0,0,0,0,25.69,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,12.59,20.64,27.37,39.01,19.31,526.44,27.14,14.65,51.95,0,0,0,0,0,0

60,14:45-15:00,76.3,0,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,12.35,30.68,0,1.49,0,0,0,0,0,25.69,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,12.59,20.64,27.37,39.01,19.31,574.73,27.14,14.65,51.95,0,0,0,0,0,0

61,15:00-15:15,76.3,0,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,12.6,30.68,0,1.49,0,0,0,0,0,25.69,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,37.72,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,584.01,37.85,16.59,35.11,0,0,0,0,0,0

62,15:15-15:30,76.3,5.44,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,9.63,30.68,16.42,1.49,0,0,0,0,0,25.69,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,584.01,38.15,16.59,35.11,0,0,0,0,0,0

63,15:30-15:45,76.3,5.59,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,9.82,30.68,16.42,1.49,0,0,0,0,0,31.39,0,0,0,0,0,17.06,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,38.15,16.59,35.11,0,0,0,0,0,0

64,15:45-16:00,76.3,5.59,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,9.74,30.68,32.84,1.49,0,0,0,0,0,31.39,0,0,0,0,0,17.06,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,38.15,16.59,35.11,0,0,0,0,0,0

65,16:00-16:15,77.43,5.59,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,9.56,30.68,32.84,1.49,0,0,0,0,0,31.39,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,40.7,16.59,35.11,0,0,0,0,0,0

66,16:15-16:30,77.43,5.59,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,9.82,30.68,32.84,1.49,0,0,0,0,0,31.39,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,40.7,16.59,35.11,0,0,0,0,0,0

67,16:30-16:45,77.43,5.59,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,9.97,30.68,32.84,1.49,0,0,0,0,0,25.69,0,0,0,0,0,17.06,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,40.7,16.59,35.11,0,0,0,0,0,0

68,16:45-17:00,77.43,5.59,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,10.13,30.68,32.84,1.49,0,0,0,0,0,25.69,0,0,0,0,0,17.06,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,40.7,16.59,35.11,0,0,0,0,0,0

69,17:00-17:15,77.43,5.59,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,10.08,30.68,32.84,1.49,0,0,0,0,0,25.69,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,40.7,16.59,35.11,0,0,0,0,0,0

70,17:15-17:30,77.43,5.59,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,9.79,30.68,32.84,1.49,0,0,0,0,0,25.69,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,40.7,16.59,35.11,0,0,0,0,0,0

71,17:30-17:45,77.43,5.59,365.03,6.63,0,0,0,0,11.13,110.33,0,19.22,10.11,30.48,32.84,1.49,0,0,0,0,0,31.39,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,40.7,16.59,51.95,0,0,0,0,0,0

72,17:45-18:00,77.43,5.59,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,10.11,30.68,49.26,1.49,0,0,0,0,0,31.39,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,24.49,39.01,19.31,584.01,40.7,16.59,51.95,0,0,0,0,0,0

73,18:00-18:15,77.43,11.18,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,9.41,31.32,49.26,1.77,0,0,0,0,0,31.39,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,18.66,0,43.32,0,0,123.22,6.79,0,117.54,87.43,3.42,0,0,58.16,0,111.15,1.06,20.64,24.49,39.01,19.31,584.01,40.7,19.06,51.95,0,0,0,0,0,0

74,18:15-18:30,77.43,11.18,365.03,6.66,0,0,0,0,11.13,110.33,0,19.35,9.03,31.32,51.34,2.32,0,0,0,0,0,31.39,0,0,0,0,0,19.19,0,0,0,5.17,0,2.78,42.79,0,0,95.48,0,0,0,0,0,161.37,27.99,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.42,0,0,58.16,0,187.64,1.06,20.64,24.49,39.01,19.31,584.01,40.7,19.06,51.95,0,0,0,0,0,0

75,18:30-18:45,77.43,16.77,365.03,7.58,0,0,0,0,11.13,110.33,0,21.84,8.72,35.33,51.34,2.7,0,0,0,0,0,31.39,0,0,0,0,0,19.19,0,0,0,5.17,0,2.78,42.79,0,0,95.48,0,0,0,0,0,161.37,37.31,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.42,0,0,58.16,0,272.31,6.3,30.98,42.7,39.01,19.31,581.02,40.7,19.06,51.95,0,0,0,0,0,0

76,18:45-19:00,77.43,16.77,365.03,7.94,0,0,0,0,11.13,110.33,0,22.74,8.58,36.77,68.44,2.7,0,0,0,0,0,28.55,0,0,0,0,0,19.19,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.5,0,0,58.16,0,283.05,19.52,32.58,44.08,40,19.31,581.02,40.7,19.06,52.66,0,0,0,0,0,0

77,19:00-19:15,77.43,16.77,365.03,7.8,0,0,0,0,11.13,110.33,0,22.3,8.65,36.32,68.44,2.7,0,0,0,0,0,28.55,0,0,0,0,0,11.73,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.5,0,0,58.16,0,343.98,19.52,32.58,44.08,40,19.31,515.98,40.7,19.06,52.66,0,0,0,0,0,0

78,19:15-19:30,77.43,16.77,365.03,7.8,0,0,0,0,11.13,110.33,0,22.3,8.8,36.32,68.44,2.7,0,0,0,0,0,28.55,0,0,0,0,0,11.73,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.5,0,0,58.16,0,354.54,19.52,32.58,44.08,40,19.31,515.98,40.7,19.06,52.66,0,0,0,0,0,0

79,19:30-19:45,77.43,16.77,365.03,7.8,0,0,0,0,11.13,110.33,0,22.3,8.77,36.32,68.44,2.7,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.5,0,0,58.16,0,355.7,19.52,32.58,44.08,40,19.31,553.63,40.7,19.06,52.66,0,0,0,0,0,0

80,19:45-20:00,77.43,16.77,365.03,7.8,0,0,0,0,11.13,110.33,0,22.3,8.86,36.32,68.44,2.7,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,20.36,0,117.54,87.43,3.5,0,0,58.16,0,355.7,19.52,32.58,44.08,40,19.31,553.63,40.7,19.06,52.66,0,0,0,0,0,0

81,20:00-20:15,77.43,16.77,365.03,7.77,0,0,0,0,11.13,110.33,0,22.3,8.84,36.13,68.44,2.7,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,20.36,0,117.54,87.43,3.5,0,0,58.16,0,354.54,19.52,32.58,44.08,40,19.31,556.52,40.7,19.46,52.66,0,0,0,0,0,0

82,20:15-20:30,77.43,16.77,365.03,7.77,0,0,0,0,11.13,110.33,0,22.3,8.86,36.13,68.44,2.7,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,20.36,0,117.54,87.43,3.5,0,0,58.16,0,354.54,19.52,32.58,44.08,40,19.31,556.52,40.7,19.46,52.66,0,0,0,0,0,0

83,20:30-20:45,77.43,16.77,372.88,7.83,0,0,0,0,11.13,110.33,0,24.9,8.97,36.52,68.44,2.7,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,20.36,0,117.54,87.43,3.5,0,0,58.16,0,355.7,19.52,32.58,44.08,40,19.31,556.52,40.7,19.46,52.66,0,0,0,0,0,0

84,20:45-21:00,77.43,16.77,375.9,7.83,0,0,0,0,11.13,110.33,0,24.9,9.03,36.52,68.44,2.7,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,161.37,37.31,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.42,0,0,58.16,0,355.7,3.19,30.98,42.7,39.01,19.31,546.87,40.7,19.46,51.95,0,0,0,0,0,0

85,21:00-21:15,77.43,16.77,375.9,7.83,0,0,0,0,11.13,110.33,0,22.43,9.2,36.52,68.44,2.7,0,0,0,0,0,31.39,0,0,0,0,0,9.59,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,161.37,37.31,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.42,0,0,58.16,0,356.66,3.19,30.98,42.7,39.01,19.31,537.21,40.7,19.46,51.95,0,0,0,0,0,0

86,21:15-21:30,77.43,16.77,375.9,7.83,0,0,0,0,11.13,110.33,0,22.43,9.29,36.52,68.44,2.7,0,0,0,0,0,31.39,0,0,0,0,0,9.59,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,161.37,37.31,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.42,0,0,58.16,0,356.66,3.19,30.98,42.7,39.01,19.31,537.21,40.7,19.46,51.95,0,0,0,0,0,0

87,21:30-21:45,77.43,16.77,375.9,7.83,0,0,0,0,11.13,110.33,0,22.43,9.37,36.52,68.44,2.7,0,0,0,0,0,28.55,0,0,0,0,0,3.2,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,161.37,37.31,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.42,0,0,58.16,0,356.66,3.19,30.98,42.7,39.01,19.31,537.21,40.7,19.46,51.95,0,0,0,0,0,0

88,21:45-22:00,77.43,16.77,375.9,7.83,0,0,0,0,11.13,110.33,0,22.43,9.48,36.52,68.44,2.7,0,0,0,0,0,28.55,0,0,0,0,0,3.2,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.5,0,0,58.16,0,356.66,19.52,32.58,44.08,40,19.31,537.21,40.7,19.46,52.66,0,0,0,0,0,0

89,22:00-22:15,77.43,16.77,375.9,7.83,0,0,0,0,11.13,110.33,0,22.43,9.63,36.52,68.44,2.7,0,0,0,0,0,28.55,0,0,0,0,0,3.2,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.5,0,0,58.16,0,356.66,19.52,32.58,44.08,40,19.31,585.69,40.7,19.46,52.66,19.31,0,0,0,0,0

90,22:15-22:30,77.43,16.77,375.9,7.83,0,0,0,0,11.13,110.33,0,22.43,9.74,36.52,68.44,2.7,0,0,0,0,0,28.55,0,0,0,0,0,3.2,0,0,0,5.17,0,4.17,42.79,0,0,95.48,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.5,0,0,58.16,0,356.66,19.52,32.58,44.08,40,19.31,585.69,40.7,19.46,52.66,19.31,0,0,0,0,0

91,22:30-22:45,77.43,16.77,375.9,7.83,0,0,0,0,11.13,110.33,0,22.43,9.86,36.52,68.44,2.7,0,0,0,0,0,25.69,0,0,0,0,0,8.53,0,0,0,5.17,0,4.17,42.79,0,0,81.24,0,0,0,0,0,162.87,41.05,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.5,0,0,58.16,0,356.66,19.52,32.58,44.08,40,19.31,585.69,40.7,19.46,52.66,19.31,0,0,0,0,0

92,22:45-23:00,77.43,16.77,375.9,7.83,0,0,0,0,11.13,110.33,0,22.43,9.91,36.52,68.44,2.7,0,0,0,0,0,25.69,0,0,0,0,0,8.53,0,0,0,5.17,0,2.78,42.79,0,0,70.91,0,0,0,0,0,161.37,37.31,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.42,0,0,58.16,0,356.66,12.59,30.98,42.7,39.01,19.31,585.69,40.7,19.46,51.95,19.31,0,0,0,0,0

93,23:00-23:15,77.43,16.77,375.9,11.72,0,0,0,0,11.13,110.33,0,24.62,9.99,39.21,49.26,2.7,0,0,0,0,0,25.69,0,0,0,0,0,8.53,0,0,0,5.17,0,1.39,42.79,0,0,70.91,0,0,0,0,0,161.37,27.99,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.42,0,0,58.16,0,340.9,6.3,30.98,42.7,39.01,19.31,581.69,40.7,19.46,51.95,19.31,0,0,0,0,0

94,23:15-23:30,77.43,16.77,375.9,11.9,0,0,0,0,11.13,110.33,0,24.9,10.05,40.96,49.26,2.7,0,0,0,0,0,25.69,0,0,0,0,0,8.53,0,0,0,5.17,0,1.39,42.79,0,0,78.4,0,0,0,0,0,161.37,27.99,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.42,0,0,58.16,0,341.7,6.3,30.98,42.7,39.01,19.31,584.01,40.7,19.46,51.95,19.31,0,0,0,0,0

95,23:30-23:45,77.43,16.77,375.9,12.04,0,0,0,0,11.13,110.33,0,25.49,10.13,41.57,49.26,2.7,0,0,0,0,0,25.69,0,0,0,0,0,3.2,0,0,0,5.17,0,1.39,42.79,0,0,89.62,0,0,0,0,0,161.37,27.99,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.42,0,0,58.16,0,341.7,6.3,30.98,42.7,39.01,19.31,584.01,40.7,19.46,51.95,2.39,0,0,0,0,0

96,23:45-24:00,77.43,16.77,375.9,12.04,0,0,0,0,11.13,110.33,0,25.49,10.13,41.57,49.26,2.7,0,0,0,0,0,25.69,0,0,0,0,0,3.2,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,27.99,0,43.32,0,0,123.22,16.96,0,117.54,87.43,3.42,0,0,58.16,0,341.7,6.3,30.98,42.7,39.01,19.31,584.01,40.7,19.46,51.95,0,0,0,0,0,0

