Block,Time,SEWA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,URI,SALAL,RAPPB,RAPPC,RIHAND2,RIHAND3,BSIUL,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NJPC,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DHAULIGNGA,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,15.804048,125.5875,11.7852,0,19.985,42.392196,0,32.41932,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,19.6614,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,40.95,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

2,00:15-00:30,15.804048,125.5875,11.7852,0,19.985,42.392196,0,32.41932,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,19.6614,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,40.95,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

3,00:30-00:45,15.804048,125.5875,6.405,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,40.95,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

4,00:45-01:00,15.804048,125.5875,6.405,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,40.95,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

5,01:00-01:15,15.804048,125.5875,7.686,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

6,01:15-01:30,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

7,01:30-01:45,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

8,01:45-02:00,15.804048,125.5875,12.5538,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,51.888,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

9,02:00-02:15,15.804048,125.5875,10.6323,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,51.888,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

10,02:15-02:30,15.804048,125.5875,10.6323,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

11,02:30-02:45,15.804048,125.5875,10.6323,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

12,02:45-03:00,15.804048,125.5875,10.6323,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

13,03:00-03:15,15.804048,125.5875,10.6323,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,83.664,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

14,03:15-03:30,15.804048,125.5875,10.6323,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,46.92,83.664,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

15,03:30-03:45,15.804048,125.5875,10.6323,0,19.985,42.392196,0,31.897383,26.39091,65.016,0.97563,51.888,83.664,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,32.8448,653.1525,0,35.496,152.9405,0,39.0888,92,0,0,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,32.171,342.5625

