Column1,Time,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/30092023/26122029/SH-06,GNA/WR/2024/10/15/7089,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/1868,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/3646,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/11/01/4200,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/5444,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07
32,07:45-08:00,6.66,5.22,13.33,26.12,25,10,10,8,13.33,7,4,6.66,0,0,0,25.94,17.29,8.65,1.16,1.9,1.85,258.29,1.71,0,25.94,8.65,76.17,0,133.3,0,0,1.85,70.04,0,25.94,100.09,2.48,20,25.07,16.21,25.07,31.32,25.06,6.67

33,08:00-08:15,6.66,9.09,13.33,45.46,40,17,17,17,13.33,8,8,6.66,0,0,0.91,25.94,17.29,8.65,1.16,2.59,2.53,258.29,1.71,0,25.94,8.65,76.17,0,133.3,0,0,2.53,70.04,0,25.94,100.09,2.48,20,26.23,15.61,26.23,40.05,26.24,6.67

34,08:15-08:30,6.66,12.97,13.33,64.87,56,26,24,23,13.33,13,12,6.66,0,0,0.91,25.94,17.29,8.65,1.16,3.32,3.24,258.29,1.71,0,25.94,8.65,76.17,0,133.3,0,0,3.24,70.04,0,25.94,100.09,2.48,20,26.73,15.41,26.73,49.09,26.74,6.67

35,08:30-08:45,6.66,17.03,13.33,85.15,70,32,30,33,13.33,17,17,6.66,0,0,0,25.94,17.29,8.65,1.16,4.14,4.04,258.29,1.71,0,25.94,8.65,76.17,0,133.3,0,0,4.04,70.04,0,25.94,100.09,2.48,20,29.07,18.01,29.07,57.4,29.06,6.67

36,08:45-09:00,6.66,21.05,13.33,105.27,84,40,36,43,13.33,22,21,6.66,0,0,0,25.94,17.29,8.65,1.16,5.03,4.92,258.29,1.71,0,25.94,8.65,76.17,0,133.3,0,0,4.92,70.04,0,25.94,100.09,2.48,20,29.07,18.01,29.07,65.54,29.06,6.67

37,09:00-09:15,6.66,24.92,13.33,124.62,98,46,42,50,13.33,25,25,6.66,0,0,0,25.94,17.29,8.65,1.16,6.26,6.1,236.32,1.71,0,25.94,8.65,57.35,0,133.3,0,0,6.1,70.04,0,25.94,100.09,2.48,20,29.73,18.21,29.73,75.8,29.74,6.67

38,09:15-09:30,6.66,28.56,13.33,142.79,112,53,48,57,13.33,28,28,6.66,0,0,0,25.94,17.29,8.65,1.16,7.78,7.59,223.8,1.71,0,25.94,8.65,76.17,0,133.3,0,0,7.59,70.04,0,25.94,100.09,2.48,20,29.73,18.21,29.73,83.16,29.74,6.67

39,09:30-09:45,6.66,31.88,13.33,159.41,126,57,54,61,13.33,30,31,6.66,0,0,0.91,25.94,17.29,8.65,1.16,9.3,9.08,223.8,1.71,0,25.94,8.65,76.17,0,133.3,0,0,9.08,70.04,0,25.94,72.05,2.48,20,30.07,15.41,30.07,89.92,30.06,6.67

40,09:45-10:00,6.66,35.08,13.33,175.38,140,63,60,67,13.33,33,33,6.66,0,0,0.91,25.94,17.29,8.65,1.16,10.7,10.44,223.8,1.71,0,25.94,8.65,76.17,0,133.3,0,0,10.44,70.04,0,25.94,100.09,2.48,20,30.07,14.41,30.07,95.74,30.06,6.67

41,10:00-10:15,6.66,37.82,13.33,189.08,151,67,64,71,13.33,35,36,6.66,0,0,0,25.94,17.29,8.65,1.16,11.78,11.5,168.12,1.76,0,25.94,8.65,57.35,0,133.3,0,0,11.5,70.04,0,25.94,100.09,2.48,20,30.07,13.41,30.07,101.07,30.06,6.67

42,10:15-10:30,6.66,40.24,13.33,201.19,161,72,69,74,13.33,37,37,6.66,0,0,0,25.94,17.29,8.65,1.16,12.57,12.26,168.12,1.76,0,25.94,8.65,57.35,0,133.3,0,0,12.26,70.04,0,25.94,100.09,2.48,20,30.07,13.81,30.07,105.28,30.06,6.67

43,10:30-10:45,6.66,42.57,13.33,212.88,168,77,72,79,13.33,38,39,6.66,0,0,1.45,25.94,17.29,8.65,1.16,13.26,12.94,168.12,1.76,0,25.94,8.65,57.35,0,133.3,0,0,12.94,70.04,0,25.94,100.09,2.48,20,32,14.41,32,107.39,32,6.67

44,10:45-11:00,6.66,44.6,13.33,222.98,175,81,75,82,13.33,39,41,6.66,0,0,1.45,25.94,17.29,8.65,1.16,13.87,13.52,168.12,1.76,0,25.94,8.65,57.35,0,133.3,0,0,13.52,70.04,0,25.94,100.09,2.48,20,32,15.01,32,110.32,32,6.67

45,11:00-11:15,6.66,46.28,13.33,231.42,182,85,78,88,13.33,41,44,6.66,0,0,1.45,25.94,17.29,8.65,1.16,14.27,13.92,170.66,1.76,20.18,25.94,8.65,57.35,0,133.3,0,0,13.92,70.04,0,25.94,100.09,2.48,20,32.17,14.81,32.17,112.91,32.16,6.67

46,11:15-11:30,6.66,46.67,13.33,233.33,186,87,79,90,13.33,41,45,6.66,0,0,1.45,25.94,17.29,8.65,1.16,14.72,14.35,110.48,1.76,20.18,25.94,8.65,57.35,0,133.3,0,0,14.35,70.04,0,25.94,100.09,2.48,20,32.17,14.81,32.17,115.16,32.16,6.67

47,11:30-11:45,6.66,46.67,13.33,233.33,189,88,81,90,13.33,42,45,6.66,0,0,1.45,25.94,17.29,8.65,1.16,15.06,14.69,110.48,1.76,19.68,25.94,8.65,57.35,0,133.3,0,0,14.69,70.04,0,25.94,100.09,2.48,20,32.17,19.01,32.17,116.9,32.16,6.67

48,11:45-12:00,6.66,46.67,13.33,233.33,189,88,81,90,13.33,42,45,6.66,0,0,1.45,25.94,17.29,8.65,1.16,15.32,14.95,110.48,1.76,19.68,25.94,8.65,57.35,0,133.3,0,0,14.95,70.04,0,25.94,100.09,2.48,20,32.17,18.81,32.17,117.73,32.16,6.67

49,12:00-12:15,6.66,46.67,13.33,233.33,189,88,81,90,13.33,42,45,6.66,0,0,1.53,25.94,17.29,8.65,1.24,15.44,15.07,110.48,1.81,19.68,25.94,8.65,57.35,0,133.3,0,0,15.07,70.04,0,25.94,83.58,2.48,20,32.17,18.61,32.17,118.6,32.16,6.67

50,12:15-12:30,6.66,46.67,13.33,233.33,189,88,81,90,13.33,42,45,6.66,0,0,1.53,25.94,17.29,8.65,1.24,15.4,15.03,110.48,1.81,19.68,25.94,8.65,57.35,0,133.3,0,0,15.03,70.04,0,25.94,83.58,2.48,20,32.17,18.41,32.17,118.59,32.16,6.67

51,12:30-12:45,6.66,46.67,13.33,233.33,189,88,81,90,13.33,42,45,6.66,0,0,1.53,25.94,17.29,8.65,1.24,15.45,15.08,110.48,1.81,19.68,25.94,8.65,57.35,0,133.3,0,0,15.08,70.04,0,25.94,83.58,2.48,20,32.17,18.41,32.17,117.94,32.16,6.67

52,12:45-13:00,6.66,46.67,13.33,233.33,189,88,81,90,13.33,42,45,6.66,0,0,1.53,25.94,17.29,8.65,1.24,15.36,14.98,148.91,1.81,19.68,25.94,8.65,57.35,0,133.3,0,0,14.98,70.04,0,25.94,73.97,2.48,20,32.17,17.61,32.17,116.89,32.16,6.67

53,13:00-13:15,6.66,46.67,13.33,233.33,189,88,81,90,13.33,41,45,6.66,0,0,1.07,25.94,17.29,8.65,1.39,15.05,14.69,110.48,1.81,19.68,25.94,8.65,57.35,0,115.28,0,0,14.69,70.04,0,25.94,83.58,2.48,20,32.17,17.41,32.17,114.49,32.16,6.67

54,13:15-13:30,6.66,46.67,13.33,233.33,186,87,79,89,13.33,40,45,6.66,0,0,1.07,25.94,17.29,8.65,1.39,14.74,14.37,110.48,1.81,19.68,25.94,8.65,57.35,0,105.68,0,0,14.37,70.04,0,25.94,83.58,2.48,20,32.17,17.41,32.17,110.93,32.16,6.67

55,13:30-13:45,6.66,46.8,13.33,234.01,179,86,76,87,13.33,39,43,6.66,0,0,1.53,25.94,17.29,8.65,1.39,14.47,14.11,110.48,1.81,19.68,25.94,8.65,57.35,0,86.46,0,0,14.11,70.04,0,25.94,83.58,2.48,20,32.17,17.01,32.17,107.1,32.16,6.67

56,13:45-14:00,6.66,45.42,13.33,227.08,172,83,73,83,13.33,38,41,6.66,0,0,1.53,25.94,17.29,8.65,1.39,14.31,13.95,110.48,1.81,19.68,25.94,8.65,57.35,0,74.7,0,0,13.95,70.04,0,25.94,78.78,2.48,20,32.17,17.01,32.17,102.05,32.16,6.67

57,14:00-14:15,6.66,43.71,13.33,218.57,165,79,70,81,13.33,37,41,6.66,0,0,1.53,25.94,17.29,8.65,1.55,13.83,13.48,110.48,1.84,20.69,25.94,8.65,57.35,0,74.7,0,0,13.48,70.04,0,25.94,78.78,2.48,20,32.17,17.21,32.17,96.66,32.16,6.67

58,14:15-14:30,6.66,41.73,13.33,208.63,154,75,66,77,13.33,35,38,6.66,0,0,1.53,25.94,17.29,8.65,1.55,13.06,12.74,110.48,1.84,20.69,25.94,8.65,57.35,0,74.7,0,0,12.74,70.04,0,25.94,78.78,2.48,20,32.17,17.21,32.17,91.08,32.16,6.67

59,14:30-14:45,6.66,39.66,13.33,198.28,144,71,61,72,13.33,31,36,6.66,0,0,1.53,25.94,17.29,8.65,1.55,12.34,12.03,110.48,1.84,21.7,25.94,8.65,57.35,0,74.7,0,0,12.03,70.04,0,25.94,52.84,2.48,20,32.33,17.21,32.33,84.88,32.34,6.67

60,14:45-15:00,6.66,37.19,13.33,185.95,130,66,55,65,13.33,29,33,6.66,0,0,1.53,25.94,17.29,8.65,1.55,11.49,11.2,110.48,1.84,21.7,25.94,8.65,57.35,0,74.7,0,0,11.2,70.04,0,25.94,52.84,2.48,20,32.33,16.61,32.33,79.07,32.34,6.67

61,15:00-15:15,6.66,34.38,13.33,171.93,116,60,49,59,13.33,25,29,6.66,0,0,1.68,25.94,17.29,8.65,1.55,10.64,10.38,110.48,1.84,21.7,25.94,8.65,57.35,0,96.07,0,0,10.38,70.04,0,25.94,52.84,2.48,20,32.33,16.41,32.33,71.98,32.34,6.67

62,15:15-15:30,6.66,31.46,13.33,157.29,102,55,43,52,13.33,23,26,6.66,0,0,1.68,25.94,17.29,8.65,1.55,9.48,9.25,110.48,1.84,21.7,25.94,8.65,57.35,0,115.28,0,0,9.25,70.04,0,25.94,52.84,2.48,20,32.33,16.01,32.33,64.56,32.34,6.67

63,15:30-15:45,6.66,27.87,13.33,139.34,88,48,37,45,13.33,21,22,6.66,0,0,1.68,25.94,17.29,8.65,1.55,8.41,8.2,139.3,1.84,22.71,25.94,8.65,57.35,0,133.3,0,0,8.2,70.04,0,25.94,52.84,2.48,20,32.67,15.61,32.67,56.57,32.66,6.67

64,15:45-16:00,6.66,24.24,13.33,121.19,74,42,31,38,13.33,19,19,6.66,0,0,1.68,25.94,17.29,8.65,1.55,7.32,7.15,139.3,1.84,23.72,25.94,8.65,57.35,0,133.3,0,0,7.15,70.04,0,25.94,52.84,2.48,20,33,15.21,32,48.29,33,6.67

65,16:00-16:15,6.66,20.35,13.33,101.73,60,33,25,31,13.33,14,15,6.66,0,0,1.68,25.94,17.29,8.65,1.55,6.22,6.06,194.97,1.81,24.73,25.94,8.65,57.35,0,133.3,0,0,6.06,65.9,0,25.94,52.84,2.48,20,32.61,11.61,23,38.94,33,6.67

66,16:15-16:30,6.66,16.67,13.33,83.37,46,27,19,24,13.33,8,12,6.66,0,0,1.68,25.94,17.29,8.65,1.55,5.06,4.94,226.32,1.81,24.73,25.94,8.65,76.17,0,133.3,0,0,4.94,65.9,0,25.94,52.84,2.48,20,21.15,11.41,16,29.21,29.49,6.67

67,16:30-16:45,6.66,12.62,13.33,63.13,32,19,13,16,13.33,7,8,6.66,0,0,1.68,25.94,17.29,8.65,1.55,3.88,3.78,226.32,1.81,25.23,25.94,8.65,76.17,0,133.3,0,0,3.78,65.9,0,25.94,52.84,2.48,20,12.31,11,9,19.84,19.77,6.67

68,16:45-17:00,6.66,8.98,13.33,44.91,21,13,9,10,13.33,5,5,6.66,0,0,1.68,25.94,17.29,8.65,1.55,2.72,2.65,226.32,1.81,26.24,25.94,8.65,76.17,0,133.3,0,0,2.65,65.9,0,25.94,52.84,2.48,20,5.52,10.8,5,12.91,11.16,6.67

69,17:00-17:15,6.66,5.32,13.33,26.59,11,10,4,6,13.33,2,3,6.66,0,0,1.83,25.94,17.29,8.65,1.55,1.94,1.89,226.32,1.81,26.25,25.94,8.65,76.17,0,133.3,0,0,1.89,65.9,0,25.94,81.66,2.48,20,1.38,10.6,1,5.35,4.31,6.67

70,17:15-17:30,6.66,2.75,13.33,13.76,7,7,3,2,13.33,1,1,6.66,0,0,1.83,25.94,17.29,8.65,1.55,1.32,1.29,226.32,1.81,26.75,25.94,8.65,76.17,0,133.3,0,0,1.29,65.9,0,25.94,100.09,2.48,20,1.54,10.4,0,0,0.74,6.67

71,17:30-17:45,6.66,0.95,14.67,4.77,4,3,1,1,14.66,0,0,6.66,0,0,1.83,25.94,17.29,8.65,1.55,0.82,0.8,260.83,1.81,27.26,25.94,8.65,86.66,0,133.3,0,0,0.8,84.73,0,25.94,100.09,2.48,20,0.92,10,0,0,0.27,6.67

72,17:45-18:00,6.66,0.09,14.67,0.45,1,2,0,0,14.66,0,0,6.66,0,0,1.83,25.94,17.29,8.65,1.55,0.45,0.44,260.83,1.81,27.26,25.94,8.65,86.66,0,133.3,0,0,0.44,114.86,0,25.94,100.09,2.48,20,0.58,9.8,0,0,0.03,6.67

73,18:00-18:15,7.33,0,14.67,0,0,0,0,0,14.66,0,0,6.66,0,150,1.83,25.94,17.29,8.65,1.47,0.26,0.25,260.83,1.81,27.26,25.94,8.65,86.66,0,133.3,50,0,0.25,114.86,0,25.94,100.09,2.48,22.01,0,11.61,0,0,0,7.33

74,18:15-18:30,7.33,0,14.67,0,0,0,0,0,14.66,0,0,6.66,0,150,1.83,25.94,17.29,8.65,1.47,0,0,260.83,1.81,26.75,25.94,8.65,86.66,0,133.3,50,0,0,114.86,0,25.94,100.09,2.48,22.01,0,11.61,0,0,0,7.33

75,18:30-18:45,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,150,1.83,25.94,17.29,8.65,1.47,0,0,260.83,1.81,26.75,25.94,8.65,86.66,0,133.3,50,0,0,114.86,0,25.94,100.09,2.48,22.01,0,12.01,0,0,0,7.33

76,18:45-19:00,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,150,1.83,25.94,17.29,8.65,1.47,0,0,260.83,1.81,26.25,25.94,8.65,86.66,0,133.3,50,0,0,84.73,0,25.94,100.09,2.48,22.01,0,12.01,0,0,0,7.33

77,19:00-19:15,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,150,1.76,25.94,17.29,8.65,0.77,0,0,227.28,1.76,26.25,25.94,8.65,75.72,0,133.3,50,0,0,76.26,0,25.94,71.09,2.48,22.01,0,12.41,0,0,0,7.33

78,19:15-19:30,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,150,1.76,25.94,17.29,8.65,0.77,0,0,227.28,1.76,26.25,25.94,8.65,75.72,0,133.3,50,0,0,70.04,0,25.94,53.8,2.48,22.01,0,12.41,0,0,0,7.33

79,19:30-19:45,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,150,1.68,25.94,17.29,8.65,0.93,0,0,227.28,1.76,26.25,25.94,8.65,76.17,0,133.3,50,0,0,70.04,0,25.94,53.8,2.48,22.01,0,12.81,0,0,0,7.33

80,19:45-20:00,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,150,1.68,25.94,17.29,8.65,0.93,0,0,227.28,1.76,26.25,25.94,8.65,76.17,0,133.3,50,0,0,70.04,0,25.94,53.8,2.48,22.01,0,12.81,0,0,0,7.33

