Block,Time,LT-36,L_NR_2012_07,LT-35,SH-06,L_NR_2023_04,L_NR_2020_02,L_NR_2019_11,LT-31,SH-07,L_NR_2012_02,L_NR_2012_01,LT-59,LT-05,L_NR_2012_04,L_NR_2021_12,L_NR_2019_19,L_NR_2022_09,L_NR_2022_08,L_NR_2021_16,L_NR_2019_06,L_NR_2020_07,L_NR_2021_17,L_NR_2021_14,L_NR_2020_05,L_NR_2019_05,L_NR_2019_07,L_NR_2021_13,L_NR_2020_06,L_NR_2022_10,L_NR_2021_15,L_NR_2018_61
34,08:15-08:30,6.470000,33.740000,6.300000,0.000000,30.870000,0.000000,7.220000,6.300000,0.000000,261.020000,101.040000,10.320000,98.770000,271.290000,104.75,43.12152,67.88,27.78,34,29.1,30.5,17,36.7,91.49,29.1,29.1,20.95,30.49,67.88,22.32,10.61

35,08:30-08:45,7.500000,33.740000,7.320000,0.000000,29.900000,0.000000,7.220000,7.320000,0.000000,261.020000,101.040000,10.320000,70.380000,271.290000,123.41,48.165372,68.31,28.38,40,29.26,30.3,20,42.47,90.92,29.27,29.27,24.68,30.31,68.31,25.7,9.91

36,08:45:09:00,8.310000,33.740000,8.110000,0.000000,29.900000,0.000000,7.220000,8.110000,0.000000,261.020000,101.040000,10.320000,70.380000,271.290000,141.18,53.228736,68.52,28.47,46,29.26,30.12,23,48.33,90.38,29.27,29.27,28.24,30.13,68.52,28.97,7.02

37,09:00:09:15,9.660000,33.740000,9.440000,0.000000,29.900000,0.000000,7.220000,9.440000,0.000000,261.020000,101.040000,10.320000,70.380000,271.290000,160.27,51.433632,68.21,28.52,56,29.26,30.23,28,53.87,90.71,29.27,29.27,32.05,30.24,68.21,31.84,7.22

38,09:15-09:30,10.110000,33.740000,9.870000,0.000000,30.870000,0.000000,7.220000,9.870000,0.000000,261.020000,101.040000,10.320000,94.600000,271.290000,176.91,56.321388,68.55,28.88,54,29.26,30.34,27,59.2,91.03,29.27,29.27,35.38,30.34,68.55,34.35,7.24

39,09:30-09:45,10.570000,46.810000,10.310000,0.000000,31.830000,0.000000,7.220000,10.310000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,193.03,59.784768,68.55,31.78,58,29.26,34.29,29,64.2,102.82,29.27,29.27,38.6,34.27,68.55,39.21,7.28

40,09:45-10:00,11.130000,46.810000,10.860000,0.000000,30.870000,0.000000,7.220000,10.860000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,207.88,63.043272,68.56,32.19,66,29.26,34.27,33,68.57,102.79,29.27,29.27,41.58,34.26,68.56,41.69,7.29

41,10:00-10:15,11.460000,64.820000,11.180000,0.000000,30.870000,0.000000,7.220000,11.180000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,221.41,65.02374,75.14,32.56,70,29.26,34.21,35,72.77,102.68,29.27,29.27,44.28,34.23,75.14,43.51,7.29

42,10:15-10:30,11.750000,49.850000,11.460000,0.000000,30.870000,0.000000,7.220000,11.460000,0.000000,261.020000,101.040000,10.320000,94.600000,271.290000,232.43,65.540808,75.06,32.77,74.67,29.26,34.29,37.33,76.83,102.82,29.27,29.27,46.49,34.27,75.06,44.61,7.3

43,10:30-10:45,11.750000,49.850000,11.460000,0.000000,31.830000,0.000000,7.220000,11.460000,0.000000,261.020000,101.040000,10.320000,70.380000,271.290000,241.61,63.257904,75.11,32.87,78,29.26,34.29,39,77.87,102.82,29.27,29.27,48.32,34.27,75.11,45.3,7.35

44,10:45-11:00,11.750000,49.850000,11.460000,0.000000,31.830000,0.000000,7.220000,11.460000,0.000000,261.020000,101.040000,10.320000,70.380000,271.290000,250,63.404244,75.33,33.46,79.34,29.26,37.52,39.66,83.6,112.58,29.27,29.27,50,37.53,75.33,45.77,7.25

45,11:00-11:15,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,7.220000,11.460000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,250,63.492048,75.08,38.42,80.67,29.26,37.58,40.33,83.8,112.74,29.27,29.27,50,37.58,75.08,47.77,7.25

46,11:15-11:30,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,7.220000,11.460000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,250,63.257904,75.16,38.5,78,29.26,37.59,39,86.7,112.77,29.27,29.27,50,37.59,75.16,48.65,7.25

47,11:30-11:45,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,7.220000,11.460000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,250,62.662788,75.09,38.63,76.67,29.26,37.52,38.33,87.03,112.57,29.27,29.27,50,37.52,75.09,49.23,7.31

48,11:45-12:00,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,7.220000,11.460000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,250,61.735968,75.22,38.62,75.34,29.26,37.66,37.66,87.2,112.96,29.27,29.27,50,37.65,75.22,49.35,7.32

49,12:00-12:15,11.750000,49.850000,11.460000,0.000000,30.870000,0.000000,7.370000,11.460000,0.000000,261.020000,77.170000,10.320000,70.380000,271.290000,250,51.160464,75.25,38.45,74.67,29.26,37.6,37.33,87.53,112.81,29.27,29.27,50,37.6,75.25,49.27,7.41

50,12:15-12:30,11.750000,49.850000,11.460000,0.000000,30.870000,0.000000,7.370000,11.460000,0.000000,261.020000,67.520000,10.320000,70.380000,271.290000,250,50.662908,73.65,38.57,72.67,29.26,37.57,36.33,87.63,112.74,29.27,29.27,50,37.58,73.65,49,8.07

51,12:30-12:45,11.750000,49.850000,11.460000,0.000000,30.870000,0.000000,7.370000,11.460000,0.000000,261.020000,62.700000,10.320000,70.380000,271.290000,250,50.321448,73.49,38.35,72.67,29.26,37.64,36.33,87.33,112.93,29.27,29.27,50,37.64,73.49,48.28,7.35

52,12:45-13:00,11.750000,49.850000,11.460000,0.000000,31.830000,0.000000,7.370000,11.460000,0.000000,261.020000,53.050000,10.320000,70.380000,271.290000,250,49.667796,73.62,38.63,72,29.26,37.64,36,87.67,112.9,29.27,29.27,50,37.63,73.62,46.63,7.25

53,13:00-13:15,11.750000,49.850000,11.460000,0.000000,30.870000,0.000000,8.440000,11.460000,0.000000,261.020000,53.050000,10.320000,70.380000,271.290000,250,49.765356,73.51,38.37,72,29.26,37.66,36,87.3,112.98,29.27,29.27,50,37.66,73.51,44.36,7.25

54,13:15-13:30,11.750000,49.850000,11.460000,0.000000,30.870000,0.000000,8.440000,11.460000,0.000000,261.020000,53.050000,10.320000,70.380000,271.290000,250,50.643396,73.6,38.47,72,29.26,37.52,36,86.97,112.57,29.27,29.27,50,37.52,73.6,41.61,7.25

55,13:30-13:45,11.750000,49.850000,11.460000,0.000000,30.870000,0.000000,8.440000,11.460000,0.000000,261.020000,46.300000,10.320000,70.380000,271.290000,250,47.921472,73.66,38.61,72.67,29.26,37.54,36.33,86.53,112.64,29.27,29.27,50,37.55,73.66,41.48,7.31

56,13:45-14:00,11.750000,49.850000,11.460000,0.000000,30.870000,0.000000,8.440000,11.460000,0.000000,261.020000,46.300000,10.320000,70.380000,271.290000,250,45.716616,73.63,41.11,73.34,29.26,37.58,36.66,85.3,112.71,29.27,29.27,50,37.57,73.63,41.29,7.45

57,14:00-14:15,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,8.440000,11.460000,0.000000,261.020000,46.300000,10.320000,115.790000,271.290000,250,43.404444,73.58,41.08,74.67,29.26,37.56,37.33,84.67,112.7,29.27,29.27,50,37.57,73.58,44.69,12.07

58,14:15-14:30,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,8.440000,11.460000,0.000000,261.020000,46.300000,10.320000,115.790000,271.290000,250,41.02398,73.58,41.18,72.67,29.26,37.54,36.33,83.13,112.6,29.27,29.27,50,37.53,73.58,42.71,12.47

59,14:30-14:45,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,8.440000,11.460000,0.000000,261.020000,53.050000,10.320000,115.790000,271.290000,250,40.53618,73.62,40.85,70.67,29.26,37.64,35.33,81,112.94,29.27,29.27,50,37.65,73.62,40.32,12.86

60,14:45-15:00,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,8.440000,11.460000,0.000000,261.020000,53.050000,10.320000,115.790000,271.290000,250,39.85326,73.44,40.77,68.67,29.26,37.52,34.33,77.8,112.54,29.27,29.27,50,37.51,73.44,37.76,13.12

61,15:00-15:15,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,8.670000,11.460000,0.000000,261.020000,53.050000,10.320000,115.790000,271.290000,241.23,60.116472,73.55,40.44,68,29.26,37.61,34,74.33,112.83,29.27,29.27,48.24,37.61,73.55,35.15,13.66

62,15:15-15:30,11.750000,64.820000,11.460000,0.000000,30.870000,0.000000,8.670000,11.460000,0.000000,261.020000,53.050000,10.320000,115.790000,271.290000,229.78,58.155516,73.63,40.04,67.34,29.26,37.57,33.66,70.57,112.74,29.27,29.27,45.95,37.58,73.63,32.27,23.13

63,15:30-15:45,11.200000,64.820000,10.930000,0.000000,30.870000,0.000000,8.670000,10.930000,0.000000,261.020000,53.050000,10.320000,115.790000,271.290000,216.37,54.955548,73.55,38.84,65.34,29.26,37.62,32.66,66.57,112.84,29.27,29.27,43.27,37.61,73.55,33.87,23.73

64,15:45-16:00,11.010000,64.820000,10.740000,0.000000,30.870000,0.000000,8.670000,10.740000,0.000000,261.020000,53.050000,10.320000,115.790000,271.290000,202.56,51.501924,73.13,38.83,62.67,29.26,37.53,31.33,62.27,112.61,29.27,29.27,40.51,37.54,73.13,32.89,24.47

65,16:00-16:15,10.290000,64.820000,10.040000,0.000000,30.870000,0.000000,9.360000,10.040000,0.000000,261.020000,81.990000,10.320000,115.790000,271.290000,187.71,46.848312,73.05,39.79,60,29.26,37.6,30,57.1,112.79,29.27,29.27,37.54,37.6,73.05,31.27,25.93

66,16:15-16:30,9.390000,64.820000,9.160000,0.000000,29.900000,0.000000,9.360000,9.160000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,172.47,40.955688,72.86,39.99,58,32.43,37.53,29,52.3,112.59,32.44,22.93,34.49,37.53,72.86,29.3,27.89

67,16:30-16:45,8.810000,64.820000,8.600000,0.000000,28.940000,0.000000,9.360000,8.600000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,155.73,28.311912,72.77,40.32,49.34,32.79,37.6,24.66,47,112.78,32.79,8.31,31.15,37.59,72.77,26.28,28.68

68,16:45-17:00,8.020000,64.820000,7.820000,0.000000,29.900000,0.000000,9.360000,7.820000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,138.53,25.277796,72.4,40.84,44.67,33,37.59,22.33,41.07,112.79,33,2.38,27.71,37.6,72.4,23.21,28.95

69,17:00-17:15,7.120000,73.970000,6.950000,0.000000,29.900000,0.000000,9.360000,6.950000,0.000000,261.020000,101.040000,10.320000,94.600000,271.290000,120.09,22.126608,72.36,40.02,40,33,37.63,20,35.2,112.86,33,0.82,24.02,37.62,72.36,23.46,22.08

70,17:15-17:30,5.610000,73.970000,5.470000,0.000000,29.900000,0.000000,9.360000,5.470000,0.000000,261.020000,101.040000,10.320000,94.600000,271.290000,102.79,18.916884,71.82,40.29,27.33,33,37.52,13.67,29.77,112.58,33,0,20.56,37.53,71.82,19.85,22.88

71,17:30-17:45,4.310000,73.970000,4.200000,0.000000,29.900000,0.000000,9.360000,4.200000,0.000000,261.020000,101.040000,10.320000,94.600000,271.290000,84.07,15.238872,71.75,40.04,22.67,21.16,37.64,11.33,24.27,112.93,18.4,0,16.81,37.65,71.75,15.81,23.66

72,17:45-18:00,3.400000,73.970000,3.320000,0.000000,30.870000,0.000000,9.360000,3.320000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,65.94,11.697444,72.62,40.13,20.67,11.04,37.62,10.33,19.17,112.84,9.2,0,13.19,37.61,72.62,12.09,24.08

73,18:00-18:15,2.620000,73.970000,2.550000,0.000000,30.870000,0.000000,9.970000,2.550000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,49.44,7.307244,72.94,39.42,15.33,0,37.56,7.67,14.43,112.65,0,0,9.89,37.55,72.94,8.9,14.66

74,18:15-18:30,1.910000,73.970000,1.870000,0.000000,30.870000,0.000000,9.970000,1.870000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,35.15,4.770684,73.37,38.78,12.67,0,37.53,6.33,10.47,112.64,0,0,7.03,37.55,73.37,6.26,14.92

75,18:30-18:45,0.850000,73.970000,0.830000,0.000000,30.870000,0.000000,9.970000,0.830000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,25.07,2.468268,72.5,38.78,12,0,36.72,6,6.4,110.16,0,0,5.01,36.72,72.5,4.22,14.69

76,18:45-19:00,0.580000,73.970000,0.560000,0.000000,30.870000,0.000000,9.970000,0.560000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,16.34,0.721944,71.08,38.08,6.67,0,36.56,3.33,0.33,109.67,0,0,3.27,36.56,71.08,2.5,15

77,19:00-19:15,0.330000,73.970000,0.320000,0.000000,30.870000,0.000000,9.970000,0.320000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,9.13,0,69.31,36.88,5.33,0,36.34,2.67,0.03,109.01,0,0,1.83,36.33,69.31,1.3,15.74

78,19:15-19:30,0.040000,73.970000,0.040000,0.000000,30.870000,0.000000,9.970000,0.040000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,2.91,0,69.41,35.53,2.67,0,35.89,1.33,0,107.68,0,0,0.58,35.89,69.41,0.36,16.7

79,19:30-19:45,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.970000,0.000000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,0.23,0,70.46,34.71,0.67,0,35.24,0.33,0,105.75,0,0,0.05,35.25,70.46,0,17.8

80,19:45-20:00,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.970000,0.000000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,0,0,68.67,37.34,0,0,33.74,0,0,101.22,0,0,0,33.74,68.67,0,19.06

81,20:00-20:15,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.590000,0.000000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,0,0,70.82,36.88,0,0,35.41,0,0,106.24,0,0,0,35.41,70.82,0,18.17

82,20:15-20:30,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.590000,0.000000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,0,0,70.12,36.27,0,0,35.21,0,0,105.68,0,0,0,35.23,70.12,0,18.72

83,20:30-20:45,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.590000,0.000000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,0,0,69.33,35.72,0,0,34.99,0,0,105,0,0,0,35,69.33,0,19.06

84,20:45-21:00,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.590000,0.000000,0.000000,261.020000,101.040000,10.320000,115.790000,271.290000,0,0,66.88,34.28,0,0,34.67,0,0,104.01,0,0,0,34.67,66.88,0,19.19

85,21:00-21:15,0.000000,73.970000,0.000000,0.000000,29.900000,0.000000,9.430000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,66,32.86,0,0,34.42,0,0,103.28,0,0,0,34.43,66,0,12.42

86,21:15-21:30,0.000000,73.970000,0.000000,0.000000,29.900000,0.000000,9.430000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,58.57,30.62,0,0,34.27,0,0,102.81,0,0,0,34.27,58.57,0,12.33

87,21:30-21:45,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.430000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,56.94,28.56,0,0,31.82,0,0,95.49,0,0,0,31.83,56.94,0,12.37

88,21:45-22:00,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.430000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,57.23,28.33,0,0,31.06,0,0,93.16,0,0,0,31.05,57.23,0,12.56

89,22:00-22:15,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.130000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,57.86,27.96,0,0,30.81,0,0,92.4,0,0,0,30.8,57.86,0,12.77

90,22:15-22:30,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.130000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,57.61,26.58,0,0,29.78,0,0,89.32,0,0,0,29.77,57.61,0,19.16

91,22:30-22:45,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.130000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,64.94,26.37,0,0,29.45,0,0,88.35,0,0,0,29.45,64.94,0,18.7

92,22:45-23:00,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.130000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,64.33,24.42,0,0,28.83,0,0,86.54,0,0,0,28.85,64.33,0,18.06

93,23:00-23:15,0.000000,73.970000,0.000000,0.000000,31.830000,0.000000,9.130000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,64.25,25.07,0,0,30.34,0,0,91.04,0,0,0,30.35,64.25,0,17.93

94,23:15-23:30,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.130000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,63.15,25.08,0,0,30.28,0,0,90.83,0,0,0,30.28,63.15,0,17.8

95,23:30-23:45,0.000000,73.970000,0.000000,0.000000,30.870000,0.000000,9.130000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,62.53,24.41,0,0,29.78,0,0,89.35,0,0,0,29.78,62.53,0,17.96

96,23:45-24:00,0.000000,73.970000,0.000000,0.000000,31.830000,0.000000,9.130000,0.000000,0.000000,261.020000,101.040000,10.400000,115.790000,271.290000,0,0,61.87,24.14,0,0,30,0,0,90.01,0,0,0,30,61.87,0,18.07

