Block,Time,BSIUL,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,CHAMERA1,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,URI2,UNCHAHAR2,URI,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,TANDA2,TEHRI,DULHASTI,KISHANGANGA,KOLDAM,KOTESHWR,NJPC,PARBATI3,RAMPUR,RAPPB,RIHAND1,RAPPC,NAPP,TANAKPUR,JHAJJAR,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NLCIIST2,NLCTS2EXP,NNTPP,KGSU3AND4,KKNPPU2,KGSU1AND2,KKNP,MAPS,NLCIIST1,KUDGI,NLCEXP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,SIMHST2,TALST2,VALLURNTECL,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
6,01:15-01:30,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,20.178473,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0.60728,16.886901,39.63286,0,0.451754,0,79.12267,56.154068,42.344646,9.4794,657.89409,84.9422,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

7,01:30-01:45,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,20.178473,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,16.886901,39.63286,0,0.451754,0,79.12267,56.154068,42.344646,9.4794,657.89409,84.9422,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

8,01:45-02:00,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,16.886901,39.63286,0,0.451754,0,79.12267,56.154068,42.344646,1.1529,657.89409,84.9422,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

9,02:00-02:15,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,16.886901,39.63286,0,0.451754,0,79.12267,56.154068,42.344646,1.1529,657.89409,84.9422,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

10,02:15-02:30,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,16.886901,39.63286,0,0.451754,0,79.12267,56.154068,42.344646,1.1529,657.89409,84.9422,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

11,02:30-02:45,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,16.886901,39.63286,0,0.451754,0,79.12267,56.154068,42.344646,1.1529,657.89409,84.9422,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,44.918,418.77

12,02:45-03:00,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,16.886901,39.63286,0,0.451754,0,79.12267,56.154068,42.344646,1.1529,657.89409,84.9422,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,44.918,418.77

13,03:00-03:15,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,17.092839,39.63286,0,0.451754,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,44.918,418.77

14,03:15-03:30,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,17.092839,39.63286,0,0.451754,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,44.918,418.77

15,03:30-03:45,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,17.092839,59.44929,0,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

16,03:45-04:00,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,17.092839,59.44929,0,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

17,04:00-04:15,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.456305,0,17.092839,59.44929,0,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

18,04:15-04:30,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,17.515916,51.987208,1.456305,0,17.092839,59.44929,0,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

19,04:30-04:45,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,17.092839,59.44929,0,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

20,04:45-05:00,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,8.443451,59.44929,3.347989,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

21,05:00-05:15,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,52.992,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,59.44929,8.035175,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

22,05:15-05:30,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,52.992,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,59.44929,52.362552,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

23,05:30-05:45,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0.60728,0,59.44929,52.362552,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

24,05:45-06:00,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,1.214559,0,59.44929,52.362552,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,17.861956,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

25,06:00-06:15,6.5538,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0.981463,0,59.44929,52.362552,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,79.191352,0,0,25.676561,16.745583,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

26,06:15-06:30,6.5538,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0.981463,0,59.44929,52.362552,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,78.026773,0,0,25.676561,16.745583,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

27,06:30-06:45,6.5538,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,1.82184,0,59.44929,52.362552,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,78.026773,0,0,25.676561,16.745583,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

28,06:45-07:00,6.5538,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,1.82184,0,59.44929,6.695978,0.677631,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,78.026773,0,0,25.676561,16.745583,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

29,07:00-07:15,6.5538,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,1.82184,0,73.320791,3.749748,0.834938,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

30,07:15-07:30,6.5538,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,1.82184,0,79.26572,3.749748,0.899475,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,46.39908,418.77

31,07:30-07:45,6.5538,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,1.82184,0,79.26572,3.749748,0.899475,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

32,07:45:08:00,6.5538,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,1.82184,0,79.26572,3.749748,0.899475,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,70.265089,0,0,0,5.822894,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

33,08:00-08:15,6.5538,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,1.214559,0,79.26572,3.749748,0.899475,0,79.12267,56.154068,42.344646,0.5124,657.89409,82.502,0,70.265089,0,0,0,5.822894,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

34,08:15-08:30,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,1.214559,0,79.26572,3.749748,0.899475,0,79.12267,56.154068,42.344646,0.5124,657.89409,82.502,0,70.265089,0,0,0,5.822894,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

35,08:30-08:45,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0.60728,0,79.26572,0,0.899475,0,79.12267,56.154068,42.344646,0.5124,657.89409,82.502,0,70.265089,0,0,0,5.822894,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

36,08:45:09:00,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,69.357505,0,0.79057,0,79.12267,56.154068,42.344646,0.5124,657.89409,82.502,0,70.265089,0,0,0,5.822894,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

37,09:00:09:15,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,69.357505,0,0.79057,0,79.12267,56.154068,42.344646,0.5124,657.89409,82.502,0,67.961315,0,0,0,5.822894,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

38,09:15-09:30,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,52.992,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,69.357505,0,0.79057,0,79.12267,56.154068,42.344646,0.5124,657.89409,82.502,0,67.961315,0,0,0,5.822894,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

39,09:30-09:45,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,52.992,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,69.357505,0,0.79057,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,67.961315,0,0,0,5.822894,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

40,09:45-10:00,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,69.357505,0,0.79057,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,67.961315,0,0,0,5.822894,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

41,10:00-10:15,0,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,69.357505,0,0.79057,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,67.961315,0,0,0,5.822894,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

42,10:15-10:30,0,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,47.856678,0,0.544525,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,67.961315,0,0,0,5.822894,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

43,10:30-10:45,0,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,24.473291,0,0.278313,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,67.961315,0,0,0,8.152051,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

44,10:45-11:00,0,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.154068,42.344646,1.1529,657.89409,82.502,0,67.961315,0,0,0,8.152051,76.862194,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,43.097,418.77

45,11:00-11:15,0,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.029182,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.154068,42.344646,9.4794,657.89409,52.29,0,67.961315,0,0,0,8.152051,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

46,11:15-11:30,0,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.029182,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.154068,42.344646,9.4794,657.89409,52.29,0,67.961315,0,0,0,8.152051,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

47,11:30-11:45,0,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.029182,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.154068,42.344646,9.4794,657.89409,82.502,0,67.961315,0,0,0,8.152051,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

48,11:45-12:00,0,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.029182,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.154068,42.344646,0.5124,657.89409,82.502,0,67.961315,0,0,0,8.152051,78.026773,0,0,25.676561,15.62921,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

49,12:00-12:15,0,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.029182,1.44175,0,51.987208,1.456305,0,8.443451,0,0,0,0,79.12267,56.154068,42.344646,0.5124,657.89409,82.502,0,67.961315,0,0,0,8.152051,78.026773,0,0,25.676561,14.512839,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,11.5395,20.73185,0,147.515625,42.49,418.77

