Block,Time Block,TALST2,TALA,SINGRAULI,RSTPSU1TO6,RAPPC,RSTPSU7,SIMHST1,SALAL,RIHAND3,RAPPB,SEWA2,SIMHST2,RAMPUR,RIHAND2,SINGRAULI_HYDRO,RIHAND1,SASAN,DHAULIGNGA,FSTPP I & II,DULHASTI,NTPL,PARBATI3,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_RF,AURY_CRF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,KKNP,KGSU3AND4,KHSTPP-II,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,KOTESHWR,KGSU1AND2,MAPS,NAPP,NLCEXP,NJPC,KUDGI,BSIUL,DADRT2,BRBCL,CHAMERA1,CHAMERA2,CHAMERA3,UNCHAHAR2,URI,TEHRI,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,TANDA2,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.39,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,29.02,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,34.97,21.77,0,7.6,0,0,0,30.62,20.76,0,0,0,0,0,0

63,15:30-15:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,11.8,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,37.66,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,34.97,21.77,0,5.72,0,0,0,30.62,19.4,0,0,0,0,0,0

64,15:45-16:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,10.11,0,0,113.99,0.77,43.19,332.57,0,14,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,34.97,21.77,0,5.7,0,0,0,30.62,19.4,0,0,0,0,0,0

65,16:00-16:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,10.11,0,0,113.99,0.77,43.19,332.57,0,14.01,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,8.51,0,0,19.89,0,0,0,0,353.83,19.2,0,0,0,27.03,34.97,32.65,0,7.33,0,0,0,30.62,19.4,0.24,0,0,0,0,0

66,16:15-16:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,10.11,0,0,113.99,0.77,43.19,332.57,0,14.01,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,8.51,0,0,19.89,0,0,0,0,361.03,19.2,0,0,0,27.03,34.97,32.65,0,8.69,0,0,0,30.62,19.4,0.24,0,0,0,0,0

67,16:30-16:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,14.01,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,272.71,8.51,0,0,19.89,0,0,0,0,407.3,19.2,0,3.84,0,32.64,34.97,32.65,0,12.04,0,0,0,30.62,24.47,0.24,0,0,0,0,0

68,16:45-17:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,14.01,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,352.11,8.51,0,0,19.89,0,22.45,0,0,435.29,19.2,13.43,12.64,0,32.64,34.97,32.65,0,13.09,0,0,0,30.62,25.34,0.24,0,0,0,0,0

69,17:00-17:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,14.01,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,352.11,8.51,0,0,19.89,0,22.45,0,6.26,483.28,19.2,23.58,12.64,0,40.69,38.15,43.54,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

70,17:15-17:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,8.77,14.01,31.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,352.11,17.04,0,0,19.89,0,44.9,0,6.26,531.27,19.2,40.46,25.28,18.57,40.69,38.15,43.54,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

71,17:30-17:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,17.54,14.01,47.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,352.11,37.48,0,0,19.89,0,67.35,0,18.77,579.26,19.2,40.46,37.92,27.89,40.69,38.15,43.54,0,19.75,0,0,0,31.89,25.34,0.24,0,0,0,0,0

72,17:45-18:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,26.31,14.01,47.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,380.91,37.48,0,0,19.89,0,89.8,0,18.77,627.25,19.2,37.42,32.81,23.86,40.69,38.15,43.54,0,19.75,0,0,0,31.89,25.34,0.24,0,0,0,0,0

73,18:00-18:15,0,0,134.07,0,24.61,0,0,2.24,119.33,0,15.17,0,0,113.99,0.79,43.19,332.57,26.31,14.01,41.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.08,37.48,0,0,19.89,0,89.8,0,18.77,655.68,19.2,34.39,27.68,15.8,40.69,33.38,43.54,0,19.75,0,0,0,31.89,25.34,0.24,0,0,0,0,0

74,18:15-18:30,0,0,134.07,0,24.61,0,0,2.24,119.33,0,15.17,0,0,113.99,0.79,43.19,332.57,26.31,14.01,47.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,37.48,0,0,19.89,0,112.25,0,18.77,655.68,19.2,37.42,32.81,23.86,40.69,33.38,43.54,0,19.75,0,0,0,31.89,25.34,0.24,0,0,0,0,0

75,18:30-18:45,0,0,134.07,0,24.61,0,0,2.24,119.33,0,15.17,0,0,113.99,0.79,43.19,332.57,26.31,13.16,47.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,37.48,0,0,19.89,0,134.71,0,18.77,655.68,19.2,39.62,37.92,27.89,40.69,33.38,43.54,0,19.75,0,0,0,31.89,25.34,0.24,0,0,0,0,0

76,18:45-19:00,0,0,134.07,0,24.61,0,0,2.24,119.33,0,15.17,0,0,113.99,0.79,43.19,332.57,26.31,13.16,47.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,37.48,0,0,19.89,0,134.71,0,18.77,655.68,19.2,39.62,37.92,27.89,40.69,33.38,43.54,0,19.75,0,0,0,31.89,25.34,0.24,0,0,0,0,0

77,19:00-19:15,0,0,134.07,0,24.61,0,0,2.24,119.33,0,15.17,0,0,113.99,0.79,43.19,332.57,8.77,13.16,31.64,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,17.04,0,0,19.89,0,134.71,0,6.26,655.68,19.2,22.75,37.92,18.57,40.69,33.38,43.54,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

78,19:15-19:30,0,0,134.07,0,24.61,0,0,2.24,119.33,0,15.17,0,0,113.99,0.79,43.19,332.57,8.77,13.16,31.64,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,112.25,0,6.26,655.68,19.2,12.67,37.92,18.57,40.69,33.38,32.65,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

79,19:30-19:45,0,0,134.07,0,24.61,0,0,2.24,119.33,0,15.17,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,89.8,0,6.26,655.68,19.2,12.67,37.92,9.29,40.69,33.38,32.65,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

80,19:45-20:00,0,0,134.07,0,24.61,0,0,2.24,119.33,0,10.11,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,67.35,0,6.26,655.68,19.2,12.14,12.64,0,40.69,33.38,32.65,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

81,20:00-20:15,0,0,134.07,0,24.61,0,0,15.62,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,44.9,0,6.26,655.68,19.2,0,0,0,40.69,33.38,32.65,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

82,20:15-20:30,0,0,134.07,0,24.61,0,0,68.03,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,20.17,0,6.26,655.68,19.2,0,0,0,40.69,33.38,32.65,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

83,20:30-20:45,0,0,134.07,0,24.61,0,0,68.03,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,655.68,19.2,0,0,0,40.69,33.38,32.65,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

84,20:45-21:00,0,0,134.07,0,24.61,0,0,68.03,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,655.68,19.2,0,0,0,40.69,33.38,21.16,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

85,21:00-21:15,0,0,134.07,0,24.61,0,0,13.39,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,655.68,19.2,0,0,0,40.69,33.38,21.16,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

86,21:15-21:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,655.68,19.2,0,0,0,40.69,33.38,21.16,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

87,21:30-21:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,655.68,19.2,0,0,0,40.69,33.38,21.16,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

88,21:45-22:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,655.68,19.2,0,0,0,40.69,33.38,21.16,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

89,22:00-22:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,655.68,19.2,0,0,0,40.69,33.38,21.16,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

90,22:15-22:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,655.68,19.2,0,0,0,40.69,33.38,21.16,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

91,22:30-22:45,0,0,134.07,0,24.61,0,0,2.24,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,654.24,19.2,0,0,0,40.69,33.38,10.58,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

92,22:45-23:00,0,0,134.07,0,24.61,0,0,2.24,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,654.24,19.2,0,0,0,40.69,33.38,10.58,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

93,23:00-23:15,0,0,134.07,0,24.61,0,0,2.24,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,654.24,19.2,0,0,0,40.69,33.38,10.58,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

94,23:15-23:30,0,0,134.07,0,24.61,0,0,2.24,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,654.24,19.2,0,0,0,40.69,33.38,10.58,0,19.75,0,0,0,30.62,25.34,0.24,0,0,0,0,0

95,23:30-23:45,0,0,134.07,0,24.61,0,0,2.24,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,654.24,19.2,0,0,0,40.69,33.38,10.58,0,19.75,0,0,0,30.62,25.34,0,0,0,0,0,0

96,23:45-24:00,0,0,134.07,0,24.61,0,0,2.24,119.33,0,0,0,0,113.99,0.79,43.19,332.57,0,13.16,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,654.24,19.2,0,0,0,40.69,33.38,10.58,0,19.75,0,0,0,30.62,25.34,0,0,0,0,0,0

