Block,Time Block,KHSTPP-I,KGSU3AND4,KHSTPP-II,KGSU1AND2,KUDGI,FSTPP I & II,DADRT2,BSIUL,JHAJJAR,CHAMERA3,DHAULIGNGA,CHAMERA2,DULHASTI,CHAMERA1,BRBCL,ANTA_RF,AURY_CRF,AURY_GF,DADRI_CRF,DADRI_RF,DADRI_LF,AURY_RF,AURY_LF,DADRI_GF,KOTESHWR,KKNPPU2,KOLDAM,TelanganaSTPP,ANTA_GF,UNCHAHAR4,ANTA_CRF,UNCHAHAR3,VALLURNTECL,UNCHAHAR2,URI2,ANTA_LF,UNCHAHAR1,URI,TEHRI,MAPS,RIHAND1,RIHAND3,RSTPSU7,SIMHST1,SALAL,SEWA2,SIMHST2,TALST2,TALA,SINGRAULI_HYDRO,TANAKPUR,TANDA2,SASAN,SINGRAULI,RIHAND2,RSTPSU1TO6,KISHANGANGA,KKNP,NAPP,NJPC,NLCIIST1,NLCEXP,RAPPB,NTPL,RAPPC,NNTPP,PARBATI3,RAMPUR,NLCTS2EXP,NLCIIST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
30,07:15-07:30,43.75,0,142.92,0,0,15.12,564.87,18.85,305.36,28.01,26.42,38.08,47.64,40.62,19.27,0,0,0,0,0,0,0,0,0,37.63,0,0,0,0,0,0,21.92,0,35.21,32.02,0,17.32,32.45,42.25,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,135.26,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

31,07:30-07:45,44,0,142.92,0,0,17.54,497.41,18.85,249.46,28.01,23.42,38.08,47.64,40.62,19.27,0,0,0,0,0,0,0,0,0,37.63,0,0,0,0,0,0,21.92,0,35.21,32.02,0,17.32,32.45,42.25,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,118.09,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

32,07:45-08:00,44,0,142.92,0,0,17.54,449.23,6.28,249.46,9.33,15.27,25.38,31.76,40.62,19.27,0,0,0,0,0,0,0,0,0,17.11,0,0,0,0,0,0,21.92,0,35.21,32.02,0,17.32,32.45,42.25,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,112.7,0,0,0,0,24.82,0,3.44,0,0,0,0,0,0,0,0

33,08:00-08:15,44,0,142.92,0,0,17.54,362.5,6.28,236.54,9.33,7.63,25.38,31.76,23.6,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.54,0,25.94,25.92,0,12.35,32.45,42.25,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,90.16,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,44,0,142.92,0,0,17.54,362.5,6.28,230.38,9.33,0,12.69,15.88,22.84,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.54,0,25.94,25.92,0,12.35,38.31,31.7,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,67.62,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,37.94,0,123.18,0,0,15.12,362.5,12.57,230.38,9.33,0,0,15.88,11.81,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,13.99,0,22.46,24.63,0,11.45,38.31,31.7,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,6.04,0,396.8,134.62,114.45,0,0,0,40.66,22.54,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,37.94,0,123.18,0,0,15.12,362.5,12.57,230.38,0,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,13.99,0,22.46,24.63,0,11.45,38.31,21.12,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,6.04,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,37.94,0,123.18,0,0,15.12,362.5,12.57,230.38,0,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,13.99,0,22.46,24.63,0,11.45,38.31,21.12,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,6.04,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,44,0,142.92,0,0,17.54,362.5,12.57,230.38,0,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,13.99,0,22.46,24.63,0,11.45,33.52,13.36,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,6.04,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,44,0,142.92,0,0,14.05,362.5,12.57,230.38,0,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,13.99,0,22.46,24.63,0,11.45,33.52,10.69,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,6.04,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,44,0,142.92,0,0,14.05,362.5,12.57,230.38,0,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,13.99,0,22.46,24.63,0,11.45,33.52,0,0,88.66,119.82,0,0,12.32,10.15,0,0,0,0.77,6.04,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,38.64,0,142.92,0,0,14.05,362.5,12.57,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.89,33.52,0,0,88.66,119.82,0,0,12.32,9.76,0,0,0,0.77,6.04,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,38.64,0,142.92,0,0,14.05,362.5,12.57,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,9.76,0,0,0,0.77,6.04,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,28.56,0,116.94,0,0,11.26,362.5,12.57,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,9.76,0,0,0,0.77,0.24,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,28.56,0,114.58,0,0,11.26,362.5,12.57,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,28.56,0,114.58,0,0,11.26,362.5,12.57,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,24.59,0,97.56,0,0,11.26,362.5,12.57,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,24.59,0,97.56,0,0,11.26,362.5,12.57,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,24.59,0,97.56,0,0,11.26,362.5,12.57,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,24.59,0,78.61,0,0,11.26,362.5,6.28,230.38,0,8.81,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,24.59,0,78.61,0,0,11.26,362.5,6.28,230.38,0,8.81,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,8.81,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,8.81,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,24.63,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,24.63,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,23.33,0,12.91,33.52,0,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,23.33,0,12.91,33.52,10.57,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,32.02,0,12.91,33.52,10.57,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,32.02,0,12.91,33.52,10.57,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,32.02,0,12.91,33.52,10.57,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,24.59,0,78.61,0,0,11.26,304.67,6.28,230.38,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,32.02,0,12.91,33.52,21.12,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0.24,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,32.58,0,106.15,0,0,11.26,304.67,6.28,230.38,0,8.81,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,32.02,0,11.45,33.52,21.12,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0.24,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

