Block,Time,KKNP,RAMPUR,RAPPB,RSTPSU7,SALAL,SIMHST2,ANTA_CRF,AURY_CRF,AURY_RF,DADRI_CRF,KGSU3AND4,KISHANGANGA,PARBATI3,RIHAND3,TelanganaSTPP,UNCHAHAR4,URI2,AURY_GF,KHSTPP-II,NLCIIST1,RIHAND1,RSTPSU1TO6,SASAN,TALST2,UNCHAHAR3,VALLURNTECL,AURY_LF,BRBCL,KGSU1AND2,NTPL,TALA,TEHRI,UNCHAHAR2,ANTA_RF,DADRT2,KHSTPP-I,NLCIIST2,NLCTS2EXP,RAPPC,SINGRAULI_HYDRO,BSIUL,CHAMERA1,JHAJJAR,KKNPPU2,MAPS,NJPC,NNTPP,RIHAND2,SIMHST1,TANAKPUR,URI,ANTA_LF,CHAMERA3,KOLDAM,KOTESHWR,KUDGI,NAPP,NLCEXP,UNCHAHAR1,ANTA_GF,DADRI_LF,DADRI_RF,CHAMERA2,DHAULIGNGA,DULHASTI,FSTPP I & II,SEWA2,SINGRAULI,TANDA2,DADRI_GF
63,15:30-15:45,0,2.44,0,0,76.69,0,0,0,74.29,0,0,1.44,0,127.6,0,1.62,15.52,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.11,0,43.71,30.16,686.07,44.92,0,0,59.79,0,0,0,413.81,0,0,113.81,0,121.71,0,9.74,16.56,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,10.45,40.2,54.53,20.8,0,141.78,2.55,0

64,15:45-16:00,0,2.44,0,0,76.69,0,0,0,74.29,0,0,1.44,0,127.6,0,1.62,15.52,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.11,8.18,43.71,30.16,686.07,44.92,0,0,59.79,0,0,0,413.81,0,0,113.81,0,121.71,0,9.74,16.56,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,10.45,40.2,54.53,20.8,0,141.78,2.55,0

65,16:00-16:15,0,2.44,0,0,76.69,0,0,0,74.29,0,0,1.44,0,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.05,17.72,43.71,30.16,686.07,44.92,0,0,59.79,0,6.52,0,413.81,0,0,113.81,0,121.71,0,9.74,16.56,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,10.45,30.23,54.53,20.8,0,141.78,2.55,0

66,16:15-16:30,0,2.44,0,0,76.69,0,0,0,74.29,0,0,1.44,0,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.94,17.72,43.71,30.16,686.07,44.92,0,0,59.79,0,6.52,0,413.81,0,0,113.81,0,121.71,0,9.74,16.56,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,10.45,30.23,54.53,20.8,0,141.78,2.55,0

67,16:30-16:45,0,2.44,0,0,76.69,0,0,0,74.29,0,0,1.44,0,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.85,35.44,43.71,28.98,686.07,44.92,0,0,59.79,0,6.52,0,413.81,0,0,113.81,0,121.71,0,9.74,8.28,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,10.45,30.23,54.53,20.8,0,102.83,2.55,0

68,16:45-17:00,0,2.44,0,0,76.69,0,0,0,74.29,0,0,1.44,0,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.47,35.44,43.71,28.98,686.07,44.92,0,0,59.79,0,6.52,0,413.81,0,0,113.81,0,121.71,0,9.74,8.28,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,10.45,30.23,54.53,20.8,0,102.83,2.55,0

69,17:00-17:15,0,2.44,0,0,76.69,0,0,0,74.29,0,0,1.44,0,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.79,53.16,43.71,28.98,686.07,44.92,0,0,59.79,0,6.52,0,413.81,0,0,113.81,0,121.71,0,9.74,8.28,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,10.45,30.23,54.53,20.8,0,102.83,2.55,0

70,17:15-17:30,0,2.44,0,0,76.69,0,0,0,74.29,0,0,2.88,0,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.5,53.16,43.71,28.98,686.07,44.92,0,0,59.79,0,6.52,0,413.81,0,0,113.81,0,121.71,0,9.74,8.28,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,10.45,30.23,54.53,20.8,0,102.83,2.55,0

71,17:30-17:45,0,2.44,0,0,76.69,0,0,0,74.29,0,0,2.88,3.94,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.29,53.16,43.71,28.98,686.07,44.92,0,0,59.79,0,6.52,0,413.81,0,0,113.81,0,121.71,0,9.74,8.28,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,13.43,30.23,54.53,20.8,0,102.83,2.89,0

72,17:45-18:00,0,2.44,0,0,76.69,0,0,0,74.29,0,0,2.88,5.62,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.11,70.87,43.71,28.98,686.07,44.92,0,0,59.79,0,1.1,0,413.81,0,0,113.81,0,121.71,0,9.74,11.04,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,13.43,30.23,54.53,20.8,0,102.83,2.89,0

73,18:00-18:15,0,2.44,0,0,76.69,0,0,0,74.29,0,0,2.88,8.43,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,8.73,70.87,43.71,28.98,686.07,44.92,0,0,59.79,0,1.1,14.05,413.81,0,0,113.81,0,121.71,0,9.74,16.56,0,10.69,2.43,9.66,0,45.46,0,20.96,0,0,101.12,13.43,30.23,54.53,20.8,2.94,102.83,2.89,0

74,18:15-18:30,0,2.74,0,0,76.69,0,0,0,74.29,0,0,2.88,54.11,127.6,0,1.62,14.04,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,8.58,70.87,43.71,28.98,686.07,44.92,0,0,59.79,0,2.2,28.1,413.81,0,0,127.88,0,121.71,0,9.74,16.56,0,21.37,3.64,9.66,0,45.46,0,20.96,0,0,101.12,28.34,40.2,54.53,20.8,8.8,102.83,2.89,0

75,18:30-18:45,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,54.11,127.6,0,1.62,35.46,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,8.58,70.87,43.71,28.98,685.91,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,50.79,0,33.74,4.01,21.46,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,14.66,102.83,2.89,0

76,18:45-19:00,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,54.11,127.6,0,1.62,35.46,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,8.56,70.87,43.71,28.98,685.93,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,50.79,0,33.74,4.01,21.46,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,14.66,102.83,2.89,0

77,19:00-19:15,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,54.11,127.6,0,1.62,35.46,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,8.7,70.87,43.71,28.98,686,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,11.04,0,33.74,4.01,21.46,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,14.66,102.83,2.89,0

78,19:15-19:30,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,54.11,127.6,0,1.62,35.46,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.08,70.87,43.71,28.98,686.02,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,11.04,0,33.74,4.01,21.46,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,14.66,102.83,2.89,0

79,19:30-19:45,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,54.11,127.6,0,1.62,11.08,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.41,70.87,43.71,28.98,686.05,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,11.04,0,33.74,4.01,21.46,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,14.66,102.83,2.89,0

80,19:45-20:00,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,7.03,127.6,0,1.62,11.08,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.58,70.87,43.71,28.98,686.07,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,11.04,0,33.74,4.01,21.46,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,14.66,102.83,2.89,0

81,20:00-20:15,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,11.08,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.7,70.87,43.71,28.98,686.07,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,16.56,0,33.74,4.01,21.46,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,14.66,102.83,2.89,0

82,20:15-20:30,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,11.08,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,9.76,70.87,43.71,28.98,686.07,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,16.56,0,33.74,4.01,21.46,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,14.66,102.83,2.89,0

83,20:30-20:45,0,3.22,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10,70.87,43.71,29.56,686.07,44.92,0,0,59.79,0,0,28.1,413.81,0,0,150.02,0,121.71,0,9.74,16.56,0,32.08,4.01,19.54,0,45.46,0,20.96,0,0,101.12,44.22,30.23,54.53,20.8,10.26,102.83,2.89,0

84,20:45-21:00,0,3.22,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.21,70.87,43.71,29.56,686.07,44.92,0,0,59.79,0,0,28.1,413.81,0,0,150.02,0,121.71,0,9.74,16.56,0,32.08,4.01,19.32,0,45.46,0,20.96,0,0,101.12,44.22,30.23,54.53,20.8,5.12,102.83,2.89,0

85,21:00-21:15,0,3.22,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.32,70.87,43.71,29.56,686.07,44.92,0,0,59.79,0,0,28.1,413.81,0,0,150.02,0,121.71,0,9.74,16.56,0,32.08,4.01,19.32,0,45.46,0,20.96,0,0,101.12,44.22,30.23,54.53,20.8,5.12,102.83,2.89,0

86,21:15-21:30,0,3.22,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.37,70.87,43.71,29.56,686.07,44.92,0,0,59.79,0,0,28.1,413.81,0,0,150.02,0,121.71,0,9.74,16.56,0,32.08,4.01,19.32,0,45.46,0,20.96,0,0,101.12,44.22,30.23,54.53,20.8,5.12,102.83,2.89,0

87,21:30-21:45,0,3.22,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.56,70.87,43.71,29.56,686.07,44.92,0,0,59.79,0,0,28.1,413.81,0,0,150.02,0,121.71,0,9.74,19.87,0,32.08,4.01,19.32,0,45.46,0,20.96,0,0,101.12,44.22,30.23,54.53,20.8,5.12,102.83,2.89,0

88,21:45-22:00,0,3.22,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.56,70.87,43.71,29.56,686.07,44.92,0,0,59.79,0,0,28.1,413.81,0,0,150.02,0,121.71,0,9.74,19.87,0,32.08,4.01,19.32,0,45.46,0,20.96,0,0,101.12,44.22,30.23,54.53,20.8,10.26,102.83,2.89,0

89,22:00-22:15,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.58,70.87,43.71,29.56,686.07,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,50.79,0,33.74,4.01,32.2,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,13.19,105.16,2.89,0

90,22:15-22:30,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,3.94,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.61,70.87,43.71,29.56,686.07,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,50.79,0,33.74,4.01,32.2,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,13.19,105.16,2.89,0

91,22:30-22:45,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,15.46,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.61,70.87,43.71,30.16,686.07,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,16.56,0,33.74,4.01,32.2,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,13.19,105.16,2.89,0

92,22:45-23:00,0,3.29,0,0,77.85,0,0,0,74.29,0,0,4.32,15.46,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.61,70.87,43.71,30.16,686.07,44.92,0,0,59.79,0,19.56,42.15,413.81,0,0,153.34,0,121.71,0,10.63,11.04,0,33.74,4.01,32.2,0,45.46,0,20.96,0,0,101.12,45.65,41.42,55.08,20.8,13.19,105.16,2.89,0

93,23:00-23:15,0,3.22,0,0,65.07,0,0,0,74.29,0,0,2.88,15.46,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.61,70.87,43.71,30.75,686.07,44.92,0,0,59.79,0,1.1,28.1,413.81,0,0,150.02,0,121.71,0,9.74,11.04,0,21.37,4.01,21.46,0,45.46,0,20.96,0,0,101.12,26.85,40.2,54.53,20.8,9.52,105.16,2.89,0

94,23:15-23:30,0,3.22,0,0,65.07,0,0,0,74.29,0,0,1.44,15.46,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.61,70.87,43.71,30.75,686.07,44.92,0,0,59.79,0,0,14.05,413.81,0,0,150.02,0,121.71,0,9.74,11.04,0,21.37,4.01,9.66,0,45.46,0,20.96,0,0,101.12,26.85,40.2,54.53,20.8,2.94,105.16,2.89,0

95,23:30-23:45,0,3.22,0,0,65.07,0,0,0,74.29,0,0,0.14,15.46,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.61,70.87,43.71,30.75,686.07,44.92,0,0,59.79,0,0,14.05,413.81,0,0,150.02,0,121.71,0,9.74,11.04,0,21.37,4.01,9.66,0,45.46,0,20.96,0,0,101.12,26.85,40.2,54.53,20.8,0,105.16,2.89,0

96,23:45-24:00,0,3.22,0,0,65.07,0,0,0,74.29,0,0,0,15.46,127.6,0,1.62,10.35,0,98.87,0,47.33,0,418.77,0,0,0,0,15,0,0,10.61,70.87,43.71,30.75,686.07,44.92,0,0,59.79,0,0,14.05,413.81,0,0,150.02,0,121.71,0,9.74,11.04,0,21.37,4.01,9.66,0,45.46,0,20.96,0,0,101.12,26.85,40.2,54.53,20.8,0,105.16,2.89,0

