Block,Time,CHAMERA1,DULHASTI,MAPS,NLCEXP,RAMPUR,SALAL,SINGRAULI,TALST2,ANTA_LF,FSTPP I & II,KUDGI,NLCTS2EXP,RAPPC,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,ANTA_CRF,DADRI_GF,CHAMERA3,DADRT2,NNTPP,PARBATI3,RIHAND1,ANTA_RF,AURY_LF,DHAULIGNGA,KGSU3AND4,KHSTPP-I,KOTESHWR,NAPP,NLCIIST2,RIHAND2,SASAN,TEHRI,TelanganaSTPP,URI,KKNPPU2,KOLDAM,NLCIIST1,NTPL,TALA,ANTA_GF,AURY_GF,KGSU1AND2,KHSTPP-II,NJPC,RAPPB,RIHAND3,RSTPSU1TO6,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,BRBCL,CHAMERA2,KISHANGANGA,SEWA2,UNCHAHAR1,URI2,AURY_RF,DADRI_CRF,DADRI_LF,DADRI_RF,BSIUL,JHAJJAR,KKNP,SIMHST2,TANAKPUR,TANDA2,AURY_CRF
63,15:30-15:45,0,32.96,0,0,0,2.33,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

64,15:45-16:00,0,32.96,0,0,0,2.33,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

65,16:00-16:15,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,40.11,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,3.23,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,13.06,0,0

66,16:15-16:30,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,40.11,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,3.27,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,13.06,0,0

67,16:30-16:45,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,40.11,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,3.53,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,9.22,0,0

68,16:45-17:00,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,40.11,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,3.5,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,9.22,0,0

69,17:00-17:15,0,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,40.11,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,14.93,0,3.31,0,0,0,0,3.18,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,9.22,0,0

70,17:15-17:30,0,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,40.11,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,14.93,0,3.31,0,0,0,0,2.7,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,9.22,0,0

71,17:30-17:45,0,49.43,0,0,0,2.33,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,40.11,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,29.87,0,3.31,0,0,0,0,2.26,0,0,0,148.3,70.17,0,124.32,0,0,0,0,14.29,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,9.22,0,0

72,17:45-18:00,14.05,49.43,0,0,0,2.33,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,2.55,92,40.11,0,18.23,0,45.53,8.87,41.44,0,118.76,388.12,46.69,0,3.31,0,0,0,0,2.14,0,0,0,148.3,93.56,0,124.32,0,0,0,0,14.29,5.33,0,0,20.56,4.84,68.96,0,21.92,65.76,1.1,472.31,0,0,9.22,0,0

73,18:00-18:15,42.15,49.43,0,0,0,2.33,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,19.36,341.57,0,5.09,92,40.63,0,27.48,0,45.53,8.87,41.44,0,118.76,388.12,60.98,0,3.31,0,0,0,0,1.88,0,0,0,148.3,140.34,0,124.32,0,0,0,0,14.29,8,0,2.67,20.56,4.84,69.29,0,21.92,65.76,6.52,472.31,0,0,9.22,0,0

74,18:15-18:30,42.15,49.43,0,0,0,26.14,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,49.01,92,40.63,0,37.65,0,45.53,19.72,41.44,0,118.76,388.12,62.24,0,4.41,0,0,0,0,1.91,0,0,0,148.3,140.34,0,124.32,0,0,0,0,14.29,40.79,0,7.19,20.56,4.84,69.29,0,21.92,65.76,19.56,472.31,0,0,13.06,0,0

75,18:30-18:45,42.15,49.43,0,0,0,79.38,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,49.01,92,40.63,0,37.65,0,45.53,19.72,41.44,0,118.76,388.12,62.24,0,27.6,0,0,0,0,1.97,0,0,0,148.3,140.34,0,124.32,0,0,0,0,14.29,40.79,0,15.81,20.56,4.84,69.29,0,21.92,65.76,19.56,472.31,0,0,13.06,0,0

76,18:45-19:00,42.15,49.43,0,0,0,79.38,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,49.01,92,40.95,0,37.65,0,45.53,19.72,41.44,0,118.76,388.12,62.24,0,27.6,0,0,0,0,2.06,0,0,0,148.3,140.34,0,124.32,0,0,0,0,14.29,40.79,0,15.81,20.56,4.84,69.29,0,21.92,65.76,19.56,472.31,0,0,11.78,0,0

77,19:00-19:15,42.15,49.43,0,0,0,79.38,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,49.01,92,41.16,0,37.65,0,45.53,19.72,41.44,0,118.76,388.12,62.24,0,15.45,0,0,0,0,1.82,0,0,0,148.3,140.34,0,124.32,0,0,0,0,14.29,40.79,0,15.81,20.56,4.84,69.29,0,21.92,65.76,19.56,472.31,0,0,11.78,0,0

78,19:15-19:30,42.15,49.43,0,0,0,79.38,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,49.01,92,41.16,0,37.65,0,45.53,19.72,41.44,0,118.76,388.12,62.24,0,13.25,0,0,0,0,2.02,0,0,0,148.3,140.34,0,124.32,0,0,0,0,14.29,40.79,0,15.81,20.56,4.84,69.29,0,21.92,65.76,19.56,472.31,0,0,11.78,0,0

79,19:30-19:45,42.15,49.43,0,0,0,26.14,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,49.01,92,41.16,0,37.65,0,45.53,19.72,41.44,0,118.76,388.12,62.24,0,19.87,0,0,0,0,2.06,0,0,0,148.3,140.34,0,124.32,0,0,0,0,14.29,40.79,0,15.81,20.56,4.84,69.29,0,21.92,65.76,19.56,472.31,0,0,11.78,0,0

80,19:45-20:00,42.15,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,5.09,92,41.16,0,37.65,0,45.53,19.72,41.44,0,118.76,388.12,62.24,0,19.87,0,0,0,0,2.21,0,0,0,148.3,140.34,0,124.32,0,0,0,0,14.29,40.79,0,15.81,20.56,4.84,69.29,0,21.92,65.76,19.56,472.31,0,0,11.78,0,0

81,20:00-20:15,42.15,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,2.55,92,41.16,0,37.65,0,45.53,19.72,41.44,0,118.76,388.12,62.24,0,19.87,0,0,0,0,2.41,0,0,0,148.3,140.34,0,124.32,0,0,0,0,14.29,40.79,0,12,20.56,4.84,69.29,0,21.92,65.76,19.56,472.31,0,0,11.78,0,0

82,20:15-20:30,26.62,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,19.36,341.57,0,0,92,41.16,0,27.48,0,45.53,9.86,41.44,0,118.76,388.12,62.24,0,19.87,0,0,0,0,2.53,0,0,0,148.3,113.64,0,124.32,0,0,0,0,14.29,12,0,8.84,20.56,4.84,69.29,0,21.92,65.76,6.52,472.31,0,0,9.22,0,0

83,20:30-20:45,11.85,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,19.36,341.57,0,0,92,41.16,0,18.23,0,45.53,8.87,41.44,0,118.76,388.12,62.24,0,27.6,0,0,0,0,2.82,0,0,0,148.3,85.23,0,124.32,0,0,0,0,14.29,12,0,8,20.56,4.84,69.29,0,21.92,65.76,6.52,472.31,0,0,9.22,0,0

84,20:45-21:00,11.85,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,19.36,341.57,0,0,92,41.16,0,18.23,0,45.53,8.87,41.44,0,118.76,388.12,62.24,0,27.6,0,0,0,0,2.96,0,0,0,148.3,66.57,0,124.32,0,0,0,0,14.29,12,0,8,20.56,4.84,69.29,0,21.92,65.76,6.52,472.31,0,0,9.22,0,0

85,21:00-21:15,11.85,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.16,0,18.23,0,45.53,8.87,41.44,0,118.76,388.12,62.24,0,13.25,0,0,0,0,3.15,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,9.33,0,8,20.56,4.84,69.29,0,21.92,65.76,6.52,472.31,0,0,9.22,0,0

86,21:15-21:30,11.85,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.16,0,18.23,0,45.53,8.87,41.44,0,118.76,388.12,62.24,0,13.25,0,0,0,0,3.39,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,9.33,0,8,20.56,4.84,69.29,0,21.92,65.76,1.1,472.31,0,0,9.22,0,0

87,21:30-21:45,11.85,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,62.24,0,3.31,0,0,0,0,3.53,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,9.33,0,8,20.56,4.84,69.29,0,21.92,65.76,0,472.31,0,0,9.22,0,0

88,21:45-22:00,11.85,49.43,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,62.24,0,3.31,0,0,0,0,3.62,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,9.33,0,8,20.56,4.84,69.29,0,21.92,65.76,0,472.31,0,0,9.22,0,0

89,22:00-22:15,11.85,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,46.69,0,3.31,0,0,0,0,3.67,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,9.33,0,8,20.56,4.84,69.5,0,21.92,65.76,0,472.31,0,0,9.99,0,0

90,22:15-22:30,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,46.69,0,3.31,0,0,0,0,3.79,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,9.33,0,8,20.56,4.84,69.5,0,21.92,65.76,0,472.31,0,0,9.99,0,0

91,22:30-22:45,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,46.69,0,3.31,0,0,0,0,3.32,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,2.93,0,2.67,20.56,4.84,69.5,0,21.92,65.76,0,472.31,0,0,9.99,0,0

92,22:45-23:00,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,46.69,0,3.31,0,0,0,0,3.35,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,2.93,0,0,20.56,4.84,69.5,0,21.92,65.76,0,472.31,0,0,9.99,0,0

93,23:00-23:15,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,42.74,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,46.69,0,3.31,0,0,0,0,3.43,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,2.93,0,0,20.56,4.84,69.5,0,21.92,65.76,0,472.31,0,0,9.99,0,0

94,23:15-23:30,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,42.74,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,46.69,0,3.31,0,0,0,0,3.43,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,2.93,0,0,20.56,4.84,69.5,0,21.92,65.76,0,472.31,0,0,9.99,0,0

95,23:30-23:45,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,42.74,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,46.69,0,3.86,0,0,0,0,3.5,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,2.93,0,0,20.56,4.84,69.5,0,21.92,65.76,0,472.31,0,0,9.99,0,0

96,23:45-24:00,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,42.74,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,46.69,0,3.86,0,0,0,0,3.62,0,0,0,148.3,39.78,0,124.32,0,0,0,0,14.29,2.93,0,0,20.56,4.84,69.5,0,21.92,65.76,0,472.31,0,0,9.99,0,0

