Block,Time Block,KUDGI,MAPS,KOTESHWR,KHSTPP-I,FSTPP I & II,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,JHAJJAR,DHAULIGNGA,DULHASTI,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,ANTA_CRF,AURY_CRF,ANTA_RF,ANTA_GF,ANTA_LF,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,DADRT2,BSIUL,URI,TelanganaSTPP,UNCHAHAR2,UNCHAHAR4,TEHRI,UNCHAHAR1,URI2,UNCHAHAR3,VALLURNTECL,NNTPP,RIHAND3,NAPP,NTPL,RAPPC,PARBATI3,NLCEXP,RAPPB,NLCIIST1,RIHAND2,NJPC,NLCIIST2,NLCTS2EXP,RAMPUR,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TALST2,SIMHST2,TANDA2,RSTPSU7,SALAL,SEWA2,SINGRAULI,TALA,TANAKPUR,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,0,0,9.33,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,38.39,0,23.22,0,0,11.82,31.39,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,80.53,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,69.48,9.31,10.52,396.54,0,0,0,0,0

57,14:00-14:15,0,0,9.33,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,38.39,0,23.22,0,0,11.82,31.39,14.37,0,0,88.05,43.09,0,58.16,20.36,0,0,0,101.93,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,81.5,9.31,10.52,396.54,0,0,0,0,0

58,14:15-14:30,0,0,9.33,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,38.39,0,23.22,0,0,11.82,31.39,14.37,0,0,98.46,43.09,0,58.16,20.36,0,0,0,101.93,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,81.5,9.29,10.52,396.54,0,0,0,0,0

59,14:30-14:45,0,0,9.33,29.83,12.9,0,0,106.4,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,45.84,0,23.22,0,0,11.82,31.39,14.37,0,0,98.46,43.09,0,58.16,20.36,0,0,0,101.93,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,82.07,9.43,10.52,396.54,0,0,0,0,0

60,14:45-15:00,0,0,9.33,37.72,16.12,0,0,125.67,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,45.84,0,23.22,0,0,13.72,31.39,17.34,0,0,98.46,43.09,0,58.16,20.36,0,0,0,101.93,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,82.07,9.29,10.52,396.54,0,0,0,0,0

61,15:00-15:15,0,0,9.33,37.72,16.12,0,0,125.67,0,0,5.17,2.78,114.34,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,38.39,0,36.14,0,0,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,113.42,9.25,10.52,396.54,0,0,0,0,0

62,15:15-15:30,0,0,9.33,37.72,16.12,0,0,125.67,0,0,5.17,2.78,129.69,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,38.39,0,36.14,0,16.42,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,113.42,9.34,10.52,396.54,0,0,0,0,0

63,15:30-15:45,0,0,9.33,37.72,16.12,0,0,125.67,0,0,5.17,2.78,129.69,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,410.55,6.3,38.39,0,36.14,0,16.42,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,113.42,9.41,10.52,396.54,0,0,0,0,0

64,15:45-16:00,0,0,9.33,37.72,16.12,0,0,125.67,0,0,5.17,2.78,129.69,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,17.55,429.86,6.3,38.39,0,36.14,0,32.84,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,113.42,9.56,10.52,396.54,0,0,0,0,0

65,16:00-16:15,0,0,9.33,37.72,16.12,0,0,125.67,0,0,5.17,2.78,129.69,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,28.77,458.83,6.3,38.39,0,36.14,0,32.84,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,113.42,9.2,12.5,396.54,0,0,0,0,0

66,16:15-16:30,0,0,9.33,37.72,16.12,0,0,125.67,0,0,5.17,2.78,129.69,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,478.15,6.3,38.39,0,36.14,0,32.84,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.3,11.18,113.42,9.11,12.5,396.54,0,0,0,0,0

67,16:30-16:45,0,0,9.33,37.72,16.12,0,0,125.67,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,507.12,12.59,38.39,0,36.14,0,32.84,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,6.79,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.87,11.18,113.42,9.06,10.52,396.54,0,0,0,0,0

68,16:45-17:00,0,0,9.33,37.72,16.12,0,0,125.67,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,526.43,12.59,38.39,0,36.14,0,32.84,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,6.79,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.87,11.18,113.42,8.88,10.52,396.54,0,0,0,0,0

69,17:00-17:15,0,0,9.33,42.79,16.82,0,0,142.73,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,565.06,12.59,38.39,0,36.14,0,32.84,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,6.79,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.87,11.18,113.42,8.77,2.47,396.54,0,0,0,0,0

70,17:15-17:30,0,0,9.33,42.79,16.82,0,0,142.73,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,584,12.59,38.39,0,36.14,0,32.84,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,6.79,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.87,11.18,113.42,8.69,2.47,396.54,0,0,0,0,0

71,17:30-17:45,0,0,9.33,42.79,16.82,0,0,142.73,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,584,18.89,38.39,0,36.14,0,32.84,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,17.64,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.87,11.18,113.42,8.52,2.47,396.54,0,0,0,0,0

72,17:45-18:00,0,0,9.33,42.79,16.82,0,0,142.73,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,584,18.89,38.39,0,36.14,0,51.34,17.61,31.39,22.74,0,0,123.22,43.09,0,58.16,17.64,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,0,0,76.87,11.18,113.42,8.4,10.52,396.54,0,0,0,0,0

73,18:00-18:15,0,0,18.66,42.79,16.82,0,0,142.73,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,581.01,18.89,38.39,0,36.58,0.86,51.34,17.52,31.39,22.62,0,0,123.22,43.09,0,58.16,17.64,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,8.29,10.52,396.54,0,0,0,0,0

74,18:15-18:30,0,0,27.99,42.79,16.82,0,0,142.73,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,581.01,18.89,38.39,0,36.58,0.86,51.34,17.52,31.39,22.62,0,0,123.22,43.09,0,58.16,35.29,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,8.2,12.5,396.54,0,0,0,0,0

75,18:30-18:45,0,0,37.31,42.79,16.82,0,0,142.73,0,0,5.17,2.78,206.95,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,584,18.89,38.39,0,36.52,0.86,51.34,17.71,31.39,22.88,0,0,123.22,43.09,0,58.16,35.29,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,7.93,12.5,396.54,0,0,0,0,0

76,18:45-19:00,0,0,41.05,42.79,16.82,0,0,142.73,0,0,5.17,4.17,303.52,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,583.75,19.52,38.39,0,36.52,0.86,68.44,17.71,31.39,22.88,0,0,123.22,43.09,0,58.16,35.29,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,7.83,12.5,396.54,0,0,0,0,0

77,19:00-19:15,0,0,41.05,42.79,16.82,0,0,142.73,0,0,5.17,4.17,361.46,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,587.8,0,38.39,0,36.52,0.86,68.44,17.71,31.39,22.88,0,0,123.22,43.09,0,58.16,35.29,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,7.83,12.5,396.54,0,0,0,0,0

78,19:15-19:30,0,0,41.05,42.79,16.82,0,0,142.73,0,0,5.17,4.17,361.46,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,587.8,0,38.39,0,36.52,0.86,68.44,17.71,31.39,22.88,0,0,123.22,43.09,0,58.16,35.29,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,8.06,11.75,396.54,0,0,0,0,0

79,19:30-19:45,0,0,41.05,42.79,16.82,0,0,142.73,0,0,5.17,4.17,389.99,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,651.45,0,38.39,0,40.96,0.86,68.44,19.85,31.39,25.49,0,0,123.22,43.09,0,58.16,35.29,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,8.31,12.25,396.54,0,0,0,0,0

80,19:45-20:00,0,0,41.05,42.79,16.82,0,0,142.73,0,0,5.17,4.17,389.99,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,31.39,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,8.4,12.25,396.54,0,0,0,0,0

81,20:00-20:15,0,0,41.05,42.79,16.82,0,0,142.73,0,0,5.17,4.17,389.99,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,31.39,25.49,0,0,123.22,43.09,0,58.16,29.86,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,8.54,12.25,396.54,0,0,0,0,0

82,20:15-20:30,0,0,41.05,42.79,16.82,0,0,142.73,0,0,5.17,4.17,389.99,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,31.39,25.49,0,0,123.22,43.09,0,58.16,29.86,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,113.42,8.65,12.5,396.54,0,0,0,0,0

83,20:30-20:45,0,0,41.05,42.79,17.85,0,0,142.73,0,0,5.17,4.17,389.99,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,29.86,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,8.77,11.13,396.54,0,0,0,0,0

84,20:45-21:00,0,0,37.31,42.79,17.85,0,0,142.73,0,0,5.17,4.17,389.99,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,29.86,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,8.91,11.13,396.54,0,0,0,0,0

85,21:00-21:15,0,0,37.31,42.79,17.85,0,0,142.73,0,0,5.17,4.17,389.99,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,29.86,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,8.97,2.47,396.54,0,0,0,0,0

86,21:15-21:30,0,0,37.31,42.79,17.85,0,0,142.73,0,0,5.17,4.17,389.99,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.06,2.47,396.54,0,0,0,0,0

87,21:30-21:45,0,0,37.31,42.79,17.85,0,0,142.73,0,0,5.17,4.17,389.99,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.17,2.47,396.54,0,0,0,0,0

88,21:45-22:00,0,0,41.05,42.79,17.85,0,0,142.73,0,0,5.17,4.17,389.99,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.29,12.25,396.54,0,0,0,0,0

89,22:00-22:15,0,0,41.05,42.79,18.44,0,0,142.73,0,0,5.17,4.17,389.99,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.56,12.25,396.54,0,0,0,0,0

90,22:15-22:30,0,0,41.05,42.79,19.12,0,0,136.05,0,0,5.17,4.17,389.99,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,19.31,44.08,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.56,12.25,396.54,0,0,0,0,0

91,22:30-22:45,0,0,41.05,42.79,19.45,0,0,128.96,0,0,5.17,4.17,389.99,40,52.66,0,0,0,0,0,0,0,0,0,0,0,0,32.58,18.73,44.08,40.7,659.35,0,38.39,0,40.96,0.86,68.44,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,162.87,0,0,3.5,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.71,12.5,396.54,0,0,0,0,0

92,22:45-23:00,0,0,27.99,42.79,19.46,0,0,122.57,0,0,5.17,2.78,389.99,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,659.35,0,38.39,0,40.96,0.86,50.43,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.86,11.13,396.54,0,0,0,0,0

93,23:00-23:15,0,0,27.99,42.79,19.46,0,0,121.86,0,0,5.17,2.78,389.99,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,659.35,0,38.39,0,40.96,0.86,49.26,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.99,11.13,396.54,0,0,0,0,0

94,23:15-23:30,0,0,27.99,42.79,19.46,0,0,115.49,0,0,5.17,2.78,389.99,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,659.35,0,38.39,0,40.96,0.86,49.26,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.99,11.13,396.54,0,0,0,0,0

95,23:30-23:45,0,0,27.99,42.79,19.46,0,0,108.39,0,0,5.17,2.78,389.99,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,659.35,0,38.39,0,40.96,0.86,49.26,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,9.99,11.13,396.54,0,0,0,0,0

96,23:45-24:00,0,0,27.99,42.79,19.46,0,0,95.48,0,0,5.17,2.78,389.99,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,18.97,42.7,40.7,659.35,0,38.39,0,40.96,0.86,49.26,19.85,28.55,25.49,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,76.87,11.18,114.86,10.13,11.13,396.54,0,0,0,0,0

