Block,Time,NR/01022024/29022024/SJVN010224NR1469,NR/05022024/05022024/HPX-TAMCTG-040224-06068,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/79,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02,NR/01022024/15022024/HP-44,NR/01022024/15022024/HP-37,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/25122043/GNA_MEJA_DELHI,NR/22102023/11042047/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00501,NR/30092023/26122029/SH-06,NR/26072023/25122043/L_NR_2023_10,NR/20122023/29022024/IEX_LDC_231218_00502,NR/30092023/31122025/SH-07,NR/05022024/05022024/IEX_240204_06280,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,WR/01102023/16072048/L_NR_2022_08,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/02122045/L_NR_2021_13,NR/01022024/15022024/HP-39,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/05022024/05022024/DD20240205NR22615,NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/L_NR_2019_05,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01022024/15022024/HP-35,NR/05022024/05022024/DD20240205NR22607,NR/01102023/06022042/L_NR_2012_07
49,12:00-12:15,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,14.330000,0.850000,69.82146,92.46,1.340000,0.000000,0.000000,32.5,44.5,5.780000,0.000000,92,115.080000,14.690000,8.180000,24.010000,82,11.550000,24.010000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,144.380000,270.700000,10,9.61,99.730000,20,230.83,254.980000,14.330000,10,46,6.740000,4.810000,0.990000,32.5,6.740000,6.66,193,0,0.000000,0.000000,84.830000

50,12:15-12:30,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,14.330000,0.850000,71.18478,92.41,1.340000,0.000000,0.000000,32.5,44.5,5.780000,0.000000,93,115.080000,14.690000,8.180000,24.010000,82,11.550000,24.010000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,144.380000,270.700000,10,9.61,99.730000,20,230.83,254.980000,14.330000,10,47,6.740000,4.810000,0.990000,32.5,6.740000,6.66,193,0,0.000000,0.000000,84.830000

51,12:30-12:45,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,14.330000,0.850000,71.564562,92.45,1.340000,0.000000,0.000000,32.5,45.2,5.780000,0.000000,93,115.080000,14.690000,8.180000,24.010000,82,11.550000,24.010000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,0.000000,270.700000,11.67,9.61,99.730000,20,230.83,254.980000,14.330000,11.67,47,6.740000,4.810000,0.990000,32.5,6.740000,6.66,193,0,0.000000,0.000000,84.830000

52,12:45-13:00,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,14.330000,0.850000,80.805924,92.48,1.340000,0.000000,0.000000,32.5,45.2,5.780000,0.000000,93,115.080000,14.690000,8.180000,24.010000,82,11.550000,24.010000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,0.000000,270.700000,11.67,9.69,99.730000,20,230.83,254.980000,14.330000,11.67,47,6.740000,4.810000,0.990000,32.5,6.740000,6.66,193,0,0.000000,0.000000,75.300000

53,13:00-13:15,28.88,0.000000,32.5,6.67,0,1.560000,96.250000,14.330000,0.850000,82.402956,92.46,1.340000,0.000000,0.000000,32.5,45.2,5.780000,0.000000,93,84.890000,14.690000,8.180000,25.900000,84,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,0.000000,270.700000,11.67,10.09,53.900000,20,230.83,254.980000,14.330000,11.67,47,6.740000,4.810000,0.990000,32.5,6.740000,6.66,196,0,0.000000,0.000000,75.300000

54,13:15-13:30,28.88,0.000000,32.5,6.67,0,1.560000,96.250000,15.280000,0.850000,83.230686,92.44,1.340000,0.000000,0.000000,32.5,45.2,5.780000,0.000000,93,84.890000,15.660000,8.180000,25.900000,84,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,0.000000,270.700000,11.67,10.18,53.900000,20,230.83,254.980000,15.280000,11.67,47,6.740000,4.810000,0.990000,32.5,6.740000,6.66,196,0,0.000000,0.000000,75.300000

55,13:30-13:45,28.88,0.000000,32.5,6.67,0,1.560000,96.250000,15.280000,0.850000,65.595168,92.43,1.340000,0.000000,0.000000,32.5,45.2,5.780000,0.000000,93,115.080000,15.660000,8.180000,25.900000,84,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,0.000000,270.700000,11.67,10.51,53.900000,20,230.83,254.980000,15.280000,11.67,47,6.740000,4.810000,1.070000,32.5,6.740000,6.66,196,0,0.000000,0.000000,75.300000

56,13:45-14:00,28.88,0.000000,32.5,6.67,0,1.560000,96.250000,15.280000,0.850000,61.88499,92.43,1.340000,0.000000,0.000000,32.5,45.2,5.780000,0.000000,93,115.080000,15.660000,8.180000,25.900000,81,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,0.000000,270.700000,11.67,10.34,53.900000,20,230.83,254.980000,15.280000,11.67,47,6.740000,4.810000,1.070000,32.5,6.740000,6.66,189,0,0.000000,0.000000,75.300000

57,14:00-14:15,28.88,0.000000,32.5,6.67,0,1.560000,96.250000,15.280000,0.930000,58.447476,95.83,1.340000,0.000000,0.000000,32.5,45.5,5.780000,0.000000,93,115.080000,15.660000,8.180000,25.900000,81,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,0.000000,270.700000,11.67,8.01,53.900000,20,230.83,223.520000,15.280000,11.67,47,6.740000,4.810000,1.070000,32.5,6.740000,6.66,189,0,0.000000,0.000000,75.300000

58,14:15-14:30,28.88,0.000000,32.5,6.67,0,1.560000,96.250000,15.260000,0.930000,55.740312,93.79,1.340000,0.000000,0.000000,32.5,44.08,5.780000,0.000000,90,115.080000,15.640000,8.180000,25.900000,79,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,0.000000,270.700000,11.67,8.01,53.900000,20,230.83,223.520000,15.260000,11.67,45,6.740000,4.810000,1.070000,32.5,6.740000,6.66,186,0,0.000000,0.000000,75.300000

59,14:30-14:45,28.88,0.000000,32.5,6.67,0,1.560000,96.250000,14.620000,0.930000,55.75005,90.77,1.340000,0.000000,0.000000,32.5,42.4,5.780000,0.000000,87,115.080000,14.990000,8.180000,25.900000,76,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,0.000000,270.700000,11.67,8.01,53.900000,20,230.83,223.520000,14.620000,11.67,43,6.740000,4.810000,1.070000,32.5,6.740000,6.66,179,0,0.000000,0.000000,75.300000

60,14:45-15:00,28.88,0.000000,32.5,6.67,0,1.560000,96.250000,13.480000,0.930000,58.204026,87.61,1.340000,0.000000,0.000000,32.5,41.39,5.780000,0.000000,82,115.080000,13.820000,8.180000,25.900000,72,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,44.73,51.580000,0.000000,0.000000,270.700000,11.67,8.01,53.900000,20,223.64,223.520000,13.480000,11.67,41,6.740000,4.810000,1.070000,32.5,6.740000,6.66,168,0,0.000000,0.000000,75.300000

61,15:00-15:15,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,12.680000,0.930000,59.98608,83.32,1.390000,0.000000,0.000000,32.5,38.32,5.780000,0.000000,76,115.080000,13.000000,8.180000,25.900000,69,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,41.83,51.580000,0.000000,0.000000,270.700000,11.67,7.21,53.900000,20,209.16,223.520000,12.680000,11.67,38,6.740000,4.810000,1.030000,32.5,6.740000,6.66,161,0,0.000000,0.000000,75.300000

62,15:15-15:30,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,11.780000,0.930000,58.223502,78.01,1.390000,0.000000,0.000000,32.5,35.55,5.780000,0.000000,71,115.080000,12.070000,8.180000,25.900000,63,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,38.93,51.580000,0.000000,0.000000,270.700000,11.67,7.21,53.900000,20,194.68,223.520000,11.780000,11.67,35,6.740000,4.810000,1.030000,32.5,6.740000,6.66,147,0,0.000000,0.000000,75.300000

63,15:30-15:45,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,10.810000,0.930000,54.72756,72.64,1.390000,0.000000,0.000000,32.5,34.91,5.780000,0.000000,64,115.080000,11.080000,8.180000,25.900000,60,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,37.49,51.580000,0.000000,0.000000,270.700000,11.67,7.21,53.900000,20,187.47,223.520000,10.810000,11.67,32,6.740000,4.810000,1.030000,32.5,6.740000,6.66,140,0,0.000000,0.000000,75.300000

64,15:45-16:00,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,9.170000,0.930000,49.060044,66.35,1.390000,0.000000,0.000000,32.5,31.7,5.780000,0.000000,57,115.080000,9.400000,8.180000,25.900000,52,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,34.48,51.580000,0.000000,0.000000,270.700000,11.67,7.21,53.900000,20,172.41,254.980000,9.170000,11.67,28,6.740000,4.810000,1.030000,32.5,6.740000,6.66,123,0,0.000000,0.000000,75.300000

65,16:00-16:15,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,8.130000,0.930000,42.155802,59.83,1.390000,0.000000,0.000000,32.5,28.88,5.780000,0.000000,51,115.080000,8.330000,8.180000,25.900000,45,11.550000,25.900000,144.380000,96.250000,18.290000,6.34,24.06,30.58,51.580000,20.210000,0.000000,270.700000,11.69,12.19,99.730000,20,152.92,254.980000,8.130000,11.69,25,6.740000,4.810000,1.030000,32.5,6.740000,6.66,105,0,0.000000,0.000000,75.300000

66,16:15-16:30,27.24,0.000000,32.5,6.67,0,1.470000,96.250000,7.310000,0.930000,30.596796,53.47,1.390000,0.000000,0.000000,32.5,25.12,5.780000,0.000000,43,115.080000,7.490000,8.180000,24.010000,37,11.550000,24.010000,144.380000,96.250000,18.290000,6.34,22.14,26.69,51.580000,20.210000,0.000000,270.700000,12.19,12.85,99.730000,20,133.43,254.980000,7.310000,12.19,21,6.740000,4.810000,1.030000,32.5,6.740000,6.66,88,0,0.000000,0.000000,84.010000

67,16:30-16:45,21.85,0.000000,29.62,6.67,0,1.470000,96.250000,6.120000,0.930000,23.069322,45.83,1.390000,0.000000,0.000000,20,22.04,5.780000,0.000000,35,115.080000,6.270000,8.180000,30.800000,33,11.550000,19.790000,144.380000,96.250000,18.290000,6.34,16.36,22.79,51.580000,20.210000,48.120000,270.700000,12.33,13.82,99.730000,20,113.94,254.980000,6.120000,12.33,18,6.740000,4.810000,1.030000,25.25,6.740000,6.66,77,0,0.000000,0.000000,84.010000

68,16:45-17:00,0,0.000000,15,6.67,0,1.470000,96.250000,4.470000,0.930000,17.13888,37.87,1.390000,0.000000,0.000000,7,17.11,5.780000,0.000000,25,115.080000,4.580000,8.180000,30.800000,27,11.550000,13.050000,144.380000,96.250000,18.290000,6.34,0,18.89,51.580000,21.180000,48.120000,270.700000,12.33,14.99,99.730000,20,94.46,254.980000,4.470000,12.33,13,6.740000,4.810000,1.030000,12,6.740000,6.66,63,0,0.000000,0.000000,84.010000

69,17:00-17:15,0,0.000000,7,6.67,0,1.560000,96.250000,3.180000,0.930000,11.520054,29.47,1.480000,0.000000,0.000000,1,12.24,5.780000,0.000000,19,115.080000,3.260000,8.180000,30.800000,19,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,15.17,51.580000,21.180000,48.120000,270.700000,12.33,15.58,99.730000,20,75.83,254.980000,3.180000,12.33,9,6.740000,4.810000,0.990000,7,6.740000,6.66,46,0,0.000000,77.000000,84.010000

70,17:15-17:30,0,0.000000,1,6.67,0,1.560000,96.250000,2.050000,0.930000,7.44957,21.49,1.480000,0.000000,0.000000,0,9,5.780000,0.000000,13,115.080000,2.100000,8.180000,30.800000,12,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,11.44,51.580000,22.140000,48.120000,270.700000,12.33,16.17,99.730000,20,57.22,254.980000,2.050000,12.33,7,6.740000,4.810000,0.990000,1,6.740000,6.66,28,0,0.000000,77.000000,84.010000

71,17:30-17:45,0,0.000000,0,6.67,0,1.560000,96.250000,1.180000,0.930000,4.070484,13.53,1.480000,0.000000,0.000000,0,4,5.780000,0.000000,7,115.080000,1.210000,8.180000,30.800000,6,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,7.72,51.580000,22.140000,48.120000,270.700000,12.33,16.6,99.730000,20,38.59,254.980000,1.180000,12.33,3,6.740000,4.810000,0.990000,0,6.740000,6.66,14,0,0.000000,77.000000,84.010000

72,17:45-18:00,0,0.000000,0,6.67,0,1.560000,96.250000,0.510000,0.930000,1.139346,6.41,1.480000,0.000000,0.000000,0,2,5.780000,0.000000,1,115.080000,0.530000,8.180000,30.800000,3,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,3.99,51.580000,23.100000,144.380000,270.700000,12.33,17.16,99.730000,20,19.98,254.980000,0.510000,12.33,1,6.740000,4.810000,0.990000,0,6.740000,6.66,7,0,0.000000,77.000000,84.010000

73,18:00-18:15,0,0.000000,0,6.67,0,1.560000,96.250000,0.170000,0.930000,0.087642,2.19,1.430000,0.000000,0.000000,0,1,5.780000,0.000000,0,115.080000,0.170000,8.180000,30.800000,0,11.550000,15.940000,144.380000,96.250000,18.290000,6.34,0,2.25,0.000000,23.100000,144.380000,270.700000,13.33,18.25,99.730000,20,11.23,254.980000,0.170000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,0.000000,77.000000,84.010000

74,18:15-18:30,0,0.000000,0,6.67,0,1.560000,96.250000,0.020000,0.930000,0,0.27,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.020000,8.180000,30.800000,0,11.550000,15.940000,144.380000,96.250000,18.290000,6.34,0,1,0.000000,23.100000,144.380000,270.700000,13.33,20.25,99.730000,20,5,254.980000,0.020000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,0.000000,77.000000,84.010000

75,18:30-18:45,0,0.000000,0,6.67,0,1.560000,96.250000,0.000000,0.930000,0,0.25,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,15.940000,144.380000,96.250000,18.290000,7.41,0,0.25,0.000000,23.100000,144.380000,270.700000,13.33,21.17,99.730000,20,1.25,254.980000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,0.000000,77.000000,84.010000

76,18:45-19:00,0,0.000000,0,6.67,0,1.560000,96.250000,0.000000,0.930000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,15.940000,144.380000,96.250000,18.290000,7.62,0,0,0.000000,23.100000,144.380000,270.700000,13.33,21.59,99.730000,20,0,254.980000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,0.000000,77.000000,84.010000

77,19:00-19:15,0,0.000000,0,7.33,0,1.470000,96.250000,0.000000,0.930000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,15.940000,144.380000,96.250000,18.290000,7.68,0,0,0.000000,23.100000,144.380000,270.700000,13.33,22.35,99.730000,22,0,254.980000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,7.34,0,0,0.000000,77.000000,84.010000

78,19:15-19:30,0,0.000000,0,7.33,0,1.470000,96.250000,0.000000,0.930000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,15.940000,144.380000,96.250000,18.290000,7.71,0,0,0.000000,23.100000,144.380000,270.700000,14,24.07,99.730000,22,0,254.980000,0.000000,14,0,6.740000,4.810000,0.990000,0,6.740000,7.34,0,0,0.000000,77.000000,84.010000

79,19:30-19:45,0,0.000000,0,7.33,0,1.470000,96.250000,0.000000,0.930000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,15.940000,144.380000,96.250000,18.290000,6.66,0,0,0.000000,23.100000,144.380000,270.700000,14,24.89,99.730000,22,0,254.980000,0.000000,14,0,6.740000,4.810000,1.070000,0,6.740000,7.34,0,0,0.000000,77.000000,84.010000

80,19:45-20:00,0,0.000000,0,7.33,0,1.470000,96.250000,0.000000,0.930000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,15.940000,144.380000,96.250000,18.290000,6.66,0,0,0.000000,23.100000,144.380000,270.700000,14,24.71,99.730000,22,0,254.980000,0.000000,14,0,6.740000,4.810000,1.070000,0,6.740000,7.34,0,0,0.000000,77.000000,84.010000

81,20:00-20:15,0,0.000000,0,7.33,0,1.560000,0.000000,0.000000,0.850000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,19.790000,144.380000,96.250000,18.290000,6.66,0,0,0.000000,23.100000,144.380000,270.700000,13.33,24.08,99.730000,22,0,254.980000,0.000000,13.33,0,6.740000,4.810000,1.030000,0,6.740000,7.34,0,0,0.000000,0.000000,84.010000

82,20:15-20:30,0,0.000000,0,7.33,0,1.560000,0.000000,0.000000,0.850000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,19.790000,144.380000,96.250000,18.290000,6.66,0,0,0.000000,23.100000,144.380000,270.700000,13.33,23.16,99.730000,22,0,254.980000,0.000000,13.33,0,6.740000,4.810000,1.030000,0,6.740000,7.34,0,0,0.000000,0.000000,84.010000

83,20:30-20:45,0,0.000000,0,7.33,0,1.560000,0.000000,0.000000,0.850000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,19.790000,144.380000,96.250000,18.290000,6.66,0,0,0.000000,23.100000,144.380000,270.700000,13.33,22.27,99.730000,22,0,254.980000,0.000000,13.33,0,6.740000,4.810000,1.030000,0,6.740000,7.34,0,0,0.000000,0.000000,84.010000

84,20:45-21:00,0,0.000000,0,7.33,0,1.560000,0.000000,0.000000,0.850000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,19.790000,144.380000,96.250000,18.290000,6.66,0,0,0.000000,23.100000,144.380000,270.700000,13.33,21.66,99.730000,22,0,254.980000,0.000000,13.33,0,6.740000,4.810000,1.030000,0,6.740000,7.34,0,0,0.000000,0.000000,84.010000

85,21:00-21:15,0,0.000000,0,6.67,0,1.560000,0.000000,0.000000,0.650000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,19.790000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,144.380000,270.700000,13.33,23.26,99.730000,20,0,254.980000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,0.000000,0.000000,84.010000

86,21:15-21:30,0,0.000000,0,6.67,0,1.560000,0.000000,0.000000,0.650000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,19.790000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,144.380000,270.700000,13.33,22.56,99.730000,20,0,254.980000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,0.000000,0.000000,84.010000

87,21:30-21:45,0,0.000000,0,6.67,0,1.560000,0.000000,0.000000,0.650000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,19.790000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,144.380000,270.700000,13.33,21.52,99.730000,20,0,254.980000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,0.000000,0.000000,84.010000

88,21:45-22:00,0,0.000000,0,6.67,0,1.560000,0.000000,0.000000,0.650000,0,0,1.430000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,25.260000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,144.380000,270.700000,13.33,21.31,99.730000,20,0,233.800000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,0.000000,0.000000,84.010000

89,22:00-22:15,0,0.000000,0,6.67,0,1.470000,0.000000,0.000000,0.650000,0,0,1.390000,8.080000,152.540000,0,0,5.780000,0.000000,0,84.890000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,144.380000,270.700000,13.33,20.83,99.730000,20,0,204.930000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,18.950000,0.000000,67.060000

90,22:15-22:30,0,0.000000,0,6.67,0,1.470000,0.000000,0.000000,0.650000,0,0,1.390000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,0.000000,270.700000,13.33,19.6,67.630000,20,0,173.470000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,18.950000,0.000000,56.950000

91,22:30-22:45,0,0.000000,0,6.67,0,1.470000,0.000000,0.000000,0.650000,0,0,1.390000,8.080000,152.540000,0,0,5.780000,0.000000,0,84.890000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,0.000000,270.700000,13.33,18.6,51.880000,20,0,173.470000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,18.950000,0.000000,56.950000

92,22:45-23:00,0,0.000000,0,6.67,0,1.470000,0.000000,0.000000,0.650000,0,0,1.390000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,0.000000,270.700000,13.33,17.37,51.880000,20,0,173.470000,0.000000,13.33,0,6.740000,4.810000,0.990000,0,6.740000,6.66,0,0,18.950000,0.000000,56.950000

93,23:00-23:15,0,0.000000,0,6.67,0,1.470000,0.000000,0.000000,0.650000,0,0,1.390000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,0.000000,270.700000,13.33,16.26,51.880000,20,0,173.470000,0.000000,13.33,0,6.740000,4.810000,0.950000,0,6.740000,6.66,0,0,18.950000,0.000000,56.950000

94,23:15-23:30,0,0.000000,0,6.67,0,1.470000,0.000000,0.000000,0.650000,0,0,1.390000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,0.000000,270.700000,13.33,15.27,51.880000,20,0,173.470000,0.000000,13.33,0,6.740000,4.810000,0.950000,0,6.740000,6.66,0,0,18.950000,0.000000,56.950000

95,23:30-23:45,0,0.000000,0,6.67,0,1.470000,0.000000,0.000000,0.650000,0,0,1.390000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,0.000000,270.700000,13.33,14.89,51.880000,20,0,173.470000,0.000000,13.33,0,6.740000,4.810000,0.950000,0,6.740000,6.66,0,0,18.950000,0.000000,56.950000

96,23:45-24:00,0,0.000000,0,6.67,0,1.470000,0.000000,0.000000,0.650000,0,0,1.390000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,6,0,0,0.000000,23.100000,0.000000,270.700000,13.33,15.09,51.880000,20,0,173.470000,0.000000,13.33,0,6.740000,4.810000,0.950000,0,6.740000,6.66,0,0,18.950000,0.000000,38.070000

