Time,Block,NR/2023/17263/F,NR/2023/17402/F,NR/2023/14875/A,NR/2023/17510/F,NR/2023/17496/F,NR/2023/17344/F,NR/2023/17699/C,NR/2023/17165/A,NR/2023/17700/C,NR/2023/17708/C,Total
,,APPCPL,MANIKARAN,APPCPL,GBHHPL,IEXL,ITCLH,TPDDL,NVVNL,NVVNL,SJVNL,Total

,,DELHI,DELHI,DELHI,HIMACHAL PRADESH,KARNATAKA,ANDHRA PRADESH,HIMACHAL PRADESH,NA,NA,NA,
,,BRPL,BRPL,BYPL,GBHHPL,NSLSUGAR,ITCWIND,CHANJUII,SKS Raigarh,SOLAPUR_SOLAR,RSRPL_BKN,
,,HIMACHAL PRADESH,HIMACHAL PRADESH,HIMACHAL PRADESH,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,
,,HP,HP,HP,DIAPL,MES (Delhi),ITCLH,TPDDL,NDMC,MES (Delhi),NDMC,
,,North-North,North-North,North-North,North-North,South-East-North,South-West-North,North-North,West-North,West-North,North-North,
1,00:00-00:15,159.210000,0.000000,68.340000,1.000000,6.760000,0.580000,6.550000,33.820000,0,0,276.26

2,00:15-00:30,159.210000,0.000000,68.340000,1.000000,6.760000,0.580000,6.550000,33.820000,0,0,276.26

3,00:30-00:45,159.210000,0.000000,68.340000,1.000000,6.760000,0.580000,6.550000,33.820000,0,0,276.26

4,00:45-01:00,159.210000,0.000000,68.340000,1.000000,6.760000,0.580000,6.550000,33.820000,0,0,276.26

5,01:00-01:15,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

6,01:15-01:30,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

7,01:30-01:45,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

8,01:45-02:00,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

9,02:00-02:15,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

10,02:15-02:30,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

11,02:30-02:45,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

12,02:45-03:00,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

13,03:00-03:15,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

14,03:15-03:30,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

15,03:30-03:45,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

16,03:45-04:00,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

17,04:00-04:15,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

18,04:15-04:30,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

19,04:30-04:45,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

20,04:45-05:00,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

21,05:00-05:15,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

22,05:15-05:30,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

23,05:30-05:45,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

24,05:45-06:00,159.210000,0.000000,68.340000,1.000000,6.760000,0.530000,6.550000,33.820000,0,0,276.21

25,06:00-06:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.580000,6.550000,33.820000,0,0,210.01

26,06:15-06:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.580000,6.550000,33.820000,0,0,210.01

27,06:30-06:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.580000,6.550000,33.820000,0,0,210.01

28,06:45-07:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.580000,6.550000,33.820000,0,0,210.01

29,07:00-07:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.680000,6.550000,33.820000,0,0,210.11

30,07:15-07:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.680000,6.550000,33.820000,0,0,210.11

31,07:30-07:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.680000,6.550000,33.820000,1.9,0,212.01

32,07:45:08:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.680000,6.550000,33.820000,2.5,0,212.61

33,08:00-08:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.550000,33.820000,3.09,0,213.49

34,08:15-08:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.550000,33.820000,3.65,0,214.05

35,08:30-08:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.550000,33.820000,4.22,0,214.62

