Time,Block,NR/2023/17263/F,NR/2023/17402/F,NR/2023/14875/A,NR/2023/17510/F,NR/2023/17496/F,NR/2023/17344/F,NR/2023/17699/C,NR/2023/17165/A,NR/2023/17700/C,NR/2023/17708/C,Total
36,08:45:09:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.550000,33.820000,4.8,0,215.2

37,09:00:09:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,5.34,24.16,239.8

38,09:15-09:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,5.87,24.16,240.33

39,09:30-09:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,6.33,24.16,240.79

40,09:45-10:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,6.71,24.16,241.17

41,10:00-10:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,7.03,24.16,241.49

42,10:15-10:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,7.35,24.16,241.81

43,10:30-10:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,7.64,24.16,242.1

44,10:45-11:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,7.88,24.16,242.34

45,11:00-11:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,8.16,24.16,242.54

46,11:15-11:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,8.36,24.16,242.74

47,11:30-11:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,8.52,24.16,242.9

48,11:45-12:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,8.66,24.16,243.04

49,12:00-12:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,8.89,24.16,243.27

50,12:15-12:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,9.18,24.16,243.56

51,12:30-12:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,8.89,24.16,243.27

52,12:45-13:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,8.51,24.16,242.89

53,13:00-13:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,8.26,24.16,242.64

54,13:15-13:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,8.14,24.16,242.52

55,13:30-13:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,7.54,24.16,241.92

56,13:45-14:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,7.44,24.16,241.82

57,14:00-14:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,7.15,24.16,241.53

58,14:15-14:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,6.83,24.16,241.21

59,14:30-14:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,6.61,24.16,240.99

60,14:45-15:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.370000,33.820000,6.22,24.16,240.6

61,15:00-15:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,5.88,24.16,240.34

62,15:15-15:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,5.44,24.16,239.9

63,15:30-15:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,4.69,24.16,239.15

64,15:45-16:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.970000,6.450000,33.820000,4.11,24.16,238.57

65,16:00-16:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.870000,6.550000,33.820000,3.59,24.16,238.05

66,16:15-16:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.870000,6.550000,33.820000,3.19,24.16,237.65

67,16:30-16:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.870000,6.550000,33.820000,2.6,24.16,237.06

68,16:45-17:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.870000,6.550000,33.820000,1.91,24.16,236.37

69,17:00-17:15,0.000000,161.300000,0.000000,1.000000,6.760000,0.770000,6.550000,33.820000,1.36,0,211.56

70,17:15-17:30,0.000000,161.300000,0.000000,1.000000,6.760000,0.770000,6.550000,33.820000,0.84,0,211.04

71,17:30-17:45,0.000000,161.300000,0.000000,1.000000,6.760000,0.770000,6.550000,33.820000,0.43,0,210.63

72,17:45-18:00,0.000000,161.300000,0.000000,1.000000,6.760000,0.770000,6.550000,33.820000,0.23,0,210.43

73,18:00-18:15,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0.1,0,48.95

74,18:15-18:30,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

75,18:30-18:45,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

76,18:45-19:00,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

77,19:00-19:15,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

78,19:15-19:30,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

79,19:30-19:45,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

80,19:45-20:00,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

81,20:00-20:15,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

82,20:15-20:30,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

83,20:30-20:45,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

84,20:45-21:00,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

85,21:00-21:15,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

86,21:15-21:30,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

87,21:30-21:45,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

88,21:45-22:00,0.000000,0.000000,0.000000,1.000000,6.760000,0.720000,6.550000,33.820000,0,0,48.85

89,22:00-22:15,159.210000,0.000000,68.340000,1.000000,6.760000,0.680000,6.550000,33.820000,0,0,276.36

90,22:15-22:30,159.210000,0.000000,68.340000,1.000000,6.760000,0.680000,6.550000,33.820000,0,0,276.36

91,22:30-22:45,159.210000,0.000000,68.340000,1.000000,6.760000,0.680000,6.550000,33.820000,0,0,276.36

92,22:45-23:00,159.210000,0.000000,68.340000,1.000000,6.760000,0.680000,6.550000,33.820000,0,0,276.36

93,23:00-23:15,159.210000,0.000000,68.340000,1.000000,6.760000,0.630000,6.550000,33.820000,0,0,276.31

94,23:15-23:30,159.210000,0.000000,68.340000,1.000000,6.760000,0.630000,6.550000,33.820000,0,0,276.31

95,23:30-23:45,159.210000,0.000000,68.340000,1.000000,6.760000,0.630000,6.550000,33.820000,0,0,276.31

96,23:45-24:00,159.210000,0.000000,68.340000,1.000000,6.760000,0.630000,6.550000,33.820000,0,0,276.31

