Block,Time Block,KGSU1AND2,DHAULIGNGA,FSTPP I & II,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,TEHRI,TelanganaSTPP,UNCHAHAR1,RIHAND2,TANDA2,SASAN,TALST2,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,TANAKPUR,RSTPSU7,SINGRAULI,SALAL,SEWA2,TALA,RIHAND3,KGSU3AND4,RAPPB,NTPL,PARBATI3,RAMPUR,RAPPC,RIHAND1,NLCTS2EXP,NNTPP,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,NLCEXP,NJPC,NLCIIST1,MAPS,NLCIIST2,NAPP,DADRI_LF,DADRI_GF,DADRI_RF,ANTA_RF,ANTA_CRF,AURY_RF,UNCHAHAR2,URI,AURY_LF,ANTA_LF,VALLURNTECL,UNCHAHAR4,AURY_GF,AURY_CRF,URI2,ANTA_GF,DADRI_CRF,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,8.78,17.27,2.31,14.46,31.77,288.96,0,188.28,0,0,0,0,20.09,114.46,0,395.7,0,0,0,0,0,8.03,0,134.62,25.19,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,35.27,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

62,15:15-15:30,0,8.78,17.27,2.31,14.46,31.77,288.96,0,199.84,0,0,0,0,20.09,114.46,0,399.01,0,0,0,0,0,8.03,0,134.62,25.19,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,35.27,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

63,15:30-15:45,0,8.78,17.27,2.31,14.46,31.77,301.49,0,202.43,0,0,0,0,20.09,114.46,0,399.01,0,0,0,0,0,8.03,0,134.62,24.64,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,35.27,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

64,15:45-16:00,0,8.78,20.05,2.31,14.46,31.77,314.02,0,202.43,0,0,0,0,17.47,114.46,0,399.01,0,0,0,0,0,8.03,0,134.62,24.64,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,35.27,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

65,16:00-16:15,0,8.78,20.05,2.31,14.46,31.77,317.87,0,202.43,0,0,0,0,17.47,114.46,0,399.01,0,0,0,0,0,8.03,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,28.03,0,0,0,40.25,0,0,0,0,0,0,35.27,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

66,16:15-16:30,0,8.78,20.05,2.31,14.46,31.77,327.59,0,283.39,0,0,0,0,17.47,114.46,0,399.01,0,0,0,0,0,8.03,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,35.27,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

67,16:30-16:45,0,8.78,20.05,2.31,14.46,31.77,327.59,0,370.13,0,0,14.39,0,20.09,114.46,0,399.01,0,0,0,0,0,8.03,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

68,16:45-17:00,0,8.78,20.05,2.31,14.46,31.77,327.59,0,455.21,0,0,14.39,0,20.09,114.46,0,399.01,0,0,0,0,0,8.03,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

69,17:00-17:15,0,8.78,20.05,2.31,14.46,47.64,329.21,0,455.21,1.06,0,14.39,0,20.09,114.46,0,399.01,0,0,0,0,0,8.64,0,134.62,24.64,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,59.33,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

70,17:15-17:30,0,17.57,20.05,2.31,14.46,47.64,329.21,0,455.21,6.28,9.33,28.79,0,20.09,114.46,0,399.01,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,77.58,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

71,17:30-17:45,0,26.49,20.05,7.71,14.46,47.64,329.21,11.42,455.21,6.28,18.66,45,0,20.09,114.46,0,399.01,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,17.3,142.93,0,0,0,95.83,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

72,17:45-18:00,0,36.29,20.05,39.31,14.46,48.12,329.21,11.42,455.21,18.85,29.45,59.99,0,20.09,114.46,0,399.01,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,25.66,142.93,0,0,0,135.26,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

73,18:00-18:15,0,36.29,20.05,39.31,14.46,48.12,329.21,27.08,455.21,18.85,29.45,59.99,0,20.09,114.46,0,399.01,0,0,0,0,0,12.59,0,134.62,12.32,2.57,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,25.66,142.93,0,0,0,135.26,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

74,18:15-18:30,0,36.29,20.05,39.31,14.46,48.12,329.21,40.62,455.21,18.85,29.45,59.99,0,20.09,114.46,0,399.01,0,0,0,0,0,8.64,0,134.62,12.32,6.93,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,25.66,142.93,0,0,0,135.26,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

75,18:30-18:45,0,36.29,20.05,39.31,14.46,48.12,329.21,40.62,455.21,18.85,29.45,59.99,0,20.09,114.46,0,399.01,0,0,0,0,0,8.64,0,134.62,12.32,15.24,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,25.66,142.93,0,0,0,135.26,0,0,0,40.25,0,0,0,0,0,0,40.87,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

76,18:45-19:00,0,36.29,20.05,39.31,14.46,48.12,329.21,40.62,455.21,18.85,29.45,59.99,0,20.09,114.46,0,399.01,0,0,0,0,0,8.64,0,134.62,12.32,15.24,0,57.85,0,0,0,2.46,0,50.15,88.67,0,0,0,0,43.88,0,25.66,142.93,0,0,0,135.26,0,0,0,40.25,0,0,0,0,0,0,40.87,39.37,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

77,19:00-19:15,0,36.29,20.05,39.31,14.46,48.12,329.21,40.62,455.21,18.85,29.45,59.99,0,20.09,114.46,0,399.01,0,0,0,0,0,8.64,0,134.62,12.32,15.24,0,57.85,0,0,0,4.91,0,50.15,88.67,0,0,0,0,43.88,0,25.66,142.93,0,0,0,135.26,0,0,0,40.25,0,0,0,0,0,0,40.87,39.37,0,0,0,0,0,0,4.4,0,0,2.7,0,0,0,0,0

78,19:15-19:30,0,36.29,20.05,39.31,14.46,48.12,329.21,40.62,455.21,18.85,29.45,59.99,0,20.09,114.46,0,399.01,0,0,0,0,0,8.64,0,134.62,12.32,15.24,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,43.88,0,25.66,142.93,0,0,0,135.26,0,0,0,40.25,0,0,0,0,0,0,40.87,6.39,0,0,0,0,0,0,4.4,0,0,3.99,0,0,0,0,0

79,19:30-19:45,0,36.29,20.05,39.31,14.46,48.12,329.21,40.62,455.21,18.85,29.45,59.99,0,20.09,114.46,0,403.07,0,0,0,0,0,12.59,0,134.62,12.32,15.24,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,42.13,0,25.66,142.93,0,0,0,135.26,0,0,0,40.25,0,0,0,0,0,0,40.87,4.25,0,0,0,0,0,0,4.4,0,0,2.92,0,0,0,0,0

80,19:45-20:00,0,26.49,20.05,11.57,14.46,47.64,329.21,40.62,455.21,6.28,18.66,59.99,0,20.09,114.46,0,403.61,0,0,0,0,0,8.03,0,134.62,12.32,15.24,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,95.83,0,0,0,40.25,0,0,0,0,0,0,40.87,4.25,0,0,0,0,0,0,4.4,0,0,2.92,0,0,0,0,0

81,20:00-20:15,0,17.57,20.05,11.57,14.46,47.64,327.18,40.62,368.2,0,18.66,59.99,0,20.09,114.46,0,403.61,0,0,0,0,0,8.03,0,134.62,12.32,11.57,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,77.58,0,0,0,40.25,0,0,0,0,0,0,40.87,2.66,0,0,0,0,0,0,4.4,0,0,6.37,0,0,0,0,0

82,20:15-20:30,0,8.78,20.05,11.57,14.46,47.64,327.18,13.54,279.53,0,18.66,59.26,0,20.09,114.46,0,403.61,0,0,0,0,0,8.03,0,134.62,12.32,8.52,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,59.33,0,0,0,40.25,0,0,0,0,0,0,40.87,2.66,0,0,0,0,0,0,4.4,0,0,6.46,0,0,0,0,0

83,20:30-20:45,0,8.78,20.05,11.57,14.46,47.64,327.18,13.54,303.76,0,18.66,43.17,0,20.09,114.46,0,403.61,0,0,0,0,0,8.03,0,134.62,12.32,7.71,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,8.31,0,0,0,0,0

84,20:45-21:00,0,8.78,20.05,11.57,14.46,47.64,327.18,13.54,370.13,0,9.33,43.17,0,20.09,114.46,0,403.61,0,0,0,0,0,8.03,0,134.62,12.32,7.71,0,57.85,0,0,0,4.91,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,3.19,0,0,0,0,0,0,4.4,0,0,8.31,0,0,0,0,0

85,21:00-21:15,0,8.78,20.05,2.31,14.46,47.64,327.18,13.54,350.2,0,9.33,43.17,0,20.09,114.46,0,403.61,0,0,0,0,0,12.59,0,134.62,12.32,7.71,0,57.85,0,0,0,2.46,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,39.37,0,0,0,0,0,0,4.4,0,0,10.61,0,0,0,0,0

86,21:15-21:30,0,8.78,20.05,2.31,14.46,47.64,327.18,11.42,278.58,0,9.33,43.17,0,20.09,114.46,0,403.61,0,0,0,0,0,8.03,0,134.62,12.32,7.71,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,39.37,0,0,0,0,0,0,4.4,0,0,10.61,0,0,0,0,0

87,21:30-21:45,0,8.78,20.05,11.57,14.46,47.64,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.03,0,134.62,12.32,7.71,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,4.79,0,0,0,0,0,0,4.4,0,0,12.91,0,0,0,0,0

88,21:45-22:00,0,8.78,20.05,11.57,14.46,47.64,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.03,0,134.62,12.32,7.71,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,12.91,0,0,0,0,0

89,22:00-22:15,0,8.78,20.05,11.57,14.46,31.77,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.64,0,134.62,12.32,7.71,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,15.23,0,0,0,0,0

90,22:15-22:30,0,8.78,20.05,11.57,14.46,31.77,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.64,0,134.62,12.32,7.71,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,15.23,0,0,0,0,0

91,22:30-22:45,0,8.78,20.05,11.57,14.46,31.77,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.64,0,134.62,12.32,2.57,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,17.63,0,0,0,0,0

92,22:45-23:00,0,8.78,20.05,11.57,14.46,31.77,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.64,0,134.62,24.64,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,17.63,0,0,0,0,0

93,23:00-23:15,0,8.78,20.05,11.57,14.46,31.77,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.64,0,134.62,24.64,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,17.63,0,0,0,0,0

94,23:15-23:30,0,8.78,20.05,11.57,14.46,31.77,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.64,0,134.62,24.64,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,17.63,0,0,0,0,0

95,23:30-23:45,0,8.78,20.05,11.57,14.46,31.77,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,39.37,0,0,0,0,0,0,4.4,0,0,17.63,0,0,0,0,0

96,23:45-24:00,0,8.78,20.05,11.57,14.46,31.77,327.18,0,220.74,0,9.33,28.79,0,20.09,114.46,0,403.61,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,42.13,0,8.55,142.93,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,40.87,39.37,0,0,0,0,0,0,4.4,0,0,17.63,0,0,0,0,0

