Block,Time Block,MAPS,KUDGI,UNCHAHAR1,TelanganaSTPP,UNCHAHAR2,FSTPP I & II,DULHASTI,JHAJJAR,CHAMERA3,DHAULIGNGA,DADRT2,KGSU1AND2,KHSTPP-I,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,NAPP,CHAMERA2,CHAMERA1,VALLURNTECL,URI2,URI,UNCHAHAR4,UNCHAHAR3,TALA,TEHRI,TANDA2,TALST2,TANAKPUR,BSIUL,BRBCL,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,RIHAND3,PARBATI3,NLCIIST1,NLCIIST2,RAPPB,NJPC,RIHAND2,NLCTS2EXP,RSTPSU1TO6,RIHAND1,RAMPUR,NNTPP,RAPPC,NTPL,NLCEXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,0,0,11.86,0,23.29,15.07,52.12,111.52,31.08,39.14,365.6,0,32.34,0,9.36,95.8,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,37.44,0,14.42,9.63,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,3.4,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

57,14:00-14:15,0,0,15.01,0,30.78,15.07,52.12,111.52,24.52,39.14,418.09,0,32.34,0,9.36,95.8,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,43.86,0,19.42,7.65,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

58,14:15-14:30,0,0,15.01,0,30.78,15.07,52.12,111.52,24.52,39.14,455.47,0,32.34,0,9.36,95.8,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,37.44,0,19.42,7.72,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

59,14:30-14:45,0,0,15.01,0,30.78,17.36,52.12,111.52,24.52,39.14,505.96,0,32.34,0,9.36,95.8,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,37.44,0,19.42,8.63,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

60,14:45-15:00,0,0,15.01,0,30.78,17.36,52.12,111.52,24.52,39.14,550.49,0,32.34,0,9.36,95.8,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,37.44,0,19.42,8.66,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

61,15:00-15:15,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,575.64,0,32.34,0,9.36,95.8,0,0,2.59,4.23,44.05,31.8,40.84,0,31.5,37.44,0,19.42,8.63,0,0,0,8.07,12.63,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

62,15:15-15:30,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,2.59,4.23,44.05,31.8,40.84,0,31.5,37.44,0,19.42,8.66,0,0,0,8.07,12.63,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

63,15:30-15:45,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,19.42,8.55,0,0,0,8.07,12.63,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

64,15:45-16:00,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,19.42,8.41,0,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

65,16:00-16:15,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,19.42,8.43,0,0,0,8.07,12.63,17.19,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

66,16:15-16:30,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,19.42,8.34,0,0,0,8.07,12.63,19.23,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

67,16:30-16:45,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,19.42,8.07,0,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

68,16:45-17:00,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,19.42,7.95,16.47,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

69,17:00-17:15,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,30.36,40.84,0,31.5,43.86,0,19.42,7.86,16.47,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

70,17:15-17:30,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,30.36,40.84,0,31.5,43.86,0,19.42,7.89,16.47,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

71,17:30-17:45,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,30.36,40.84,0,31.5,37.44,0,19.42,7.4,16.47,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

72,17:45-18:00,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,30.36,40.84,0,31.5,37.44,0,19.42,7.24,16.47,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

73,18:00-18:15,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,30.36,40.84,0,31.5,37.44,0,19.42,6.84,33.01,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,20.42,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

74,18:15-18:30,0,0,15.01,0,30.78,20.15,52.12,111.52,24.52,39.14,585.93,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,30.36,40.84,0,31.5,37.44,0,19.42,6.78,49.42,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

75,18:30-18:45,0,0,17.16,0,34.66,20.15,52.12,139.45,31.08,39.14,585.93,0,32.34,0,28.08,95.8,0,0,5.18,4.23,44.05,30.36,40.84,0,31.5,37.44,0,21.35,6.67,49.42,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

76,18:45-19:00,0,0,19.68,0,40.34,20.15,52.83,168.52,32.69,40.13,585.93,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.89,6.55,66.17,0,0,8.07,19.58,19.38,331.36,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

77,19:00-19:15,0,0,19.55,0,39.84,20.15,52.83,263.07,32.69,40.13,638.68,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,6.64,68.67,0,0,8.07,19.58,19.38,331.36,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

78,19:15-19:30,0,0,19.55,0,39.84,20.15,52.83,361.5,32.69,40.13,658.74,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,6.74,68.67,0,0,8.07,19.58,19.38,331.36,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

79,19:30-19:45,0,0,19.55,0,39.84,20.15,52.83,384.78,32.69,40.13,658.74,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,6.86,68.67,0,0,8.07,19.58,19.38,331.36,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

80,19:45-20:00,0,0,19.55,0,39.84,20.15,52.83,384.78,32.69,40.13,658.74,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,7.24,68.67,0,0,8.07,19.58,19.38,331.36,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,20.42,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

81,20:00-20:15,0,0,19.55,0,39.84,20.15,52.83,384.78,32.69,40.13,658.74,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,7.27,68.67,0,0,8.07,19.58,19.38,346.06,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

82,20:15-20:30,0,0,19.55,0,39.84,20.15,52.83,384.78,32.69,40.13,658.74,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,7.24,68.67,0,0,8.07,19.58,19.38,361.64,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,16.35,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

83,20:30-20:45,0,0,19.55,0,39.84,20.15,52.83,384.78,32.69,40.13,658.74,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,7.4,68.67,0,0,8.07,19.58,19.38,365.16,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,16.35,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

84,20:45-21:00,0,0,19.55,0,39.84,20.15,52.12,384.78,24.52,39.14,658.74,0,32.34,0,28.08,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,24.98,7.55,68.67,0,0,8.07,3.2,19.38,365.16,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,16.35,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

85,21:00-21:15,0,0,19.55,0,39.84,20.15,52.12,384.78,24.52,39.14,658.74,0,32.34,0,28.08,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,24.98,7.72,68.67,0,0,8.07,3.2,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,16.35,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

86,21:15-21:30,0,0,19.55,0,39.84,20.15,52.12,384.78,24.52,39.14,658.74,0,32.34,0,28.08,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,24.98,7.77,68.67,0,0,8.07,3.2,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,16.35,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

87,21:30-21:45,0,0,19.55,0,39.84,20.15,52.12,384.78,24.52,39.14,658.74,0,32.34,0,28.08,95.8,0,0,5.18,4.23,44.05,31.8,40.84,0,31.5,37.44,0,24.98,5.07,68.67,0,0,8.07,3.2,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,16.35,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

88,21:45-22:00,0,0,19.55,0,39.84,20.15,52.83,384.78,32.69,40.13,658.74,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,5.22,68.67,0,0,8.07,19.58,19.38,331.36,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,16.35,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

89,22:00-22:15,0,0,19.55,0,39.84,20.15,52.83,384.78,32.69,40.13,654.71,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,5.42,68.67,0,0,8.07,19.58,19.38,331.36,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

90,22:15-22:30,0,0,19.55,0,39.84,20.15,52.83,384.78,32.69,40.13,654.71,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,5.49,68.67,0,0,8.07,19.58,19.38,331.36,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

91,22:30-22:45,0,0,19.55,0,39.84,20.15,52.83,384.78,32.69,40.13,654.71,0,32.34,0,37.44,95.8,0,0,5.18,4.31,44.05,44.23,40.84,0,31.5,37.44,0,24.98,4.51,68.67,0,0,8.07,19.58,19.38,331.36,0,0,0,0,77.69,17.89,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,163.41,117.92,0,0,84.73,3.51,0,58.65,0,0,0,0,0,0,0

92,22:45-23:00,0,0,19.55,0,39.84,20.15,52.12,384.78,31.08,39.14,654.71,0,32.34,0,18.72,95.8,0,0,5.18,4.23,44.05,42.84,40.84,0,31.5,37.44,0,24.98,4.55,67.91,0,0,8.07,18.95,19.38,331.36,0,0,0,0,77.69,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

93,23:00-23:15,0,0,19.64,0,39.85,20.15,52.12,391.85,31.08,39.14,657.81,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,42.84,40.84,0,31.5,37.44,0,25.01,4.58,49.42,0,0,8.07,18.95,19.38,331.36,0,0,0,0,77.69,17.18,116.98,0,0,0,0,0,0,0,0,0,0,0,0,123.63,20.42,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

94,23:15-23:30,0,0,19.64,0,39.85,20.15,52.12,384.78,31.08,39.14,654.71,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,42.84,40.84,0,31.5,37.44,0,25.01,4.58,49.42,0,0,8.07,18.95,19.38,331.36,0,0,0,0,77.69,17.18,116.98,0,0,0,0,0,0,0,0,0,0,0,0,123.63,20.42,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

95,23:30-23:45,0,0,19.64,0,39.85,20.15,52.12,384.78,31.08,39.14,654.71,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,42.84,40.84,0,31.5,37.44,0,25.01,4.58,49.42,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,116.98,0,0,0,0,0,0,0,0,0,0,0,0,123.63,20.42,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

96,23:45-24:00,0,0,19.92,0,39.85,20.15,52.12,391.85,31.08,39.14,657.81,0,32.34,0,9.36,95.8,0,0,5.18,4.23,44.05,42.84,40.84,0,31.5,37.44,0,25.58,4.58,49.42,0,0,8.07,12.63,19.38,331.36,0,0,0,0,77.69,17.18,116.98,0,0,0,0,0,0,0,0,0,0,0,0,123.63,20.42,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

