Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,KGSU1AND2,NTPL,MAPS,KGSU3AND4,KKNP,KKNPPU2,FSTPP I & II,KHSTPP-II,KHSTPP-I,TALA,BRBCL,SASAN
1,00:00-00:15,68.998153,130.480717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.88895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,4.637402,34.831253,0,50.688157,5.560434,48.499828,552.143799,9.222505,66.815,0,0.2562,34.776,28.09872,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000003,418.77

2,00:15-00:30,68.998153,130.480717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.88895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,2.318701,34.831253,0,50.688157,5.560434,48.499828,552.143799,9.222505,79.37622,0,0.2562,34.776,28.09872,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000026,418.77

3,00:30-00:45,68.998153,130.480717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.88895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,1.873698,34.831253,0,50.688157,5.560434,48.499828,552.143799,9.222505,79.37622,0,0.5124,34.776,28.09872,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20,418.77

4,00:45-01:00,68.998153,130.480717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.88895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.143799,9.222505,79.37622,0,0.5124,34.776,28.09872,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20,418.77

5,01:00-01:15,68.998153,130.480717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.88895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.143799,9.222505,79.37622,0,0.5124,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20,418.77

6,01:15-01:30,68.998153,130.480717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.88895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.143799,9.222505,79.37622,0,0.5124,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20,418.77

7,01:30-01:45,68.998153,130.480717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.88895,5.534073,22.453313,18.800617,615.915947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,522.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20,418.77

8,01:45-02:00,68.998153,130.480717,124.384996,0,2.1253,97.055943,19.930299,3.094586,0.779669,0,35.154834,24.338981,149.88895,5.534073,22.453313,18.800617,628.205947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20,418.77

9,02:00-02:15,68.998153,130.480717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.88895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,418.77

10,02:15-02:30,68.998153,130.480717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.88895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,418.77

11,02:30-02:45,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

12,02:45-03:00,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

13,03:00-03:15,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.839,148.302375,40.89908,0,20.000002,414

14,03:15-03:30,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.503,148.302375,46.39908,0,20.000002,414

15,03:30-03:45,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

16,03:45-04:00,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,0,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,131.102375,40.89908,0,20.000002,414

17,04:00-04:15,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,10.858854,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

18,04:15-04:30,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,10.858854,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,1.4091,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

19,04:30-04:45,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,10.858854,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,2.0496,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

20,04:45-05:00,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,10.858854,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,2.0496,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

21,05:00-05:15,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,23.197435,21.717709,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,2.0496,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

22,05:15-05:30,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,23.197435,32.576563,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,2.0496,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

23,05:30-05:45,68.998153,128.380717,124.384996,0,2.1253,95.455943,22.630299,3.094586,0.779669,0,35.154834,27.638981,145.68895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,23.197435,32.576563,50.688157,5.560434,48.499828,552.443799,9.222505,79.37622,0,2.0496,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.039,148.302375,46.39908,0,20.000002,414

