Block,Time,NAPP,NLCTS2EXP,NNTPP,SINGRAULI,UNCHAHAR2,URI,CHAMERA1,DADRT2,MAPS,RAPPB,RAPPC,RIHAND1,RSTPSU1TO6,SIMHST2,TANDA2,TelanganaSTPP,ANTA_CRF,ANTA_LF,AURY_CRF,AURY_RF,DADRI_CRF,DADRI_LF,CHAMERA2,CHAMERA3,NLCEXP,PARBATI3,SEWA2,TEHRI,URI2,VALLURNTECL,AURY_LF,DULHASTI,JHAJJAR,KHSTPP-I,KHSTPP-II,KKNPPU2,PARBATI2,DADRI_GF,DADRI_RF,BSIUL,KGSU3AND4,KISHANGANGA,KOTESHWR,NTPL,SINGRAULI_HYDRO,TALST2,ANTA_RF,AURY_GF,FSTPP I & II,KOLDAM,KUDGI,NLCIIST1,NLCIIST2,RIHAND2,SIMHST1,TALA,TANAKPUR,UNCHAHAR3,UNCHAHAR4,DHAULIGNGA,KGSU1AND2,KKNP,RAMPUR,RIHAND3,RSTPSU7,SALAL,UNCHAHAR1,BRBCL,NJPC,SASAN,ANTA_GF
61,15:00-15:15,51.86,0,0,146.15,44.97,35.33,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.09,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,1.09,130.65,0,26.73,21.63,20,27.63,348.98,0

62,15:15-15:30,51.86,0,0,146.15,44.97,35.33,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.09,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,1.09,130.65,0,26.73,21.63,20,27.63,348.98,0

63,15:30-15:45,51.86,0,0,146.15,44.97,35.33,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.09,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

64,15:45-16:00,51.86,0,0,146.15,44.97,35.33,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.09,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

65,16:00-16:15,51.86,0,0,146.15,44.97,35.33,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,4.29,0,13.06,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.09,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

66,16:15-16:30,51.86,0,0,146.15,44.97,35.33,13.59,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,4.29,0,13.06,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.09,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

67,16:30-16:45,51.86,0,0,146.15,44.97,35.33,14.05,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,16.86,0,13.06,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,50.83,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

68,16:45-17:00,51.86,0,0,146.15,44.97,35.33,14.05,688.87,0,0,69.1,88.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,16.86,0,25.79,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,50.83,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

69,17:00-17:15,51.86,0,0,146.15,44.97,34.78,28.1,688.87,0,0,69.1,92.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,19.61,0,26.11,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,50.83,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

70,17:15-17:30,51.86,0,0,146.15,44.97,34.78,28.1,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,3.29,11.65,0,19.61,0,39.18,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,50.83,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

71,17:30-17:45,51.86,0,0,146.15,44.97,34.78,28.1,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.65,0,19.61,0,39.18,38.05,0,0,19.81,670.51,45.83,148.3,0,7.49,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.74,0,13.9,1.92,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

72,17:45-18:00,51.86,0,0,146.15,44.97,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.65,0,19.61,18.88,39.18,38.05,0,0,19.81,423.51,45.83,148.3,0,14.98,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.61,0,13.9,3.85,0,0,0,124.53,0,0,0.25,27.67,3.18,10.27,0,0,2.18,130.65,0,26.73,21.63,20,55.26,348.98,0

73,18:00-18:15,51.86,0,0,146.15,44.97,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.65,0,33.71,18.88,39.18,38.05,0,0,39.62,423.51,45.83,148.3,0,22.47,0,74.38,6.52,0,8.45,10.41,0,0.94,0,52.14,0,13.9,5.76,0,0,0,124.53,0,0,0.25,27.67,1.88,10.93,0,0,3.26,130.65,0,26.73,21.63,20,82.55,348.98,0

74,18:15-18:30,51.86,0,0,146.15,43.87,39.75,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,32.49,23.3,0,33.71,18.88,39.18,38.05,0,0,39.62,423.51,45.83,148.3,0,29.98,0,74.38,6.52,0,8.45,10.41,0,0.94,0,52.14,0,13.9,7.69,0,0,0,124.53,0,0,0.25,27.17,1.88,21.86,0,0,4.36,130.65,0,26.73,21.33,20,110.53,348.98,0

75,18:30-18:45,51.86,0,0,146.15,43.87,39.75,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,29.98,0,74.38,19.56,0,8.45,11.57,0,0.94,0,52.14,0,13.9,7.69,0,0,0,113.03,0,0,0.25,27.17,1.88,43.72,0,0,5.37,130.65,0,26.73,21.29,20,138.15,348.98,0

76,18:45-19:00,51.86,0,0,146.15,43.87,39.75,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,29.98,0,74.38,19.56,0,8.45,11.57,0,0.94,0,52.14,0,13.9,7.69,0,0,0,113.03,0,0,0.25,27.12,1.88,43.72,0,0,5.37,130.65,0,26.73,21.29,20,138.15,348.98,0

77,19:00-19:15,51.86,0,0,146.15,43.87,39.75,42.15,682.04,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,419.21,45.83,148.3,0,29.98,0,74.38,19.56,0,8.45,11.57,0,0.94,0,52.14,0,13.9,7.69,0,0,0,112.03,0,0,0.25,27.12,1.88,43.72,0,0,5.37,130.65,0,26.73,21.29,20,138.15,348.98,0

78,19:15-19:30,51.86,0,0,146.15,43.87,34.78,42.15,682.04,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,419.21,45.83,148.3,0,29.98,0,74.38,19.56,0,8.45,11.57,0,0.94,0,52.14,0,13.9,7.69,0,0,0,113.03,0,0,0.25,27.12,1.88,43.72,0,0,5.37,130.65,0,26.73,21.29,20,138.15,348.98,0

79,19:30-19:45,51.86,0,0,146.15,43.87,34.78,42.15,682.04,0,0,69.1,90.98,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,419.21,45.83,148.3,0,44.51,0,74.38,19.56,0,8.45,11.57,0,0.94,0,52.14,0,13.9,7.69,0,0,0,107.03,0,0,0.25,27.12,1.88,43.72,0,0,5.37,130.65,0,26.73,21.29,20,138.15,348.98,0

80,19:45-20:00,51.86,0,0,146.15,43.87,34.78,42.15,682.04,0,0,69.1,90.98,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,419.21,45.83,148.3,0,44.51,0,74.38,19.56,0,8.45,11.57,0,0.94,0,52.14,0,13.9,7.69,0,0,0,107.03,0,0,0.25,27.12,1.88,43.72,0,0,5.37,130.65,0,26.73,21.29,20,138.15,348.98,0

81,20:00-20:15,51.86,0,0,146.15,43.87,34.78,42.15,682.04,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,419.21,45.83,148.3,0,44.51,0,74.38,19.56,0,8.45,11.57,0,0.94,0,52.14,0,13.9,7.69,0,0,0,123.03,0,0,0.25,27.12,1.88,43.72,0,0,5.37,130.65,0,26.73,21.29,20,138.15,348.98,0

82,20:15-20:30,51.86,0,0,146.15,43.87,34.78,42.15,682.04,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,44.51,0,74.38,19.56,0,8.45,11.57,0,0.94,0,52.14,0,13.9,7.69,0,0,0,107.03,0,0,0.25,27.17,1.88,43.72,0,0,4.85,130.65,0,26.73,21.33,20,123.05,348.98,0

83,20:30-20:45,51.86,0,0,146.15,43.87,34.78,42.15,682.05,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,33.71,18.88,39.18,38.05,0,0,59.43,419.21,45.83,148.3,0,22.47,0,74.38,3.3,0,8.45,10.41,0,0.94,0,52.14,0,13.9,5.76,0,0,0,107.03,0,0,0.25,27.17,1.88,21.86,0,0,4.85,130.65,0,26.73,21.33,20,123.05,348.98,0

84,20:45-21:00,51.86,0,0,146.15,43.87,34.78,42.15,682.05,0,0,69.1,90.98,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,33.71,18.88,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,22.47,0,74.38,3.3,0,8.45,10.41,0,0.94,0,52.14,0,13.9,5.76,0,0,0,124.53,0,0,0.25,27.17,1.88,21.86,0,0,4.85,130.65,0,26.73,21.33,20,123.05,348.98,0

85,21:00-21:15,51.86,0,0,146.15,43.87,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,33.71,18.88,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,22.47,0,74.38,3.3,0,8.45,10.41,0,0.94,0,53.05,0,13.9,5.76,0,0,0,124.53,0,0,0.25,27.17,1.88,21.86,0,0,4.85,130.65,0,26.73,21.33,20,123.05,348.98,0

86,21:15-21:30,51.86,0,0,146.15,43.87,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,33.71,18.88,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,33.72,0,74.38,3.3,0,8.45,10.41,0,0.94,0,53.05,0,13.9,5.76,0,0,0,124.53,0,0,0.25,27.17,1.88,21.86,0,0,4.85,130.65,0,26.73,21.33,20,123.05,348.98,0

87,21:30-21:45,51.86,0,0,146.15,43.87,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,44.51,0,74.38,19.56,0,8.45,11.57,0,0.94,0,53.05,0,13.9,7.69,0,0,0,124.53,0,0,0.25,27.17,1.88,43.72,0,0,4.85,130.65,0,13.36,21.33,20,123.05,348.98,0

88,21:45-22:00,51.86,0,0,146.15,43.87,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,44.51,0,74.38,19.56,0,8.45,11.57,0,0.94,0,53.05,0,13.9,7.69,0,0,0,124.53,0,0,0.25,27.17,1.88,43.72,0,0,5.37,130.65,0,13.36,21.33,20,138.15,348.98,0

89,22:00-22:15,51.86,0,0,146.15,44.97,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,44.51,0,74.38,19.56,0,8.45,11.57,0,0.94,0,53.31,0,13.9,7.69,0,0,0,124.53,0,0,0.25,27.67,3.18,43.72,0,0,5.37,130.65,0,13.36,21.63,20,138.15,348.98,0

90,22:15-22:30,51.86,0,0,146.15,44.97,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,34.98,0,39.84,20.07,39.18,38.05,0,0,59.43,423.51,45.83,148.3,0,44.51,0,74.38,19.56,0,8.45,11.57,0,0.94,0,53.31,0,13.9,7.69,0,0,0,124.53,0,0,0.25,27.67,1.88,43.72,0,0,4.36,130.65,0,13.36,21.63,20,110.53,348.98,0

91,22:30-22:45,51.86,0,0,146.15,43.87,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,23.3,0,33.71,18.88,39.18,38.05,0,0,39.62,423.51,45.83,148.3,0,22.47,0,74.38,6.52,0,8.45,10.41,0,0.94,0,53.31,0,13.9,5.76,0,0,0,124.53,0,0,0.25,27.17,1.88,21.86,0,0,3.2,130.65,0,13.36,21.33,20,81.21,348.98,0

92,22:45-23:00,51.86,0,0,146.15,43.87,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,23.3,0,33.71,18.88,39.18,38.05,0,0,19.81,423.51,45.83,148.3,0,7.49,0,74.38,6.52,0,8.45,10.41,0,0.94,0,53.31,0,13.9,3.85,0,0,0,124.53,0,0,0.25,27.17,1.88,10.93,0,0,2.05,130.65,0,13.36,21.33,20,52.01,348.98,0

93,23:00-23:15,51.86,0,0,146.15,43.87,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,23.3,0,33.71,18.88,39.18,38.05,0,0,19.81,423.51,45.83,148.3,0,3.75,0,74.38,6.52,0,8.45,10.41,0,0.94,0,53.31,0,13.9,1.92,0,0,0,124.53,0,0,0.77,27.17,1.88,0,0,0,1.09,130.65,0,13.36,21.33,20,27.63,348.98,0

94,23:15-23:30,51.86,0,0,146.15,43.87,34.78,42.15,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,23.3,0,19.61,18.88,26.11,38.05,0,0,19.81,423.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,53.31,0,13.9,1.92,0,0,0,124.53,0,0,0.77,27.17,1.88,0,0,0,0,130.65,0,13.36,21.33,20,0,348.98,0

95,23:30-23:45,51.86,0,0,146.15,43.87,34.78,28.1,682.05,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,23.3,0,19.61,18.88,26.11,38.05,0,0,19.81,523.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.31,0,13.9,0,0,0,0,113.03,0,0,0.77,27.17,1.88,0,0,0,0,130.65,0,13.36,21.33,20,0,348.98,0

96,23:45-24:00,51.86,0,0,146.15,43.87,34.78,14.05,682.05,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,48.74,23.3,0,16.86,18.88,26.11,38.05,0,0,19.81,523.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.31,0,13.9,0,0,0,0,113.03,0,0,0.77,27.17,1.88,0,0,0,0,130.65,0,13.36,21.33,20,0,348.98,0

