Block,Time Block,BRBCL,KHSTPP-I,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,FSTPP I & II,DADRT2,CHAMERA2,DULHASTI,JHAJJAR,CHAMERA1,BSIUL,CHAMERA3,DHAULIGNGA,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,TEHRIPSP,TALA,TEHRI,TelanganaSTPP,SASAN,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TALST2,SINGRAULI,TANAKPUR,SALAL,SEWA2,AURY_CRF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,AURY_LF,UNCHAHAR2,URI,ANTA_LF,AURY_RF,AURY_GF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,ANTA_GF,RAPPC,RIHAND2,NTPL,PARBATI3,RSTPSU1TO6,PARBATI2,RIHAND1,RSTPSU7,RAPPB,RAPPD,RAMPUR,RIHAND3,NAPP,NNTPP,KUDGI,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,20.27,31.05,0,9.75,0,67.59,0,0,8.28,6.69,12.27,8.11,30.18,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,27.12,0,0,268.32,5.33,0,0,0,0,60.61,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,32.15,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

54,13:15-13:30,21.04,29.77,0,9.75,0,67.59,0,0,8.28,6.69,12.27,8.11,30.18,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,27.12,0,0,268.32,5.33,0,0,0,0,60.61,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,32.15,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

55,13:30-13:45,21.11,29.77,0,9.75,0,67.59,0,0,8.28,6.69,12.27,8.11,30.18,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,27.12,0,0,268.32,5.33,0,0,0,0,60.61,9.48,63.65,11.74,0,22.47,21.22,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,32.15,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

56,13:45-14:00,21.2,29.77,0,0,0,67.59,0,0,8.28,6.69,12.51,8.11,30.18,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,27.24,0,0,268.32,5.33,0,0,0,0,60.61,9.48,63.65,11.74,0,22.47,21.22,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,32.15,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

57,14:00-14:15,19.95,31.05,0,0,0,67.33,0,0,8.28,6.69,12.27,8.11,30.18,53.23,245.15,31.13,12.53,25.73,40.81,0,0,0,0,0,27.24,0,0,268.32,5.33,0,0,0,0,60.61,11.45,63.65,11.74,0,22.47,21.22,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,32.15,0,10.81,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

58,14:15-14:30,20.36,31.05,0,0,0,67.33,0,0,8.28,6.69,12.27,8.11,30.18,53.23,245.15,31.13,12.53,25.73,40.81,0,0,0,0,0,27.24,0,0,268.32,5.33,0,0,0,0,60.61,11.45,63.65,11.74,0,22.47,21.22,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,32.15,0,10.81,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

59,14:30-14:45,20.69,29.23,0,0,0,63.88,0,0,8.28,6.69,12.27,8.11,30.18,53.23,245.15,31.13,12.53,25.73,40.81,0,0,0,0,0,21.95,0,0,268.32,5.33,0,0,0,0,60.61,11.45,63.65,11.74,0,22.47,21.21,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,32.15,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

60,14:45-15:00,18.79,29.23,0,9.75,0,63.88,0,0,8.28,6.69,12.27,8.11,30.18,53.23,245.15,31.13,12.53,25.73,40.81,0,0,0,0,0,21.95,0,0,268.32,5.33,0,0,0,0,60.61,11.45,63.65,11.74,0,22.47,21.21,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,32.15,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

61,15:00-15:15,20.37,43.76,0,9.75,0,93.75,0,0,8.28,6.69,12.27,8.11,45.29,53.23,245.15,31.13,12.53,32.62,40.81,0,0,0,0,0,21.95,0,0,268.32,5.33,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,21.21,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,111.49,0,32.15,0,12.17,78.14,0,0,22.94,5.48,111.93,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

62,15:15-15:30,22.01,43.76,0,9.75,0,93.75,0,0,8.28,6.69,13.24,8.11,45.29,53.23,245.15,40.51,12.53,32.62,40.81,0,0,0,0,0,21.95,0,0,268.32,5.33,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,21.21,0,0,0,43.25,35.01,0,0,0,20.81,0,3.09,0,62.57,116.66,0,32.15,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

63,15:30-15:45,22.99,43.76,0,9.75,0,93.75,0,0,8.28,6.69,13.24,8.11,45.29,53.23,245.15,40.51,12.53,32.62,40.81,0,0,0,0,0,21.53,0,0,268.32,5.33,0,0,0,0,68.81,3.7,63.65,11.74,0,22.47,21.21,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,34.29,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

64,15:45-16:00,20.72,43.76,0,9.75,0,93.75,0,0,8.28,6.69,13.24,8.11,45.29,53.23,245.15,40.51,12.53,32.62,40.81,0,0,0,0,0,21.38,0,0,268.32,5.33,0,0,0,0,68.81,3.7,63.65,11.74,0,22.47,21.21,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,34.29,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

65,16:00-16:15,19.65,43.76,0,3.8,0,93.75,0,0,8.03,6.69,13.24,0,45.29,53.23,245.15,36.44,12.53,32.62,40.81,0,0,0,0,0,21.13,0,0,263.82,2.93,0,0,0,0,68.81,3.7,63.65,11.74,0,22.47,21.21,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,34.29,0,10.81,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

66,16:15-16:30,19.88,43.76,0,0,0,93.75,0,0,6.85,6.69,13.24,8.11,45.29,53.23,245.15,31.13,12.53,32.62,40.81,0,0,0,0,0,21.13,0,0,263.82,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,22.47,21.21,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,34.29,0,10.81,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

67,16:30-16:45,18.72,43.76,0,0,0,93.75,0,0,6.85,6.69,13.24,8.11,36.66,53.23,245.15,40.51,18.8,25.73,40.81,0,0,0,0,0,21.57,0,0,263.82,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,22.47,21.21,0,0,0,43.25,46.68,0,0,0,11.85,0,3.09,0,62.57,116.66,0,35.72,0,10.81,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

68,16:45-17:00,17.6,43.76,0,9.75,0,93.75,0,0,8.28,6.69,13.24,8.11,36.66,53.23,245.15,40.51,18.8,25.73,40.81,0,0,0,0,0,21.57,0,0,263.82,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,22.47,21.21,0,0,0,43.25,46.68,0,0,0,11.85,0,3.09,0,62.57,116.66,0,35.72,0,10.81,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

69,17:00-17:15,23.43,43.76,0,9.75,0,93.75,0,0,8.28,6.69,13.24,8.11,36.66,53.23,245.15,40.51,18.8,25.73,40.81,0,0,0,0,0,21.38,15.71,0,263.82,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,22.47,21.1,0,0,0,43.25,46.68,0,0,0,11.85,0,3.09,0,62.57,116.66,0,40,0,9.48,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

70,17:15-17:30,21.62,43.76,0,9.75,0,93.75,0,0,8.28,6.69,13.24,8.11,36.66,53.23,245.15,40.51,18.8,25.73,40.81,0,0,0,0,0,21.25,31.42,0,263.82,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,22.47,21.1,0,0,0,43.25,46.68,0,0,0,11.85,0,3.09,0,62.57,116.66,0,40,0,9.48,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

71,17:30-17:45,20.94,43.76,0,9.75,0,93.75,0,0,8.28,6.69,14.94,38.44,36.66,53.23,245.15,40.51,18.8,25.73,40.81,0,0,0,0,0,21.08,47.13,0,263.82,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,21.1,0,0,0,43.25,46.68,0,0,0,13.88,0,3.09,0,62.57,116.66,0,44.29,0,9.48,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

72,17:45-18:00,21.12,43.76,0,9.75,0,93.75,0,0,8.28,6.69,14.94,46.13,36.66,53.23,245.15,40.51,18.8,25.73,40.81,0,0,0,0,0,20.93,62.84,0,263.82,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,21.1,0,0,0,43.25,46.68,0,0,0,13.88,0,3.09,0,62.57,116.66,0,44.29,0,9.48,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

73,18:00-18:15,21.98,43.76,0,9.75,0,93.75,0,0,8.28,6.69,14.94,46.13,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,18.29,64.03,0,263.82,2.93,0,0,0,0,72.02,9.48,63.65,11.74,0,29.21,16.61,0,0,0,27.26,46.68,0,0,0,13.88,0,1.7,0,62.57,119.97,0,50.01,0,9.48,89.47,0,0,22.94,5.48,125.71,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

74,18:15-18:30,20.27,43.76,0,19.5,0,93.75,0,0,8.28,6.69,14.94,46.13,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,17.99,64.03,0,263.82,2.93,0,0,0,0,72.02,9.48,63.65,11.74,0,29.21,16.61,0,0,0,27.26,46.68,0,0,0,13.88,0,1.7,0,62.57,119.97,0,50.01,0,9.48,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

75,18:30-18:45,20.14,43.76,0,29.25,0,93.75,0,0,8.28,6.69,14.94,46.13,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,24.25,64.03,0,263.82,2.93,0,0,0,0,72.02,9.48,63.65,11.74,0,29.21,16.61,0,0,0,27.26,46.68,0,0,0,13.88,0,1.7,0,62.57,119.97,0,50.01,0,9.48,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

76,18:45-19:00,16.66,43.76,0,38.99,0,93.75,0,0,8.28,6.69,14.94,46.13,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,24.25,64.03,0,263.82,2.93,0,0,0,0,72.02,9.48,63.65,11.74,0,29.21,16.61,0,0,0,27.26,46.68,0,0,0,13.88,0,1.7,0,62.57,119.97,0,50.01,0,9.48,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

77,19:00-19:15,17.13,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,118.6,45.29,53.23,303.87,40.51,18.8,32.62,40.81,0,0,0,0,0,23.49,64.03,0,263.82,5.33,0,0,0,0,72.02,0,63.65,11.74,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,40,0,9.48,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

78,19:15-19:30,19.39,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,200.18,47.66,55.43,405.4,40.63,19.66,34.3,43.07,0,0,0,0,0,23.49,64.03,0,263.82,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

79,19:30-19:45,22.76,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,291.48,47.66,55.43,456.34,40.63,19.66,34.3,43.07,0,0,0,0,0,23.49,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

80,19:45-20:00,24.02,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,344.34,47.66,55.43,456.34,40.63,19.66,34.3,43.07,0,0,0,0,0,23.76,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

81,20:00-20:15,23.17,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,344.34,47.66,55.43,456.34,40.63,19.66,34.3,43.07,0,0,0,0,79.94,23.76,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

82,20:15-20:30,21.37,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,356.69,47.66,55.43,456.34,40.63,19.66,34.3,43.07,0,0,0,0,79.94,23.84,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

83,20:30-20:45,23.33,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,356.69,47.66,55.43,456.34,40.63,19.66,34.3,43.07,0,0,0,0,79.94,23.9,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

84,20:45-21:00,24.02,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,356.69,47.66,55.43,456.34,40.63,19.66,34.3,43.07,0,0,0,0,79.94,24.05,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

85,21:00-21:15,23.28,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,344.34,47.66,55.43,456.34,40.63,19.66,34.3,43.07,0,0,0,0,79.94,24.19,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

86,21:15-21:30,24.02,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,339.54,45.29,53.23,456.34,40.51,18.8,32.62,40.81,0,0,0,0,79.94,24.33,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,11.74,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,14.29,0,10.81,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

87,21:30-21:45,20.2,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,389.05,45.29,53.23,456.34,40.51,18.8,32.62,40.81,0,0,0,0,79.94,24.47,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,11.74,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,22.85,0,10.81,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

88,21:45-22:00,22.61,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,471.94,47.66,55.43,456.34,40.63,19.66,34.3,43.07,0,0,0,0,79.94,24.61,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

89,22:00-22:15,20.88,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,522.99,47.66,55.43,405.4,40.63,19.66,34.3,43.07,0,0,0,0,79.94,24.61,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

90,22:15-22:30,23.56,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,522.99,47.66,55.43,405.4,40.63,19.66,34.3,43.07,0,0,0,0,79.94,24.75,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

91,22:30-22:45,22.14,43.76,0,42.9,0,93.75,0,0,8.28,6.9,18.03,527.12,47.66,55.43,456.34,40.63,19.66,34.3,43.07,0,0,0,0,79.94,24.75,64.61,0,255.17,5.33,0,0,0,0,72.02,0,63.65,12.48,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,55.72,0,13.52,89.47,0,0,22.94,5.61,125.75,23.05,0,0,0,0,0,170.54,0,0,0,0,0,0,0

92,22:45-23:00,20.21,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,527.12,45.29,53.23,456.34,40.51,12.53,32.62,40.81,0,0,0,0,79.94,24.75,63.43,0,255.17,5.33,0,0,0,0,72.02,0,63.65,11.74,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,35.72,0,10.81,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

93,23:00-23:15,21.13,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,527.12,45.29,53.23,456.34,40.51,12.53,32.62,40.81,0,0,0,0,79.94,24.89,63.43,0,255.17,5.33,0,0,0,0,72.02,0,63.65,11.74,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,40,0,10.81,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

94,23:15-23:30,17.73,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,527.12,45.29,53.23,456.34,40.51,12.53,32.62,40.81,0,0,0,0,0,24.89,63.43,0,255.17,5.33,0,0,0,0,72.02,0,63.65,11.74,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,40,0,10.81,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

95,23:30-23:45,17.04,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,527.12,45.29,53.23,456.34,40.51,12.53,32.62,40.81,0,0,0,0,0,24.89,63.43,0,255.17,5.33,0,0,0,0,72.02,0,63.65,11.74,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,40,0,10.81,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

96,23:45-24:00,16.66,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,527.12,45.29,53.23,456.34,40.51,12.53,32.62,40.81,0,0,0,0,0,24.89,63.43,0,255.17,5.33,0,0,0,0,72.02,0,63.65,11.74,0,29.21,26.61,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,119.97,0,40,0,10.81,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

