Block,Time,DHAULIGNGA,PARBATI3,SEWA2,SINGRAULI_HYDRO,ANTA_GF,AURY_LF,CHAMERA1,KGSU1AND2,KGSU3AND4,KHSTPP-I,NAPP,RIHAND1,RIHAND3,SIMHST2,TALST2,TEHRI,AURY_CRF,AURY_RF,BSIUL,JHAJJAR,RSTPSU1TO6,SIMHST1,UNCHAHAR1,KOTESHWR,RSTPSU7,SASAN,TelanganaSTPP,UNCHAHAR2,UNCHAHAR4,VALLURNTECL,ANTA_CRF,ANTA_LF,DADRI_CRF,NLCEXP,NLCIIST1,NLCTS2EXP,NNTPP,CHAMERA3,DADRT2,DULHASTI,KKNPPU2,KUDGI,NJPC,RAPPB,UNCHAHAR3,DADRI_GF,DADRI_LF,KHSTPP-II,KISHANGANGA,KKNP,NLCIIST2,RAPPC,TANDA2,URI,ANTA_RF,AURY_GF,DADRI_RF,BRBCL,CHAMERA2,FSTPP I & II,KOLDAM,MAPS,NTPL,RAMPUR,RIHAND2,SALAL,SINGRAULI,TALA,TANAKPUR,URI2
64,15:45-16:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.58,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,36.43,0,0,0,20,0,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

65,16:00-16:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,15.44,70.59,0,1.1,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,23.39,0,26.39,0,22.47,98.87,0,0,0,53.17,0,3.31,0,0,0,20,0,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

66,16:15-16:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,15.44,70.59,0,6.52,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,46.78,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,0,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

67,16:30-16:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,30.87,70.59,0,6.52,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,70.17,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,0,20.8,0,0,0,0,118.76,1.4,139.68,0,11.53,4.57

68,16:45-17:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,30.87,70.59,0,6.52,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,70.17,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,2,20.8,0,0,0,0,118.76,1.4,139.68,0,3.2,4.57

69,17:00-17:15,9.13,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,46.31,70.59,0,6.52,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,0,683.14,14.12,0,0,93.56,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,2,20.8,0,0,0,0,118.76,1.4,139.68,0,3.2,4.57

70,17:15-17:30,18.27,0,0,0,0,0,12.01,0,0,45.22,42.93,92,124.32,0,0,46.31,70.59,0,6.52,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,1.27,683.14,14.12,0,0,116.95,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,13.06,20.8,0,0,0,0,118.76,1.4,139.68,0,3.2,4.57

71,17:30-17:45,27.4,0,5.27,0,0,0,26.86,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,6.52,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,9.68,683.14,32.96,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,13.06,20.8,0,0,0,0,118.76,1.4,139.68,0,3.2,4.57

72,17:45-18:00,36.55,0,10.54,0,0,0,41.43,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,654.31,0,0,20.56,9.86,0,407.25,0,21.19,0,0,41.79,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,3.2,4.57

73,18:00-18:15,36.55,0,10.54,0,0,0,42.15,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,438.51,0,0,20.56,9.86,0,407.25,0,21.19,0,0,42.21,0,66.85,0,0,0,0,29.06,682.78,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,3.2,4.57

74,18:15-18:30,36.55,0,10.54,0,0,0,42.15,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,438.51,0,0,20.56,9.86,0,407.25,0,21.19,0,0,42.21,0,66.85,0,0,0,0,29.06,682.78,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,11.53,4.57

75,18:30-18:45,36.55,0,10.54,0,0,0,42.15,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,508.01,0,0,20.56,9.86,0,407.25,0,21.19,0,0,42.21,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,36.43,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,5.76,4.57

76,18:45-19:00,36.55,2.55,10.54,0,0,0,42.15,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,654.31,0,0,20.56,9.86,0,407.25,0,21.19,0,0,42.21,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,36.43,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,5.76,4.57

77,19:00-19:15,36.55,6.36,10.54,0,0,0,42.15,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,654.31,0,0,20.56,9.86,0,407.25,0,21.19,0,0,42.42,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,3.86,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,5.76,4.57

78,19:15-19:30,36.55,33.1,10.54,0,0,0,26.86,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,13.04,654.31,0,0,20.56,9.86,0,407.25,0,21.19,0,0,42.42,0,66.85,0,0,0,0,29.06,683.14,49.43,0,0,140.34,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,26.34,20.8,0,0,0,0,118.76,1.4,139.68,0,5.76,4.57

79,19:30-19:45,27.4,33.1,5.27,0,0,0,12.01,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,6.52,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,42.42,0,66.85,0,0,0,0,1.91,683.14,32.96,0,0,116.95,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,13.06,20.8,0,0,0,0,118.76,1.4,139.68,0,2.56,4.57

80,19:45-20:00,18.27,33.1,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,62.24,70.59,0,6.52,654.31,0,0,20.56,8.87,0,407.25,0,21.19,0,0,42.42,0,66.85,0,0,0,0,0,683.14,14.12,0,0,93.56,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,2.56,4.57

81,20:00-20:15,9.13,33.1,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,46.31,70.59,0,1.1,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,70.17,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,2.56,4.57

82,20:15-20:30,9.13,33.1,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,46.31,70.59,0,0,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,46.78,0,26.39,0,22.47,98.87,0,0,0,53.17,0,1.44,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,2.56,4.57

83,20:30-20:45,9.13,33.1,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,30.87,70.59,0,0,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,23.39,0,26.39,0,22.47,98.87,0,0,0,53.17,0,11.59,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,2.56,4.57

84,20:45-21:00,9.13,5.09,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,15.44,70.59,0,0,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,42.84,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,11.59,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,2.56,4.57

85,21:00-21:15,0,2.55,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,15.44,70.59,0,0,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,11.59,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,2.56,4.57

86,21:15-21:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,11.59,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

87,21:30-21:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,11.59,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

88,21:45-22:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,11.59,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

89,22:00-22:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,11.59,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

90,22:15-22:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,329.62,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,11.59,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

91,22:30-22:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,348.98,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,4.41,0,0,0,20,1.87,20.8,0,0,0,0,118.76,1.4,139.68,0,3.45,4.57

92,22:45-23:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,348.98,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,4.41,0,0,0,20,1.87,20.8,0,0,0,0,118.76,13.95,139.68,0,3.45,4.57

93,23:00-23:15,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,348.98,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,4.41,0,0,0,20,1.87,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

94,23:15-23:30,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,348.98,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,4.41,0,0,0,20,1.87,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

95,23:30-23:45,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,348.98,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,4.41,0,0,0,20,1.87,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

96,23:45-24:00,0,0,0,0,0,0,0,0,0,45.22,42.93,92,124.32,0,0,0,70.59,0,0,654.31,0,0,20.56,8.87,0,348.98,0,21.19,0,0,43.05,0,66.85,0,0,0,0,0,683.14,14.12,0,0,0,0,26.39,0,22.47,98.87,0,0,0,53.17,0,2.21,0,0,0,20,1.87,20.8,0,0,0,0,118.76,55.77,139.68,0,3.45,4.57

