Block,Time,SINGRAULI_HYDRO,DADRT2,TANAKPUR,RAPPC,URI2,CHAMERA1,BSIUL,SALAL,AURY_CRF,RAPPB,NAPP,UNCHAHAR3,AURY_LF,DADRI_LF,KOTESHWR,UNCHAHAR2,KOLDAM,SEWA2,CHAMERA3,RIHAND1,TANDA2,DADRI_CRF,URI,BRBCL,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,SASAN,PARBATI3,RIHAND2,KISHANGANGA,AURY_GF,JHAJJAR,ANTA_CRF,ANTA_GF,RAMPUR,NJPC,DADRI_RF,AURY_RF,ANTA_LF,SINGRAULI,TEHRI,UNCHAHAR1,DHAULIGNGA,DADRI_GF,ANTA_RF,CHAMERA2,RIHAND3,DULHASTI,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,0.773330,360.090500,0.000000,51.910031,4.531642,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,14.322000,0.000000,0.000000,8.541225,22.580250,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,16.621219,104.605270,31.039566,11.107250,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,232.915375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,14.189175,11.627000,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

21,05:00-05:15,0.773330,408.215500,0.000000,51.910031,4.531642,0.000000,0.000000,12.302675,0.000000,0.000000,41.837565,19.337106,0.000000,0.000000,8.541225,30.576411,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,16.288423,104.605270,31.039566,15.019428,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,235.623272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,14.189175,14.201445,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

22,05:15-05:30,0.773330,456.340500,0.000000,51.910031,4.531642,0.000000,0.000000,12.302675,0.000000,0.000000,41.837565,19.337106,0.000000,0.000000,8.541225,30.576411,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,17.614260,104.605270,31.039566,15.019428,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,235.623272,0.000000,0.000000,0.000000,18.229750,0.000000,0.000000,0.000000,120.877969,14.189175,15.749676,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

23,05:30-05:45,0.773330,504.465500,0.000000,51.910031,4.531642,0.000000,0.000000,12.302675,0.000000,0.000000,41.837565,19.337106,0.000000,0.000000,8.541225,30.576411,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,19.192543,123.961145,39.091360,15.019428,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,235.623272,0.000000,0.000000,0.000000,36.459500,0.000000,0.000000,0.000000,120.877969,28.378350,15.749676,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

24,05:45-06:00,0.773330,552.590500,0.000000,51.910031,4.531642,0.000000,0.000000,12.302675,0.000000,0.000000,41.837565,19.337106,0.000000,0.000000,8.541225,30.576411,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,19.250000,122.382741,36.608206,15.019428,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,289.022772,0.000000,0.000000,0.000000,36.459500,0.000000,0.000000,0.000000,120.877969,28.378350,15.749676,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

25,06:00-06:15,0.773330,578.481269,0.000000,51.910031,4.531642,0.000000,0.000000,12.302675,0.000000,0.000000,41.837565,19.337106,0.000000,0.000000,8.541225,30.576411,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,122.382741,36.608206,15.019428,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,346.772772,0.000000,0.000000,0.000000,45.027482,0.000000,0.000000,0.000000,120.877969,28.378350,15.749676,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

26,06:15-06:30,0.773330,653.720375,0.000000,51.910031,4.531642,6.311112,0.000000,12.302675,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,17.082450,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,141.738616,44.659114,19.892321,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,417.718117,0.000000,0.000000,0.000000,67.450075,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,0.000000,0.000000,0.000000,3.207531,59.511375,15.860895,0.000000,0,0,0,0,0

27,06:30-06:45,0.773330,653.720375,0.000000,51.910031,4.531642,13.514905,1.058750,24.605350,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,25.623675,40.800471,0.000000,3.207531,0.000000,83.737500,0.000000,0.000000,35.065800,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,90.054965,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,7.628775,0.000000,0.000000,5.132050,59.511375,15.860895,0.000000,0,0,0,0,0

28,06:45-07:00,0.773330,653.720375,0.000000,51.910031,4.531642,27.045018,18.828810,53.684400,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,36.062950,40.800471,0.000000,14.215778,0.000000,83.737500,0.000000,0.000000,35.065800,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,109.378500,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,17.546182,0.000000,0.000000,25.352327,59.511375,31.721790,0.000000,0,0,0,0,0

29,07:00-07:15,0.773330,653.720375,0.000000,51.910031,4.531642,27.045018,12.552540,53.684400,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,36.062950,40.800471,0.000000,15.211396,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,109.378500,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,26.380304,0.000000,0.000000,25.352327,59.511375,31.721790,0.000000,0,0,0,0,0

30,07:15-07:30,0.773330,653.720375,0.000000,51.910031,4.531642,27.045018,12.552540,53.684400,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,36.062950,40.800471,0.000000,15.211396,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,109.378500,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,26.380304,0.000000,0.000000,25.352327,59.511375,31.721790,0.000000,0,0,0,0,0

31,07:30-07:45,0.773330,653.720375,0.616481,51.910031,4.531642,27.045018,12.552540,53.684400,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,36.062950,40.800471,0.000000,15.211396,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,109.378500,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,26.319274,0.000000,0.000000,25.352327,59.511375,31.721790,0.000000,0,0,0,0,0

32,07:45:08:00,0.773330,653.720375,0.616481,51.910031,4.531642,13.522509,12.552540,53.684400,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,36.062950,40.800471,0.000000,15.211396,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,109.378500,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,26.319274,0.000000,0.000000,25.352327,59.511375,31.721790,0.000000,0,0,0,0,0

33,08:00-08:15,0.773330,653.720375,0.616481,51.910031,4.531642,13.522509,12.552540,53.684400,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,36.062950,40.800471,0.000000,15.211396,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,82.033875,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,17.291890,0.000000,0.000000,25.352327,59.511375,31.721790,0.000000,0,0,0,0,0

34,08:15-08:30,0.773330,653.720375,0.616481,51.910031,4.531642,8.364125,0.000000,12.302675,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,17.082450,40.800471,0.000000,15.211396,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,72.919000,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,16.529012,0.000000,0.000000,3.207531,59.511375,15.860895,0.000000,0,0,0,0,0

35,08:30-08:45,0.773330,653.720375,0.616481,51.910031,4.531642,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,8.541225,40.800471,0.000000,15.211396,0.000000,83.737500,0.000000,0.000000,35.065800,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,54.689250,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,7.883068,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

36,08:45:09:00,0.773330,653.720375,0.616481,51.910031,4.531642,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,8.541225,40.800471,0.000000,3.207531,0.000000,83.737500,0.000000,0.000000,35.065800,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,27.344625,0.000000,0.000000,0.000000,120.877969,42.567525,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

37,09:00:09:15,0.773330,653.720375,0.616481,51.910031,4.531642,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,8.541225,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,20.052725,0.000000,0.000000,0.000000,120.877969,28.378350,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

38,09:15-09:30,0.773330,653.720375,0.616481,51.910031,4.531642,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,8.541225,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,28.378350,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

39,09:30-09:45,0.773330,653.720375,0.616481,51.910031,5.179020,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,8.541225,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,7.438200,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,27.165600,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

40,09:45-10:00,0.773330,653.720375,0.616481,51.910031,23.305590,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,8.541225,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,25.502400,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,27.165600,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,15.860895,0.000000,0,0,0,0,0

41,10:00-10:15,0.773330,653.720375,0.493185,51.910031,23.305590,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,0.000000,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,25.502400,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,27.165600,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,1.852331,0.000000,0,0,0,0,0

42,10:15-10:30,0.773330,653.720375,0.493185,51.910031,23.305590,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,0.000000,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,25.502400,14.438799,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,13.582800,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,1.852331,0.000000,0,0,0,0,0

43,10:30-10:45,0.773330,541.420014,0.493185,51.910031,23.305590,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,0.000000,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,3.187800,14.829165,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,13.582800,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,1.852331,0.000000,0,0,0,0,0

44,10:45-11:00,0.773330,504.647412,0.493185,51.910031,23.305590,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,0.000000,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,1.593900,17.646531,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,13.582800,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,1.852331,0.000000,0,0,0,0,0

45,11:00-11:15,0.773330,470.959912,0.493185,51.910031,23.305590,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,0.000000,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,2.125200,17.833804,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,1.852331,0.000000,0,0,0,0,0

46,11:15-11:30,0.773330,471.922412,0.493185,51.910031,4.531642,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,0.000000,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,2.125200,16.264320,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,419.106188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,1.852331,0.000000,0,0,0,0,0

47,11:30-11:45,0.773330,437.272412,0.493185,51.910031,4.531642,0.000000,0.000000,2.236850,0.000000,0.000000,41.837565,25.400471,0.000000,0.000000,0.000000,40.800471,0.000000,0.000000,0.000000,83.737500,0.000000,0.000000,2.125200,16.998387,141.738616,44.659114,19.952625,0.000000,403.066125,0.000000,113.695312,0.000000,0.000000,399.391878,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.877969,0.000000,21.001750,0.000000,0.000000,0.000000,0.000000,59.511375,1.852331,0.000000,0,0,0,0,0

