Block,Time Block,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,CHAMERA1,BSIUL,BRBCL,NNTPP,NTPL,PARBATI2,RAPPB,RAMPUR,PARBATI3,RIHAND1,RSTPSU1TO6,RAPPD,RIHAND3,RAPPC,RIHAND2,KHSTPP-I,KHSTPP-II,KKNPPU2,KISHANGANGA,KOLDAM,KKNP,KUDGI,KOTESHWR,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,URI2,URI,VALLURNTECL,UNCHAHAR4,SASAN,SIMHST1,RSTPSU7,SALAL,SEWA2,TANAKPUR,TALST2,TALA,TelanganaSTPP,TEHRI,TANDA2,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,3,0,58.64,0,21.21,77.77,66.04,79.58,28.04,95.72,0,8.31,0,0,0,10.05,0.92,0,80.24,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,301.71,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,47.02,151.8,33.72,0,57.32,10.72,200.24,0,0,0,12.56,14.45,0,0,0,0,3,0,58.64,0,21.21,77.77,66.04,79.58,29.92,95.72,0,8.31,0,0,0,10.05,0.92,0,87.52,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,329.27,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,47.02,151.8,33.72,0,57.32,10.72,238.77,0,0,0,12.56,14.45,0,0,0,0,3,0,64.99,0,21.21,92.87,66.04,96.42,28.04,95.04,0,8.31,0,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,354.48,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,47.02,151.8,33.72,0,57.32,10.72,238.77,0,0,0,6.28,14.45,0,0,0,0,3,0,64.99,0,21.21,92.87,66.04,96.42,29.92,95.04,0,8.31,0,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,374.95,0,0,0,0,1.36,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,47.02,151.8,33.72,0,57.32,10.72,238.77,0,0,0,6.28,14.45,0,0,0,0,3,0,64.99,0,21.21,92.87,66.04,96.42,29.23,105.79,0,8.31,0,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,6.07,2.35,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,47.02,151.8,33.72,0,57.32,10.72,238.77,0,0,0,6.28,14.45,0,0,0,0,3,0,64.99,0,21.21,92.87,66.04,96.42,28.92,104.9,0,8.31,0,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,6.07,2.35,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,47.02,151.8,33.72,0,57.32,10.72,277.31,0,0,0,6.28,14.45,0,0,0,0,3,0,64.99,0,21.21,92.87,66.04,96.42,33.14,102.65,0,8.31,0,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,6.07,2.35,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,47.02,151.8,33.72,0,57.32,10.72,277.31,0,0,4.41,6.28,14.45,0,0,0,0,3,0,64.99,0,21.21,92.87,66.04,96.42,33.14,102.65,0,8.31,0,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,6.07,2.35,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,47.02,151.8,33.72,0,57.32,10.72,296.57,0,0,13.53,6.28,14.45,0,0,7.24,0,3,4.44,64.99,0,21.21,92.87,66.04,96.42,32.87,102.23,0,8.31,0,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,12.15,2.96,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,47.02,151.8,33.72,0,57.32,10.72,296.57,0,0,27.07,6.28,14.45,0,0,14.47,0,3,18.92,64.99,0,21.21,92.87,66.04,96.42,32.87,102.23,0,8.31,2.31,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,18.21,2.96,0,0,0,0,3.86,16.33,29.01,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,47.02,151.8,28.83,0,57.32,10.72,335.09,0,0,27.07,12.56,14.45,0,0,21.71,0,3,22.18,64.99,0,21.21,92.87,66.04,96.42,32.19,97.39,0,8.31,2.31,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,18.21,2.96,0,0,0,11.2,2.93,16.33,25.21,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,47.02,151.8,28.83,0,57.32,13.16,335.09,0,0,40.6,12.56,14.45,0,0,28.96,0,3,35.48,64.99,0,21.21,92.87,66.04,96.42,32.19,97.39,0,8.31,2.31,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,18.21,2.96,0,0,0,22.42,2.93,16.33,25.21,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,47.02,151.8,28.83,10.55,57.32,13.16,335.09,0,0,40.6,12.56,14.45,0,0,36.19,0,3,37.84,64.99,0,21.21,92.87,66.04,96.42,32.19,114.8,0,8.31,4.61,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,18.21,2.96,0,0,0,22.42,2.93,16.33,25.21,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,47.02,151.8,28.83,10.55,57.32,13.16,354.37,0,0,40.6,12.56,14.45,0,0,36.19,0,3,37.84,64.99,0,21.21,92.87,66.04,96.42,32.19,114.8,0,8.31,6.93,0,0,10.05,0.92,0,123.77,0,0,75.52,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,18.21,2.96,0,0,0,22.42,2.93,16.33,25.21,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,47.02,194.18,28.83,10.55,57.32,13.16,354.37,0,0,40.6,12.56,14.45,0,0,36.19,0,3.17,41.38,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,6.93,0,0,10.05,0.92,0,123.77,0,0,79.94,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,18.21,2.96,0,0,0,33.63,2.93,16.33,26.02,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,47.02,194.18,28.83,10.55,57.32,13.16,354.37,0,0,40.6,12.56,14.45,0,0,39.81,0,4.24,41.38,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,6.93,0,0,10.05,0.92,0,123.77,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,18.21,2.96,0,0,0,33.63,2.93,19.6,33.5,15.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,47.02,194.18,28.83,10.55,57.32,13.16,354.37,0,0,40.6,12.56,14.45,0,0,39.81,0,4.24,41.38,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,6.93,0,0,10.05,0.92,0,123.77,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,18.21,2.96,0,0,0,33.63,2.93,18.82,32.87,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,47.02,248.63,28.83,10.55,57.32,13.16,381.14,0,0,40.6,12.56,14.45,0,0,43.43,0,4.24,41.38,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,9.24,0,0,10.05,0.92,0,123.77,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,375.22,0,0,0,18.21,2.96,0,0,0,33.63,2.93,16.57,27.8,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,47.02,263.48,28.83,10.55,57.32,13.16,231.09,0,0,40.6,12.56,14.45,0,0,43.43,0,4.24,48.78,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,9.24,0,0,10.05,0.92,0,123.77,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,399.07,0,0,0,18.21,2.96,0,0,0,33.63,2.93,15.53,27.8,14.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,47.02,263.48,28.83,21.08,57.32,13.16,231.09,0,0,40.6,12.56,14.45,0,0,47.05,0,4.24,48.78,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,9.24,0,0,10.05,0.92,0,123.77,0,0,106.61,24.95,0,0,0,36.7,46.79,0,0.96,400.97,0,0,0,18.21,2.96,0,0,0,33.63,2.93,16.35,27.8,14.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,47.02,263.48,28.83,42.17,57.32,13.16,235.05,0,0,40.6,12.56,14.45,0,0,47.05,0,5.22,51.73,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.31,9.24,0,0,20.08,0.92,0,123.77,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,327.28,0,0,0,18.21,2.96,0,0,0,33.63,3.3,16.85,28.4,14.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,48.54,263.48,34.89,42.17,58.02,13.16,255.38,0,0,41.86,19.47,14.45,0,0,50.67,0,5.22,57.64,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.36,9.24,0,0,33.48,0.92,0,123.77,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,327.28,0,0,0,19.35,2.96,0,0,0,33.63,3.3,16.15,28.4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,48.54,263.48,34.89,42.17,58.02,13.16,255.38,0,0,41.47,19.47,14.45,0,0,50.67,0,5.22,57.64,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.36,9.24,0,0,33.48,0.92,0,123.77,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,327.28,0,0,0,19.35,2.96,0,0,0,33.63,3.3,16.15,28.4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,48.54,263.48,34.89,42.17,58.02,13.16,255.38,0,0,41.47,19.47,14.45,0,0,50.67,0,5.22,57.64,64.99,0,21.21,92.87,66.04,96.42,35.35,114.8,0,8.36,9.24,0,0,33.48,0.92,0,123.77,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,327.28,0,0,0,19.35,2.96,0,0,0,33.63,3.3,16.15,28.4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,48.54,263.48,34.89,42.17,58.02,13.16,255.38,0,0,41.47,19.47,14.45,0,0,50.67,0,5.22,57.64,90.62,0,21.21,122.01,66.04,117.98,35.35,114.8,0,8.36,9.24,0,0,33.48,0.92,0,143.71,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,327.28,0,0,0,19.35,2.96,0,0,0,33.63,3.3,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,48.54,263.48,34.89,42.17,58.02,13.16,255.38,0,0,41.47,19.47,14.45,0,0,50.67,0,5.22,57.64,93.66,0,21.21,125.99,66.04,120.01,35.35,114.8,0,8.36,9.24,0,0,33.48,0.92,0,143.71,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,327.28,0,0,0,19.35,2.96,0,0,0,33.63,3.3,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,48.54,263.48,34.89,42.17,58.02,20.04,255.38,0,0,41.47,19.47,14.45,0,0,50.67,0,5.22,57.64,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.36,9.24,0,0,33.48,0.92,0,143.71,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,327.28,0,0,0,19.35,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,48.54,263.48,34.89,42.17,58.02,20.04,255.38,0,0,41.47,19.47,14.45,0,0,50.67,0,5.22,57.64,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.36,9.24,0,0,33.48,0.92,0,143.71,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,327.28,0,0,0,19.35,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,47.02,263.48,28.83,42.17,57.32,20.04,255.38,0,0,40.6,12.56,14.45,0,0,36.19,0,5.22,48.78,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.31,9.24,0,0,30.13,0.92,0,143.71,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,327.28,0,0,0,18.21,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,47.02,263.48,28.83,42.17,57.32,20.04,255.38,0,0,40.6,12.56,14.45,0,0,36.19,0,5.22,48.78,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.31,9.24,0,0,30.13,0.92,0,143.71,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,327.28,0,0,0,18.21,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,47.02,263.48,28.83,42.17,57.32,20.04,269.86,0,0,40.6,12.56,14.45,0,0,36.19,0,5.22,48.78,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.31,9.24,0,0,30.13,0.92,0,143.71,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,327.28,0,0,0,18.21,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,48.54,263.48,34.89,42.17,58.02,20.04,269.86,0,0,41.47,19.47,14.45,0,0,42.7,0,5.22,57.64,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.36,9.24,0,0,33.48,0.92,0,143.71,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,327.28,0,0,0,19.35,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,48.54,263.48,34.89,42.17,58.02,20.04,269.86,0,0,41.47,19.47,14.45,0,0,42.7,0,5.22,57.64,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.36,9.24,0,0,33.48,0.92,0,143.71,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,341.35,0,0,0,19.35,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,48.54,263.48,34.89,42.17,58.02,20.04,269.86,0,0,41.47,19.47,14.45,0,0,42.7,0,5.22,57.64,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.36,9.24,0,0,33.48,0.92,0,143.71,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,347.87,0,0,0,19.35,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,48.54,264.65,34.89,42.17,58.02,20.04,269.86,0,0,41.47,19.47,14.45,0,0,42.7,0,5.22,57.64,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.36,9.24,0,0,33.48,0.92,0,143.71,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,306.7,0,0,0,19.35,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,48.54,264.65,34.89,42.17,58.02,20.04,269.86,0,0,41.47,19.47,14.45,0,0,42.7,0,5.22,57.64,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.36,9.24,0,0,33.48,0.92,0,143.71,0,0,133.25,24.95,0,0,0,38.69,46.79,0,0.96,306.7,0,0,0,19.35,1.36,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,47.02,264.65,33.74,42.17,57.32,20.04,293.91,0,0,40.6,18.84,14.45,0,0,28.96,0,5.22,35.48,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.31,9.24,0,0,20.08,0.92,0,143.71,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,314.68,0,0,0,18.21,1.72,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,47.02,264.65,33.74,21.08,57.32,20.04,293.91,0,0,40.6,18.84,14.45,0,0,21.71,0,5.22,35.48,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.31,9.24,0,0,10.05,0.92,0,143.71,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,326.21,0,0,0,18.21,1.72,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,47.02,264.65,33.74,21.08,57.32,20.04,293.91,0,0,40.6,18.84,14.45,0,0,21.71,0,5.22,22.18,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.31,9.24,0,0,10.05,0.92,0,143.71,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,327.28,0,0,0,18.21,1.72,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,47.02,264.65,33.74,21.08,57.32,20.04,293.91,0,0,40.6,18.84,14.45,0,0,21.71,0,5.22,22.18,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.31,9.24,0,0,10.05,0.92,0,143.71,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,327.28,0,0,0,18.21,1.72,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,47.02,264.65,33.74,10.55,57.32,20.04,293.91,0,0,40.6,18.84,14.45,0,0,21.71,0,5.22,22.18,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.31,9.24,0,0,10.05,0.92,0,143.71,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,327.28,0,0,0,18.21,1.72,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,47.02,264.65,33.74,10.55,57.32,20.04,293.91,0,0,40.6,18.84,14.45,0,0,21.71,0,5.22,22.18,93.66,0,21.21,125.99,66.04,120.01,44.15,142.86,0,8.31,9.24,0,0,10.05,0.92,0,143.71,0,0,133.25,24.95,0,0,0,36.7,46.79,0,0.96,327.28,0,0,0,18.21,1.72,0,0,0,33.63,5.32,19.6,33.83,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

