Block,Time,RAPPB,RIHAND1,RIHAND3,SIMHST1,UNCHAHAR1,AURY_GF,DADRI_GF,CHAMERA3,KHSTPP-I,KKNPPU2,KOLDAM,PARBATI3,RSTPSU1TO6,RSTPSU7,UNCHAHAR2,ANTA_RF,AURY_LF,DHAULIGNGA,DULHASTI,NAPP,RAPPC,VALLURNTECL,ANTA_CRF,AURY_CRF,KOTESHWR,NJPC,SASAN,DADRI_LF,DADRI_RF,BRBCL,BSIUL,CHAMERA2,KGSU3AND4,MAPS,NLCIIST2,TelanganaSTPP,UNCHAHAR4,ANTA_LF,CHAMERA1,FSTPP I & II,KKNP,NLCIIST1,NNTPP,RAMPUR,SINGRAULI_HYDRO,TALST2,TANAKPUR,TANDA2,AURY_RF,KGSU1AND2,KISHANGANGA,KUDGI,NLCTS2EXP,NTPL,RIHAND2,SALAL,SIMHST2,DADRI_CRF,DADRT2,JHAJJAR,KHSTPP-II,NLCEXP,SEWA2,SINGRAULI,TALA,TEHRI,UNCHAHAR3,URI,URI2,ANTA_GF
64,15:45-16:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.26,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,24.83,26.4,36.43,28.92,0

65,16:00-16:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.26,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,35.91,26.4,36.43,24.21,0

66,16:15-16:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.26,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,35.91,26.4,36.43,24.21,0

67,16:30-16:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.26,0,0,0,20.72,25.51,0,0,0,8.87,0,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,35.91,26.4,36.43,24.21,0

68,16:45-17:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,0,0,20.72,25.51,0,0,0,8.87,23.39,399.38,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.71,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,35.91,26.4,36.43,24.21,0

69,17:00-17:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,41.48,0,1.32,16.48,20.72,25.51,0,0,0,17.75,46.78,399.38,0,59.73,20,6.52,2.66,0,0,0,0,0,0,13.99,20.8,0,0,0,0,0.71,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,47.88,26.4,39.75,24.21,0

70,17:15-17:30,0,92,62.16,0,20.55,0,0,9.68,45.53,0,0,0,0,0,42.39,41.48,0,7.92,32.96,20.72,25.51,0,0,0,26.62,70.17,399.38,0,59.73,20,6.52,13.17,0,0,0,0,0,0,28.05,20.8,0,0,0,0,0.71,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,49.14,26.4,39.75,24.21,0

71,17:30-17:45,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,0,0,0,42.39,41.68,0,15.98,49.43,20.72,25.51,0,0,0,39.05,93.56,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.71,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.93,139.69,0,49.14,26.4,39.75,32.28,0

72,17:45-18:00,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,0,0,0,42.39,41.9,0,27.41,49.43,20.72,25.51,0,0,0,39.05,116.95,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.71,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.93,139.69,0,49.14,26.4,39.75,32.28,0

73,18:00-18:15,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,0,0,0,42.39,42,0,27.41,49.43,20.72,25.51,0,0,0,39.05,140.35,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.75,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,35.33,32.28,0

74,18:15-18:30,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,0,0,0,42.39,42.32,0,27.41,49.43,20.72,25.51,0,0,0,39.05,140.35,399.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.75,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,35.33,32.28,0

75,18:30-18:45,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,0,0,0,42.39,42.52,0,27.41,49.43,20.72,25.51,0,0,0,39.05,140.35,331.88,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.75,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,35.33,32.28,0

76,18:45-19:00,0,92,62.16,0,20.55,0,0,29.06,45.53,0,0,0,0,0,42.39,42.73,0,15.98,49.43,20.72,25.51,0,0,0,39.05,116.95,264.38,0,59.73,20,19.56,39.51,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.75,0,1.54,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.79,434.65,148.3,0,16.93,139.69,0,49.14,26.4,35.33,32.28,0

77,19:00-19:15,0,92,62.16,0,20.55,0,0,9.68,45.53,0,0,3.82,0,0,42.39,42.84,0,18.27,32.96,20.72,25.51,0,0,0,17.75,93.56,202.5,0,59.73,20,6.52,26.34,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.75,0,0,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.79,434.65,148.3,0,16.53,139.69,0,49.14,26.4,35.33,24.21,0

78,19:15-19:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,16.54,0,0,42.39,42.84,0,18.27,16.48,20.72,25.51,0,0,0,8.87,70.17,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.75,0,0,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.79,434.65,148.3,0,16.53,139.69,0,49.14,26.4,35.33,24.21,0

79,19:30-19:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,16.54,0,0,42.39,42.84,0,18.27,16.48,20.72,25.51,0,0,0,8.87,46.78,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.75,0,1.15,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.79,434.65,148.3,0,16.53,139.69,0,35.91,26.4,35.33,28.25,0

80,19:45-20:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,16.54,0,0,42.39,43.05,0,18.27,16.48,20.72,25.51,0,0,0,8.87,23.39,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,42.15,20.8,0,0,0,0,0.75,0,1.15,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.79,434.65,148.3,0,16.53,139.69,0,23.94,26.4,35.33,28.25,0

81,20:00-20:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,16.54,0,0,42.39,43.05,0,9.14,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,28.09,20.8,0,0,0,0,0.75,0,1.15,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,23.94,26.4,35.33,28.25,0

82,20:15-20:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,16.54,0,0,42.39,43.26,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,13.99,20.8,0,0,0,0,0.75,0,1.15,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,12.47,26.4,35.33,28.25,0

83,20:30-20:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,16.54,0,0,42.39,43.47,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.75,0,1.15,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,9.26,26.4,35.33,28.25,0

84,20:45-21:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,3.57,0,0,42.39,43.26,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.75,0,1.15,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,0,26.4,35.33,28.25,0

85,21:00-21:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.26,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,45.47,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,0,26.4,35.33,28.25,0

86,21:15-21:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.47,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,45.47,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,2.33,0,0,682.78,434.65,148.3,0,16.53,139.69,0,0,26.4,35.33,28.25,0

87,21:30-21:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.47,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,45.47,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.78,434.65,148.3,0,16.53,139.69,0,0,26.4,35.33,28.25,0

88,21:45-22:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.47,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,45.47,20,6.52,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.78,434.65,148.3,0,16.53,139.69,0,0,26.4,35.33,28.25,0

89,22:00-22:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.47,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,57.54,20,6.52,0,0,0,0,0,0,0,0,20.02,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.78,434.65,148.3,0,16.53,139.69,0,0,26.4,35.33,28.25,0

90,22:15-22:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.57,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.02,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.78,434.65,148.3,0,16.53,139.69,0,0,26.4,35.33,28.25,0

91,22:30-22:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.57,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.02,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.78,434.65,148.3,0,16.53,139.69,0,0,26.4,35.33,28.25,0

92,22:45-23:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.57,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.02,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,682.78,434.65,148.3,0,16.53,139.69,0,0,26.4,35.33,28.25,0

93,23:00-23:15,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.57,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.02,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,28.25,0

94,23:15-23:30,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.57,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.02,0,0,0,0,0.75,0,0.51,0,70.04,0,0,0,0,0,118.76,13.36,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,28.25,0

95,23:30-23:45,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.57,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.02,0,0,0,0,0.75,0,0,0,70.04,0,0,0,0,0,118.76,15.11,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,28.25,0

96,23:45-24:00,0,92,62.16,0,20.55,0,0,0,45.53,0,0,0,0,0,42.39,43.57,0,0,16.48,20.72,25.51,0,0,0,8.87,0,202.5,0,59.73,20,6.52,0,0,0,0,0,0,0,0,20.02,0,0,0,0,0.75,0,0,0,70.04,0,0,0,0,0,118.76,69.72,0,0,683.14,434.65,148.3,0,16.53,139.69,0,0,26.4,36.43,28.25,0

